time,CUNIT1,CUNIT2,CUNIT3,AQUITARD6,AQUITARD7,AQUITARD8,NODELAY4,NODELAY5,NODELAY9,NODELAY10,DELAY11,DELAY12,DELAY13,ES14,TC02,SKC02,TC03,SKC03,TC04,SKC04,TC05,SKC05,TC07,SKC07,TC08,SKC08,TC09,SKC09,TC10,SKC10,TC12,SKC12,TC14,SKC14
334.8125000000,0.2424655269E-04,0.1654564108E-04,0.9347597930E-05,0.1335980387E-04,0.1862702402E-04,0.1405129554E-04,0.7991442918E-05,0.1772240193E-05,0.4699007759E-04,0.2647737772E-05,0.1529913140E-04,0.3114829368E-04,0.2257218862E-04,327.5240241,0.2424655269E-04,0.000000000,0.1654564108E-04,0.000000000,0.9347597930E-05,0.000000000,0.3724873754E-04,0.1395816322E-04,0.6379893959E-04,0.6202669940E-04,0.1335980387E-04,0.000000000,0.1862702402E-04,0.000000000,0.1405129554E-04,0.000000000,0.1031810538E-02,0.9536721670E-03,0.1543834751E-03,0.1291635487E-03
365.2500000000,0.2487424278E-04,0.1803316287E-04,0.1092757010E-04,0.1477757467E-04,0.2093454385E-04,0.1555193136E-04,0.8746708491E-05,0.1940088945E-05,0.4908824301E-04,0.2899514304E-05,0.1674924135E-04,0.3254145725E-04,0.2472487798E-04,327.5748241,0.2487424278E-04,0.000000000,0.1803316287E-04,0.000000000,0.1092757010E-04,0.000000000,0.4077328912E-04,0.1527733928E-04,0.6984133297E-04,0.6790124402E-04,0.1477757467E-04,0.000000000,0.2093454385E-04,0.000000000,0.1555193136E-04,0.000000000,0.1077884517E-02,0.9962548167E-03,0.1690702571E-03,0.1414458648E-03
395.6875000000,0.2549798070E-04,0.1949730028E-04,0.1243808676E-04,0.1612287315E-04,0.2320526630E-04,0.1697870413E-04,0.9426643163E-05,0.2091272084E-05,0.5100725240E-04,0.3126963823E-05,0.1805899132E-04,0.3381996822E-04,0.2667571965E-04,327.6207157,0.2549798070E-04,0.000000000,0.1949730028E-04,0.000000000,0.1243808676E-04,0.000000000,0.4395057395E-04,0.1646493947E-04,0.7528378032E-04,0.7319250823E-04,0.1612287315E-04,0.000000000,0.2320526630E-04,0.000000000,0.1697870413E-04,0.000000000,0.1120028683E-02,0.1035201462E-02,0.1823441270E-03,0.1525414435E-03
426.1250000000,0.2611557427E-04,0.2092170236E-04,0.1384572458E-04,0.1736448028E-04,0.2538514468E-04,0.1829815589E-04,0.1003108513E-04,0.2225683306E-05,0.5272097818E-04,0.3329271702E-05,0.1922395584E-04,0.3496298715E-04,0.2841202386E-04,327.6615346,0.2611557427E-04,0.000000000,0.2092170236E-04,0.000000000,0.1384572458E-04,0.000000000,0.4677572215E-04,0.1752068118E-04,0.8012245480E-04,0.7789677149E-04,0.1736448028E-04,0.000000000,0.2538514468E-04,0.000000000,0.1829815589E-04,0.000000000,0.1157665804E-02,0.1069981839E-02,0.1941518411E-03,0.1624105455E-03
456.5625000000,0.2672621331E-04,0.2230687687E-04,0.1520041185E-04,0.1856277859E-04,0.2748182548E-04,0.1957068019E-04,0.1063535639E-04,0.2359984579E-05,0.5440473979E-04,0.3530734389E-05,0.2038432348E-04,0.3608193229E-04,0.3013497622E-04,327.7021830,0.2672621331E-04,0.000000000,0.2230687687E-04,0.000000000,0.1520041185E-04,0.000000000,0.4959580461E-04,0.1857612473E-04,0.8495717124E-04,0.8259718666E-04,0.1856277859E-04,0.000000000,0.2748182548E-04,0.000000000,0.1957068019E-04,0.000000000,0.1194640759E-02,0.1104154087E-02,0.2059041274E-03,0.1722384168E-03
487.0000000000,0.2733024760E-04,0.2365864627E-04,0.1652623698E-04,0.1973986687E-04,0.2951464293E-04,0.2081943263E-04,0.1123961541E-04,0.2494279899E-05,0.5608410031E-04,0.3732165239E-05,0.2154450746E-04,0.3719715976E-04,0.3185723395E-04,327.7428249,0.2733024760E-04,0.000000000,0.2365864627E-04,0.000000000,0.1652623698E-04,0.000000000,0.5241566975E-04,0.1963154689E-04,0.8979167338E-04,0.8729739348E-04,0.1973986687E-04,0.000000000,0.2951464293E-04,0.000000000,0.2081943263E-04,0.000000000,0.1231518275E-02,0.1138237015E-02,0.2176541342E-03,0.1820647350E-03
517.4375000000,0.2792858533E-04,0.2498368996E-04,0.1783525126E-04,0.2090488762E-04,0.3150131294E-04,0.2205451052E-04,0.1184386844E-04,0.2628572166E-05,0.5776281325E-04,0.3933594784E-05,0.2270467386E-04,0.3831183248E-04,0.3357945775E-04,327.7834666,0.2792858533E-04,0.000000000,0.2498368996E-04,0.000000000,0.1783525126E-04,0.000000000,0.5523550091E-04,0.2068695860E-04,0.9462606563E-04,0.9199749347E-04,0.2090488762E-04,0.000000000,0.3150131294E-04,0.000000000,0.2205451052E-04,0.000000000,0.1268381445E-02,0.1172306799E-02,0.2294040420E-03,0.1918909895E-03
547.8750000000,0.2852227682E-04,0.2628800021E-04,0.1913381903E-04,0.2206233138E-04,0.3345543710E-04,0.2328101226E-04,0.1244811780E-04,0.2762862521E-05,0.5944143085E-04,0.4135024272E-05,0.2386483287E-04,0.3942642319E-04,0.3530167993E-04,327.8241082,0.2852227682E-04,0.000000000,0.2628800021E-04,0.000000000,0.1913381903E-04,0.000000000,0.5805531457E-04,0.2174236390E-04,0.9946038904E-04,0.9669752652E-04,0.2206233138E-04,0.000000000,0.3345543710E-04,0.000000000,0.2328101226E-04,0.000000000,0.1305242503E-02,0.1206374649E-02,0.2411539454E-03,0.2017172412E-03
578.3125000000,0.2911230399E-04,0.2757648707E-04,0.2042552257E-04,0.2321475973E-04,0.3538684484E-04,0.2450186263E-04,0.1305236475E-04,0.2897151611E-05,0.6112003441E-04,0.4336453757E-05,0.2502498717E-04,0.4054100182E-04,0.3702390204E-04,327.8647499,0.2911230399E-04,0.000000000,0.2757648707E-04,0.000000000,0.2042552257E-04,0.000000000,0.6087511691E-04,0.2279776499E-04,0.1042946669E-03,0.1013975153E-03,0.2321475973E-04,0.000000000,0.3538684484E-04,0.000000000,0.2450186263E-04,0.000000000,0.1342103250E-02,0.1240442214E-02,0.2529038486E-03,0.2115434928E-03
608.7500000000,0.2969950028E-04,0.2885300687E-04,0.2171251674E-04,0.2436378378E-04,0.3730246884E-04,0.2571889257E-04,0.1365661005E-04,0.3031439842E-05,0.6279863591E-04,0.4537883242E-05,0.2618513824E-04,0.4165557866E-04,0.3874612415E-04,327.9053916,0.2969950028E-04,0.000000000,0.2885300687E-04,0.000000000,0.2171251674E-04,0.000000000,0.6369491148E-04,0.2385316319E-04,0.1091289138E-03,0.1060974740E-03,0.2436378378E-04,0.000000000,0.3730246884E-04,0.000000000,0.2571889257E-04,0.000000000,0.1378963952E-02,0.1274509737E-02,0.2646537518E-03,0.2213697444E-03
639.1875000000,0.3028453734E-04,0.3012052259E-04,0.2299617932E-04,0.2551047097E-04,0.3920714811E-04,0.2693330734E-04,0.1426085417E-04,0.3165727484E-05,0.6447723710E-04,0.4739312728E-05,0.2734528704E-04,0.4277015524E-04,0.4046834625E-04,327.9460332,0.3028453734E-04,0.000000000,0.3012052259E-04,0.000000000,0.2299617932E-04,0.000000000,0.6651470056E-04,0.2490855935E-04,0.1139631396E-03,0.1107974121E-03,0.2551047097E-04,0.000000000,0.3920714811E-04,0.000000000,0.2693330734E-04,0.000000000,0.1415824646E-02,0.1308577254E-02,0.2764036549E-03,0.2311959960E-03
669.6250000000,0.3086794050E-04,0.3138128363E-04,0.2427743621E-04,0.2665554616E-04,0.4110424494E-04,0.2814592126E-04,0.1486509745E-04,0.3300014719E-05,0.6615583825E-04,0.4940742213E-05,0.2850543419E-04,0.4388473179E-04,0.4219056835E-04,327.9866749,0.3086794050E-04,0.000000000,0.3138128363E-04,0.000000000,0.2427743621E-04,0.000000000,0.6933448568E-04,0.2596395403E-04,0.1187973507E-03,0.1154973360E-03,0.2665554616E-04,0.000000000,0.4110424494E-04,0.000000000,0.2814592126E-04,0.000000000,0.1452685340E-02,0.1342644770E-02,0.2881535581E-03,0.2410222476E-03
700.0625000000,0.3145011336E-04,0.3263698620E-04,0.2555693304E-04,0.2779950706E-04,0.4299609082E-04,0.2935729157E-04,0.1546934012E-04,0.3434301673E-05,0.6783443939E-04,0.5142171698E-05,0.2966558015E-04,0.4499930833E-04,0.4391279046E-04,328.0273166,0.3145011336E-04,0.000000000,0.3263698620E-04,0.000000000,0.2555693304E-04,0.000000000,0.7215426790E-04,0.2701934763E-04,0.1236315517E-03,0.1201972500E-03,0.2779950706E-04,0.000000000,0.4299609082E-04,0.000000000,0.2935729157E-04,0.000000000,0.1489546033E-02,0.1376712286E-02,0.2999034613E-03,0.2508484992E-03
730.5000000000,0.3203136267E-04,0.3388890438E-04,0.2683513158E-04,0.2894269704E-04,0.4488430100E-04,0.3056780197E-04,0.1607358233E-04,0.3568588433E-05,0.6951304053E-04,0.5343601183E-05,0.3082572522E-04,0.4611388487E-04,0.4563501256E-04,328.0679582,0.3203136267E-04,0.000000000,0.3388890438E-04,0.000000000,0.2683513158E-04,0.000000000,0.7497404799E-04,0.2807474044E-04,0.1284657456E-03,0.1248971572E-03,0.2894269704E-04,0.000000000,0.4488430100E-04,0.000000000,0.3056780197E-04,0.000000000,0.1526406727E-02,0.1410779801E-02,0.3116533645E-03,0.2606747508E-03
760.9375000000,0.3261186475E-04,0.3513797716E-04,0.2811236564E-04,0.3008535346E-04,0.4676999405E-04,0.3177771738E-04,0.1667782420E-04,0.3702875058E-05,0.7119164167E-04,0.5545030669E-05,0.3198586964E-04,0.4722846140E-04,0.4735723467E-04,328.1085999,0.3261186475E-04,0.000000000,0.3513797716E-04,0.000000000,0.2811236564E-04,0.000000000,0.7779382649E-04,0.2913013265E-04,0.1332999348E-03,0.1295970597E-03,0.3008535346E-04,0.000000000,0.4676999405E-04,0.000000000,0.3177771738E-04,0.000000000,0.1563267420E-02,0.1444847317E-02,0.3234032677E-03,0.2705010023E-03
791.3750000000,0.3319176983E-04,0.3638490169E-04,0.2938887881E-04,0.3122764053E-04,0.4865394448E-04,0.3298722101E-04,0.1728206581E-04,0.3837161590E-05,0.7287024281E-04,0.5746460154E-05,0.3314601356E-04,0.4834303794E-04,0.4907945677E-04,328.1492416,0.3319176983E-04,0.000000000,0.3638490169E-04,0.000000000,0.2938887881E-04,0.000000000,0.8061360380E-04,0.3018552442E-04,0.1381341206E-03,0.1342969590E-03,0.3122764053E-04,0.000000000,0.4865394448E-04,0.000000000,0.3298722101E-04,0.000000000,0.1600128114E-02,0.1478914833E-02,0.3351531709E-03,0.2803272539E-03
821.8125000000,0.3377125249E-04,0.3763021325E-04,0.3066485225E-04,0.3236967193E-04,0.5053668850E-04,0.3419643959E-04,0.1788630724E-04,0.3971448058E-05,0.7454884395E-04,0.5947889639E-05,0.3430615712E-04,0.4945761448E-04,0.5080167888E-04,328.1898832,0.3377125249E-04,0.000000000,0.3763021325E-04,0.000000000,0.3066485225E-04,0.000000000,0.8343338022E-04,0.3124091587E-04,0.1429683040E-03,0.1389968560E-03,0.3236967193E-04,0.000000000,0.5053668850E-04,0.000000000,0.3419643959E-04,0.000000000,0.1636988807E-02,0.1512982349E-02,0.3469030741E-03,0.2901535055E-03
852.2500000000,0.3435042858E-04,0.3887431693E-04,0.3194042156E-04,0.3351152632E-04,0.5241859733E-04,0.3540546086E-04,0.1849054852E-04,0.4105734481E-05,0.7622744510E-04,0.6149319124E-05,0.3546630040E-04,0.5057219102E-04,0.5252390098E-04,328.2305249,0.3435042858E-04,0.000000000,0.3887431693E-04,0.000000000,0.3194042156E-04,0.000000000,0.8625315598E-04,0.3229630706E-04,0.1478024859E-03,0.1436967514E-03,0.3351152632E-04,0.000000000,0.5241859733E-04,0.000000000,0.3540546086E-04,0.000000000,0.1673849501E-02,0.1547049865E-02,0.3586529772E-03,0.2999797571E-03
882.6875000000,0.3492937911E-04,0.4011751724E-04,0.3321568841E-04,0.3465325817E-04,0.5429992798E-04,0.3661434553E-04,0.1909478970E-04,0.4240020873E-05,0.7790604624E-04,0.6350748609E-05,0.3662644347E-04,0.5168676755E-04,0.5424612308E-04,328.2711666,0.3492937911E-04,0.000000000,0.4011751724E-04,0.000000000,0.3321568841E-04,0.000000000,0.8907293124E-04,0.3335169807E-04,0.1526366666E-03,0.1483966458E-03,0.3465325817E-04,0.000000000,0.5429992798E-04,0.000000000,0.3661434553E-04,0.000000000,0.1710710194E-02,0.1581117380E-02,0.3704028804E-03,0.3098060087E-03
913.1250000000,0.3550816246E-04,0.4136004235E-04,0.3449072899E-04,0.3579490520E-04,0.5618085834E-04,0.3782313563E-04,0.1969903080E-04,0.4374307244E-05,0.7958464738E-04,0.6552178095E-05,0.3778658640E-04,0.5280134409E-04,0.5596834519E-04,328.3118082,0.3550816246E-04,0.000000000,0.4136004235E-04,0.000000000,0.3449072899E-04,0.000000000,0.9189270613E-04,0.3440708894E-04,0.1574708466E-03,0.1530965394E-03,0.3579490520E-04,0.000000000,0.5618085834E-04,0.000000000,0.3782313563E-04,0.000000000,0.1747570888E-02,0.1615184896E-02,0.3821527836E-03,0.3196322603E-03
943.5625000000,0.3608682143E-04,0.4260206293E-04,0.3576560039E-04,0.3693649350E-04,0.5806151161E-04,0.3903186027E-04,0.2030327184E-04,0.4508593600E-05,0.8126324852E-04,0.6753607580E-05,0.3894672920E-04,0.5391592063E-04,0.5769056729E-04,328.3524499,0.3608682143E-04,0.000000000,0.4260206293E-04,0.000000000,0.3576560039E-04,0.000000000,0.9471248074E-04,0.3546247970E-04,0.1623050260E-03,0.1577964324E-03,0.3693649350E-04,0.000000000,0.5806151161E-04,0.000000000,0.3903186027E-04,0.000000000,0.1784431581E-02,0.1649252412E-02,0.3939026868E-03,0.3294585119E-03
974.0000000000,0.3666538768E-04,0.4384370656E-04,0.3704034533E-04,0.3807804115E-04,0.5994197303E-04,0.4024053959E-04,0.2090751284E-04,0.4642879945E-05,0.8294184966E-04,0.6955037065E-05,0.4010687192E-04,0.5503049717E-04,0.5941278940E-04,328.3930916,0.3666538768E-04,0.000000000,0.4384370656E-04,0.000000000,0.3704034533E-04,0.000000000,0.9753225515E-04,0.3651787039E-04,0.1671392051E-03,0.1624963252E-03,0.3807804115E-04,0.000000000,0.5994197303E-04,0.000000000,0.4024053959E-04,0.000000000,0.1821292274E-02,0.1683319928E-02,0.4056525900E-03,0.3392847635E-03
1004.437500000,0.3724388474E-04,0.4508506859E-04,0.3831499575E-04,0.3921956065E-04,0.6182230165E-04,0.4144918754E-04,0.2151175380E-04,0.4777166284E-05,0.8462045080E-04,0.7156466550E-05,0.4126701458E-04,0.5614507371E-04,0.6113501150E-04,328.4337332,0.3724388474E-04,0.000000000,0.4508506859E-04,0.000000000,0.3831499575E-04,0.000000000,0.1003520294E-03,0.3757326102E-04,0.1719733839E-03,0.1671962176E-03,0.3921956065E-04,0.000000000,0.6182230165E-04,0.000000000,0.4144918754E-04,0.000000000,0.1858152968E-02,0.1717387443E-02,0.4174024932E-03,0.3491110151E-03
1034.875000000,0.3782233014E-04,0.4632622024E-04,0.3958957554E-04,0.4036106067E-04,0.6370253834E-04,0.4265781376E-04,0.2211599474E-04,0.4911452618E-05,0.8629905194E-04,0.7357896036E-05,0.4242715718E-04,0.5725965024E-04,0.6285723361E-04,328.4743749,0.3782233014E-04,0.000000000,0.4632622024E-04,0.000000000,0.3958957554E-04,0.000000000,0.1031718035E-03,0.3862865161E-04,0.1768075626E-03,0.1718961100E-03,0.4036106067E-04,0.000000000,0.6370253834E-04,0.000000000,0.4265781376E-04,0.000000000,0.1895013661E-02,0.1751454959E-02,0.4291523963E-03,0.3589372667E-03
1065.312500000,0.3840073697E-04,0.4756721474E-04,0.4086410257E-04,0.4150254719E-04,0.6558271137E-04,0.4386642495E-04,0.2272023566E-04,0.5045738948E-05,0.8797765308E-04,0.7559325521E-05,0.4358729975E-04,0.5837422678E-04,0.6457945571E-04,328.5150166,0.3840073697E-04,0.000000000,0.4756721474E-04,0.000000000,0.4086410257E-04,0.000000000,0.1059915776E-03,0.3968404216E-04,0.1816417411E-03,0.1765960021E-03,0.4150254719E-04,0.000000000,0.6558271137E-04,0.000000000,0.4386642495E-04,0.000000000,0.1931874355E-02,0.1785522475E-02,0.4409022995E-03,0.3687635183E-03
1095.750000000,0.3897911498E-04,0.4880809183E-04,0.4213859018E-04,0.4264402438E-04,0.6746284034E-04,0.4507502573E-04,0.2332447656E-04,0.5180025276E-05,0.8965625422E-04,0.7760755006E-05,0.4474744230E-04,0.5948880332E-04,0.6630167781E-04,328.5556582,0.3897911498E-04,0.000000000,0.4880809183E-04,0.000000000,0.4213859018E-04,0.000000000,0.1088113516E-03,0.4073943269E-04,0.1864759195E-03,0.1812958942E-03,0.4264402438E-04,0.000000000,0.6746284034E-04,0.000000000,0.4507502573E-04,0.000000000,0.1968735048E-02,0.1819589991E-02,0.4526522027E-03,0.3785897699E-03
1126.187500000,0.3955752522E-04,0.5004888427E-04,0.4341299506E-04,0.4378543339E-04,0.6934289791E-04,0.4628355618E-04,0.2392865566E-04,0.5314297930E-05,0.9133470839E-04,0.7962164535E-05,0.4590746968E-04,0.6060328580E-04,0.6802373433E-04,328.5962959,0.3955752522E-04,0.000000000,0.5004888427E-04,0.000000000,0.4341299506E-04,0.000000000,0.1116308406E-03,0.4179471527E-04,0.1913096057E-03,0.1859953078E-03,0.4378543339E-04,0.000000000,0.6934289791E-04,0.000000000,0.4628355618E-04,0.000000000,0.2005592518E-02,0.1853654524E-02,0.4644009468E-03,0.3884150479E-03
1156.625000000,0.4013599469E-04,0.5128961670E-04,0.4468730009E-04,0.4492675128E-04,0.7122285243E-04,0.4749199185E-04,0.2453277282E-04,0.5448556824E-05,0.9301299416E-04,0.8163553439E-05,0.4706737828E-04,0.6171765714E-04,0.6974561486E-04,328.6369294,0.4013599469E-04,0.000000000,0.5128961670E-04,0.000000000,0.4468730009E-04,0.000000000,0.1144500408E-03,0.4284988967E-04,0.1961427965E-03,0.1906942397E-03,0.4492675128E-04,0.000000000,0.7122285243E-04,0.000000000,0.4749199185E-04,0.000000000,0.2042446290E-02,0.1887715639E-02,0.4761484882E-03,0.3982393199E-03
1187.062500000,0.4071448247E-04,0.5253030414E-04,0.4596155288E-04,0.4606802946E-04,0.7310271894E-04,0.4870038435E-04,0.2513688984E-04,0.5582815626E-05,0.9469125534E-04,0.8364941649E-05,0.4822728310E-04,0.6283200872E-04,0.7146748443E-04,328.6775627,0.4071448247E-04,0.000000000,0.5253030414E-04,0.000000000,0.4596155288E-04,0.000000000,0.1172692368E-03,0.4390506381E-04,0.2009759841E-03,0.1953931685E-03,0.4606802946E-04,0.000000000,0.7310271894E-04,0.000000000,0.4870038435E-04,0.000000000,0.2079299519E-02,0.1921776255E-02,0.4878959841E-03,0.4080635580E-03
1217.500000000,0.4129297354E-04,0.5377095729E-04,0.4723577703E-04,0.4720928734E-04,0.7498251939E-04,0.4990875413E-04,0.2574100685E-04,0.5717074423E-05,0.9636951292E-04,0.8566329834E-05,0.4938718777E-04,0.6394635725E-04,0.7318935343E-04,328.7181960,0.4129297354E-04,0.000000000,0.5377095729E-04,0.000000000,0.4723577703E-04,0.000000000,0.1200884326E-03,0.4496023794E-04,0.2058091714E-03,0.2000920970E-03,0.4720928734E-04,0.000000000,0.7498251939E-04,0.000000000,0.4990875413E-04,0.000000000,0.2116152668E-02,0.1955836798E-02,0.4996434781E-03,0.4178877948E-03
1247.937500000,0.4187146291E-04,0.5501158432E-04,0.4850998453E-04,0.4835053332E-04,0.7686227252E-04,0.5111711045E-04,0.2634512385E-04,0.5851333217E-05,0.9804776997E-04,0.8767718017E-05,0.5054709242E-04,0.6506070533E-04,0.7491122241E-04,328.7588294,0.4187146291E-04,0.000000000,0.5501158432E-04,0.000000000,0.4850998453E-04,0.000000000,0.1229076283E-03,0.4601541206E-04,0.2106423587E-03,0.2047910255E-03,0.4835053332E-04,0.000000000,0.7686227252E-04,0.000000000,0.5111711045E-04,0.000000000,0.2153005806E-02,0.1989897331E-02,0.5113909720E-03,0.4277120316E-03
1278.375000000,0.4244994932E-04,0.5625219150E-04,0.4978418179E-04,0.4949177169E-04,0.7874199239E-04,0.5232545818E-04,0.2694924085E-04,0.5985592009E-05,0.9972602693E-04,0.8969106200E-05,0.5170699706E-04,0.6617505335E-04,0.7663309138E-04,328.7994627,0.4244994932E-04,0.000000000,0.5625219150E-04,0.000000000,0.4978418179E-04,0.000000000,0.1257268241E-03,0.4707058617E-04,0.2154755459E-03,0.2094899538E-03,0.4949177169E-04,0.000000000,0.7874199239E-04,0.000000000,0.5232545818E-04,0.000000000,0.2189858941E-02,0.2023957861E-02,0.5231384659E-03,0.4375362684E-03
