time,HD01,HD02,HD03,HD04,HD05,HD06,HD07,HD08,HD09,HD10,HD11,HD12,HD13,HD14
9435.625000000,-4.982350000,-4.401697207,-2.988298053,-1.525214202,-0.8958583665,-0.8953583333,-0.8952929734,-0.8859657815,-0.8745938492,-0.8854792267,-0.8953583333,-1.503654753,-2.114558333,-2.114290520
9466.062500000,-4.998450000,-4.416662144,-3.000414420,-1.534210607,-0.9034761627,-0.9029750000,-0.9029096881,-0.8936048192,-0.8822745910,-0.8931194533,-0.9029750000,-1.511271420,-2.122175000,-2.121907187
9496.500000000,-5.014550000,-4.431621003,-3.012514159,-1.543199633,-0.9110939528,-0.9105916667,-0.9105263879,-0.9012369712,-0.8899356170,-0.9007524259,-0.9105916667,-1.518888087,-2.129791667,-2.129523853
9526.937500000,-5.030650000,-4.446545090,-3.024426635,-1.551212780,-0.9161806354,-0.9156708333,-0.9156231216,-0.9075259780,-0.8970445820,-0.9070876150,-0.9156708333,-1.524337655,-2.134870833,-2.134688258
9557.375000000,-5.046750000,-4.461388057,-3.035949472,-1.557764777,-0.9187307709,-0.9182125000,-0.9181838524,-0.9119331338,-0.9030653469,-0.9115804292,-0.9182125000,-1.527304147,-2.137412500,-2.137318670
9587.812500000,-5.062850000,-4.476130070,-3.047074169,-1.563570462,-0.9212751842,-0.9207541667,-0.9207279042,-0.9155440528,-0.9081134569,-0.9152576278,-0.9207541667,-1.529908184,-2.139954167,-2.139863305
9618.250000000,-5.078950000,-4.490772724,-3.057855434,-1.568973067,-0.9238191961,-0.9232958333,-0.9232710175,-0.9187597893,-0.9124205429,-0.9185166120,-0.9232958333,-1.532459028,-2.142495833,-2.142405092
9648.687500000,-5.095050000,-4.505328231,-3.068360273,-1.574143162,-0.9263630149,-0.9258375000,-0.9258136428,-0.9217484793,-0.9161937324,-0.9215328183,-0.9258375000,-1.535002047,-2.145037500,-2.144946764
9679.125000000,-5.111150000,-4.519812026,-3.078649992,-1.579170064,-0.9289067163,-0.9283791667,-0.9283559605,-0.9245938138,-0.9195908542,-0.9243959155,-0.9283791667,-1.537543913,-2.147579167,-2.147488431
9709.562500000,-5.127250000,-4.534238982,-3.088775252,-1.584103567,-0.9314503411,-0.9309208333,-0.9308980742,-0.9273439983,-0.9227256320,-0.9271578196,-0.9309208333,-1.540085609,-2.150120833,-2.150030098
9740.000000000,-5.143350000,-4.548621897,-3.098776013,-1.588973342,-0.9339939137,-0.9334625000,-0.9334400492,-0.9300295185,-0.9256781751,-0.9298512147,-0.9334625000,-1.542627280,-2.152662500,-2.152571764
9770.437500000,-5.159450000,-4.562971161,-3.108683049,-1.593798205,-0.9365374496,-0.9360041667,-0.9359819291,-0.9326706269,-0.9285043687,-0.9324976807,-0.9360041667,-1.545168947,-2.155204167,-2.155113431
9800.875000000,-5.175550000,-4.577294936,-3.118519752,-1.598590716,-0.9390809589,-0.9385458333,-0.9385237432,-0.9352810930,-0.9312430336,-0.9351118201,-0.9385458333,-1.547710614,-2.157745833,-2.157655098
9831.312500000,-5.191650000,-4.591599506,-3.128303773,-1.603359595,-0.9416244488,-0.9410875000,-0.9410655119,-0.9378703760,-0.9339210860,-0.9377036327,-0.9410875000,-1.550252281,-2.160287500,-2.160196764
9861.750000000,-5.207750000,-4.605889653,-3.138048379,-1.608111060,-0.9441679245,-0.9436291667,-0.9436072493,-0.9404450030,-0.9365571720,-0.9402800060,-0.9436291667,-1.552793948,-2.162829167,-2.162738431
9892.187500000,-5.223850000,-4.620191664,-3.147894703,-1.613577838,-0.9486107559,-0.9480750000,-0.9480399663,-0.9440138206,-0.9395682334,-0.9438158009,-0.9480750000,-1.556961882,-2.167275000,-2.167120569
9922.625000000,-5.239950000,-4.634543898,-3.158004412,-1.620128444,-0.9549570286,-0.9544250000,-0.9543757062,-0.9489853023,-0.9433686864,-0.9487241331,-0.9544250000,-1.562993112,-2.173625000,-2.173404239
9953.062500000,-5.256050000,-4.648963922,-3.168391214,-1.627229682,-0.9613075877,-0.9607750000,-0.9607239481,-0.9545477142,-0.9478801964,-0.9542375897,-0.9607750000,-1.569296277,-2.179975000,-2.179751724
9983.500000000,-5.272150000,-4.663452550,-3.179019535,-1.634626381,-0.9676584422,-0.9671250000,-0.9670728844,-0.9604021240,-0.9529347401,-0.9600600870,-0.9671250000,-1.575639384,-2.186325000,-2.186101621
10013.93750000,-5.288250000,-4.678002122,-3.189843189,-1.642192324,-0.9740094372,-0.9734750000,-0.9734221802,-0.9664237613,-0.9583808994,-0.9660614503,-0.9734750000,-1.581988370,-2.192675000,-2.192451616
10044.37500000,-5.304350000,-4.692602182,-3.200819232,-1.649861812,-0.9803605172,-0.9798250000,-0.9797717022,-0.9725507930,-0.9641030152,-0.9721754119,-0.9798250000,-1.588338220,-2.199025000,-2.198801616
10074.81250000,-5.320450000,-4.707242409,-3.211911933,-1.657598470,-0.9867116522,-0.9861750000,-0.9861213741,-0.9787477163,-0.9700176708,-0.9783637202,-0.9861750000,-1.594688198,-2.205375000,-2.205151616
10105.25000000,-5.336550000,-4.721913828,-3.223093014,-1.665380770,-0.9930628247,-0.9925250000,-0.9924711477,-0.9849921190,-0.9760660827,-0.9846023378,-0.9925250000,-1.601038195,-2.211725000,-2.211501616
10135.68750000,-5.352650000,-4.736609112,-3.234340659,-1.673195145,-0.9994140234,-0.9988750000,-0.9988209912,-0.9912691253,-0.9822072355,-0.9908754096,-0.9988750000,-1.607388195,-2.218075000,-2.217851616
10166.12500000,-5.368750000,-4.751322486,-3.245638267,-1.681032581,-1.005765241,-1.005225000,-1.005170883,-0.9975686249,-0.9884126355,-0.9971722123,-1.005225000,-1.613738195,-2.224425000,-2.224201616
10196.56250000,-5.384850000,-4.766049499,-3.256973304,-1.688886843,-1.012116472,-1.011575000,-1.011520808,-1.003883674,-0.9946625263,-1.003485404,-1.011575000,-1.620088195,-2.230775000,-2.230551616
10227.00000000,-5.400950000,-4.780786756,-3.268336347,-1.696753493,-1.018467714,-1.017925000,-1.017870756,-1.010209480,-1.000943221,-1.009809929,-1.017925000,-1.626438195,-2.237125000,-2.236901616
10257.43750000,-5.417050000,-4.795788791,-3.281207933,-1.712886668,-1.046356198,-1.045866667,-1.045663104,-1.027931051,-1.011826606,-1.027142474,-1.045866667,-1.651227923,-2.265066667,-2.264118077
10287.87500000,-5.433150000,-4.811457788,-3.297331539,-1.741425143,-1.095828217,-1.095400000,-1.095034331,-1.061642441,-1.031903882,-1.060127720,-1.095400000,-1.697146310,-2.314600000,-2.312898618
10318.31250000,-5.449250000,-4.827968387,-3.316795511,-1.776293411,-1.145348911,-1.144933333,-1.144547446,-1.102113174,-1.060212073,-1.100036364,-1.144933333,-1.746148568,-2.364133333,-2.362403501
10348.75000000,-5.465350000,-4.845311410,-3.339146328,-1.814576143,-1.194873007,-1.194466667,-1.194068523,-1.145935547,-1.094794205,-1.143492047,-1.194466667,-1.795603758,-2.413666667,-2.411935665
10379.18750000,-5.481450000,-4.863386228,-3.363822789,-1.854825859,-1.244398737,-1.244000000,-1.243593736,-1.191682265,-1.133897505,-1.189005533,-1.244000000,-1.845125590,-2.463200000,-2.461468948
10409.62500000,-5.497550000,-4.882063968,-3.390309943,-1.896285460,-1.293925459,-1.293533333,-1.293121555,-1.238643539,-1.176185703,-1.235816289,-1.293533333,-1.894657232,-2.512733333,-2.511002280
10440.06250000,-5.513650000,-4.901219925,-3.418181709,-1.938533407,-1.343452827,-1.343066667,-1.342651103,-1.286410804,-1.220695759,-1.283484266,-1.343066667,-1.944190319,-2.562266667,-2.560535613
10470.50000000,-5.529750000,-4.910261513,-3.445094679,-1.980991701,-1.392980368,-1.392600000,-1.392181824,-1.334725778,-1.266749233,-1.331732534,-1.392600000,-1.993723619,-2.611800000,-2.610068947
10500.93750000,-5.545850000,-4.910888296,-3.469783151,-2.023185243,-1.442507693,-1.442133333,-1.441713352,-1.383416909,-1.313872819,-1.380378284,-1.442133333,-2.043256950,-2.661333333,-2.659602281
10531.37500000,-5.561950000,-4.911781076,-3.493035924,-2.065021653,-1.492034726,-1.491666667,-1.491245437,-1.432367567,-1.361737726,-1.429297831,-1.491666667,-2.092790285,-2.710866667,-2.709135615
10561.81250000,-5.578050000,-4.912931790,-3.515363059,-2.106541105,-1.541561500,-1.541200000,-1.540777906,-1.481497636,-1.410115991,-1.478406477,-1.541200000,-2.142323622,-2.760400000,-2.758668949
10592.25000000,-5.594150000,-4.914333969,-3.537102475,-2.147817361,-1.591088074,-1.590733333,-1.590310641,-1.530751835,-1.458849691,-1.527645886,-1.590733333,-2.191856958,-2.809933333,-2.808202283
10622.68750000,-5.610245833,-4.915976849,-3.557253863,-2.181885356,-1.622244275,-1.621850000,-1.621554224,-1.570378234,-1.503921766,-1.567593127,-1.621850000,-2.225662112,-2.841050000,-2.839937655
10653.12500000,-5.626337500,-4.917844415,-3.574571839,-2.205289342,-1.634990675,-1.634550000,-1.634392185,-1.596429925,-1.541334810,-1.594256589,-1.634550000,-2.241445455,-2.853750000,-2.853279681
10683.56250000,-5.642429167,-4.919921446,-3.589172002,-2.223277191,-1.647695545,-1.647250000,-1.647109217,-1.616760429,-1.571853914,-1.615061271,-1.647250000,-2.254598446,-2.866450000,-2.866003975
10714.00000000,-5.658520833,-4.922195185,-3.601568454,-2.238386861,-1.660397541,-1.659950000,-1.659819524,-1.634262753,-1.597109320,-1.632872726,-1.659950000,-2.267365105,-2.879150000,-2.878704975
10744.43750000,-5.674612500,-4.924655449,-3.612309559,-2.251888205,-1.673098200,-1.672650000,-1.672526348,-1.650144894,-1.618569086,-1.648951284,-1.672650000,-2.280074919,-2.891850000,-2.891405019
10774.87500000,-5.690704167,-4.927294238,-3.621860794,-2.264447651,-1.685798087,-1.685350000,-1.685230981,-1.665005746,-1.637354312,-1.663938777,-1.685350000,-2.292776364,-2.904550000,-2.904105021
10805.31250000,-5.706795833,-4.930105237,-3.630583019,-2.276433939,-1.698497503,-1.698050000,-1.697934161,-1.679189283,-1.654273495,-1.678205796,-1.698050000,-2.305476577,-2.917250000,-2.916805021
10835.75000000,-5.722887500,-4.933083392,-3.638743621,-2.288062138,-1.711196626,-1.710750000,-1.710636355,-1.692912682,-1.669896361,-1.691985257,-1.710750000,-2.318176609,-2.929950000,-2.929505021
10866.18750000,-5.738979167,-4.936224563,-3.646535791,-2.299463755,-1.723895564,-1.723450000,-1.723337871,-1.706320106,-1.684620420,-1.705430810,-1.723450000,-2.330876613,-2.942650000,-2.942205021
10896.62500000,-5.755070833,-4.939525271,-3.654097030,-2.310722358,-1.736594384,-1.736150000,-1.736038920,-1.719509535,-1.698721823,-1.718646377,-1.736150000,-2.343576614,-2.955350000,-2.954905021
10927.06250000,-5.771162500,-4.942982514,-3.661524261,-2.321892611,-1.749293132,-1.748850000,-1.748739646,-1.732548269,-1.712392042,-1.731703108,-1.748850000,-2.356276615,-2.968050000,-2.967605021
10957.50000000,-5.787254167,-4.946593626,-3.668885349,-2.333010994,-1.761991837,-1.761550000,-1.761440149,-1.745482743,-1.725763720,-1.744650005,-1.761550000,-2.368976615,-2.980750000,-2.980305021
10987.93750000,-5.803350000,-4.950361755,-3.677497688,-2.351380624,-1.793692490,-1.793300000,-1.793058788,-1.768392819,-1.742970803,-1.767226219,-1.793300000,-2.397945688,-3.012500000,-3.011414990
11018.37500000,-5.819450000,-4.954296436,-3.688842476,-2.380653362,-1.844435936,-1.844100000,-1.843716027,-1.805355994,-1.768133437,-1.803555212,-1.844100000,-2.445556290,-3.063300000,-3.061550881
11048.81250000,-5.835550000,-4.958407074,-3.702932426,-2.415458361,-1.895222282,-1.894900000,-1.894498371,-1.848245106,-1.800450025,-1.845952889,-1.894900000,-2.495887735,-3.114100000,-3.112325783
11079.25000000,-5.851650000,-4.962701008,-3.719326530,-2.453211920,-1.946011578,-1.945700000,-1.945287683,-1.894065197,-1.838227199,-1.891452561,-1.945700000,-2.546618792,-3.164900000,-3.163124751
11109.68750000,-5.867750000,-4.967183277,-3.737519739,-2.492629967,-1.996802257,-1.996500000,-1.996080606,-1.941565024,-1.879941532,-1.938748761,-1.996500000,-2.597408646,-3.215700000,-3.213924707
11140.12500000,-5.883850000,-4.971856930,-3.757072962,-2.533043763,-2.047593753,-2.047300000,-2.046875801,-1.990123914,-1.924429986,-1.987176342,-2.047300000,-2.648207154,-3.266500000,-3.264724705
11170.56250000,-5.899950000,-4.976723477,-3.777641594,-2.574086141,-2.098385764,-2.098100000,-2.097672503,-2.039385251,-1.970853921,-2.036351109,-2.098100000,-2.699006938,-3.317300000,-3.315524706
11201.00000000,-5.916050000,-4.981783281,-3.798968188,-2.615544386,-2.149178116,-2.148900000,-2.148470228,-2.089123821,-2.018622397,-2.086031539,-2.148900000,-2.749806908,-3.368100000,-3.366324706
11231.43750000,-5.932150000,-4.987035890,-3.820865410,-2.657289039,-2.199970703,-2.199700000,-2.199268655,-2.139190114,-2.067323112,-2.136058288,-2.199700000,-2.800606907,-3.418900000,-3.417124707
11261.87500000,-5.948250000,-4.992480272,-3.843198924,-2.699238000,-2.250763457,-2.250500000,-2.250067567,-2.189482507,-2.116669642,-2.186323574,-2.250500000,-2.851406909,-3.469700000,-3.467924708
11292.31250000,-5.964350000,-4.998114996,-3.865873165,-2.741337511,-2.301556334,-2.301300000,-2.300866814,-2.239931200,-2.166463394,-2.236753602,-2.301300000,-2.902206912,-3.520500000,-3.518724708
11322.75000000,-5.980450000,-5.003938360,-3.888820401,-2.783551533,-2.352349305,-2.352100000,-2.351666293,-2.290488031,-2.216566790,-2.287297548,-2.352100000,-2.953006915,-3.571300000,-3.569524709
11353.18750000,-5.996550000,-5.009943693,-3.910891729,-2.819546535,-2.386671483,-2.386387500,-2.386067597,-2.332410311,-2.263380870,-2.329507757,-2.386387500,-2.989704916,-3.605587500,-3.604366873
11383.62500000,-6.012650000,-5.016118822,-3.930797631,-2.846154691,-2.404487460,-2.404162500,-2.403966300,-2.362159891,-2.303323451,-2.359806034,-2.404162500,-3.010244469,-3.623362500,-3.622717688
11414.06250000,-6.028750000,-5.022451688,-3.948522446,-2.868029580,-2.422266301,-2.421937500,-2.421756576,-2.386778776,-2.337081866,-2.384850192,-2.421937500,-3.028425584,-3.641137500,-3.640514053
11444.50000000,-6.044850000,-5.028932064,-3.964444486,-2.887409237,-2.440042635,-2.439712500,-2.439540821,-2.408861176,-2.366118737,-2.407209846,-2.439712500,-3.046260342,-3.658912500,-3.658289930
11474.93750000,-6.060950000,-5.035551762,-3.978998068,-2.905405422,-2.457817819,-2.457487500,-2.457321942,-2.429490412,-2.391750981,-2.428015249,-2.457487500,-3.064044139,-3.676687500,-3.676064968
11505.37500000,-6.077050000,-5.042304361,-3.992560688,-2.922596699,-2.475592343,-2.475262500,-2.475101097,-2.449203612,-2.414984227,-2.447842036,-2.475262500,-3.081820435,-3.694462500,-3.693839970
11535.81250000,-6.093150000,-5.049184822,-4.005428197,-2.939300353,-2.493366466,-2.493037500,-2.492878950,-2.468309289,-2.436543687,-2.467022591,-2.493037500,-3.099595626,-3.712237500,-3.711614970
11566.25000000,-6.109250000,-5.056189141,-4.017821086,-2.955699877,-2.511140341,-2.510812500,-2.510655918,-2.487002240,-2.456940392,-2.485765827,-2.510812500,-3.117370655,-3.730012500,-3.729389970
11596.68750000,-6.125350000,-5.063314069,-4.029899210,-2.971906660,-2.528914057,-2.528587500,-2.528432278,-2.505411773,-2.476530897,-2.504209560,-2.528587500,-3.135145659,-3.747787500,-3.747164970
11627.12500000,-6.141450000,-5.070556904,-4.041776589,-2.987991088,-2.546687674,-2.546362500,-2.546208219,-2.523625772,-2.495562902,-2.522447004,-2.546362500,-3.152920660,-3.765562500,-3.764939970
11657.56250000,-6.157550000,-5.077915332,-4.053533722,-3.003999015,-2.564461227,-2.564137500,-2.563983870,-2.541704604,-2.514208150,-2.540541978,-2.564137500,-3.170695661,-3.783337500,-3.782714970
11688.00000000,-6.173650000,-5.085387322,-4.065227044,-3.019960964,-2.582234743,-2.581912500,-2.581759321,-2.559689918,-2.532585620,-2.558538436,-2.581912500,-3.188470661,-3.801112500,-3.800489970
11718.43750000,-6.189750000,-5.092970677,-4.076811453,-3.035413588,-2.598744765,-2.598420833,-2.598276724,-2.576942413,-2.550508934,-2.575821404,-2.598420833,-3.205163908,-3.817620833,-3.817040942
11748.87500000,-6.205850000,-5.100662931,-4.088217946,-3.050129219,-2.613988590,-2.613662500,-2.613528115,-2.593212369,-2.567765410,-2.592139251,-2.613662500,-3.220617649,-3.832862500,-3.832326855
11779.31250000,-6.221950000,-5.108461744,-4.099466023,-3.064475340,-2.629229561,-2.628904167,-2.628771116,-2.609054986,-2.584450770,-2.608018505,-2.628904167,-3.235890473,-3.848104167,-3.847570197
11809.75000000,-6.238050000,-5.116364997,-4.110598957,-3.078630838,-2.644470340,-2.644145833,-2.644013605,-2.624679656,-2.600706979,-2.623667222,-2.644145833,-3.251136725,-3.863345833,-3.862811933
11840.18750000,-6.254150000,-5.124370791,-4.121659804,-3.092685937,-2.659711035,-2.659387500,-2.659255819,-2.640176674,-2.616655662,-2.639179676,-2.659387500,-3.266379067,-3.878587500,-3.878053603
11870.62500000,-6.270250000,-5.132477412,-4.132684115,-3.106688389,-2.674951688,-2.674629167,-2.674497859,-2.655592220,-2.632388227,-2.654605268,-2.674629167,-3.281620833,-3.893829167,-3.893295270
11901.06250000,-6.286350000,-5.140683287,-4.143698978,-3.120664818,-2.690192318,-2.689870833,-2.689739782,-2.670953410,-2.647970181,-2.669973123,-2.689870833,-3.296862514,-3.909070833,-3.908536936
11931.50000000,-6.302450000,-5.148986953,-4.154724168,-3.134630828,-2.705432941,-2.705112500,-2.704981625,-2.686277571,-2.663447560,-2.685301779,-2.705112500,-3.312104184,-3.924312500,-3.923778603
11961.93750000,-6.318550000,-5.157387034,-4.165773745,-3.148595968,-2.720673563,-2.720354167,-2.720223414,-2.701576274,-2.678852449,-2.700603548,-2.720354167,-3.327345851,-3.939554167,-3.939020270
11992.37500000,-6.334650000,-5.165882213,-4.176857508,-3.162566274,-2.735914188,-2.735595833,-2.735465165,-2.716857406,-2.694207125,-2.715886784,-2.735595833,-3.342587518,-3.954795833,-3.954261936
12022.81250000,-6.350750000,-5.174471225,-4.187982171,-3.176545651,-2.751154822,-2.750837500,-2.750706891,-2.732126388,-2.709527031,-2.731157216,-2.750837500,-3.357829185,-3.970037500,-3.969503603
12053.25000000,-6.366850000,-5.183152841,-4.199152246,-3.190536646,-2.766395465,-2.766079167,-2.765948598,-2.747386963,-2.724822863,-2.746418792,-2.766079167,-3.373070852,-3.985279167,-3.984745270
12083.68750000,-6.382945833,-5.191928766,-4.211047971,-3.208422140,-2.791768840,-2.791479167,-2.791278393,-2.767999663,-2.742257472,-2.766849575,-2.791479167,-3.396987942,-4.010679167,-4.009803913
12114.12500000,-6.399037500,-5.200804040,-4.224443567,-3.232141582,-2.827296721,-2.827037500,-2.826760491,-2.796128743,-2.763999133,-2.794637791,-2.827037500,-3.430845565,-4.046237500,-4.045008221
12144.56250000,-6.415129167,-5.209783656,-4.239334864,-3.258825523,-2.862847491,-2.862595833,-2.862309334,-2.827433449,-2.789600456,-2.825678583,-2.862595833,-3.466154048,-4.081795833,-4.080553173
12175.00000000,-6.431220833,-5.218871474,-4.255479018,-3.287092424,-2.898399843,-2.898154167,-2.897861916,-2.860311917,-2.818144652,-2.858384903,-2.898154167,-3.501675618,-4.117354167,-4.116110956
12205.43750000,-6.447312500,-5.228070103,-4.272601332,-3.316254923,-2.933952939,-2.933712500,-2.933416439,-2.894093592,-2.848809802,-2.892057105,-2.933712500,-3.537228541,-4.152912500,-4.151669266
12235.87500000,-6.463404167,-5.237381077,-4.290463878,-3.345954574,-2.969506475,-2.969270833,-2.968972186,-2.928445198,-2.880969109,-2.926338074,-2.969270833,-3.572786079,-4.188470833,-4.187227598
12266.31250000,-6.479495833,-5.246805098,-4.308880234,-3.375994296,-3.005060290,-3.004829167,-3.004528743,-2.963174971,-2.914170791,-2.961021258,-3.004829167,-3.608344296,-4.224029167,-4.222785932
12296.75000000,-6.495587500,-5.256342252,-4.327711235,-3.406259753,-3.040614290,-3.040387500,-3.040085851,-2.998161712,-2.948096566,-2.995976701,-3.040387500,-3.643902614,-4.259587500,-4.258344265
12327.18750000,-6.511679167,-5.265992183,-4.346855650,-3.436681274,-3.076168418,-3.075945833,-3.075643337,-3.033324931,-2.982524383,-3.031118629,-3.075945833,-3.679460946,-4.295145833,-4.293902599
12357.62500000,-6.527770833,-5.275754226,-4.366240891,-3.467214625,-3.111722638,-3.111504167,-3.111201085,-3.068609907,-3.017299989,-3.066389009,-3.111504167,-3.715019281,-4.330704167,-4.329460933
12388.06250000,-6.543862500,-5.285627500,-4.385815307,-3.497830817,-3.147276926,-3.147062500,-3.146759013,-3.103979054,-3.052316435,-3.101748105,-3.147062500,-3.750577616,-4.366262500,-4.365019266
12418.50000000,-6.559954167,-5.295610981,-4.405542279,-3.528510400,-3.182831265,-3.182620833,-3.182317065,-3.139406435,-3.087499631,-3.137168548,-3.182620833,-3.786135950,-4.401820833,-4.400577600
12448.93750000,-6.576050000,-5.305702118,-4.425057222,-3.557299493,-3.213319284,-3.213100000,-3.212831154,-3.172195146,-3.121720547,-3.170043768,-3.213100000,-3.817356583,-4.432300000,-4.431227544
12479.37500000,-6.592150000,-5.315896643,-4.443955542,-3.583219735,-3.238730090,-3.238500000,-3.238269147,-3.201251550,-3.153862084,-3.199267525,-3.238500000,-3.843606922,-4.457700000,-4.456804356
12509.81250000,-6.608250000,-5.326190261,-4.462226754,-3.607699789,-3.264129487,-3.263900000,-3.263673806,-3.228738060,-3.184125121,-3.226883861,-3.263900000,-3.869131846,-4.483100000,-4.482211040
12540.25000000,-6.624350000,-5.336579230,-4.479983147,-3.631426116,-3.289528123,-3.289300000,-3.289076622,-3.255450094,-3.212952259,-3.253680495,-3.289300000,-3.894550229,-4.508500000,-4.507611315
12570.68750000,-6.640450000,-5.347060432,-4.497355355,-3.654739299,-3.314926415,-3.314700000,-3.314478485,-3.281719112,-3.240743521,-3.280003230,-3.314700000,-3.919952936,-4.533900000,-4.533011327
12601.12500000,-6.656550000,-5.357631293,-4.514457312,-3.677816300,-3.340324514,-3.340100000,-3.339879750,-3.307709111,-3.267804738,-3.306027841,-3.340100000,-3.945353335,-4.559300000,-4.558411328
12631.56250000,-6.672650000,-5.368289666,-4.531378389,-3.700753982,-3.365722499,-3.365500000,-3.365280618,-3.333514142,-3.294356558,-3.331855678,-3.365500000,-3.970753395,-4.584700000,-4.583811328
12662.00000000,-6.688750000,-5.379033725,-4.548185156,-3.723608241,-3.391120415,-3.390900000,-3.390681217,-3.359193538,-3.320554495,-3.357550385,-3.390900000,-3.996153404,-4.610100000,-4.609211328
12692.43750000,-6.704850000,-5.389861882,-4.564925802,-3.746412927,-3.416518290,-3.416300000,-3.416081631,-3.384786668,-3.346507063,-3.383153927,-3.416300000,-4.021553406,-4.635500000,-4.634611328
12722.87500000,-6.720950000,-5.400772722,-4.581634608,-3.769189369,-3.441916143,-3.441700000,-3.441481918,-3.410320286,-3.372289649,-3.408694681,-3.441700000,-4.046953407,-4.660900000,-4.660011329
12753.31250000,-6.737050000,-5.411764956,-4.598335675,-3.791951415,-3.467313983,-3.467100000,-3.466882116,-3.435812763,-3.397954524,-3.434192072,-3.467100000,-4.072353408,-4.686300000,-4.685411329
12783.75000000,-6.753150000,-5.422837388,-4.615045798,-3.814708242,-3.492711819,-3.492500000,-3.492282253,-3.461276778,-3.423537898,-3.459659479,-3.492500000,-4.097753409,-4.711700000,-4.710811329
12814.18750000,-6.769250000,-5.433986683,-4.631268751,-3.834555890,-3.510512193,-3.510283333,-3.510118342,-3.482703726,-3.447448700,-3.481225691,-3.510283333,-4.116648638,-4.729483333,-4.728850873
12844.62500000,-6.785350000,-5.445207074,-4.646433357,-3.850045135,-3.520698783,-3.520450000,-3.520342249,-3.498478268,-3.468082370,-3.497257791,-3.520450000,-4.128090451,-4.739650000,-4.739282815
12875.06250000,-6.801450000,-5.456492924,-4.660548942,-3.863330805,-3.530868227,-3.530616667,-3.530516087,-3.511860213,-3.485789048,-3.510838988,-3.530616667,-4.138444457,-4.749816667,-4.749459526
12905.50000000,-6.817550000,-5.467839488,-4.673801592,-3.875450966,-3.541036502,-3.540783333,-3.540687105,-3.524054181,-3.501266309,-3.523162980,-3.540783333,-4.148638692,-4.759983333,-4.759626606
12935.93750000,-6.833650000,-5.479242999,-4.686399749,-3.886922425,-3.551204238,-3.550950000,-3.550856655,-3.535565405,-3.515137462,-3.534756943,-3.550950000,-4.158809417,-4.770150000,-4.769793291
12966.37500000,-6.849750000,-5.490700531,-4.698523214,-3.898014832,-3.561371663,-3.561116667,-3.561025280,-3.546645476,-3.527877350,-3.545890432,-3.561116667,-4.168976682,-4.780316667,-4.779959958
12996.81250000,-6.865850000,-5.502209810,-4.710312432,-3.908876481,-3.571538899,-3.571283333,-3.571193291,-3.557439352,-3.539828088,-3.556719555,-3.571283333,-4.179143437,-4.790483333,-4.790126625
13027.25000000,-6.881950000,-5.513769053,-4.721871901,-3.919593368,-3.581706017,-3.581450000,-3.581360885,-3.568038723,-3.551230658,-3.567342611,-3.581450000,-4.189310116,-4.800650000,-4.800293292
13057.68750000,-6.898050000,-5.525376831,-4.733277323,-3.930217825,-3.591873058,-3.591616667,-3.591528193,-3.578504504,-3.562253167,-3.577824508,-3.591616667,-4.199476785,-4.810816667,-4.810459959
13088.12500000,-6.914150000,-5.537031973,-4.744582677,-3.940782986,-3.602040051,-3.601783333,-3.601695304,-3.588878115,-3.573012392,-3.588209167,-3.601783333,-4.209643452,-4.820983333,-4.820626625
13118.56250000,-6.930250000,-5.548733490,-4.755826082,-3.951310474,-3.612207013,-3.611950000,-3.611862277,-3.599188008,-3.583589296,-3.598526669,-3.611950000,-4.219810119,-4.831150000,-4.830793292
13149.00000000,-6.946350000,-5.560480526,-4.767034270,-3.961814703,-3.622373956,-3.622116667,-3.622029156,-3.609453816,-3.594039967,-3.608797730,-3.622116667,-4.229976786,-4.841316667,-4.840959959
13179.43750000,-6.962450000,-5.572277468,-4.779411029,-3.979096760,-3.650271073,-3.650058333,-3.649848078,-3.629064439,-3.608174852,-3.628092455,-3.650058333,-4.255323710,-4.869258333,-4.868304718
13209.87500000,-6.978550000,-5.584134566,-4.794320830,-4.006555050,-3.695936467,-3.695775000,-3.695431418,-3.661813134,-3.629805921,-3.660246384,-3.695775000,-4.298064487,-4.914975000,-4.913401728
13240.31250000,-6.994650000,-5.596061916,-4.811763433,-4.039171966,-3.741641888,-3.741491667,-3.741131525,-3.700108778,-3.658162715,-3.698081392,-3.741491667,-4.343343969,-4.960691667,-4.959094977
13270.75000000,-7.010750000,-5.608067634,-4.831319105,-4.074532511,-3.787350055,-3.787208333,-3.786838160,-3.741151431,-3.691649615,-3.738823625,-3.787208333,-4.388996309,-5.006408333,-5.004810681
13301.18750000,-7.026850000,-5.620157641,-4.852511054,-4.111435692,-3.833059503,-3.832925000,-3.832548183,-3.783769839,-3.728834370,-3.781251034,-3.832925000,-4.434703508,-5.052125000,-5.050527306
13331.62500000,-7.042950000,-5.632335973,-4.874925917,-4.149255606,-3.878769704,-3.878641667,-3.878260338,-3.827382270,-3.768624322,-3.824740251,-3.878641667,-4.480418783,-5.097841667,-5.096243971
13362.06250000,-7.059050000,-5.644605197,-4.898239806,-4.187648382,-3.924480374,-3.924358333,-3.923973908,-3.871654176,-3.810231799,-3.868930901,-3.924358333,-4.526135247,-5.143558333,-5.141960638
13392.50000000,-7.075150000,-5.656966788,-4.922211068,-4.226414717,-3.970191350,-3.970075000,-3.969688438,-3.916374171,-3.853101843,-3.913596316,-3.970075000,-4.571851886,-5.189275000,-5.187677305
