time,H1_1_2
0.3831380695111,0.2561431839E-10
0.7854330424977,0.1268518561E-10
1.207842764134,0.9388976805E-11
1.651372971851,0.7725798026E-11
2.117079689955,0.6675071278E-11
2.606071743964,0.5931618843E-11
3.119513400673,0.5368123950E-11
3.658627140218,0.4920803720E-11
4.224696566740,0.4553702200E-11
4.819069464588,0.4244796389E-11
5.443161007328,0.3979738134E-11
6.098457127206,0.3748721652E-11
6.786518053077,0.3544784776E-11
7.508982025242,0.3362827706E-11
8.267569196015,0.3199016495E-11
9.064085725327,0.3050404774E-11
9.900428081105,0.2914685188E-11
10.77858755467,0.2790021001E-11
11.70065500192,0.2674929142E-11
12.66882582152,0.2568196737E-11
13.68540518211,0.2468820753E-11
14.75281351073,0.2375963279E-11
15.87359225577,0.2288917967E-11
17.05040993807,0.2207084459E-11
18.28606850449,0.2129948654E-11
19.58350999922,0.2057067290E-11
20.94582356870,0.1988055777E-11
22.37625281664,0.1922578492E-11
23.87820352698,0.1860340971E-11
25.45525177285,0.1801083576E-11
27.11115243100,0.1744576312E-11
28.84984812206,0.1690614563E-11
30.67547859767,0.1639015553E-11
32.59239059707,0.1589615393E-11
34.60514819643,0.1542266607E-11
36.71854367577,0.1496836036E-11
38.93760892907,0.1453203070E-11
41.26762744503,0.1411258133E-11
43.71414688679,0.1370901387E-11
46.28299230064,0.1332041622E-11
48.98027998519,0.1294595284E-11
51.81243205396,0.1258485644E-11
54.78619172617,0.1223642059E-11
57.90863938198,0.1189999325E-11
61.18720942059,0.1157497102E-11
64.62970796114,0.1126079387E-11
68.24433142870,0.1095694036E-11
72.03968606965,0.1066292315E-11
76.02480844264,0.1037828465E-11
80.20918693429,0.1010259282E-11
84.60278435051,0.9835436918E-12
89.21606163755,0.9576423285E-12
94.06000278894,0.9325171005E-12
99.14614099789,0.9081307571E-12
104.4865861173,0.8844464567E-12
110.0940534927,0.8614273491E-12
115.9818942368,0.8390361853E-12
122.1641270182,0.8172349737E-12
128.6554714386,0.7959847005E-12
135.4713830800,0.7752451360E-12
142.6280903035,0.7549747424E-12
150.1426328882,0.7351306998E-12
158.0329026022,0.7156690589E-12
166.3176858018,0.6965450238E-12
175.0167081614,0.6777133604E-12
184.1506816390,0.6591289208E-12
193.7413537904,0.6407472638E-12
203.8115595494,0.6225253482E-12
214.3852755964,0.6044222708E-12
225.4876774458,0.5864000165E-12
237.1451993876,0.5684241907E-12
249.3855974265,0.5504647019E-12
262.2380153673,0.5324963671E-12
275.7330542052,0.5144994179E-12
289.9028449849,0.4964598899E-12
304.7811253037,0.4783698838E-12
320.4033196384,0.4602276942E-12
336.8066236898,0.4420378071E-12
354.0300929438,0.4238107734E-12
372.1147356605,0.4055629686E-12
391.1036105131,0.3873162531E-12
411.0419291082,0.3690975481E-12
431.9771636331,0.3509383431E-12
453.9591598843,0.3328741511E-12
477.0402559480,0.3149439238E-12
501.2754068149,0.2971894392E-12
526.7223152252,0.2796546712E-12
553.4415690560,0.2623851479E-12
581.4967855783,0.2454273041E-12
610.9547629267,0.2288278320E-12
641.8856391426,0.2126330333E-12
674.3630591692,0.1968881764E-12
708.4643501972,0.1816368616E-12
744.2707057765,0.1669204000E-12
781.8673791349,0.1527772120E-12
821.3438861611,0.1392422530E-12
862.7942185387,0.1263464753E-12
906.3170675351,0.1141163372E-12
952.0160589814,0.1025733702E-12
1000.000000000,0.9173381529E-13
