time,X008
1.000000000000,0.7793544866E-11
2.000000000000,0.1018924549E-09
3.000000000000,0.6943295645E-09
4.000000000000,0.3286435401E-08
5.000000000000,0.1214910012E-07
6.000000000000,0.3739504247E-07
7.000000000000,0.9977421803E-07
8.000000000000,0.2372133319E-06
9.000000000000,0.5127109531E-06
10.00000000000,0.1022808862E-05
11.00000000000,0.1905600155E-05
12.00000000000,0.3347172195E-05
13.00000000000,0.5585524398E-05
14.00000000000,0.8911301854E-05
15.00000000000,0.1366507199E-04
16.00000000000,0.2023126439E-04
17.00000000000,0.2902922969E-04
18.00000000000,0.4050211309E-04
19.00000000000,0.5510436585E-04
20.00000000000,0.7328874220E-04
21.00000000000,0.9549356683E-04
22.00000000000,0.1221309372E-03
23.00000000000,0.1535763702E-03
24.00000000000,0.1901602382E-03
25.00000000000,0.2321611818E-03
26.00000000000,0.2798015481E-03
27.00000000000,0.3332447898E-03
28.00000000000,0.3925946771E-03
29.00000000000,0.4578961136E-03
30.00000000000,0.5291373156E-03
31.00000000000,0.6062530990E-03
32.00000000000,0.6891290201E-03
33.00000000000,0.7776061307E-03
34.00000000000,0.8714861287E-03
35.00000000000,0.9705367128E-03
36.00000000000,0.1074496977E-02
37.00000000000,0.1183082708E-02
38.00000000000,0.1295991487E-02
39.00000000000,0.1412907496E-02
40.00000000000,0.1533505989E-02
41.00000000000,0.1657457381E-02
42.00000000000,0.1784430921E-02
43.00000000000,0.1914097966E-02
44.00000000000,0.2046134826E-02
45.00000000000,0.2180225228E-02
46.00000000000,0.2316062378E-02
47.00000000000,0.2453350683E-02
48.00000000000,0.2591807122E-02
49.00000000000,0.2731162328E-02
50.00000000000,0.2871161378E-02
51.00000000000,0.3011564353E-02
52.00000000000,0.3152146663E-02
53.00000000000,0.3292699188E-02
54.00000000000,0.3433028255E-02
55.00000000000,0.3572955468E-02
56.00000000000,0.3712317417E-02
57.00000000000,0.3850965296E-02
58.00000000000,0.3988764433E-02
59.00000000000,0.4125593756E-02
60.00000000000,0.4261345211E-02
61.00000000000,0.4395923144E-02
62.00000000000,0.4529243657E-02
63.00000000000,0.4661233949E-02
64.00000000000,0.4791831648E-02
65.00000000000,0.4920984150E-02
66.00000000000,0.5048647955E-02
67.00000000000,0.5174788024E-02
68.00000000000,0.5299377146E-02
69.00000000000,0.5422395327E-02
70.00000000000,0.5543829203E-02
71.00000000000,0.5663671468E-02
72.00000000000,0.5781920341E-02
73.00000000000,0.5898579048E-02
74.00000000000,0.6013655336E-02
75.00000000000,0.6127161015E-02
76.00000000000,0.6239111525E-02
77.00000000000,0.6349525528E-02
78.00000000000,0.6458424535E-02
79.00000000000,0.6565832548E-02
80.00000000000,0.6671775732E-02
81.00000000000,0.6776282116E-02
82.00000000000,0.6879381305E-02
83.00000000000,0.6981104226E-02
84.00000000000,0.7081482890E-02
85.00000000000,0.7180550173E-02
86.00000000000,0.7278339616E-02
87.00000000000,0.7374885248E-02
88.00000000000,0.7470221417E-02
89.00000000000,0.7564382645E-02
90.00000000000,0.7657403494E-02
91.00000000000,0.7749318443E-02
92.00000000000,0.7840161785E-02
93.00000000000,0.7929967528E-02
94.00000000000,0.8018769313E-02
95.00000000000,0.8106600340E-02
96.00000000000,0.8193493301E-02
97.00000000000,0.8279480325E-02
98.00000000000,0.8364592932E-02
99.00000000000,0.8448861988E-02
100.0000000000,0.8532317674E-02
101.0000000000,0.8614989457E-02
102.0000000000,0.8696906068E-02
103.0000000000,0.8778095481E-02
104.0000000000,0.8858584905E-02
105.0000000000,0.8938400771E-02
106.0000000000,0.9017568728E-02
107.0000000000,0.9096113642E-02
108.0000000000,0.9174059596E-02
109.0000000000,0.9251429892E-02
110.0000000000,0.9328247061E-02
111.0000000000,0.9404532865E-02
112.0000000000,0.9480308312E-02
113.0000000000,0.9555593666E-02
114.0000000000,0.9630408456E-02
115.0000000000,0.9704771496E-02
116.0000000000,0.9778700893E-02
117.0000000000,0.9852214068E-02
118.0000000000,0.9925327768E-02
119.0000000000,0.9998058087E-02
120.0000000000,0.1007042048E-01
121.0000000000,0.1014242978E-01
122.0000000000,0.1021410022E-01
123.0000000000,0.1028544544E-01
124.0000000000,0.1035647852E-01
125.0000000000,0.1042721199E-01
126.0000000000,0.1049765785E-01
127.0000000000,0.1056782757E-01
128.0000000000,0.1063773216E-01
129.0000000000,0.1070738210E-01
130.0000000000,0.1077678744E-01
131.0000000000,0.1084595778E-01
132.0000000000,0.1091490229E-01
133.0000000000,0.1098362971E-01
134.0000000000,0.1105214841E-01
135.0000000000,0.1112046635E-01
136.0000000000,0.1118859114E-01
137.0000000000,0.1125653002E-01
138.0000000000,0.1132428991E-01
139.0000000000,0.1139187739E-01
140.0000000000,0.1145929873E-01
141.0000000000,0.1152655989E-01
142.0000000000,0.1159366658E-01
143.0000000000,0.1166062418E-01
144.0000000000,0.1172743785E-01
145.0000000000,0.1179411248E-01
146.0000000000,0.1186065271E-01
147.0000000000,0.1192706297E-01
148.0000000000,0.1199334744E-01
149.0000000000,0.1205951013E-01
150.0000000000,0.1212555480E-01
151.0000000000,0.1219148506E-01
152.0000000000,0.1225730430E-01
153.0000000000,0.1232301576E-01
154.0000000000,0.1238862249E-01
155.0000000000,0.1245412740E-01
156.0000000000,0.1251953323E-01
157.0000000000,0.1258484258E-01
158.0000000000,0.1265005792E-01
159.0000000000,0.1271518157E-01
160.0000000000,0.1278021574E-01
161.0000000000,0.1284516250E-01
162.0000000000,0.1291002374E-01
163.0000000000,0.1297480089E-01
164.0000000000,0.1303949422E-01
165.0000000000,0.1310410111E-01
166.0000000000,0.1316861299E-01
167.0000000000,0.1323301059E-01
168.0000000000,0.1329725736E-01
169.0000000000,0.1336129161E-01
170.0000000000,0.1342501801E-01
171.0000000000,0.1348829963E-01
172.0000000000,0.1355095145E-01
173.0000000000,0.1361273650E-01
174.0000000000,0.1367336506E-01
175.0000000000,0.1373249747E-01
176.0000000000,0.1378975013E-01
177.0000000000,0.1384470447E-01
178.0000000000,0.1389691806E-01
179.0000000000,0.1394593713E-01
180.0000000000,0.1399130956E-01
181.0000000000,0.1403259762E-01
182.0000000000,0.1406938974E-01
183.0000000000,0.1410131092E-01
184.0000000000,0.1412803125E-01
185.0000000000,0.1414927253E-01
186.0000000000,0.1416481280E-01
187.0000000000,0.1417448898E-01
188.0000000000,0.1417819763E-01
189.0000000000,0.1417589415E-01
190.0000000000,0.1416759062E-01
191.0000000000,0.1415335247E-01
192.0000000000,0.1413329436E-01
193.0000000000,0.1410757546E-01
194.0000000000,0.1407639425E-01
195.0000000000,0.1403998320E-01
196.0000000000,0.1399860335E-01
197.0000000000,0.1395253905E-01
198.0000000000,0.1390209282E-01
199.0000000000,0.1384758057E-01
200.0000000000,0.1378932712E-01
201.0000000000,0.1372766212E-01
202.0000000000,0.1366291637E-01
203.0000000000,0.1359541854E-01
204.0000000000,0.1352549235E-01
205.0000000000,0.1345345408E-01
206.0000000000,0.1337961052E-01
207.0000000000,0.1330425725E-01
208.0000000000,0.1322767728E-01
209.0000000000,0.1315013994E-01
210.0000000000,0.1307190011E-01
211.0000000000,0.1299319768E-01
212.0000000000,0.1291425716E-01
213.0000000000,0.1283528763E-01
214.0000000000,0.1275648269E-01
215.0000000000,0.1267802066E-01
216.0000000000,0.1260006486E-01
217.0000000000,0.1252276403E-01
218.0000000000,0.1244625273E-01
219.0000000000,0.1237065196E-01
220.0000000000,0.1229606966E-01
221.0000000000,0.1222260137E-01
222.0000000000,0.1215033090E-01
223.0000000000,0.1207933094E-01
224.0000000000,0.1200966373E-01
225.0000000000,0.1194138177E-01
226.0000000000,0.1187452843E-01
227.0000000000,0.1180913864E-01
228.0000000000,0.1174523947E-01
229.0000000000,0.1168285079E-01
230.0000000000,0.1162198585E-01
231.0000000000,0.1156265181E-01
232.0000000000,0.1150485031E-01
233.0000000000,0.1144857801E-01
234.0000000000,0.1139382702E-01
235.0000000000,0.1134058538E-01
236.0000000000,0.1128883753E-01
237.0000000000,0.1123856466E-01
238.0000000000,0.1118974513E-01
239.0000000000,0.1114235478E-01
240.0000000000,0.1109636731E-01
241.0000000000,0.1105175456E-01
242.0000000000,0.1100848677E-01
243.0000000000,0.1096653288E-01
244.0000000000,0.1092586073E-01
245.0000000000,0.1088643731E-01
246.0000000000,0.1084822893E-01
247.0000000000,0.1081120142E-01
248.0000000000,0.1077532029E-01
249.0000000000,0.1074055088E-01
250.0000000000,0.1070685848E-01
251.0000000000,0.1067420847E-01
252.0000000000,0.1064256642E-01
253.0000000000,0.1061189818E-01
254.0000000000,0.1058216996E-01
255.0000000000,0.1055334844E-01
256.0000000000,0.1052540077E-01
257.0000000000,0.1049829469E-01
258.0000000000,0.1047199854E-01
259.0000000000,0.1044648133E-01
260.0000000000,0.1042171272E-01
261.0000000000,0.1039766311E-01
262.0000000000,0.1037430365E-01
263.0000000000,0.1035160623E-01
264.0000000000,0.1032954349E-01
265.0000000000,0.1030808888E-01
266.0000000000,0.1028721661E-01
267.0000000000,0.1026690170E-01
268.0000000000,0.1024711991E-01
269.0000000000,0.1022784784E-01
270.0000000000,0.1020906280E-01
271.0000000000,0.1019074292E-01
272.0000000000,0.1017286706E-01
273.0000000000,0.1015541484E-01
274.0000000000,0.1013836659E-01
275.0000000000,0.1012170338E-01
276.0000000000,0.1010540698E-01
277.0000000000,0.1008945985E-01
