,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,315.591,315.527,315.453,315.376,315.283,315.185,315.083,314.975,314.859,314.73,314.56,314.41781026255376,314.19204621479105,314.0106491917134,313.8440068296325,313.67538649427297,313.517699871103,313.3558513598014,313.19114541579694,313.02655792879114,312.85107777948025,312.6720586579941,312.4884068322623,312.3003502446865,312.10664619135395,311.89028696612434,311.63097578209135,311.38696819425735,311.15806024749025,310.9151066764142,310.6635853457436,310.40356940955155,310.13190796627805,309.84497664059415,309.54448839041646,309.22489275671114,308.88342453432165,308.540679987566,308.1976867431722,307.851066750565,307.4964032317407,307.15515256915836,306.7779213836628,306.3962794750759,306.0071242008698,305.601,305.144,304.763,304.421,304.067,303.695,303.328,302.958,302.609,302.283,301.948,301.611,301.267,300.917,300.588,300.255,299.935,299.627,299.279,298.916,298.565,298.224,297.855
1,315.523,315.45379061527814,315.37777964211404,315.2931209377774,315.1988833541013,315.10044357391627,314.99640025714734,314.8858953581442,314.7631346065524,314.61569457080515,314.4355834055213,314.26517025300024,314.0718455226438,313.86941882215194,313.71290784737687,313.55679956708025,313.39614438661505,313.23228532616685,313.06475559063585,312.89338731815,312.71653234378925,312.53329142142616,312.3418240193812,312.14709987684,311.9401581077292,311.71529495325547,311.4879071028991,311.2565975769431,311.0187201545387,310.77322586479494,310.51879576253714,310.2572005114302,309.9814299393548,309.69131604978156,309.38249396143675,309.05526566300193,308.7158396350153,308.3722221637042,308.02440477391315,307.67162349420187,307.3054258149056,306.9323321008553,306.542398443596,306.1495442588806,305.7507273879143,305.3185234531399,304.8571240665502,304.49401345350805,304.1486819626789,303.7852302217235,303.40793036147886,303.0337158130052,302.6695460100773,302.3234092856819,301.9930224056175,301.6592902105789,301.32612402237436,300.97750183298575,300.6395945289236,300.31546163172897,299.9613643108559,299.6373883172676,299.3284815057659,299.00001340362064,298.6492413842609,298.2845695246348,297.89233748921794,297.571
2,315.447,315.3763787673428,315.2978525046622,315.2093756419616,315.1118013076158,315.01121449163827,314.9056350321785,314.79156829226247,314.6634070174707,314.5034053568703,314.31068252828555,314.12322299548345,313.92955531501036,313.73987333463526,313.5839100090327,313.4293984231896,313.27012019260684,313.10371032906596,312.9332887507302,312.7582061636653,312.5783804246887,312.39022964546064,312.1955552313029,312.0023761325983,311.79615334930145,311.58141071311013,311.357845221255,311.1205664603178,310.8769553205041,310.6257553353274,310.369854839016,310.10415662153736,309.82686503767445,309.53388033943355,309.2180117204632,308.88289977427644,308.5400246591804,308.19247536365486,307.84241375886967,307.482332687647,307.1039811278592,306.7071964079167,306.2986641593433,305.8893476983066,305.48301318250077,305.0643193295006,304.5786742526742,304.2121318556389,303.8687049974473,303.5002844204606,303.1088267994365,302.7279463420229,302.38304654466305,302.04762215751333,301.68520292862934,301.3590888204445,301.0162539397187,300.67372638847564,300.3688364761275,300.0395225831079,299.6854743857588,299.35032321768415,299.04602541465187,298.71958143348274,298.3778561991088,298.01062891521013,297.6140702763178,297.246
3,315.367,315.29547775711734,315.2139460685185,315.1228040650894,315.02221699989093,314.9182970469571,314.81001281307465,314.6937996463606,314.56022945395506,314.3894012182001,314.1847303524418,313.9860569880858,313.7913456343474,313.60225083695667,313.4497998688951,313.2949880079965,313.1350804539401,312.96955523705327,312.79807795499676,312.62171878876694,312.44063468110613,312.2528095543657,312.06437223341806,311.87093049260716,311.66823261729104,311.45396707954296,311.2240809954632,310.98098005181214,310.73160887592167,310.47660910095345,310.21452311173584,309.94607595826443,309.66536412003234,309.3700933978263,309.0468464891762,308.7035264974428,308.3538692194819,308.0004323258685,307.6460138854809,307.2809931978438,306.8838249859409,306.4616870794874,306.0276540982422,305.6097089610753,305.202266322324,304.80149815642454,304.29747974201905,303.9136829587593,303.5680746327326,303.2082524025807,302.814721738688,302.4256833181278,302.0890887594745,301.76017444898065,301.4047539391214,301.0693260145766,300.72998334068365,300.3912858416775,300.0830165413306,299.7502310032992,299.3862572080809,299.04539036547254,298.7414877728496,298.4141556795804,298.07702211508786,297.7146036932664,297.3208187325472,296.963
4,315.284,315.2088964690286,315.12594296339324,315.0308089573202,314.92845265578245,314.8208256935756,314.7093001286667,314.58962062925,314.44872362642974,314.2711872196225,314.0617532862195,313.8465863270466,313.6502899162564,313.46376532562795,313.30423780991794,313.15121868247746,312.9900612372141,312.82570605789704,312.6566282495575,312.48120504520585,312.3012073452944,312.1184773023443,311.93581838266823,311.7423858060191,311.5377072831631,311.32038891425975,311.0864575822703,310.83777883422636,310.58103985981825,310.31928489518566,310.05251337614993,309.77823117050616,309.4941943379511,309.1941327161968,308.8679908284091,308.51476340793806,308.15502630611707,307.7926876896503,307.4300849401715,307.0530409183952,306.63616190733484,306.1790476660716,305.73324817186415,305.31982059853283,304.9122225072301,304.5015950525406,304.01961549766673,303.618173563836,303.24691209271253,302.8891001858793,302.5222323324759,302.1353083190459,301.782057859257,301.45504320317906,301.1362225122797,300.8021529745413,300.45582842030956,300.1165244555731,299.782478784548,299.4530149434462,299.0478626268347,298.7122474118307,298.3839477306591,298.0742492941851,297.7452166054115,297.3791136398167,297.0861006576408,296.72
5,315.201,315.1196779989362,315.03156807633206,314.9321882999887,314.8261837087849,314.71552341555633,314.59845044681913,314.4761527446926,314.3316049261069,314.15055821685024,313.9293304895949,313.70465838001445,313.5012439760042,313.32099341155714,313.16497691829215,313.01175426501646,312.8531825045038,312.68850759832594,312.5215876747821,312.348415019615,312.1722023299199,311.9895229326138,311.8068693898319,311.60981400385265,311.4027378676361,311.17857748036005,310.93860069017376,310.686199682131,310.4226082900341,310.1555838631947,309.88342970943154,309.6043499455841,309.3142471110583,309.0108984125869,308.67595167756247,308.3124556429763,307.9413978769016,307.5674688810696,307.1881184527773,306.7909625220312,306.34513680493245,305.8790472802892,305.44112265239505,305.02999061621585,304.62339419584225,304.2079513975159,303.7176207084681,303.30991190425704,302.94205193911074,302.5824063962674,302.21678153443196,301.84419334428657,301.49194613484883,301.16400919592405,300.8452114484141,300.51255214659716,300.1685800132731,299.8356555061372,299.50429758792984,299.17279209543585,298.7660111453595,298.41785011724136,298.10425341874526,297.7900575564779,297.45528499871807,297.10599291603086,296.7988874874163,296.429
6,315.111,315.02652917832194,314.9309249870155,314.8287921659761,314.72159466127914,314.6068273673524,314.48384944643146,314.3564882879413,314.2121332943616,314.0217287298629,313.7904478119762,313.5523634295495,313.35660556899717,313.18022778112675,313.02617736773476,312.8759987512076,312.72088901491117,312.5585327082053,312.3886231158133,312.21833034328915,312.04595580107554,311.8635821755826,311.67484985996424,311.47483444938064,311.2600360796388,311.0307928995253,310.7835473428536,310.5240630095225,310.25750390089564,309.98552099892936,309.7090877195119,309.42429638755175,309.1345170066319,308.82140193949937,308.47831282337785,308.1080991152575,307.7211253863625,307.3290272676688,306.9311215005517,306.5056036365135,306.0554811330514,305.6068410560641,305.1702577441188,304.75426104830217,304.3383724451575,303.9092492019097,303.3886013088435,302.98662184552774,302.63106955045265,302.27697072255853,301.9265826642473,301.5524233136414,301.1951060347662,300.86886763585807,300.54067006229303,300.2092386963446,299.8844588964294,299.55180504234386,299.2027024673014,298.86484525029294,298.53414547095446,298.1727288819084,297.85758634844785,297.5325338462897,297.1752561021482,296.82839509477793,296.4701768616632,296.09
7,315.022,314.92836960065523,314.82797883892937,314.7233446337358,314.61334977508477,314.49591455024006,314.36842153309715,314.23290143354427,314.07908597307096,313.88275713873577,313.6440844318055,313.4044794212949,313.2141041766621,313.0463532070834,312.8945577245467,312.7458016505476,312.5925073882845,312.43078150309384,312.2625490808293,312.09233806976846,311.92052780134236,311.73522900734196,311.54355827639387,311.3376638319607,311.1180484500238,310.8800708951444,310.6261535525209,310.3627403080345,310.0907740850721,309.8168652114888,309.5356880327559,309.2477593235626,308.95066798073714,308.6287812566238,308.27799302043223,307.8963540768201,307.4972866185128,307.0876536344536,306.6687619361146,306.23546627041577,305.79420884573983,305.3523704533357,304.9153882045624,304.4849931253008,304.048098065019,303.598906752528,303.04422334103646,302.65982409779355,302.31095669844916,301.9709212512994,301.6189665409686,301.2496435920677,300.89528931730086,300.5792553932567,300.24853971831203,299.92799718464573,299.5974009088684,299.24845489270143,298.9011911238927,298.56868310847324,298.2370630312595,297.8798276157196,297.5543760388394,297.2144949609488,296.8637914631428,296.53647404988993,296.1752791156471,295.787
8,314.924,314.82863921706667,314.724007302645,314.6174580621811,314.50444364303934,314.38234599548764,314.2492383468346,314.10510352761435,313.9388301750585,313.73595450356504,313.49427103135895,313.26535884511674,313.0819748747016,312.9181582270857,312.7735841397097,312.6253659799528,312.47186369941534,312.31034462306167,312.1434877963563,311.97406453868973,311.79742007629784,311.6095049462506,311.4115209742793,311.2008684585379,310.9744472044363,310.7282745957491,310.4667584376729,310.1981068555686,309.9278185597353,309.65002055704775,309.3639967658241,309.07088549386214,308.76501773564377,308.4351232780918,308.06623263402196,307.67383621079654,307.2663938315578,306.8435840817934,306.4215649835547,305.98670930248943,305.54144009066016,305.1010493367397,304.65477440140086,304.2046788773883,303.74552335816423,303.1994822667369,302.7191352453402,302.34235150815607,302.00143586035085,301.65780548965216,301.3117360071837,300.94482831960187,300.61363293737054,300.2868453798336,299.96892647081745,299.6377972638529,299.28595010352177,298.94530704693807,298.613856563659,298.27795088914775,297.929452700204,297.5629090052614,297.189043120701,296.8561098958682,296.55201529836546,296.2162111884104,295.787526729702,295.451
9,314.841,314.7342362606037,314.6277674182237,314.5167730302053,314.3982929146494,314.2698376683743,314.12937885269866,313.98006591720787,313.8071852776233,313.59846354196856,313.35628903498326,313.13263554047666,312.9604019180897,312.799048421491,312.6557470523135,312.5107610039994,312.35561716556003,312.19373629675084,312.02679547031175,311.8549928932325,311.6765801586184,311.4841640463588,311.28101303862877,311.0650579249551,310.8301909532361,310.5758963004777,310.3085553137478,310.0353226655107,309.76215140529666,309.4800400592759,309.18952035689205,308.8880344821036,308.5747544265288,308.2323953156593,307.8531351562931,307.45078232645426,307.0322380017967,306.6046349309812,306.17721761252045,305.73825587286956,305.29074703133796,304.8408583250281,304.3808780174462,303.9143191292669,303.43665346423904,302.8648163798167,302.4081343524983,302.0509053830747,301.7022647067431,301.35981073389024,301.0141103631169,300.6604013312631,300.3159845923991,299.99121928243494,299.66280561197397,299.3153553022529,298.9675271664021,298.6482187304882,298.3127678211858,297.9712795015874,297.614795584066,297.2423834075502,296.86818358827315,296.47850702173304,296.1818706194128,295.8559422616472,295.44031852138465,295.112
