,0,1,2,3,4,5,6,7
0,"(0, 2, 1)","(0, 0, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,74.53559924999297
1,"(0, 1, 2)","(0, 0, 0)",1,50.0,16.666666666666668,33.333333333333336,270.0,74.53559924999301
2,"(0, 1, 2)","(0, 0, 1)",1,50.0,16.666666666666668,33.333333333333336,270.0,66.66666666666669
3,"(0, 1, 2)","(0, 0, 2)",1,50.0,16.666666666666668,33.333333333333336,270.0,74.535599249993
4,"(0, 1, 3)","(0, 0, 3)",1,50.0,16.666666666666668,33.333333333333336,270.0,74.535599249993
5,"(0, 1, 3)","(0, 0, 4)",1,50.0,16.666666666666668,33.333333333333336,270.0,66.66666666666669
6,"(0, 1, 3)","(0, 0, 5)",1,50.0,16.666666666666668,33.333333333333336,270.0,74.53559924999303
7,"(0, 1, 4)","(0, 0, 6)",1,50.0,16.666666666666668,33.333333333333336,270.0,74.53559924999297
8,"(0, 1, 4)","(0, 0, 7)",1,50.0,16.666666666666668,33.333333333333336,270.0,66.66666666666669
9,"(0, 2, 5)","(0, 0, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,74.535599249993
10,"(0, 1, 4)","(0, 0, 8)",1,50.0,16.666666666666668,33.333333333333336,270.0,74.535599249993
11,"(0, 2, 1)","(0, 1, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,66.66666666666666
12,"(0, 2, 5)","(0, 1, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,66.66666666666669
13,"(0, 2, 1)","(0, 2, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,74.53559924999297
14,"(0, 2, 5)","(0, 2, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,74.535599249993
15,"(0, 3, 1)","(0, 3, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,74.53559924999297
16,"(0, 3, 5)","(0, 3, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,74.535599249993
17,"(0, 3, 1)","(0, 4, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,66.66666666666666
18,"(0, 3, 5)","(0, 4, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,66.66666666666669
19,"(0, 3, 1)","(0, 5, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,74.535599249993
20,"(0, 3, 5)","(0, 5, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,74.53559924999303
21,"(0, 4, 1)","(0, 6, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,74.53559924999294
22,"(0, 4, 5)","(0, 6, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,74.53559924999297
23,"(0, 4, 1)","(0, 7, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,66.66666666666666
24,"(0, 4, 5)","(0, 7, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,66.66666666666669
25,"(0, 4, 1)","(0, 8, 0)",1,50.0,16.666666666666668,33.333333333333336,0.0,74.53559924999297
26,"(0, 5, 2)","(0, 8, 0)",1,50.0,16.666666666666668,33.333333333333336,90.0,74.53559924999301
27,"(0, 5, 2)","(0, 8, 1)",1,50.0,16.666666666666668,33.333333333333336,90.0,66.66666666666669
28,"(0, 5, 2)","(0, 8, 2)",1,50.0,16.666666666666668,33.333333333333336,90.0,74.535599249993
29,"(0, 5, 3)","(0, 8, 3)",1,50.0,16.666666666666668,33.333333333333336,90.0,74.535599249993
30,"(0, 5, 3)","(0, 8, 4)",1,50.0,16.666666666666668,33.333333333333336,90.0,66.66666666666669
31,"(0, 5, 3)","(0, 8, 5)",1,50.0,16.666666666666668,33.333333333333336,90.0,74.53559924999303
32,"(0, 5, 4)","(0, 8, 6)",1,50.0,16.666666666666668,33.333333333333336,90.0,74.53559924999297
33,"(0, 5, 4)","(0, 8, 7)",1,50.0,16.666666666666668,33.333333333333336,90.0,66.66666666666669
34,"(0, 4, 5)","(0, 8, 8)",1,50.0,16.666666666666668,33.333333333333336,180.0,74.535599249993
35,"(0, 5, 4)","(0, 8, 8)",1,50.0,16.666666666666668,33.333333333333336,90.0,74.535599249993
