STO-SS_IN,WEL_IN,RCHA_IN,FLOW-JA-FACE_IN,FLOW-JA-FACE-CHD_IN,TOTAL_IN,STO-SS_OUT,WEL_OUT,RCHA_OUT,FLOW-JA-FACE_OUT,FLOW-JA-FACE-CHD_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
STO-SS_IN,WEL_IN,RCHA_IN,FLOW-JA-FACE_IN,FLOW-JA-FACE-CHD_IN,TOTAL_IN,STO-SS_OUT,WEL_OUT,RCHA_OUT,FLOW-JA-FACE_OUT,FLOW-JA-FACE-CHD_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
