,0,1,2,3,4,5,6,7
0,"[(2, 2, 22), -19230.0, 0.0]","[(2, 10, 19), -19230.0, 0.0]","[(2, 17, 16), -19230.0, 0.0]","[(2, 24, 13), -19230.0, 0.0]","[(2, 31, 10), -19230.0, 0.0]","[(2, 39, 7), -19230.0, 0.0]","[(2, 39, 2), -15384.0, 0.0]","[(2, 43, 10), -17307.0, 0.0]"
