,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
0,0.0,0.0,3595.8826,158040.78,0.0,161636.67,0.0,148071.0,0.0,13565.672,0.0,161636.67,2.9452e-06,0.0,0.0,0.0,3595.8826,158040.78,0.0,161636.67,0.0,148071.0,0.0,13565.672,0.0,161636.67,3.6192e-06,0.0
1,0.0,0.0,7191.765,316081.56,0.0,323273.34,0.0,296142.0,0.0,27131.344,0.0,323273.34,5.8903e-06,0.0,0.0,0.0,3595882.5,158040780.0,0.0,161636670.0,0.0,148071000.0,0.0,13565671.0,0.0,161636670.0,0.0033009,0.0
