,0,1,2,3,4,5,6,7
310,"(2, 48, 34)","(2, 40, 27)",1,50.0,25.0,50.0,180.0,75.0
311,"(2, 49, 34)","(2, 41, 27)",1,50.0,25.0,50.0,180.0,75.0
312,"(2, 50, 34)","(2, 42, 27)",1,50.0,25.0,50.0,180.0,75.0
313,"(2, 51, 34)","(2, 43, 27)",1,50.0,25.0,50.0,180.0,75.0
314,"(2, 52, 34)","(2, 44, 27)",1,50.0,25.0,50.0,180.0,75.0
315,"(3, 8, 34)","(3, 0, 27)",1,50.0,25.0,50.0,180.0,75.0
316,"(3, 9, 34)","(3, 1, 27)",1,50.0,25.0,50.0,180.0,75.0
317,"(3, 10, 34)","(3, 2, 27)",1,50.0,25.0,50.0,180.0,75.0
318,"(3, 11, 34)","(3, 3, 27)",1,50.0,25.0,50.0,180.0,75.0
319,"(3, 12, 34)","(3, 4, 27)",1,50.0,25.0,50.0,180.0,75.0
320,"(3, 13, 34)","(3, 5, 27)",1,50.0,25.0,50.0,180.0,75.0
321,"(3, 14, 34)","(3, 6, 27)",1,50.0,25.0,50.0,180.0,75.0
322,"(3, 15, 34)","(3, 7, 27)",1,50.0,25.0,50.0,180.0,75.0
323,"(3, 16, 34)","(3, 8, 27)",1,50.0,25.0,50.0,180.0,75.0
324,"(3, 17, 34)","(3, 9, 27)",1,50.0,25.0,50.0,180.0,75.0
325,"(3, 18, 34)","(3, 10, 27)",1,50.0,25.0,50.0,180.0,75.0
326,"(3, 19, 34)","(3, 11, 27)",1,50.0,25.0,50.0,180.0,75.0
327,"(3, 20, 34)","(3, 12, 27)",1,50.0,25.0,50.0,180.0,75.0
328,"(3, 21, 34)","(3, 13, 27)",1,50.0,25.0,50.0,180.0,75.0
329,"(3, 22, 34)","(3, 14, 27)",1,50.0,25.0,50.0,180.0,75.0
330,"(3, 23, 34)","(3, 15, 27)",1,50.0,25.0,50.0,180.0,75.0
331,"(3, 24, 34)","(3, 16, 27)",1,50.0,25.0,50.0,180.0,75.0
332,"(3, 25, 34)","(3, 17, 27)",1,50.0,25.0,50.0,180.0,75.0
333,"(3, 26, 34)","(3, 18, 27)",1,50.0,25.0,50.0,180.0,75.0
334,"(3, 27, 34)","(3, 19, 27)",1,50.0,25.0,50.0,180.0,75.0
335,"(3, 28, 34)","(3, 20, 27)",1,50.0,25.0,50.0,180.0,75.0
336,"(3, 29, 34)","(3, 21, 27)",1,50.0,25.0,50.0,180.0,75.0
337,"(3, 30, 34)","(3, 22, 27)",1,50.0,25.0,50.0,180.0,75.0
338,"(3, 31, 34)","(3, 23, 27)",1,50.0,25.0,50.0,180.0,75.0
339,"(3, 32, 34)","(3, 24, 27)",1,50.0,25.0,50.0,180.0,75.0
340,"(3, 33, 34)","(3, 25, 27)",1,50.0,25.0,50.0,180.0,75.0
341,"(3, 34, 34)","(3, 26, 27)",1,50.0,25.0,50.0,180.0,75.0
342,"(3, 35, 34)","(3, 27, 27)",1,50.0,25.0,50.0,180.0,75.0
343,"(3, 36, 34)","(3, 28, 27)",1,50.0,25.0,50.0,180.0,75.0
344,"(3, 37, 34)","(3, 29, 27)",1,50.0,25.0,50.0,180.0,75.0
345,"(3, 38, 34)","(3, 30, 27)",1,50.0,25.0,50.0,180.0,75.0
346,"(3, 39, 34)","(3, 31, 27)",1,50.0,25.0,50.0,180.0,75.0
347,"(3, 40, 34)","(3, 32, 27)",1,50.0,25.0,50.0,180.0,75.0
348,"(3, 41, 34)","(3, 33, 27)",1,50.0,25.0,50.0,180.0,75.0
349,"(3, 42, 34)","(3, 34, 27)",1,50.0,25.0,50.0,180.0,75.0
350,"(3, 43, 34)","(3, 35, 27)",1,50.0,25.0,50.0,180.0,75.0
351,"(3, 44, 34)","(3, 36, 27)",1,50.0,25.0,50.0,180.0,75.0
352,"(3, 45, 34)","(3, 37, 27)",1,50.0,25.0,50.0,180.0,75.0
353,"(3, 46, 34)","(3, 38, 27)",1,50.0,25.0,50.0,180.0,75.0
354,"(3, 47, 34)","(3, 39, 27)",1,50.0,25.0,50.0,180.0,75.0
355,"(3, 48, 34)","(3, 40, 27)",1,50.0,25.0,50.0,180.0,75.0
356,"(3, 49, 34)","(3, 41, 27)",1,50.0,25.0,50.0,180.0,75.0
357,"(3, 50, 34)","(3, 42, 27)",1,50.0,25.0,50.0,180.0,75.0
358,"(3, 51, 34)","(3, 43, 27)",1,50.0,25.0,50.0,180.0,75.0
359,"(3, 52, 34)","(3, 44, 27)",1,50.0,25.0,50.0,180.0,75.0
360,"(0, 7, 6)","(0, 0, 0)",1,50.0,25.0,50.0,270.0,75.0
361,"(0, 7, 7)","(0, 0, 1)",1,50.0,25.0,50.0,270.0,75.0
362,"(0, 7, 8)","(0, 0, 2)",1,50.0,25.0,50.0,270.0,75.0
363,"(0, 7, 9)","(0, 0, 3)",1,50.0,25.0,50.0,270.0,75.0
364,"(0, 7, 10)","(0, 0, 4)",1,50.0,25.0,50.0,270.0,75.0
365,"(0, 7, 11)","(0, 0, 5)",1,50.0,25.0,50.0,270.0,75.0
366,"(0, 7, 12)","(0, 0, 6)",1,50.0,25.0,50.0,270.0,75.0
367,"(0, 7, 13)","(0, 0, 7)",1,50.0,25.0,50.0,270.0,75.0
368,"(0, 7, 14)","(0, 0, 8)",1,50.0,25.0,50.0,270.0,75.0
369,"(0, 7, 15)","(0, 0, 9)",1,50.0,25.0,50.0,270.0,75.0
370,"(0, 7, 16)","(0, 0, 10)",1,50.0,25.0,50.0,270.0,75.0
371,"(0, 7, 17)","(0, 0, 11)",1,50.0,25.0,50.0,270.0,75.0
372,"(0, 7, 18)","(0, 0, 12)",1,50.0,25.0,50.0,270.0,75.0
373,"(0, 7, 19)","(0, 0, 13)",1,50.0,25.0,50.0,270.0,75.0
374,"(0, 7, 20)","(0, 0, 14)",1,50.0,25.0,50.0,270.0,75.0
375,"(0, 7, 21)","(0, 0, 15)",1,50.0,25.0,50.0,270.0,75.0
376,"(0, 7, 22)","(0, 0, 16)",1,50.0,25.0,50.0,270.0,75.0
377,"(0, 7, 23)","(0, 0, 17)",1,50.0,25.0,50.0,270.0,75.0
378,"(0, 7, 24)","(0, 0, 18)",1,50.0,25.0,50.0,270.0,75.0
379,"(0, 7, 25)","(0, 0, 19)",1,50.0,25.0,50.0,270.0,75.0
380,"(0, 7, 26)","(0, 0, 20)",1,50.0,25.0,50.0,270.0,75.0
381,"(0, 7, 27)","(0, 0, 21)",1,50.0,25.0,50.0,270.0,75.0
382,"(0, 7, 28)","(0, 0, 22)",1,50.0,25.0,50.0,270.0,75.0
383,"(0, 7, 29)","(0, 0, 23)",1,50.0,25.0,50.0,270.0,75.0
384,"(0, 7, 30)","(0, 0, 24)",1,50.0,25.0,50.0,270.0,75.0
385,"(0, 7, 31)","(0, 0, 25)",1,50.0,25.0,50.0,270.0,75.0
386,"(0, 7, 32)","(0, 0, 26)",1,50.0,25.0,50.0,270.0,75.0
387,"(0, 7, 33)","(0, 0, 27)",1,50.0,25.0,50.0,270.0,75.0
388,"(1, 7, 6)","(1, 0, 0)",1,50.0,25.0,50.0,270.0,75.0
389,"(1, 7, 7)","(1, 0, 1)",1,50.0,25.0,50.0,270.0,75.0
390,"(1, 7, 8)","(1, 0, 2)",1,50.0,25.0,50.0,270.0,75.0
391,"(1, 7, 9)","(1, 0, 3)",1,50.0,25.0,50.0,270.0,75.0
392,"(1, 7, 10)","(1, 0, 4)",1,50.0,25.0,50.0,270.0,75.0
393,"(1, 7, 11)","(1, 0, 5)",1,50.0,25.0,50.0,270.0,75.0
394,"(1, 7, 12)","(1, 0, 6)",1,50.0,25.0,50.0,270.0,75.0
395,"(1, 7, 13)","(1, 0, 7)",1,50.0,25.0,50.0,270.0,75.0
396,"(1, 7, 14)","(1, 0, 8)",1,50.0,25.0,50.0,270.0,75.0
397,"(1, 7, 15)","(1, 0, 9)",1,50.0,25.0,50.0,270.0,75.0
398,"(1, 7, 16)","(1, 0, 10)",1,50.0,25.0,50.0,270.0,75.0
399,"(1, 7, 17)","(1, 0, 11)",1,50.0,25.0,50.0,270.0,75.0
400,"(1, 7, 18)","(1, 0, 12)",1,50.0,25.0,50.0,270.0,75.0
401,"(1, 7, 19)","(1, 0, 13)",1,50.0,25.0,50.0,270.0,75.0
402,"(1, 7, 20)","(1, 0, 14)",1,50.0,25.0,50.0,270.0,75.0
403,"(1, 7, 21)","(1, 0, 15)",1,50.0,25.0,50.0,270.0,75.0
404,"(1, 7, 22)","(1, 0, 16)",1,50.0,25.0,50.0,270.0,75.0
405,"(1, 7, 23)","(1, 0, 17)",1,50.0,25.0,50.0,270.0,75.0
406,"(1, 7, 24)","(1, 0, 18)",1,50.0,25.0,50.0,270.0,75.0
407,"(1, 7, 25)","(1, 0, 19)",1,50.0,25.0,50.0,270.0,75.0
408,"(1, 7, 26)","(1, 0, 20)",1,50.0,25.0,50.0,270.0,75.0
409,"(1, 7, 27)","(1, 0, 21)",1,50.0,25.0,50.0,270.0,75.0
410,"(1, 7, 28)","(1, 0, 22)",1,50.0,25.0,50.0,270.0,75.0
411,"(1, 7, 29)","(1, 0, 23)",1,50.0,25.0,50.0,270.0,75.0
412,"(1, 7, 30)","(1, 0, 24)",1,50.0,25.0,50.0,270.0,75.0
413,"(1, 7, 31)","(1, 0, 25)",1,50.0,25.0,50.0,270.0,75.0
414,"(1, 7, 32)","(1, 0, 26)",1,50.0,25.0,50.0,270.0,75.0
415,"(1, 7, 33)","(1, 0, 27)",1,50.0,25.0,50.0,270.0,75.0
416,"(2, 7, 6)","(2, 0, 0)",1,50.0,25.0,50.0,270.0,75.0
417,"(2, 7, 7)","(2, 0, 1)",1,50.0,25.0,50.0,270.0,75.0
418,"(2, 7, 8)","(2, 0, 2)",1,50.0,25.0,50.0,270.0,75.0
419,"(2, 7, 9)","(2, 0, 3)",1,50.0,25.0,50.0,270.0,75.0
420,"(2, 7, 10)","(2, 0, 4)",1,50.0,25.0,50.0,270.0,75.0
421,"(2, 7, 11)","(2, 0, 5)",1,50.0,25.0,50.0,270.0,75.0
422,"(2, 7, 12)","(2, 0, 6)",1,50.0,25.0,50.0,270.0,75.0
423,"(2, 7, 13)","(2, 0, 7)",1,50.0,25.0,50.0,270.0,75.0
424,"(2, 7, 14)","(2, 0, 8)",1,50.0,25.0,50.0,270.0,75.0
425,"(2, 7, 15)","(2, 0, 9)",1,50.0,25.0,50.0,270.0,75.0
426,"(2, 7, 16)","(2, 0, 10)",1,50.0,25.0,50.0,270.0,75.0
427,"(2, 7, 17)","(2, 0, 11)",1,50.0,25.0,50.0,270.0,75.0
428,"(2, 7, 18)","(2, 0, 12)",1,50.0,25.0,50.0,270.0,75.0
429,"(2, 7, 19)","(2, 0, 13)",1,50.0,25.0,50.0,270.0,75.0
430,"(2, 7, 20)","(2, 0, 14)",1,50.0,25.0,50.0,270.0,75.0
431,"(2, 7, 21)","(2, 0, 15)",1,50.0,25.0,50.0,270.0,75.0
432,"(2, 7, 22)","(2, 0, 16)",1,50.0,25.0,50.0,270.0,75.0
433,"(2, 7, 23)","(2, 0, 17)",1,50.0,25.0,50.0,270.0,75.0
434,"(2, 7, 24)","(2, 0, 18)",1,50.0,25.0,50.0,270.0,75.0
435,"(2, 7, 25)","(2, 0, 19)",1,50.0,25.0,50.0,270.0,75.0
436,"(2, 7, 26)","(2, 0, 20)",1,50.0,25.0,50.0,270.0,75.0
437,"(2, 7, 27)","(2, 0, 21)",1,50.0,25.0,50.0,270.0,75.0
438,"(2, 7, 28)","(2, 0, 22)",1,50.0,25.0,50.0,270.0,75.0
439,"(2, 7, 29)","(2, 0, 23)",1,50.0,25.0,50.0,270.0,75.0
440,"(2, 7, 30)","(2, 0, 24)",1,50.0,25.0,50.0,270.0,75.0
441,"(2, 7, 31)","(2, 0, 25)",1,50.0,25.0,50.0,270.0,75.0
442,"(2, 7, 32)","(2, 0, 26)",1,50.0,25.0,50.0,270.0,75.0
443,"(2, 7, 33)","(2, 0, 27)",1,50.0,25.0,50.0,270.0,75.0
444,"(3, 7, 6)","(3, 0, 0)",1,50.0,25.0,50.0,270.0,75.0
445,"(3, 7, 7)","(3, 0, 1)",1,50.0,25.0,50.0,270.0,75.0
446,"(3, 7, 8)","(3, 0, 2)",1,50.0,25.0,50.0,270.0,75.0
447,"(3, 7, 9)","(3, 0, 3)",1,50.0,25.0,50.0,270.0,75.0
448,"(3, 7, 10)","(3, 0, 4)",1,50.0,25.0,50.0,270.0,75.0
449,"(3, 7, 11)","(3, 0, 5)",1,50.0,25.0,50.0,270.0,75.0
450,"(3, 7, 12)","(3, 0, 6)",1,50.0,25.0,50.0,270.0,75.0
451,"(3, 7, 13)","(3, 0, 7)",1,50.0,25.0,50.0,270.0,75.0
452,"(3, 7, 14)","(3, 0, 8)",1,50.0,25.0,50.0,270.0,75.0
453,"(3, 7, 15)","(3, 0, 9)",1,50.0,25.0,50.0,270.0,75.0
454,"(3, 7, 16)","(3, 0, 10)",1,50.0,25.0,50.0,270.0,75.0
455,"(3, 7, 17)","(3, 0, 11)",1,50.0,25.0,50.0,270.0,75.0
456,"(3, 7, 18)","(3, 0, 12)",1,50.0,25.0,50.0,270.0,75.0
457,"(3, 7, 19)","(3, 0, 13)",1,50.0,25.0,50.0,270.0,75.0
458,"(3, 7, 20)","(3, 0, 14)",1,50.0,25.0,50.0,270.0,75.0
459,"(3, 7, 21)","(3, 0, 15)",1,50.0,25.0,50.0,270.0,75.0
460,"(3, 7, 22)","(3, 0, 16)",1,50.0,25.0,50.0,270.0,75.0
461,"(3, 7, 23)","(3, 0, 17)",1,50.0,25.0,50.0,270.0,75.0
462,"(3, 7, 24)","(3, 0, 18)",1,50.0,25.0,50.0,270.0,75.0
463,"(3, 7, 25)","(3, 0, 19)",1,50.0,25.0,50.0,270.0,75.0
464,"(3, 7, 26)","(3, 0, 20)",1,50.0,25.0,50.0,270.0,75.0
465,"(3, 7, 27)","(3, 0, 21)",1,50.0,25.0,50.0,270.0,75.0
466,"(3, 7, 28)","(3, 0, 22)",1,50.0,25.0,50.0,270.0,75.0
467,"(3, 7, 29)","(3, 0, 23)",1,50.0,25.0,50.0,270.0,75.0
468,"(3, 7, 30)","(3, 0, 24)",1,50.0,25.0,50.0,270.0,75.0
469,"(3, 7, 31)","(3, 0, 25)",1,50.0,25.0,50.0,270.0,75.0
470,"(3, 7, 32)","(3, 0, 26)",1,50.0,25.0,50.0,270.0,75.0
471,"(3, 7, 33)","(3, 0, 27)",1,50.0,25.0,50.0,270.0,75.0
472,"(0, 53, 6)","(0, 44, 0)",1,50.0,25.0,50.0,90.0,75.0
473,"(0, 53, 7)","(0, 44, 1)",1,50.0,25.0,50.0,90.0,75.0
474,"(0, 53, 8)","(0, 44, 2)",1,50.0,25.0,50.0,90.0,75.0
475,"(0, 53, 9)","(0, 44, 3)",1,50.0,25.0,50.0,90.0,75.0
476,"(0, 53, 10)","(0, 44, 4)",1,50.0,25.0,50.0,90.0,75.0
477,"(0, 53, 11)","(0, 44, 5)",1,50.0,25.0,50.0,90.0,75.0
478,"(0, 53, 12)","(0, 44, 6)",1,50.0,25.0,50.0,90.0,75.0
479,"(0, 53, 13)","(0, 44, 7)",1,50.0,25.0,50.0,90.0,75.0
480,"(0, 53, 14)","(0, 44, 8)",1,50.0,25.0,50.0,90.0,75.0
481,"(0, 53, 15)","(0, 44, 9)",1,50.0,25.0,50.0,90.0,75.0
482,"(0, 53, 16)","(0, 44, 10)",1,50.0,25.0,50.0,90.0,75.0
483,"(0, 53, 17)","(0, 44, 11)",1,50.0,25.0,50.0,90.0,75.0
484,"(0, 53, 18)","(0, 44, 12)",1,50.0,25.0,50.0,90.0,75.0
485,"(0, 53, 19)","(0, 44, 13)",1,50.0,25.0,50.0,90.0,75.0
486,"(0, 53, 20)","(0, 44, 14)",1,50.0,25.0,50.0,90.0,75.0
487,"(0, 53, 21)","(0, 44, 15)",1,50.0,25.0,50.0,90.0,75.0
488,"(0, 53, 22)","(0, 44, 16)",1,50.0,25.0,50.0,90.0,75.0
489,"(0, 53, 23)","(0, 44, 17)",1,50.0,25.0,50.0,90.0,75.0
490,"(0, 53, 24)","(0, 44, 18)",1,50.0,25.0,50.0,90.0,75.0
491,"(0, 53, 25)","(0, 44, 19)",1,50.0,25.0,50.0,90.0,75.0
492,"(0, 53, 26)","(0, 44, 20)",1,50.0,25.0,50.0,90.0,75.0
493,"(0, 53, 27)","(0, 44, 21)",1,50.0,25.0,50.0,90.0,75.0
494,"(0, 53, 28)","(0, 44, 22)",1,50.0,25.0,50.0,90.0,75.0
495,"(0, 53, 29)","(0, 44, 23)",1,50.0,25.0,50.0,90.0,75.0
496,"(0, 53, 30)","(0, 44, 24)",1,50.0,25.0,50.0,90.0,75.0
497,"(0, 53, 31)","(0, 44, 25)",1,50.0,25.0,50.0,90.0,75.0
498,"(0, 53, 32)","(0, 44, 26)",1,50.0,25.0,50.0,90.0,75.0
499,"(0, 53, 33)","(0, 44, 27)",1,50.0,25.0,50.0,90.0,75.0
500,"(1, 53, 6)","(1, 44, 0)",1,50.0,25.0,50.0,90.0,75.0
501,"(1, 53, 7)","(1, 44, 1)",1,50.0,25.0,50.0,90.0,75.0
502,"(1, 53, 8)","(1, 44, 2)",1,50.0,25.0,50.0,90.0,75.0
503,"(1, 53, 9)","(1, 44, 3)",1,50.0,25.0,50.0,90.0,75.0
504,"(1, 53, 10)","(1, 44, 4)",1,50.0,25.0,50.0,90.0,75.0
505,"(1, 53, 11)","(1, 44, 5)",1,50.0,25.0,50.0,90.0,75.0
506,"(1, 53, 12)","(1, 44, 6)",1,50.0,25.0,50.0,90.0,75.0
507,"(1, 53, 13)","(1, 44, 7)",1,50.0,25.0,50.0,90.0,75.0
508,"(1, 53, 14)","(1, 44, 8)",1,50.0,25.0,50.0,90.0,75.0
509,"(1, 53, 15)","(1, 44, 9)",1,50.0,25.0,50.0,90.0,75.0
510,"(1, 53, 16)","(1, 44, 10)",1,50.0,25.0,50.0,90.0,75.0
511,"(1, 53, 17)","(1, 44, 11)",1,50.0,25.0,50.0,90.0,75.0
512,"(1, 53, 18)","(1, 44, 12)",1,50.0,25.0,50.0,90.0,75.0
513,"(1, 53, 19)","(1, 44, 13)",1,50.0,25.0,50.0,90.0,75.0
514,"(1, 53, 20)","(1, 44, 14)",1,50.0,25.0,50.0,90.0,75.0
515,"(1, 53, 21)","(1, 44, 15)",1,50.0,25.0,50.0,90.0,75.0
516,"(1, 53, 22)","(1, 44, 16)",1,50.0,25.0,50.0,90.0,75.0
517,"(1, 53, 23)","(1, 44, 17)",1,50.0,25.0,50.0,90.0,75.0
518,"(1, 53, 24)","(1, 44, 18)",1,50.0,25.0,50.0,90.0,75.0
519,"(1, 53, 25)","(1, 44, 19)",1,50.0,25.0,50.0,90.0,75.0
520,"(1, 53, 26)","(1, 44, 20)",1,50.0,25.0,50.0,90.0,75.0
521,"(1, 53, 27)","(1, 44, 21)",1,50.0,25.0,50.0,90.0,75.0
522,"(1, 53, 28)","(1, 44, 22)",1,50.0,25.0,50.0,90.0,75.0
523,"(1, 53, 29)","(1, 44, 23)",1,50.0,25.0,50.0,90.0,75.0
524,"(1, 53, 30)","(1, 44, 24)",1,50.0,25.0,50.0,90.0,75.0
525,"(1, 53, 31)","(1, 44, 25)",1,50.0,25.0,50.0,90.0,75.0
526,"(1, 53, 32)","(1, 44, 26)",1,50.0,25.0,50.0,90.0,75.0
527,"(1, 53, 33)","(1, 44, 27)",1,50.0,25.0,50.0,90.0,75.0
528,"(2, 53, 6)","(2, 44, 0)",1,50.0,25.0,50.0,90.0,75.0
529,"(2, 53, 7)","(2, 44, 1)",1,50.0,25.0,50.0,90.0,75.0
530,"(2, 53, 8)","(2, 44, 2)",1,50.0,25.0,50.0,90.0,75.0
531,"(2, 53, 9)","(2, 44, 3)",1,50.0,25.0,50.0,90.0,75.0
532,"(2, 53, 10)","(2, 44, 4)",1,50.0,25.0,50.0,90.0,75.0
533,"(2, 53, 11)","(2, 44, 5)",1,50.0,25.0,50.0,90.0,75.0
534,"(2, 53, 12)","(2, 44, 6)",1,50.0,25.0,50.0,90.0,75.0
535,"(2, 53, 13)","(2, 44, 7)",1,50.0,25.0,50.0,90.0,75.0
536,"(2, 53, 14)","(2, 44, 8)",1,50.0,25.0,50.0,90.0,75.0
537,"(2, 53, 15)","(2, 44, 9)",1,50.0,25.0,50.0,90.0,75.0
538,"(2, 53, 16)","(2, 44, 10)",1,50.0,25.0,50.0,90.0,75.0
539,"(2, 53, 17)","(2, 44, 11)",1,50.0,25.0,50.0,90.0,75.0
540,"(2, 53, 18)","(2, 44, 12)",1,50.0,25.0,50.0,90.0,75.0
541,"(2, 53, 19)","(2, 44, 13)",1,50.0,25.0,50.0,90.0,75.0
542,"(2, 53, 20)","(2, 44, 14)",1,50.0,25.0,50.0,90.0,75.0
543,"(2, 53, 21)","(2, 44, 15)",1,50.0,25.0,50.0,90.0,75.0
544,"(2, 53, 22)","(2, 44, 16)",1,50.0,25.0,50.0,90.0,75.0
545,"(2, 53, 23)","(2, 44, 17)",1,50.0,25.0,50.0,90.0,75.0
546,"(2, 53, 24)","(2, 44, 18)",1,50.0,25.0,50.0,90.0,75.0
547,"(2, 53, 25)","(2, 44, 19)",1,50.0,25.0,50.0,90.0,75.0
548,"(2, 53, 26)","(2, 44, 20)",1,50.0,25.0,50.0,90.0,75.0
549,"(2, 53, 27)","(2, 44, 21)",1,50.0,25.0,50.0,90.0,75.0
550,"(2, 53, 28)","(2, 44, 22)",1,50.0,25.0,50.0,90.0,75.0
551,"(2, 53, 29)","(2, 44, 23)",1,50.0,25.0,50.0,90.0,75.0
552,"(2, 53, 30)","(2, 44, 24)",1,50.0,25.0,50.0,90.0,75.0
553,"(2, 53, 31)","(2, 44, 25)",1,50.0,25.0,50.0,90.0,75.0
554,"(2, 53, 32)","(2, 44, 26)",1,50.0,25.0,50.0,90.0,75.0
555,"(2, 53, 33)","(2, 44, 27)",1,50.0,25.0,50.0,90.0,75.0
556,"(3, 53, 6)","(3, 44, 0)",1,50.0,25.0,50.0,90.0,75.0
557,"(3, 53, 7)","(3, 44, 1)",1,50.0,25.0,50.0,90.0,75.0
558,"(3, 53, 8)","(3, 44, 2)",1,50.0,25.0,50.0,90.0,75.0
559,"(3, 53, 9)","(3, 44, 3)",1,50.0,25.0,50.0,90.0,75.0
560,"(3, 53, 10)","(3, 44, 4)",1,50.0,25.0,50.0,90.0,75.0
561,"(3, 53, 11)","(3, 44, 5)",1,50.0,25.0,50.0,90.0,75.0
562,"(3, 53, 12)","(3, 44, 6)",1,50.0,25.0,50.0,90.0,75.0
563,"(3, 53, 13)","(3, 44, 7)",1,50.0,25.0,50.0,90.0,75.0
564,"(3, 53, 14)","(3, 44, 8)",1,50.0,25.0,50.0,90.0,75.0
565,"(3, 53, 15)","(3, 44, 9)",1,50.0,25.0,50.0,90.0,75.0
566,"(3, 53, 16)","(3, 44, 10)",1,50.0,25.0,50.0,90.0,75.0
567,"(3, 53, 17)","(3, 44, 11)",1,50.0,25.0,50.0,90.0,75.0
568,"(3, 53, 18)","(3, 44, 12)",1,50.0,25.0,50.0,90.0,75.0
569,"(3, 53, 19)","(3, 44, 13)",1,50.0,25.0,50.0,90.0,75.0
570,"(3, 53, 20)","(3, 44, 14)",1,50.0,25.0,50.0,90.0,75.0
571,"(3, 53, 21)","(3, 44, 15)",1,50.0,25.0,50.0,90.0,75.0
572,"(3, 53, 22)","(3, 44, 16)",1,50.0,25.0,50.0,90.0,75.0
573,"(3, 53, 23)","(3, 44, 17)",1,50.0,25.0,50.0,90.0,75.0
574,"(3, 53, 24)","(3, 44, 18)",1,50.0,25.0,50.0,90.0,75.0
575,"(3, 53, 25)","(3, 44, 19)",1,50.0,25.0,50.0,90.0,75.0
576,"(3, 53, 26)","(3, 44, 20)",1,50.0,25.0,50.0,90.0,75.0
577,"(3, 53, 27)","(3, 44, 21)",1,50.0,25.0,50.0,90.0,75.0
578,"(3, 53, 28)","(3, 44, 22)",1,50.0,25.0,50.0,90.0,75.0
579,"(3, 53, 29)","(3, 44, 23)",1,50.0,25.0,50.0,90.0,75.0
580,"(3, 53, 30)","(3, 44, 24)",1,50.0,25.0,50.0,90.0,75.0
581,"(3, 53, 31)","(3, 44, 25)",1,50.0,25.0,50.0,90.0,75.0
582,"(3, 53, 32)","(3, 44, 26)",1,50.0,25.0,50.0,90.0,75.0
583,"(3, 53, 33)","(3, 44, 27)",1,50.0,25.0,50.0,90.0,75.0
