,0,1,2,3,4,5,6,7
89,"(1, 52, 5)","(1, 44, 0)",1,50.0,25.0,50.0,0.0,75.0
90,"(2, 8, 5)","(2, 0, 0)",1,50.0,25.0,50.0,0.0,75.0
91,"(2, 9, 5)","(2, 1, 0)",1,50.0,25.0,50.0,0.0,75.0
92,"(2, 10, 5)","(2, 2, 0)",1,50.0,25.0,50.0,0.0,75.0
93,"(2, 11, 5)","(2, 3, 0)",1,50.0,25.0,50.0,0.0,75.0
94,"(2, 12, 5)","(2, 4, 0)",1,50.0,25.0,50.0,0.0,75.0
95,"(2, 13, 5)","(2, 5, 0)",1,50.0,25.0,50.0,0.0,75.0
96,"(2, 14, 5)","(2, 6, 0)",1,50.0,25.0,50.0,0.0,75.0
97,"(2, 15, 5)","(2, 7, 0)",1,50.0,25.0,50.0,0.0,75.0
98,"(2, 16, 5)","(2, 8, 0)",1,50.0,25.0,50.0,0.0,75.0
99,"(2, 17, 5)","(2, 9, 0)",1,50.0,25.0,50.0,0.0,75.0
100,"(2, 18, 5)","(2, 10, 0)",1,50.0,25.0,50.0,0.0,75.0
101,"(2, 19, 5)","(2, 11, 0)",1,50.0,25.0,50.0,0.0,75.0
102,"(2, 20, 5)","(2, 12, 0)",1,50.0,25.0,50.0,0.0,75.0
103,"(2, 21, 5)","(2, 13, 0)",1,50.0,25.0,50.0,0.0,75.0
104,"(2, 22, 5)","(2, 14, 0)",1,50.0,25.0,50.0,0.0,75.0
105,"(2, 23, 5)","(2, 15, 0)",1,50.0,25.0,50.0,0.0,75.0
106,"(2, 24, 5)","(2, 16, 0)",1,50.0,25.0,50.0,0.0,75.0
107,"(2, 25, 5)","(2, 17, 0)",1,50.0,25.0,50.0,0.0,75.0
108,"(2, 26, 5)","(2, 18, 0)",1,50.0,25.0,50.0,0.0,75.0
109,"(2, 27, 5)","(2, 19, 0)",1,50.0,25.0,50.0,0.0,75.0
110,"(2, 28, 5)","(2, 20, 0)",1,50.0,25.0,50.0,0.0,75.0
111,"(2, 29, 5)","(2, 21, 0)",1,50.0,25.0,50.0,0.0,75.0
112,"(2, 30, 5)","(2, 22, 0)",1,50.0,25.0,50.0,0.0,75.0
113,"(2, 31, 5)","(2, 23, 0)",1,50.0,25.0,50.0,0.0,75.0
114,"(2, 32, 5)","(2, 24, 0)",1,50.0,25.0,50.0,0.0,75.0
115,"(2, 33, 5)","(2, 25, 0)",1,50.0,25.0,50.0,0.0,75.0
116,"(2, 34, 5)","(2, 26, 0)",1,50.0,25.0,50.0,0.0,75.0
117,"(2, 35, 5)","(2, 27, 0)",1,50.0,25.0,50.0,0.0,75.0
118,"(2, 36, 5)","(2, 28, 0)",1,50.0,25.0,50.0,0.0,75.0
119,"(2, 37, 5)","(2, 29, 0)",1,50.0,25.0,50.0,0.0,75.0
120,"(2, 38, 5)","(2, 30, 0)",1,50.0,25.0,50.0,0.0,75.0
121,"(2, 39, 5)","(2, 31, 0)",1,50.0,25.0,50.0,0.0,75.0
122,"(2, 40, 5)","(2, 32, 0)",1,50.0,25.0,50.0,0.0,75.0
123,"(2, 41, 5)","(2, 33, 0)",1,50.0,25.0,50.0,0.0,75.0
124,"(2, 42, 5)","(2, 34, 0)",1,50.0,25.0,50.0,0.0,75.0
125,"(2, 43, 5)","(2, 35, 0)",1,50.0,25.0,50.0,0.0,75.0
126,"(2, 44, 5)","(2, 36, 0)",1,50.0,25.0,50.0,0.0,75.0
127,"(2, 45, 5)","(2, 37, 0)",1,50.0,25.0,50.0,0.0,75.0
128,"(2, 46, 5)","(2, 38, 0)",1,50.0,25.0,50.0,0.0,75.0
129,"(2, 47, 5)","(2, 39, 0)",1,50.0,25.0,50.0,0.0,75.0
130,"(2, 48, 5)","(2, 40, 0)",1,50.0,25.0,50.0,0.0,75.0
131,"(2, 49, 5)","(2, 41, 0)",1,50.0,25.0,50.0,0.0,75.0
132,"(2, 50, 5)","(2, 42, 0)",1,50.0,25.0,50.0,0.0,75.0
133,"(2, 51, 5)","(2, 43, 0)",1,50.0,25.0,50.0,0.0,75.0
134,"(2, 52, 5)","(2, 44, 0)",1,50.0,25.0,50.0,0.0,75.0
135,"(3, 8, 5)","(3, 0, 0)",1,50.0,25.0,50.0,0.0,75.0
136,"(3, 9, 5)","(3, 1, 0)",1,50.0,25.0,50.0,0.0,75.0
137,"(3, 10, 5)","(3, 2, 0)",1,50.0,25.0,50.0,0.0,75.0
138,"(3, 11, 5)","(3, 3, 0)",1,50.0,25.0,50.0,0.0,75.0
139,"(3, 12, 5)","(3, 4, 0)",1,50.0,25.0,50.0,0.0,75.0
140,"(3, 13, 5)","(3, 5, 0)",1,50.0,25.0,50.0,0.0,75.0
141,"(3, 14, 5)","(3, 6, 0)",1,50.0,25.0,50.0,0.0,75.0
142,"(3, 15, 5)","(3, 7, 0)",1,50.0,25.0,50.0,0.0,75.0
143,"(3, 16, 5)","(3, 8, 0)",1,50.0,25.0,50.0,0.0,75.0
144,"(3, 17, 5)","(3, 9, 0)",1,50.0,25.0,50.0,0.0,75.0
145,"(3, 18, 5)","(3, 10, 0)",1,50.0,25.0,50.0,0.0,75.0
146,"(3, 19, 5)","(3, 11, 0)",1,50.0,25.0,50.0,0.0,75.0
147,"(3, 20, 5)","(3, 12, 0)",1,50.0,25.0,50.0,0.0,75.0
148,"(3, 21, 5)","(3, 13, 0)",1,50.0,25.0,50.0,0.0,75.0
149,"(3, 22, 5)","(3, 14, 0)",1,50.0,25.0,50.0,0.0,75.0
150,"(3, 23, 5)","(3, 15, 0)",1,50.0,25.0,50.0,0.0,75.0
151,"(3, 24, 5)","(3, 16, 0)",1,50.0,25.0,50.0,0.0,75.0
152,"(3, 25, 5)","(3, 17, 0)",1,50.0,25.0,50.0,0.0,75.0
153,"(3, 26, 5)","(3, 18, 0)",1,50.0,25.0,50.0,0.0,75.0
154,"(3, 27, 5)","(3, 19, 0)",1,50.0,25.0,50.0,0.0,75.0
155,"(3, 28, 5)","(3, 20, 0)",1,50.0,25.0,50.0,0.0,75.0
156,"(3, 29, 5)","(3, 21, 0)",1,50.0,25.0,50.0,0.0,75.0
157,"(3, 30, 5)","(3, 22, 0)",1,50.0,25.0,50.0,0.0,75.0
158,"(3, 31, 5)","(3, 23, 0)",1,50.0,25.0,50.0,0.0,75.0
159,"(3, 32, 5)","(3, 24, 0)",1,50.0,25.0,50.0,0.0,75.0
160,"(3, 33, 5)","(3, 25, 0)",1,50.0,25.0,50.0,0.0,75.0
161,"(3, 34, 5)","(3, 26, 0)",1,50.0,25.0,50.0,0.0,75.0
162,"(3, 35, 5)","(3, 27, 0)",1,50.0,25.0,50.0,0.0,75.0
163,"(3, 36, 5)","(3, 28, 0)",1,50.0,25.0,50.0,0.0,75.0
164,"(3, 37, 5)","(3, 29, 0)",1,50.0,25.0,50.0,0.0,75.0
165,"(3, 38, 5)","(3, 30, 0)",1,50.0,25.0,50.0,0.0,75.0
166,"(3, 39, 5)","(3, 31, 0)",1,50.0,25.0,50.0,0.0,75.0
167,"(3, 40, 5)","(3, 32, 0)",1,50.0,25.0,50.0,0.0,75.0
168,"(3, 41, 5)","(3, 33, 0)",1,50.0,25.0,50.0,0.0,75.0
169,"(3, 42, 5)","(3, 34, 0)",1,50.0,25.0,50.0,0.0,75.0
170,"(3, 43, 5)","(3, 35, 0)",1,50.0,25.0,50.0,0.0,75.0
171,"(3, 44, 5)","(3, 36, 0)",1,50.0,25.0,50.0,0.0,75.0
172,"(3, 45, 5)","(3, 37, 0)",1,50.0,25.0,50.0,0.0,75.0
173,"(3, 46, 5)","(3, 38, 0)",1,50.0,25.0,50.0,0.0,75.0
174,"(3, 47, 5)","(3, 39, 0)",1,50.0,25.0,50.0,0.0,75.0
175,"(3, 48, 5)","(3, 40, 0)",1,50.0,25.0,50.0,0.0,75.0
176,"(3, 49, 5)","(3, 41, 0)",1,50.0,25.0,50.0,0.0,75.0
177,"(3, 50, 5)","(3, 42, 0)",1,50.0,25.0,50.0,0.0,75.0
178,"(3, 51, 5)","(3, 43, 0)",1,50.0,25.0,50.0,0.0,75.0
179,"(3, 52, 5)","(3, 44, 0)",1,50.0,25.0,50.0,0.0,75.0
180,"(0, 8, 34)","(0, 0, 27)",1,50.0,25.0,50.0,180.0,75.0
181,"(0, 9, 34)","(0, 1, 27)",1,50.0,25.0,50.0,180.0,75.0
182,"(0, 10, 34)","(0, 2, 27)",1,50.0,25.0,50.0,180.0,75.0
183,"(0, 11, 34)","(0, 3, 27)",1,50.0,25.0,50.0,180.0,75.0
184,"(0, 12, 34)","(0, 4, 27)",1,50.0,25.0,50.0,180.0,75.0
185,"(0, 13, 34)","(0, 5, 27)",1,50.0,25.0,50.0,180.0,75.0
186,"(0, 14, 34)","(0, 6, 27)",1,50.0,25.0,50.0,180.0,75.0
187,"(0, 15, 34)","(0, 7, 27)",1,50.0,25.0,50.0,180.0,75.0
188,"(0, 16, 34)","(0, 8, 27)",1,50.0,25.0,50.0,180.0,75.0
189,"(0, 17, 34)","(0, 9, 27)",1,50.0,25.0,50.0,180.0,75.0
190,"(0, 18, 34)","(0, 10, 27)",1,50.0,25.0,50.0,180.0,75.0
191,"(0, 19, 34)","(0, 11, 27)",1,50.0,25.0,50.0,180.0,75.0
192,"(0, 20, 34)","(0, 12, 27)",1,50.0,25.0,50.0,180.0,75.0
193,"(0, 21, 34)","(0, 13, 27)",1,50.0,25.0,50.0,180.0,75.0
194,"(0, 22, 34)","(0, 14, 27)",1,50.0,25.0,50.0,180.0,75.0
195,"(0, 23, 34)","(0, 15, 27)",1,50.0,25.0,50.0,180.0,75.0
196,"(0, 24, 34)","(0, 16, 27)",1,50.0,25.0,50.0,180.0,75.0
197,"(0, 25, 34)","(0, 17, 27)",1,50.0,25.0,50.0,180.0,75.0
198,"(0, 26, 34)","(0, 18, 27)",1,50.0,25.0,50.0,180.0,75.0
199,"(0, 27, 34)","(0, 19, 27)",1,50.0,25.0,50.0,180.0,75.0
200,"(0, 28, 34)","(0, 20, 27)",1,50.0,25.0,50.0,180.0,75.0
201,"(0, 29, 34)","(0, 21, 27)",1,50.0,25.0,50.0,180.0,75.0
202,"(0, 30, 34)","(0, 22, 27)",1,50.0,25.0,50.0,180.0,75.0
203,"(0, 31, 34)","(0, 23, 27)",1,50.0,25.0,50.0,180.0,75.0
204,"(0, 32, 34)","(0, 24, 27)",1,50.0,25.0,50.0,180.0,75.0
205,"(0, 33, 34)","(0, 25, 27)",1,50.0,25.0,50.0,180.0,75.0
206,"(0, 34, 34)","(0, 26, 27)",1,50.0,25.0,50.0,180.0,75.0
207,"(0, 35, 34)","(0, 27, 27)",1,50.0,25.0,50.0,180.0,75.0
208,"(0, 36, 34)","(0, 28, 27)",1,50.0,25.0,50.0,180.0,75.0
209,"(0, 37, 34)","(0, 29, 27)",1,50.0,25.0,50.0,180.0,75.0
210,"(0, 38, 34)","(0, 30, 27)",1,50.0,25.0,50.0,180.0,75.0
211,"(0, 39, 34)","(0, 31, 27)",1,50.0,25.0,50.0,180.0,75.0
212,"(0, 40, 34)","(0, 32, 27)",1,50.0,25.0,50.0,180.0,75.0
213,"(0, 41, 34)","(0, 33, 27)",1,50.0,25.0,50.0,180.0,75.0
214,"(0, 42, 34)","(0, 34, 27)",1,50.0,25.0,50.0,180.0,75.0
215,"(0, 43, 34)","(0, 35, 27)",1,50.0,25.0,50.0,180.0,75.0
216,"(0, 44, 34)","(0, 36, 27)",1,50.0,25.0,50.0,180.0,75.0
217,"(0, 45, 34)","(0, 37, 27)",1,50.0,25.0,50.0,180.0,75.0
218,"(0, 46, 34)","(0, 38, 27)",1,50.0,25.0,50.0,180.0,75.0
219,"(0, 47, 34)","(0, 39, 27)",1,50.0,25.0,50.0,180.0,75.0
220,"(0, 48, 34)","(0, 40, 27)",1,50.0,25.0,50.0,180.0,75.0
221,"(0, 49, 34)","(0, 41, 27)",1,50.0,25.0,50.0,180.0,75.0
222,"(0, 50, 34)","(0, 42, 27)",1,50.0,25.0,50.0,180.0,75.0
223,"(0, 51, 34)","(0, 43, 27)",1,50.0,25.0,50.0,180.0,75.0
224,"(0, 52, 34)","(0, 44, 27)",1,50.0,25.0,50.0,180.0,75.0
225,"(1, 8, 34)","(1, 0, 27)",1,50.0,25.0,50.0,180.0,75.0
226,"(1, 9, 34)","(1, 1, 27)",1,50.0,25.0,50.0,180.0,75.0
227,"(1, 10, 34)","(1, 2, 27)",1,50.0,25.0,50.0,180.0,75.0
228,"(1, 11, 34)","(1, 3, 27)",1,50.0,25.0,50.0,180.0,75.0
229,"(1, 12, 34)","(1, 4, 27)",1,50.0,25.0,50.0,180.0,75.0
230,"(1, 13, 34)","(1, 5, 27)",1,50.0,25.0,50.0,180.0,75.0
231,"(1, 14, 34)","(1, 6, 27)",1,50.0,25.0,50.0,180.0,75.0
232,"(1, 15, 34)","(1, 7, 27)",1,50.0,25.0,50.0,180.0,75.0
233,"(1, 16, 34)","(1, 8, 27)",1,50.0,25.0,50.0,180.0,75.0
234,"(1, 17, 34)","(1, 9, 27)",1,50.0,25.0,50.0,180.0,75.0
235,"(1, 18, 34)","(1, 10, 27)",1,50.0,25.0,50.0,180.0,75.0
236,"(1, 19, 34)","(1, 11, 27)",1,50.0,25.0,50.0,180.0,75.0
237,"(1, 20, 34)","(1, 12, 27)",1,50.0,25.0,50.0,180.0,75.0
238,"(1, 21, 34)","(1, 13, 27)",1,50.0,25.0,50.0,180.0,75.0
239,"(1, 22, 34)","(1, 14, 27)",1,50.0,25.0,50.0,180.0,75.0
240,"(1, 23, 34)","(1, 15, 27)",1,50.0,25.0,50.0,180.0,75.0
241,"(1, 24, 34)","(1, 16, 27)",1,50.0,25.0,50.0,180.0,75.0
242,"(1, 25, 34)","(1, 17, 27)",1,50.0,25.0,50.0,180.0,75.0
243,"(1, 26, 34)","(1, 18, 27)",1,50.0,25.0,50.0,180.0,75.0
244,"(1, 27, 34)","(1, 19, 27)",1,50.0,25.0,50.0,180.0,75.0
245,"(1, 28, 34)","(1, 20, 27)",1,50.0,25.0,50.0,180.0,75.0
246,"(1, 29, 34)","(1, 21, 27)",1,50.0,25.0,50.0,180.0,75.0
247,"(1, 30, 34)","(1, 22, 27)",1,50.0,25.0,50.0,180.0,75.0
248,"(1, 31, 34)","(1, 23, 27)",1,50.0,25.0,50.0,180.0,75.0
249,"(1, 32, 34)","(1, 24, 27)",1,50.0,25.0,50.0,180.0,75.0
250,"(1, 33, 34)","(1, 25, 27)",1,50.0,25.0,50.0,180.0,75.0
251,"(1, 34, 34)","(1, 26, 27)",1,50.0,25.0,50.0,180.0,75.0
252,"(1, 35, 34)","(1, 27, 27)",1,50.0,25.0,50.0,180.0,75.0
253,"(1, 36, 34)","(1, 28, 27)",1,50.0,25.0,50.0,180.0,75.0
254,"(1, 37, 34)","(1, 29, 27)",1,50.0,25.0,50.0,180.0,75.0
255,"(1, 38, 34)","(1, 30, 27)",1,50.0,25.0,50.0,180.0,75.0
256,"(1, 39, 34)","(1, 31, 27)",1,50.0,25.0,50.0,180.0,75.0
257,"(1, 40, 34)","(1, 32, 27)",1,50.0,25.0,50.0,180.0,75.0
258,"(1, 41, 34)","(1, 33, 27)",1,50.0,25.0,50.0,180.0,75.0
259,"(1, 42, 34)","(1, 34, 27)",1,50.0,25.0,50.0,180.0,75.0
260,"(1, 43, 34)","(1, 35, 27)",1,50.0,25.0,50.0,180.0,75.0
261,"(1, 44, 34)","(1, 36, 27)",1,50.0,25.0,50.0,180.0,75.0
262,"(1, 45, 34)","(1, 37, 27)",1,50.0,25.0,50.0,180.0,75.0
263,"(1, 46, 34)","(1, 38, 27)",1,50.0,25.0,50.0,180.0,75.0
264,"(1, 47, 34)","(1, 39, 27)",1,50.0,25.0,50.0,180.0,75.0
265,"(1, 48, 34)","(1, 40, 27)",1,50.0,25.0,50.0,180.0,75.0
266,"(1, 49, 34)","(1, 41, 27)",1,50.0,25.0,50.0,180.0,75.0
267,"(1, 50, 34)","(1, 42, 27)",1,50.0,25.0,50.0,180.0,75.0
268,"(1, 51, 34)","(1, 43, 27)",1,50.0,25.0,50.0,180.0,75.0
269,"(1, 52, 34)","(1, 44, 27)",1,50.0,25.0,50.0,180.0,75.0
270,"(2, 8, 34)","(2, 0, 27)",1,50.0,25.0,50.0,180.0,75.0
271,"(2, 9, 34)","(2, 1, 27)",1,50.0,25.0,50.0,180.0,75.0
272,"(2, 10, 34)","(2, 2, 27)",1,50.0,25.0,50.0,180.0,75.0
273,"(2, 11, 34)","(2, 3, 27)",1,50.0,25.0,50.0,180.0,75.0
274,"(2, 12, 34)","(2, 4, 27)",1,50.0,25.0,50.0,180.0,75.0
275,"(2, 13, 34)","(2, 5, 27)",1,50.0,25.0,50.0,180.0,75.0
276,"(2, 14, 34)","(2, 6, 27)",1,50.0,25.0,50.0,180.0,75.0
277,"(2, 15, 34)","(2, 7, 27)",1,50.0,25.0,50.0,180.0,75.0
278,"(2, 16, 34)","(2, 8, 27)",1,50.0,25.0,50.0,180.0,75.0
279,"(2, 17, 34)","(2, 9, 27)",1,50.0,25.0,50.0,180.0,75.0
280,"(2, 18, 34)","(2, 10, 27)",1,50.0,25.0,50.0,180.0,75.0
281,"(2, 19, 34)","(2, 11, 27)",1,50.0,25.0,50.0,180.0,75.0
282,"(2, 20, 34)","(2, 12, 27)",1,50.0,25.0,50.0,180.0,75.0
283,"(2, 21, 34)","(2, 13, 27)",1,50.0,25.0,50.0,180.0,75.0
284,"(2, 22, 34)","(2, 14, 27)",1,50.0,25.0,50.0,180.0,75.0
285,"(2, 23, 34)","(2, 15, 27)",1,50.0,25.0,50.0,180.0,75.0
286,"(2, 24, 34)","(2, 16, 27)",1,50.0,25.0,50.0,180.0,75.0
287,"(2, 25, 34)","(2, 17, 27)",1,50.0,25.0,50.0,180.0,75.0
288,"(2, 26, 34)","(2, 18, 27)",1,50.0,25.0,50.0,180.0,75.0
289,"(2, 27, 34)","(2, 19, 27)",1,50.0,25.0,50.0,180.0,75.0
290,"(2, 28, 34)","(2, 20, 27)",1,50.0,25.0,50.0,180.0,75.0
291,"(2, 29, 34)","(2, 21, 27)",1,50.0,25.0,50.0,180.0,75.0
292,"(2, 30, 34)","(2, 22, 27)",1,50.0,25.0,50.0,180.0,75.0
293,"(2, 31, 34)","(2, 23, 27)",1,50.0,25.0,50.0,180.0,75.0
294,"(2, 32, 34)","(2, 24, 27)",1,50.0,25.0,50.0,180.0,75.0
295,"(2, 33, 34)","(2, 25, 27)",1,50.0,25.0,50.0,180.0,75.0
296,"(2, 34, 34)","(2, 26, 27)",1,50.0,25.0,50.0,180.0,75.0
297,"(2, 35, 34)","(2, 27, 27)",1,50.0,25.0,50.0,180.0,75.0
298,"(2, 36, 34)","(2, 28, 27)",1,50.0,25.0,50.0,180.0,75.0
299,"(2, 37, 34)","(2, 29, 27)",1,50.0,25.0,50.0,180.0,75.0
300,"(2, 38, 34)","(2, 30, 27)",1,50.0,25.0,50.0,180.0,75.0
301,"(2, 39, 34)","(2, 31, 27)",1,50.0,25.0,50.0,180.0,75.0
302,"(2, 40, 34)","(2, 32, 27)",1,50.0,25.0,50.0,180.0,75.0
303,"(2, 41, 34)","(2, 33, 27)",1,50.0,25.0,50.0,180.0,75.0
304,"(2, 42, 34)","(2, 34, 27)",1,50.0,25.0,50.0,180.0,75.0
305,"(2, 43, 34)","(2, 35, 27)",1,50.0,25.0,50.0,180.0,75.0
306,"(2, 44, 34)","(2, 36, 27)",1,50.0,25.0,50.0,180.0,75.0
307,"(2, 45, 34)","(2, 37, 27)",1,50.0,25.0,50.0,180.0,75.0
308,"(2, 46, 34)","(2, 38, 27)",1,50.0,25.0,50.0,180.0,75.0
309,"(2, 47, 34)","(2, 39, 27)",1,50.0,25.0,50.0,180.0,75.0
