,totim,TCOMP,SK,QTOP,QBOT,H0001,H0002,H0003,H0004,H0005,H0006,H0007,H0008,H0009,H0010,H0011,H0012,H0013,H0014,H0015,H0016,H0017,H0018,H0019,EST,ESM,ESB,GS,ES
0,0.3831380695111,6.823820064e-05,0.008439377183,-8.905683678e-05,-8.904658357e-05,0.9374403871,0.9979799908,0.999934769,0.9999978933,0.999999932,0.9999999978,0.9999999999,1.0,1.0,1.0,1.0,1.0,0.9999999999,0.9999999978,0.9999999315,0.9999978809,0.9999344624,0.9979733027,0.9373324586,998.1151912,998.5789474,999.0626675,2000.0,1000.0
1,0.7854330424977,0.0001353453675,0.009492929047,-8.341491348e-05,-8.339593771e-05,0.8780517209,0.9939905087,0.9997359085,0.9999891037,0.999999568,0.9999999833,0.9999999994,1.0,1.0,1.0,1.0,1.0,0.9999999994,0.9999999832,0.9999995651,0.9999890405,0.9997346935,0.9939711952,0.8778519759,998.1745799,998.5789474,999.122148,2000.0,1000.0
2,1.207842764134,0.0002012958868,0.01001964007,-7.807775814e-05,-7.805150666e-05,0.8218711383,0.9880984486,0.9993328754,0.9999662444,0.9999984031,0.999999928,0.9999999969,0.9999999999,1.0,1.0,1.0,0.9999999999,0.9999999968,0.9999999274,0.9999983925,0.9999660522,0.9993298743,0.9880613701,0.821594807,998.2307604,998.5789474,999.1784052,2000.0,1000.0
3,1.651372971851,0.0002660783358,0.01001951029,-7.304656865e-05,-7.301439388e-05,0.7689112489,0.9803863097,0.998654125,0.9999188157,0.9999955108,0.9999997669,0.9999999885,0.9999999994,1.0,1.0,1.0,0.9999999994,0.9999999884,0.9999997651,0.9999954813,0.9999183622,0.9986482109,0.980327157,0.7685725671,998.2837203,998.5789474,999.2314274,2000.0,1000.0
4,2.117079689955,0.0003296955569,0.01001938285,-6.832023181e-05,-6.828338281e-05,0.7191603348,0.9709511208,0.9976283501,0.9998329567,0.9999893725,0.9999993724,0.999999965,0.9999999981,0.9999999999,1.0,0.9999999999,0.9999999981,0.9999999647,0.9999993679,0.9999893036,0.9998320415,0.9976181804,0.9708664308,0.7187724506,998.3334712,998.5789474,999.2812275,2000.0,1000.0
5,2.606071743964,0.0003921644802,0.01001925771,-6.389538478e-05,-6.385500045e-05,0.6725829976,0.959903057,0.9961857877,0.9996912681,0.9999776817,0.9999985164,0.9999999076,0.9999999945,0.9999999997,1.0,0.9999999997,0.9999999945,0.9999999069,0.9999985058,0.9999775395,0.9996896107,0.9961698448,0.9597902121,0.6721578995,998.3800486,998.5789474,999.3278421,2000.0,1000.0
6,3.119513400673,0.0004535156964,0.01001913483,-5.976651853e-05,-5.972362294e-05,0.6291212477,0.947363774,0.9942595579,0.9994727227,0.9999571267,0.9999968185,0.9999997802,0.9999999857,0.9999999991,0.9999999999,0.9999999991,0.9999999855,0.9999997785,0.999996796,0.9999568583,0.9994699514,0.9942361946,0.9472209853,0.6286697151,998.4235103,998.5789474,999.3713303,2000.0,1000.0
7,3.658627140218,0.0005137927865,0.0100190141,-5.592612129e-05,-5.58816212e-05,0.5886960135,0.9334644964,0.9917869977,0.999152677,0.9999231563,0.999993679,0.9999995184,0.9999999655,0.9999999976,0.9999999997,0.9999999976,0.9999999652,0.9999995147,0.999993635,0.9999226842,0.9991483211,0.9917544864,0.93329077,0.5882275916,998.4639356,998.5789474,999.4117724,2000.0,1000.0
8,4.22469656674,0.0005730514257,0.01001889541,-5.236485839e-05,-5.231954313e-05,0.5512090357,0.9183439049,0.9887109463,0.9987029969,0.9998697371,0.9999881934,0.9999990133,0.9999999228,0.9999999943,0.9999999992,0.9999999942,0.9999999222,0.9999990059,0.9999881126,0.9998689522,0.9986964813,0.9886675317,0.9181389932,0.5507320329,998.5014225,998.5789474,999.449268,2000.0,1000.0
9,4.819069464588,0.0006313582845,0.01001877864,-4.907178411e-05,-4.902632752e-05,0.5165450958,0.9021458795,0.9849809407,0.9980923044,0.9997891097,0.9999790482,0.9999980879,0.9999998372,0.9999999868,0.999999998,0.9999999867,0.9999998359,0.9999980739,0.9999789074,0.9997878645,0.9980829486,0.9849248927,0.9019102191,0.5160666054,998.5360865,998.5789474,999.4839334,2000.0,1000.0
10,5.443161007328,0.0006887897614,0.01001866362,-4.60345792e-05,-4.598954372e-05,0.4845745179,0.8850171608,0.9805542798,0.99728635,0.9996715563,0.9999643961,0.999996466,0.9999996736,0.9999999714,0.9999999953,0.9999999712,0.9999996711,0.9999964405,0.9999641611,0.9996696575,0.9972733706,0.9804839451,0.8847517982,0.4841004602,998.5680571,998.5789474,999.5158995,2000.0,1000.0
11,6.098457127206,0.0007454305813,0.01001855018,-4.323980753e-05,-4.319565001e-05,0.4551558687,0.8671049959,0.9753969158,0.9962485092,0.9995051918,0.9999417116,0.9999937298,0.999999374,0.9999999409,0.9999999895,0.9999999404,0.9999993693,0.9999936852,0.9999413341,0.9995023932,0.9962310271,0.975310768,0.8668115052,0.4546910528,998.5974757,998.5789474,999.5453089,2000.0,1000.0
12,6.786518053077,0.0008013723063,0.01001843815,-4.067318387e-05,-4.063026311e-05,0.4281387776,0.84855484,0.9694841422,0.994940395,0.9992757907,0.9999076282,0.9999892655,0.9999988448,0.9999998825,0.9999999777,0.9999998816,0.9999988362,0.9999891905,0.9999070418,0.9992717873,0.9949174471,0.9693808259,0.8482352334,0.4276869801,998.6244928,998.5789475,999.572313,2000.0,1000.0
13,7.508982025242,0.0008567118009,0.01001832732,-3.831984524e-05,-3.827843059e-05,0.403366792,0.829508179,0.9628010476,0.9933225741,0.9989666663,0.9998577611,0.9999821952,0.9999979398,0.9999997747,0.9999999542,0.9999997731,0.9999979248,0.999982073,0.9998568767,0.9989610883,0.9932931288,0.9626794177,0.8291648146,0.4029308484,998.6492648,998.5789476,999.5970692,2000.0,1000.0
14,8.267569196015,0.0009115497003,0.0100182175,-3.61646174e-05,-3.612489847e-05,0.3806801832,0.8101005385,0.95534272,0.991355367,0.998558612,0.9997865185,0.9999712919,0.999996437,0.9999995822,0.9999999093,0.9999995792,0.9999964114,0.9999710987,0.9997852195,0.9985510215,0.991318344,0.9552018728,0.8097360278,0.3802620892,998.6719514,998.5789478,999.6197379,2000.0,1000.0
15,9.064085725327,0.000965988925,0.01001810847,-3.419226923e-05,-3.415436601e-05,0.3599186235,0.7904597333,0.9471141908,0.9889997067,0.9980299202,0.9996869097,0.9999548795,0.9999940065,0.9999992477,0.9999998259,0.9999992423,0.9999939642,0.9999545819,0.9996850469,0.9980198087,0.9889539999,0.9469534868,0.7900768511,0.3595196422,998.692713,998.5789481,999.6404804,2000.0,1000.0
16,9.900428081105,0.001020133285,0.01001800004,-3.238774781e-05,-3.235172108e-05,0.3409236612,0.7707044028,0.9381301226,0.9862180285,0.9973564858,0.9995503571,0.999930714,0.9999901697,0.9999986815,0.9999996755,0.9999986722,0.9999901017,0.9999302665,0.9995477436,0.9973432753,0.9861625317,0.9379492008,0.7703060029,0.3405444324,998.7117079,998.5789487,999.6594556,2000.0,1000.0
17,10.77858755467,0.001074086207,0.01001789198,-3.073638851e-05,-3.070225009e-05,0.3235409317,0.7509428641,0.9284142535,0.9829751576,0.9965120028,0.9993665224,0.9998958495,0.9999842469,0.9999977456,0.9999994108,0.9999977301,0.9999841399,0.9998951913,0.9993629288,0.9964950481,0.982908791,0.9282130356,0.7505318026,0.3231815799,998.7290906,998.5789496,999.6768184,2000.0,1000.0
18,11.70065500192,0.00112794962,0.01001778411,-2.922409548e-05,-2.919181806e-05,0.3076220576,0.7312723021,0.9179986219,0.9792391604,0.9954682554,0.9991231574,0.9998464893,0.999975291,0.9999962327,0.9999989564,0.9999962075,0.9999751267,0.9998455408,0.9991183071,0.9954468503,0.9791608985,0.9177773083,0.73085137,0.3072822953,998.7450095,998.5789512,999.6927177,2000.0,1000.0
19,12.66882582152,0.001181823006,0.01001767622,-2.783748941e-05,-2.780701569e-05,0.2930262043,0.7117782985,0.9069226055,0.9749821283,0.9941955017,0.9988059902,0.9997778256,0.9999620081,0.9999938373,0.9999981932,0.999993797,0.9999617609,0.9997764848,0.998799556,0.9941688876,0.9748910263,0.9066816623,0.7113501649,0.2927054283,998.7596054,998.5789536,999.7072946,2000.0,1000.0
20,13.68540518211,0.001235802651,0.01001756811,-2.656402119e-05,-2.653527212e-05,0.2796212757,0.6925346891,0.8952318145,0.9701808598,0.9926629436,0.9983986603,0.999683873,0.9999426619,0.9999901171,0.9999969383,0.9999900541,0.9999422971,0.9996820112,0.998390262,0.9926303208,0.9700760786,0.8949719533,0.6921018569,0.2793186539,998.7730103,998.5789573,999.7206813,2000.0,1000.0
21,14.75281351073,0.001289981079,0.0100174596,-2.539205124e-05,-2.536493327e-05,0.2672847499,0.673603726,0.8829768857,0.9648174176,0.99083927,0.9978827098,0.9995573019,0.9999149621,0.9999844443,0.9999949156,0.9999843479,0.9999144334,0.9995547597,0.9978719132,0.9907998117,0.9646982458,0.8826990373,0.673168498,0.2669992976,998.7853468,998.578963,999.7330007,2000.0,1000.0
22,15.87359225577,0.001344446672,0.01001735052,-2.431089623e-05,-2.428530743e-05,0.2559041709,0.6550365082,0.8702122249,0.9588795366,0.9886932573,0.9972376433,0.9993892789,0.9998759382,0.9999759423,0.9999917162,0.9999757974,0.9998751856,0.9993858626,0.9972239608,0.9886461257,0.9587454092,0.8699175082,0.6546009654,0.2556348151,998.7967274,998.5789716,999.7443652,2000.0,1000.0
23,17.05040993807,0.001399283465,0.0100172407,-2.331084568e-05,-2.328668078e-05,0.2453773229,0.6368736369,0.8569947464,0.9523608712,0.9861944061,0.9964410594,0.9991693241,0.9998218,0.9999634077,0.999986746,0.9999631937,0.9998207459,0.999164802,0.9964239531,0.9861387701,0.952211383,0.8566844344,0.6364396267,0.2451229555,998.8072543,998.5789842,999.754877,2000.0,1000.0
24,18.28606850449,0.001454571103,0.01001712997,-2.238315217e-05,-2.236030649e-05,0.2356121281,0.619146047,0.8433826539,0.945261074,0.9833135915,0.9954688599,0.9988851942,0.9997477861,0.9999452143,0.9999791563,0.9999449039,0.9997463329,0.9988792937,0.9954477463,0.9832486451,0.9450959888,0.8430581381,0.6187151806,0.2353716472,998.8170195,998.5790025,999.7646284,2000.0,1000.0
25,19.58350999922,0.001510384923,0.01001701819,-2.151999954e-05,-2.149837192e-05,0.2265263109,0.6018759619,0.8294343034,0.9375857097,0.980023701,0.9942955346,0.9985228013,0.9996480071,0.9999191998,0.999967756,0.9999187568,0.9996460337,0.9985152069,0.9942697914,0.9799486819,0.9374049643,0.8290970585,0.6014496199,0.2262986518,998.8261053,998.5790286,999.7737013,2000.0,1000.0
26,20.9458235687,0.001566796151,0.01001690521,-2.071445359e-05,-2.069394848e-05,0.2180468799,0.585077922,0.8152071792,0.9293460128,0.9763002358,0.9928945171,0.9980661765,0.9995152869,0.999882531,0.9999509012,0.9998819088,0.9995126454,0.9980565291,0.9928634923,0.9762144437,0.9291497158,0.8148587289,0.5846572654,0.2178310367,998.8345847,998.5790655,999.782169,2000.0,1000.0
27,22.37625281664,0.001623872179,0.01001679089,-1.996040025e-05,-1.994092895e-05,0.2101094764,0.5687598388,0.8007570087,0.9205585065,0.9721218513,0.9912386041,0.9974974871,0.9993410083,0.9998315508,0.9999263602,0.9998306904,0.9993375215,0.9974853843,0.9912016269,0.9720246649,0.9203469325,0.8003988944,0.5683458253,0.2099045152,998.8425221,998.5791167,999.7900955,2000.0,1000.0
28,23.87820352698,0.001681676904,0.01001667512,-1.925247551e-05,-1.923395681e-05,0.2026576369,0.5529240346,0.7861370293,0.9112445056,0.9674708174,0.9893004241,0.9967971126,0.9991149723,0.9997616064,0.9998911518,0.999760434,0.9991104306,0.9967821109,0.9892568171,0.967361709,0.9110180852,0.7857707821,0.5525174371,0.2024627033,998.8499739,998.5791869,999.7975373,2000.0,1000.0
29,25.45525177285,0.001740271095,0.01001655777,-1.858599125e-05,-1.856835166e-05,0.1956420131,0.5375682318,0.7713974151,0.9014295288,0.9623333804,0.9870529408,0.9959437838,0.9988252761,0.9996668605,0.9998413561,0.9996652858,0.9988194363,0.9959254024,0.9870020337,0.9622119284,0.9011888348,0.7710245315,0.5371696591,0.1954563332,998.8569896,998.5792821,999.8045437,2000.0,1000.0
30,27.111152431,0.001799712786,0.01001643872,-1.795686053e-05,-1.794003403e-05,0.1890195845,0.5226864681,0.7565848591,0.8911426495,0.9567000168,0.9844699723,0.9949147851,0.9984582197,0.9995400902,0.9997718984,0.9995380048,0.9984508037,0.994892511,0.9844111156,0.9565659149,0.8908883811,0.7562067817,0.5222963857,0.1888424635,998.863612,998.5794094,999.8111575,2000.0,1000.0
31,28.84984812206,0.001860057659,0.01001631786,-1.736152496e-05,-1.734545261e-05,0.1827528943,0.5082699185,0.7417423051,0.8804158132,0.9505655716,0.9815267062,0.993686216,0.9979982458,0.999372479,0.9996763097,0.9993697543,0.9979889409,0.9936595115,0.9814592856,0.9504186353,0.8801487776,0.7413604066,0.5078886688,0.1825837117,998.8698787,998.5795776,999.8174163,2000.0,1000.0
32,30.67547859767,0.001921359413,0.01001619508,-1.679688635e-05,-1.678151568e-05,0.17680933,0.4943076146,0.7269088104,0.8692831493,0.9439292823,0.9782001911,0.9922333066,0.9974279215,0.9991534064,0.9995464671,0.9991498933,0.9974163821,0.9922016175,0.9781236415,0.9437694518,0.8690042427,0.7265243829,0.4939354362,0.1766475335,998.8758222,998.5797975,999.8233525,2000.0,1000.0
33,32.59239059707,0.001983670118,0.01001607029,-1.626024397e-05,-1.624552831e-05,0.1711604629,0.4807870587,0.7121195256,0.8577803003,0.9367946929,0.9744697852,0.9905307754,0.9967279636,0.9988702455,0.9993723224,0.9988657737,0.9967138136,0.9904935414,0.9743836032,0.9366220324,0.8574904884,0.7117337726,0.4804241035,0.1710055612,998.8814711,998.5800816,999.8289944,2000.0,1000.0
34,34.60514819643,0.002047040531,0.01001594337,-1.574923822e-05,-1.573513605e-05,0.165781455,0.4676947346,0.6974057681,0.8459437891,0.9291694663,0.9703175446,0.9885532168,0.9958773099,0.9985081755,0.9991416281,0.998502554,0.9958601478,0.988509882,0.9702213001,0.9289841612,0.8456440882,0.6970198006,0.4673410835,0.165633011,998.8868501,998.5804448,999.834367,2000.0,1000.0
35,36.71854367577,0.002111520388,0.01001581422,-1.526180102e-05,-1.524827529e-05,0.160650537,0.4550165221,0.6827951692,0.8338104399,0.9210651107,0.9657285379,0.9862755026,0.9948532376,0.9980500193,0.9988396733,0.9980430383,0.9948326418,0.9862255274,0.9656218835,0.9208674613,0.833501899,0.6824100042,0.4546721984,0.160508161,998.891981,998.5809043,999.8394918,2000.0,1000.0
