,totim,TCOMP,SK,QTOP,QBOT,H0001,H0002,H0003,H0004,H0005,H0006,H0007,H0008,H0009,H0010,H0011,H0012,H0013,H0014,H0015,H0016,H0017,H0018,H0019,EST,ESM,ESB,GS,ES
36,38.93760892907,0.002177158659,0.01001568276,-1.479611273e-05,-1.478313032e-05,0.1557485551,0.4427380255,0.6683118764,0.8214168626,0.9124966332,0.9606910748,0.9836731804,0.9936315238,0.9974761166,0.9984490423,0.9974675494,0.9936070604,0.9836160533,0.9605737538,0.9122870466,0.8211005471,0.6679284379,0.4424030062,0.1556118981,998.896883,998.5814798,999.8443881,2000.0,1000.0
37,41.26762744503,0.002244003772,0.01001554888,-1.435056537e-05,-1.433809649e-05,0.1510585828,0.4308448257,0.6539767903,0.808799008,0.9034821369,0.9551968451,0.9807228529,0.9921866443,0.9967642404,0.9979494108,0.9967538475,0.9921578754,0.9806581021,0.9550686966,0.9032611173,0.8084759846,0.653595912,0.430519051,0.1509273315,998.901573,998.5821935,999.8490727,2000.0,1000.0
38,43.71414688679,0.002312103816,0.01001541249,-1.392373132e-05,-1.391174908e-05,0.1465655928,0.4193226685,0.6398078221,0.7959917925,0.894042381,0.9492409614,0.9774025195,0.990492003,0.9958895674,0.9973173966,0.9958771006,0.9904584967,0.9773297246,0.9491019235,0.8938105181,0.7956631171,0.6394302513,0.4190060499,0.146439464,998.906066,998.5830703,999.8535605,2000.0,1000.0
39,46.28299230064,0.002381506709,0.01001527349,-1.351433706e-05,-1.350281704e-05,0.1422561796,0.4081575998,0.6258201575,0.7830287939,0.8842003152,0.9428219103,0.9736918691,0.9885201845,0.994824708,0.9965264766,0.9948099163,0.9884815251,0.9736106713,0.942672021,0.8839582725,0.7826954999,0.6254465599,0.4078500264,0.1421349162,998.9103754,998.5841375,999.8578651,2000.0,1000.0
40,48.98027998519,0.002452260347,0.01001513178,-1.312124117e-05,-1.31101611e-05,0.1381183281,0.3973360581,0.6120265164,0.7699420089,0.8739806058,0.9359414147,0.9695725091,0.98624322,0.9935398025,0.9955469856,0.9935224381,0.9861990188,0.9694826205,0.9357808108,0.8737291084,0.7696050994,0.6116574816,0.3970374017,0.1380016958,998.9145133,998.5854249,999.8619983,2000.0,1000.0
41,51.81243205396,0.002524412738,0.01001498727,-1.274341585e-05,-1.273275534e-05,0.1341412195,0.3868449322,0.5984374011,0.7567616699,0.8634091631,0.9286042154,0.9650281255,0.983632858,0.992002686,0.9943462061,0.9919825113,0.9835827642,0.9649293365,0.9284331296,0.8631489858,0.7564221099,0.598073448,0.3865550519,0.1340290035,998.9184904,998.5869649,999.865971,2000.0,1000.0
42,54.78619172617,0.00259801211,0.01001483986,-1.237993154e-05,-1.236967179e-05,0.1303150688,0.3766715929,0.5850613253,0.7435161078,0.8525126806,0.9208177824,0.9600445679,0.9806608325,0.9901791232,0.9928885544,0.9901559176,0.9806045435,0.9599367538,0.9206365385,0.852244636,0.7431748193,0.5847029079,0.376390338,0.1302070715,998.9223165,998.5887915,999.8697929,2000.0,1000.0
43,57.90863938198,0.002673107012,0.01001468946,-1.202994386e-05,-1.202006752e-05,0.126630988,0.3668039026,0.5719050221,0.7302316557,0.8413181916,0.9125919672,0.9546098608,0.9772991209,0.9880331107,0.9911358675,0.9880066779,0.9772363918,0.9544929861,0.9124009744,0.8410431192,0.7298895141,0.5715525351,0.3665311153,0.1265270265,998.9260006,998.5909407,999.873473,2000.0,1000.0
44,61.18720942059,0.002749746394,0.01001453596,-1.169268263e-05,-1.168317357e-05,0.1230808698,0.357230209,0.558973626,0.7169325818,0.8298526495,0.9039386092,0.9487141456,0.9735201875,0.9855272427,0.9890477868,0.9854974172,0.9734508394,0.9485882662,0.903738355,0.8295714055,0.7165904134,0.5586274101,0.3569657268,0.1229807744,998.9295507,998.59345,999.8770192,2000.0,1000.0
45,64.62970796114,0.002827979679,0.01001437928,-1.136744232e-05,-1.135828555e-05,0.1196572876,0.3479393243,0.5462708288,0.7036410449,0.8181425331,0.8948711099,0.9423495599,0.9692972097,0.9826231321,0.9865822315,0.9825897851,0.9692211363,0.9422148239,0.8946621527,0.817855982,0.7032996256,0.5459311756,0.3476829816,0.1195609005,998.9329743,998.5963576,999.8804391,2000.0,1000.0
46,68.2443314287,0.002907856818,0.0100142193,-1.105357389e-05,-1.10447554e-05,0.1163534094,0.3389204941,0.5337990075,0.6903770628,0.8062134809,0.8854039894,0.935510066,0.9646042847,0.9792818785,0.9836959504,0.9792449231,0.9645214579,0.9353667127,0.8851869506,0.805922487,0.690037118,0.5334661647,0.3386721232,0.1162605831,998.9362782,998.5997024,999.8837394,2000.0,1000.0
47,72.03968606965,0.002989428332,0.01001405592,-1.075047741e-05,-1.074198408e-05,0.1131629201,0.3301633545,0.5215593253,0.6771584893,0.7940899537,0.875552438,0.9281912415,0.9594166193,0.9754645708,0.9803451369,0.9754239659,0.9593270916,0.9280395986,0.8753279931,0.7937953746,0.6768206944,0.5212335004,0.3299227873,0.1130735166,998.9394687,998.6035234,999.8869265,2000.0,1000.0
48,76.02480844264,0.003072745327,0.01001388905,-1.045759554e-05,-1.044941505e-05,0.1100799531,0.3216578819,0.5095518045,0.6640009935,0.7817949281,0.8653318766,0.9203900463,0.9537107021,0.971132813,0.9764860866,0.9710885657,0.953614608,0.9202305253,0.8651007476,0.7814976088,0.663665975,0.5092331698,0.3214249503,0.1099938426,998.9425516,998.6078588,999.8900062,2000.0,1000.0
49,80.20918693429,0.003157859501,0.01001371858,-1.017440744e-05,-1.016652821e-05,0.1070990257,0.3133943321,0.4977753749,0.6509180387,0.7693496201,0.8547575395,0.9121045808,0.9474644628,0.9662492583,0.9720758805,0.966201425,0.9473620175,0.9119376713,0.8545204861,0.7690503883,0.6505863757,0.4974640705,0.313168869,0.1070160864,998.9455326,998.6127459,999.8929839,2000.0,1000.0
50,84.60278435051,0.003244823105,0.01001354441,-9.90042313e-06,-9.892834217e-06,0.1042149803,0.3053631724,0.4862278967,0.6379208594,0.7567732428,0.8438440897,0.90333385,0.94065742,0.9607781385,0.9670730692,0.9607268248,0.9405489166,0.9031601125,0.843601901,0.7564729048,0.637593086,0.4859240344,0.305145012,0.104135097,998.9484166,998.6182205,999.8958649,2000.0,1000.0
51,89.21606163755,0.003333688883,0.01001336643,-9.635178059e-06,-9.627869147e-06,0.1014229269,0.297555006,0.474906163,0.6250184375,0.7440827989,0.8326052774,0.8940775456,0.9332708211,0.9546857758,0.961438339,0.9546311344,0.9331566256,0.8938976036,0.8323587644,0.7437821365,0.6246950445,0.4746098294,0.2973439846,0.101345991,998.9512087,998.6243162,999.898654,2000.0,1000.0
52,94.06000278894,0.003424509957,0.01001318453,-9.378227957e-06,-9.371189275e-06,0.09871818902,0.2899604902,0.4638058845,0.6122174777,0.7312929104,0.8210536522,0.8843358583,0.9252877758,0.9479410634,0.95513514,0.9478832915,0.9251683203,0.884150389,0.8208036397,0.7309926782,0.6118989149,0.4635171437,0.2897564462,0.09864409763,998.9539134,998.6310641,999.9013559,2000.0,1000.0
53,99.14614099789,0.003517339659,0.01001299861,-9.129143818e-06,-9.122366102e-06,0.09609625071,0.28257025,0.4529216605,0.599522388,0.7184156909,0.8092003332,0.8741093276,0.9166933836,0.9405159044,0.948130259,0.9404552391,0.9165691586,0.8739190527,0.8089476526,0.7181166143,0.599209067,0.4526405568,0.2823730245,0.09602490633,998.9565353,998.6384921,999.9039751,2000.0,1000.0
54,104.4865861173,0.003612231298,0.01001280856,-8.887507102e-06,-8.880981556e-06,0.09355270634,0.2753747904,0.4422469428,0.5869352697,0.7054606621,0.7970548446,0.8633987366,0.907474857,0.9323855993,0.9403943222,0.9323223127,0.9073464023,0.8632044116,0.7968003265,0.7051634353,0.5866275654,0.441973503,0.2751842273,0.09348401637,998.9590789,998.6466251,999.906516,2000.0,1000.0
55,110.0940534927,0.00370923784,0.01001261427,-8.652905194e-06,-8.646623454e-06,0.09108321257,0.2683644102,0.4317739989,0.5744559212,0.6924347186,0.7846250188,0.8522050526,0.8976216385,0.9235291745,0.9319022188,0.923463568,0.8974895333,0.8520074568,0.7843694863,0.6921400033,0.5741541746,0.4315082342,0.2681803565,0.09101708899,998.9615484,998.6554838,999.9089829,2000.0,1000.0
56,115.9818942368,0.003808411502,0.01001241565,-8.424927214e-06,-8.418881315e-06,0.08868344435,0.2615291221,0.4214938809,0.562081865,0.679342145,0.7719169679,0.8405294158,0.8871255096,0.9139296469,0.922633435,0.9138620446,0.8869903623,0.8403293417,0.7716612297,0.679050569,0.5617863845,0.4212357889,0.2613514277,0.08861980331,998.9639481,998.6650853,999.9113802,2000.0,1000.0
57,122.1641270182,0.003909803229,0.01001221259,-8.203160303e-06,-8.197342653e-06,0.08634905582,0.2548585829,0.4113964089,0.5498084025,0.6661846867,0.7589351229,0.8283731726,0.87598069,0.9035742205,0.9125722979,0.9035049631,0.8758431278,0.8281714159,0.7586799673,0.6658968424,0.5495194661,0.411145975,0.2546871011,0.0862878174,998.9662825,998.6754424,999.9137122,2000.0,1000.0
58,128.6554714386,0.004013462057,0.01001200499,-7.98718655e-06,-7.981589901e-06,0.08407564789,0.2483420401,0.4014701762,0.5376287037,0.652961676,0.7456823376,0.8157379508,0.8641839248,0.8924544158,0.9017081276,0.8923838538,0.864044583,0.8155353005,0.7454285263,0.6526781194,0.53734656,0.4012273746,0.2481766273,0.0840167358,998.9685559,998.6865635,999.9159833,2000.0,1000.0
59,135.47138308,0.004119434344,0.01001179275,-7.776580702e-06,-7.771198129e-06,0.08185874423,0.2419682997,0.3917025833,0.5255339375,0.6396702144,0.7321600514,0.8026257698,0.8517345559,0.8805661314,0.8900352998,0.8804946187,0.8515940684,0.8024229986,0.7319083143,0.6393914637,0.5252588072,0.3914673785,0.2418088153,0.08180208557,998.9707728,998.6984527,999.9181979,2000.0,1000.0
60,142.6280903035,0.004227762863,0.0100115758,-7.570908825e-06,-7.565733703e-06,0.07969377711,0.2357257191,0.3820799079,0.5135134467,0.6263054081,0.7183685067,0.78903918,0.8386345767,0.8679096425,0.8775532262,0.8678375308,0.8384935667,0.7888370358,0.7181195363,0.626031943,0.5132455233,0.3818522552,0.2355720258,0.07963930214,998.9729378,998.7111098,999.9203607,2000.0,1000.0
61,150.1426328882,0.004338485756,0.01001135406,-7.36972805e-06,-7.364754035e-06,0.07757608474,0.229602231,0.3725874155,0.5015549696,0.6128606557,0.7043070109,0.774981424,0.8248886687,0.8544895411,0.8642662591,0.8544171738,0.82474774,0.7747806221,0.7040614581,0.6125929159,0.5012944205,0.3723672619,0.2294541945,0.07752372668,998.9750555,998.7245302,999.9224763,2000.0,1000.0
62,158.0329026022,0.004451635348,0.01001112746,-7.172587502e-06,-7.167808514e-06,0.07550092108,0.2235853995,0.3632095135,0.4896449095,0.5993279819,0.6899742369,0.7604566137,0.8105042177,0.8403146234,0.850183531,0.8402423315,0.8103639475,0.7602578299,0.6897327068,0.5990663662,0.4893918763,0.362996798,0.2234428883,0.07545061593,998.9771307,998.738705,999.9245494,2000.0,1000.0
63,166.3176858018,0.004567236832,0.01001089596,-6.979030466e-06,-6.974440671e-06,0.07346347859,0.2176625103,0.3539299495,0.4777686491,0.5856984111,0.6753685524,0.7454699152,0.7954913121,0.8253977344,0.8353187397,0.8253258316,0.7953522444,0.74527378,0.6751316011,0.585443277,0.4775232485,0.3537246036,0.2175253956,0.07341516495,998.9791681,998.7536215,999.9265848,2000.0,1000.0
64,175.0167081614,0.00468530683,0.01001065952,-6.788597771e-06,-6.784191568e-06,0.07145892391,0.2118206942,0.3447320528,0.4659109065,0.5719623747,0.6604883696,0.7300277373,0.7798627231,0.809755576,0.8196898909,0.8096843556,0.7797253637,0.7298348314,0.6602565016,0.5717140373,0.4656732302,0.3445340007,0.21168885,0.07141254282,998.9811727,998.769263,999.9285875,2000.0,1000.0
65,184.150681639,0.004805851866,0.01001041812,-6.600832324e-06,-6.596604331e-06,0.06948244552,0.2060470828,0.3355990141,0.4540561249,0.5581101417,0.6453325058,0.7141379175,0.7636338698,0.79340849,0.8033190109,0.793338222,0.763498682,0.7139487677,0.6451061719,0.5578688739,0.4538262405,0.3354081729,0.2059203854,0.06943794032,998.9831491,998.7856091,999.9305621,2000.0,1000.0
66,193.7413537904,0.00492886676,0.01001017179,-6.415284645e-06,-6.411229686e-06,0.06752931205,0.2003289893,0.3265141965,0.4421888888,0.5441322639,0.6299005472,0.6978099023,0.7468227721,0.7763802242,0.7862318417,0.7763111537,0.746690174,0.6976249797,0.6296801438,0.5438982965,0.4419668401,0.3263304768,0.2002073174,0.06748662827,998.9851023,998.8026362,999.9325134,2000.0,1000.0
67,203.8115595494,0.005054332979,0.01000992055,-6.2315192e-06,-6.227632294e-06,0.06559493895,0.1946541117,0.3174614701,0.4302943548,0.5300200251,0.6141932081,0.681054919,0.7294499951,0.758697693,0.7684575303,0.7586300385,0.7293203577,0.6808746375,0.6139790765,0.5297935472,0.4300801625,0.3172847759,0.1945373461,0.06555402415,998.9870366,998.8203173,999.934446,2000.0,1000.0
