,totim,TCOMP,SK,QTOP,QBOT,H0001,H0002,H0003,H0004,H0005,H0006,H0007,H0008,H0009,H0010,H0011,H0012,H0013,H0014,H0015,H0016,H0017,H0018,H0019
10,5.443161007328,0.0006884643076,0.01,-4.597943436e-05,-4.597943436e-05,0.4839940459,0.8846304945,0.9804420755,0.9972641921,0.999668108,0.999963942,0.9999964133,0.9999996681,0.9999999709,0.9999999952,0.9999999709,0.9999996681,0.9999964133,0.999963942,0.999668108,0.9972641921,0.9804420755,0.8846304945,0.4839940459
11,6.098457127206,0.0007450642402,0.01,-4.318653122e-05,-4.318653122e-05,0.4545950655,0.8666809636,0.9752601523,0.9962187521,0.9995001193,0.9999409831,0.9999936379,0.9999993635,0.9999999398,0.9999999893,0.9999999398,0.9999993635,0.9999936379,0.9999409831,0.9995001193,0.9962187521,0.9752601523,0.8666809636,0.4545950655
12,6.786518053077,0.0008009651824,0.01,-4.062208743e-05,-4.062208743e-05,0.4276009203,0.8480969215,0.9693209309,0.9949014516,0.9992685486,0.9999064981,0.9999891111,0.9999988258,0.9999998803,0.9999999773,0.9999998803,0.9999988258,0.9999891111,0.9999064981,0.9992685486,0.9949014516,0.9693209309,0.8480969215,0.4276009203
13,7.508982025242,0.0008562641957,0.01,-3.827112173e-05,-3.827112173e-05,0.4028539129,0.8290202276,0.9626098631,0.9932727578,0.998956596,0.999856059,0.9999819439,0.9999979065,0.9999997707,0.9999999535,0.9999997707,0.9999979065,0.9999819439,0.999856059,0.998956596,0.9932727578,0.9626098631,0.8290202276,0.4028539129
14,8.267569196015,0.0009110620487,0.01,-3.611836263e-05,-3.611836263e-05,0.3801932909,0.8095866333,0.9551224406,0.9912929268,0.9985449362,0.9997840219,0.9999708949,0.9999963804,0.9999995748,0.9999999079,0.9999995748,0.9999963804,0.9999708949,0.9997840219,0.9985449362,0.9912929268,0.9551224406,0.8095866333,0.3801932909
15,9.064085725327,0.0009654617401,0.01,-3.414850124e-05,-3.414850124e-05,0.3594579078,0.7899240441,0.9468641248,0.9889228674,0.9980117405,0.9996833346,0.9999542685,0.9999939131,0.9999992346,0.9999998232,0.9999992346,0.9999939131,0.9999542685,0.9996833346,0.9980117405,0.9889228674,0.9468641248,0.7899240441,0.3594579078
16,9.900428081105,0.00101956711,0.01,-3.234642457e-05,-3.234642457e-05,0.3404886797,0.7701510703,0.9378500186,0.9861250341,0.9973327847,0.9995453485,0.9999297961,0.9999900195,0.9999986588,0.9999996705,0.9999986588,0.9999900195,0.9999297961,0.9995453485,0.9973327847,0.9861250341,0.9378500186,0.7701510703,0.3404886797
17,10.77858755467,0.001073481577,0.01,-3.069742365e-05,-3.069742365e-05,0.3231307753,0.7503758985,0.928104296,0.9828643161,0.9964816503,0.9993596456,0.9998945008,0.999984011,0.9999977076,0.9999994019,0.9999977076,0.999984011,0.9998945008,0.9993596456,0.9964816503,0.9828643161,0.928104296,0.7503758985,0.3231307753
18,11.70065500192,0.001127307028,0.01,-2.918737188e-05,-2.918737188e-05,0.3072354935,0.7306955007,0.917659413,0.9791088892,0.9954300205,0.9991138895,0.9998445478,0.9999749288,0.9999961705,0.9999989409,0.9999961705,0.9999749288,0.9998445478,0.9991138895,0.9954300205,0.9791088892,0.917659413,0.7306955007,0.3072354935
19,12.66882582152,0.001181142884,0.01,-2.780287064e-05,-2.780287064e-05,0.2926617962,0.7111951825,0.9065551337,0.9748309966,0.9941480691,0.9987937145,0.9997750836,0.9999614634,0.9999937375,0.9999981668,0.9999937375,0.9999614634,0.9997750836,0.9987937145,0.9941480691,0.9748309966,0.9065551337,0.7111951825,0.2926617962
20,13.68540518211,0.001235085351,0.01,-2.65313608e-05,-2.65313608e-05,0.2792774821,0.6919484605,0.8948374136,0.9700076276,0.992604935,0.9983826618,0.9996800695,0.9999418584,0.9999899605,0.9999968945,0.9999899605,0.9999418584,0.9996800695,0.9983826618,0.992604935,0.9700076276,0.8948374136,0.6919484605,0.2792774821
21,14.75281351073,0.001289226864,0.01,-2.536120015e-05,-2.536120015e-05,0.2669600016,0.6730172416,0.8825571855,0.9646210686,0.9907692697,0.9978621747,0.9995521139,0.9999137984,0.9999842032,0.9999948443,0.9999842032,0.9999137984,0.9995521139,0.9978621747,0.9907692697,0.9646210686,0.8825571855,0.6730172416,0.2669600016
22,15.87359225577,0.001343655709,0.01,-2.428170825e-05,-2.428170825e-05,0.2555969289,0.6544522693,0.8697690972,0.9586593043,0.9886098409,0.9972116605,0.9993823143,0.9998742819,0.999975578,0.9999916025,0.999975578,0.9998742819,0.9993823143,0.9972116605,0.9886098409,0.9586593043,0.8697690972,0.6544522693,0.2555969289
23,17.05040993807,0.001398455828,0.01,-2.328318143e-05,-2.328318143e-05,0.2450861203,0.6362937931,0.8565302481,0.9521162569,0.9860961721,0.9964086268,0.9991601147,0.9998194808,0.9999628666,0.999986568,0.9999628666,0.9998194808,0.9991601147,0.9964086268,0.9860961721,0.9521162569,0.8565302481,0.6362937931,0.2450861203
24,18.28606850449,0.001453706773,0.01,-2.23568817e-05,-2.23568817e-05,0.2353355968,0.6185724101,0.8428989705,0.9449918564,0.9831991933,0.9954288944,0.9988731899,0.9997445891,0.9999444241,0.9999788825,0.9999444241,0.9997445891,0.9988731899,0.9954288944,0.9831991933,0.9449918564,0.8428989705,0.6185724101,0.2353355968
25,19.58350999922,0.001509483792,0.01,-2.149500375e-05,-2.149500375e-05,0.2262631974,0.6013100281,0.8289336946,0.9372919457,0.9798918791,0.9942468851,0.9985073666,0.9996436656,0.9999180638,0.9999673421,0.9999180638,0.9996436656,0.9985073666,0.9942468851,0.9798918791,0.9372919457,0.8289336946,0.6013100281,0.2262631974
26,20.9458235687,0.001565858031,0.01,-2.069062487e-05,-2.069062487e-05,0.2177960512,0.5845208999,0.8146919292,0.9290280303,0.9761498483,0.9928359827,0.9980465889,0.9995094747,0.9998809228,0.9999502859,0.9998809228,0.9995094747,0.9980465889,0.9928359827,0.9761498483,0.9290280303,0.8146919292,0.5845208999,0.2177960512
27,22.37625281664,0.001622896804,0.01,-1.993764234e-05,-1.993764234e-05,0.2098699194,0.5682126806,0.8002293817,0.9202168897,0.971951902,0.9911689542,0.9974729382,0.9993333331,0.9998293074,0.99992546,0.9998293074,0.9993333331,0.9974729382,0.9911689542,0.971951902,0.9202168897,0.8002293817,0.5682126806,0.2098699194
28,23.87820352698,0.00168066394,0.01,-1.9230703e-05,-1.9230703e-05,0.2024284527,0.5523874679,0.7855992317,0.910880074,0.967280479,0.9892184217,0.9967667126,0.9991049695,0.9997585204,0.9998898549,0.9997585204,0.9991049695,0.9967667126,0.9892184217,0.967280479,0.910880074,0.7855992317,0.5523874679,0.2024284527
29,25.45525177285,0.001739220148,0.01,-1.856512875e-05,-1.856512875e-05,0.1954224079,0.5370427918,0.7708515649,0.901043311,0.9621220137,0.9869573678,0.9959065688,0.9988124036,0.9996626726,0.9998395154,0.9996626726,0.9988124036,0.9959065688,0.9869573678,0.9621220137,0.901043311,0.7708515649,0.5370427918,0.1954224079
30,27.111152431,0.001798623403,0.01,-1.793684167e-05,-1.793684167e-05,0.1888088597,0.5221725277,0.7560329624,0.8907358537,0.9564671841,0.9843596547,0.9948697273,0.9984418546,0.999534481,0.9997693233,0.999534481,0.9984418546,0.9948697273,0.9843596547,0.9564671841,0.8907358537,0.7560329624,0.5221725277,0.1888088597
31,28.84984812206,0.001858929338,0.01,-1.734229133e-05,-1.734229133e-05,0.1825504351,0.5077677158,0.7411862387,0.8799897957,0.950311044,0.9814005401,0.9936322379,0.9979776827,0.9993650604,0.9996727574,0.9993650604,0.9979776827,0.9936322379,0.9814005401,0.950311044,0.8799897957,0.7411862387,0.5077677158,0.1825504351
32,30.67547859767,0.001920191605,0.01,-1.677838648e-05,-1.677838648e-05,0.1766145945,0.4938172776,0.7263503116,0.8688393819,0.9436530418,0.9780571671,0.992169297,0.9974023733,0.999143714,0.9995416327,0.999143714,0.9974023733,0.992169297,0.9780571671,0.9436530418,0.8688393819,0.7263503116,0.4938172776,0.1766145945
33,32.59239059707,0.001982462232,0.01,-1.624243233e-05,-1.624243233e-05,0.1709729719,0.4803086269,0.7115601863,0.8573203384,0.9364969279,0.97430901,0.990455608,0.9966965644,0.998857731,0.9993658293,0.998857731,0.9966965644,0.990455608,0.97430901,0.9364969279,0.8573203384,0.7115601863,0.4803086269,0.1709729719
34,34.60514819643,0.002045791937,0.01,-1.573207438e-05,-1.573207438e-05,0.165600783,0.4672281772,0.6968470338,0.8454692418,0.9288505632,0.9701382604,0.98846577,0.9958391207,0.9984922008,0.9991330185,0.9984922008,0.9958391207,0.98846577,0.9701382604,0.9288505632,0.8454692418,0.6968470338,0.4672281772,0.165600783
35,36.71854367577,0.002110230417,0.01,-1.524524887e-05,-1.524524887e-05,0.1604763039,0.4545617534,0.6822383419,0.8333229417,0.9207256403,0.9655301371,0.98617468,0.9948072545,0.998029852,0.9988283986,0.998029852,0.9948072545,0.98617468,0.9655301371,0.9207256403,0.8333229417,0.6822383419,0.4545617534,0.1604763039
36,38.93760892907,0.002175826606,0.01,-1.478013986e-05,-1.478013986e-05,0.1555804195,0.4422949173,0.6677581193,0.8209180491,0.9121373332,0.9604731115,0.9835579312,0.993576688,0.9974509274,0.9984344551,0.9974509274,0.993576688,0.9835579312,0.9604731115,0.9121373332,0.8209180491,0.6677581193,0.4422949173,0.1555804195
37,41.26762744503,0.002242628901,0.01,-1.433514245e-05,-1.433514245e-05,0.1508962363,0.4304132174,0.6534271353,0.8082904933,0.9031038928,0.9549590406,0.9805921911,0.9921218548,0.996733103,0.997930759,0.996733103,0.9921218548,0.9805921911,0.9549590406,0.9031038928,0.8082904933,0.6534271353,0.4304132174,0.1508962363
38,43.71414688679,0.002310685355,0.01,-1.390883169e-05,-1.390883169e-05,0.1464087547,0.4189023756,0.639263178,0.7954751518,0.893646204,0.9489832061,0.9772555418,0.9904161304,0.995851461,0.9972938185,0.995851461,0.9904161304,0.9772555418,0.9489832061,0.893646204,0.7954751518,0.639263178,0.4189023756,0.1464087547
39,46.28299230064,0.002380043854,0.01,-1.349993636e-05,-1.349993636e-05,0.1421045932,0.4077484199,0.6252813186,0.7825055477,0.8837873196,0.9425442607,0.9735277693,0.988432086,0.9947785228,0.9964970006,0.9947785228,0.988432086,0.9735277693,0.9425442607,0.8837873196,0.7825055477,0.6252813186,0.4077484199,0.1421045932
40,48.98027998519,0.002450752264,0.01,-1.310731697e-05,-1.310731697e-05,0.1379717576,0.396937776,0.6114941722,0.7694136116,0.8735519861,0.9356440862,0.9693905903,0.9861417553,0.9934843482,0.9955105319,0.9934843482,0.9861417553,0.9693905903,0.9356440862,0.8735519861,0.7694136116,0.6114941722,0.396937776,0.1379717576
41,51.81243205396,0.002522858558,0.01,-1.272994746e-05,-1.272994746e-05,0.1339994469,0.3864573241,0.5979121445,0.7562294998,0.8629661713,0.9282875713,0.9648278081,0.9835169049,0.9919367031,0.9943015924,0.9919367031,0.9835169049,0.9648278081,0.9282875713,0.8629661713,0.7562294998,0.5979121445,0.3864573241,0.1339994469
42,54.78619172617,0.002596410933,0.01,-1.236689974e-05,-1.236689974e-05,0.130177892,0.3762944286,0.5845436617,0.7429814609,0.8520566042,0.9204823196,0.9598253946,0.9805293021,0.9901012971,0.9928345055,0.9901012971,0.9805293021,0.9598253946,0.9204823196,0.8520566042,0.7429814609,0.5845436617,0.3762944286,0.130177892
43,57.90863938198,0.002671457906,0.01,-1.201733075e-05,-1.201733075e-05,0.1264982184,0.3664369482,0.5713953768,0.7296957403,0.8408503331,0.9122382996,0.9543714978,0.9771509721,0.9879420889,0.9910710292,0.9879420889,0.9771509721,0.9543714978,0.9122382996,0.8408503331,0.7296957403,0.5713953768,0.3664369482,0.1264982184
44,61.18720942059,0.002748048393,0.01,-1.168047144e-05,-1.168047144e-05,0.1229523309,0.3568732281,0.5584723517,0.7163965155,0.8293743066,0.9035674489,0.9484563801,0.9733544405,0.9854216532,0.9889707424,0.9854216532,0.9733544405,0.9484563801,0.9035674489,0.8293743066,0.7163965155,0.5584723517,0.3568732281,0.1229523309
45,64.62970796114,0.002826231785,0.01,-1.135561731e-05,-1.135561731e-05,0.1195328138,0.347592079,0.5457782112,0.7031058524,0.8176549817,0.8944832477,0.942072295,0.9691129574,0.9825016046,0.9864915229,0.9825016046,0.9691129574,0.942072295,0.8944832477,0.8176549817,0.7031058524,0.5457782112,0.347592079,0.1195328138
46,68.2443314287,0.002906057999,0.01,-1.104212019e-05,-1.104212019e-05,0.1162328441,0.3385827453,0.5333152713,0.6898436749,0.8057179585,0.8850002747,0.935213313,0.9644007035,0.9791430656,0.9835901011,0.9791430656,0.9644007035,0.935213313,0.8850002747,0.8057179585,0.6898436749,0.5333152713,0.3385827453,0.1162328441
47,72.03968606965,0.002987577517,0.01,-1.073938093e-05,-1.073938093e-05,0.113046115,0.3298348621,0.521084638,0.6766277421,0.7935876458,0.8751337583,0.9278751105,0.9591929776,0.9753071708,0.980222677,0.9753071708,0.9591929776,0.9278751105,0.8751337583,0.7935876458,0.6766277421,0.521084638,0.3298348621,0.113046115
48,76.02480844264,0.003070841411,0.01,-1.044684284e-05,-1.044684284e-05,0.1099667667,0.3213384042,0.5090862806,0.6634736286,0.7812869553,0.8648991391,0.9200547353,0.9534663675,0.9709555921,0.9763455801,0.9709555921,0.9534663675,0.9200547353,0.864899139,0.7812869553,0.6634736286,0.5090862806,0.3213384042,0.1099667667
49,80.20918693429,0.003155901337,0.01,-1.016398563e-05,-1.016398563e-05,0.1069893224,0.3130836249,0.4973190782,0.6503947034,0.7688370279,0.8543116525,0.9117503646,0.9471989081,0.966051072,0.9719159518,0.966051072,0.9471989081,0.9117503646,0.8543116525,0.7688370279,0.6503947034,0.4973190782,0.3130836249,0.1069893224
50,84.60278435051,0.003242809504,0.01,-9.890319755e-06,-9.890319755e-06,0.104108629,0.3050609882,0.4857808425,0.6374021075,0.7562569929,0.8433859472,0.9029610689,0.9403702278,0.9605579525,0.9668924302,0.9605579525,0.9403702278,0.9029610689,0.8433859472,0.7562569929,0.6374021075,0.4857808425,0.3050609882,0.104108629
51,89.21606163755,0.003331618607,0.01,-9.625381009e-06,-9.625381009e-06,0.1013198001,0.2972610925,0.4744683197,0.6245047298,0.7435637624,0.8321357452,0.8936865953,0.9329616871,0.9544426843,0.9612358143,0.9544426843,0.9329616871,0.8936865953,0.8321357452,0.7435637624,0.6245047298,0.4744683197,0.2972610925,0.1013198001
52,94.06000278894,0.003422381715,0.01,-9.368725346e-06,-9.368725346e-06,0.09861816154,0.2896745885,0.4633771741,0.6117091833,0.7307718631,0.8205735566,0.8839271805,0.9249565116,0.947674306,0.9549096905,0.947674306,0.9249565116,0.8839271805,0.8205735566,0.7307718631,0.6117091833,0.4633771741,0.2896745885,0.09861816154
53,99.14614099789,0.003515152102,0.01,-9.119923885e-06,-9.119923885e-06,0.09599919879,0.2822920932,0.4525019597,0.5990197861,0.7178933108,0.8087104528,0.8736834024,0.9163399182,0.9402248799,0.9478810027,0.9402248799,0.9163399182,0.8736834024,0.8087104528,0.7178933108,0.5990197861,0.4525019597,0.2822920932,0.09599919879
54,104.4865861173,0.003609983007,0.01,-8.87855811e-06,-8.87855811e-06,0.09345850642,0.2751041017,0.4418360835,0.5864385515,0.7049375285,0.7965559045,0.8629560762,0.9070992382,0.9320698772,0.940120552,0.9320698772,0.9070992382,0.8629560762,0.7965559045,0.7049375285,0.5864385515,0.4418360835,0.2751041017,0.09345850642
55,110.0940534927,0.003706927318,0.01,-8.644215339e-06,-8.644215339e-06,0.09099174041,0.2681009018,0.4313717689,0.5739651934,0.6919113139,0.784117688,0.8517461975,0.8972240329,0.9231885035,0.9316034161,0.9231885035,0.8972240329,0.8517461975,0.784117688,0.6919113139,0.5739651934,0.4313717689,0.2681009018,0.09099174041
56,115.9818942368,0.003806037159,0.01,-8.416484546e-06,-8.416484546e-06,0.08859457417,0.2612724934,0.4211000251,0.5615971538,0.6788188582,0.7714018594,0.8400549321,0.8867062027,0.9135639599,0.9223092806,0.9135639599,0.8867062027,0.8400549321,0.7714018594,0.6788188582,0.5615971538,0.4211000251,0.2612724934,0.08859457417
57,122.1641270182,0.003907363369,0.01,-8.19495267e-06,-8.19495267e-06,0.08626265969,0.2546085202,0.4110106314,0.5493296585,0.6656618192,0.7584127965,0.8278836518,0.8755400854,0.9031836376,0.9122226783,0.9031836376,0.8755400854,0.8278836518,0.7584127965,0.6656618192,0.5493296585,0.4110106314,0.2546085202,0.08626265969
58,128.6554714386,0.00401095486,0.01,-7.979201556e-06,-7.979201556e-06,0.08399159533,0.2480982165,0.4010921428,0.5371558088,0.6524394496,0.7451533051,0.8152340103,0.8637225425,0.8920392434,0.9013331374,0.8920392434,0.8637225425,0.8152340103,0.7451533051,0.6524394496,0.5371558088,0.4010921428,0.2480982165,0.08399159533
59,135.47138308,0.004116857846,0.01,-7.768805701e-06,-7.768805701e-06,0.08177690212,0.2417303755,0.3913319255,0.525066713,0.6391487808,0.7316247837,0.8021080553,0.8512530303,0.8801268592,0.889635241,0.8801268592,0.8512530303,0.8021080553,0.7316247837,0.6391487808,0.525066713,0.3913319255,0.2417303755,0.08177690212
60,142.6280903035,0.004225114937,0.01,-7.563330943e-06,-7.563330943e-06,0.07961400993,0.2354933439,0.3817162282,0.5130516623,0.6257848604,0.7178274428,0.7885083685,0.8381336541,0.867446938,0.8771286039,0.867446938,0.8381336541,0.7885083685,0.7178274428,0.6257848604,0.5130516623,0.3817162282,0.2354933439,0.07961400993
61,150.1426328882,0.004335764085,0.01,-7.362334247e-06,-7.362334247e-06,0.07749825523,0.2293750462,0.3722302936,0.5010983545,0.6123410416,0.7037605683,0.7744382277,0.8243692034,0.8540042415,0.8638177741,0.8540042415,0.8243692034,0.7744382277,0.7037605683,0.6123410416,0.5010983545,0.3722302936,0.2293750462,0.07749825523
62,158.0329026022,0.004448837405,0.01,-7.165364669e-06,-7.165364669e-06,0.07542489125,0.2233630417,0.362858514,0.4891931647,0.598809317,0.6894228228,0.759901784,0.8099671684,0.8398077264,0.8497120702,0.8398077264,0.8099671684,0.759901784,0.6894228228,0.598809317,0.4891931647,0.362858514,0.2233630417,0.07542489125
63,166.3176858018,0.004564359851,0.01,-6.971965556e-06,-6.971965556e-06,0.07338911112,0.2174446163,0.3535846312,0.4773214602,0.5851806944,0.6748125754,0.7449042473,0.7949377368,0.8248703868,0.8348253639,0.8248703868,0.7949377368,0.7449042473,0.6748125754,0.5851806944,0.4773214602,0.3535846312,0.2174446163,0.07338911112
64,175.0167081614,0.004682347788,0.01,-6.781677967e-06,-6.781677967e-06,0.07138608386,0.2116069065,0.3443919781,0.4654679579,0.5714456035,0.6599282518,0.7294520738,0.779293774,0.8092090616,0.8191758214,0.8092090616,0.779293774,0.7294520738,0.6599282518,0.5714456035,0.4654679579,0.3443919781,0.2116069065,0.07138608386
65,184.150681639,0.004802807456,0.01,-6.59404523e-06,-6.59404523e-06,0.06941100243,0.2058370556,0.3352637601,0.453617114,0.5575943269,0.6447686941,0.7135531524,0.7630507873,0.7928442165,0.8027856148,0.7928442165,0.7630507873,0.7135531524,0.6447686941,0.5575943269,0.453617114,0.3352637601,0.2058370556,0.06941100243
66,193.7413537904,0.004925733374,0.01,-6.408618502e-06,-6.408618502e-06,0.06745914213,0.2001223956,0.326183366,0.4417535404,0.543617445,0.6293335245,0.6972169841,0.7462268787,0.7757997101,0.7856806165,0.7757997101,0.7462268787,0.6972169841,0.6293335245,0.543617445,0.4417535404,0.326183366,0.2001223956,0.06745914213
67,203.8115595494,0.005051106693,0.01,-6.224963108e-06,-6.224963108e-06,0.06552592745,0.1944506499,0.3171347028,0.4298624351,0.5295062839,0.6136235031,0.6804548531,0.7288426888,0.7581025537,0.767890088,0.7581025537,0.7288426888,0.6804548531,0.6136235031,0.5295062839,0.4298624351,0.3171347028,0.1944506499,0.06552592745
68,214.3852755964,0.00517889355,0.01,-6.042665423e-06,-6.042665423e-06,0.06360700445,0.1888101494,0.3081025416,0.4179300164,0.515253357,0.5976408731,0.6632799865,0.7109213373,0.7397826744,0.7494463756,0.7397826744,0.7109213373,0.6632799865,0.5976408731,0.515253357,0.4179300164,0.3081025416,0.1888101494,0.06360700445
69,225.4876774458,0.005309043453,0.01,-5.861339994e-06,-5.861339994e-06,0.06169831572,0.1831900525,0.2990728642,0.4059439477,0.5008527885,0.5813896863,0.6457077016,0.6924883624,0.7208726896,0.7303846212,0.7208726896,0.6924883624,0.6457077016,0.5813896863,0.5008527885,0.4059439477,0.2990728642,0.1831900525,0.06169831572
70,237.1451993876,0.005441487745,0.01,-5.680636598e-06,-5.680636598e-06,0.05979617471,0.1775805623,0.2900331979,0.3938937409,0.4863007093,0.5648761039,0.6277555398,0.6735716648,0.7014076995,0.7107424985,0.7014076995,0.6735716648,0.6277555398,0.5648761039,0.4863007093,0.3938937409,0.2900331979,0.1775805623,0.05979617471
71,249.3855974265,0.005576138169,0.01,-5.500246941e-06,-5.500246941e-06,0.05789733622,0.1719731298,0.280972927,0.381771127,0.471595616,0.5481086652,0.6094433851,0.6542014575,0.6814251055,0.6905599804,0.6814251055,0.6542014575,0.6094433851,0.5481086652,0.471595616,0.381771127,0.280972927,0.1719731298,0.05789733622
72,262.2380153673,0.0057128856,0.01,-5.319910705e-06,-5.319910705e-06,0.05599906006,0.1663606375,0.2718835704,0.3695703831,0.4567386849,0.5310985226,0.5907935682,0.6344102253,0.6609644562,0.6698791428,0.6609644562,0.6344102253,0.5907935682,0.5310985226,0.4567386849,0.3695703831,0.2718835704,0.1663606375,0.05599906006
73,275.7330542052,0.005851598964,0.01,-5.139420704e-06,-5.139420704e-06,0.0540991653,0.1607375548,0.2627590162,0.3572886063,0.4417340335,0.5138596351,0.5718309534,0.6142326926,0.6400673235,0.6487440061,0.6400673235,0.6142326926,0.5718309534,0.5138596351,0.4417340335,0.3572886063,0.2627590162,0.1607375548,0.0540991653
74,289.9028449849,0.005992124377,0.01,-4.958626953e-06,-4.958626953e-06,0.05219607319,0.1551000612,0.2535957058,0.3449259288,0.4265889253,0.4964089217,0.552583007,0.5937058012,0.6187772095,0.6272004158,0.6187772095,0.5937058012,0.552583007,0.4964089217,0.4265889253,0.3449259288,0.2535957058,0.1551000612,0.05219607319
75,304.7811253037,0.006134284546,0.01,-4.777439528e-06,-4.777439528e-06,0.05028883714,0.1494461316,0.2443927633,0.3324856687,0.4113139136,0.4787663675,0.5330798456,0.5728686941,0.5971394808,0.6052959572,0.5971394808,0.5728686941,0.5330798456,0.4787663675,0.4113139136,0.3324856687,0.2443927633,0.1494461316,0.05028883714
76,320.4033196384,0.006277878449,0.01,-4.595830115e-06,-4.595830115e-06,0.0483771591,0.143775584,0.2351520675,0.3199744153,0.3959229234,0.4609550849,0.5133542624,0.5517627024,0.5752013245,0.5830799006,0.5752013245,0.5517627024,0.5133542624,0.4609550849,0.3959229234,0.3199744153,0.2351520675,0.143775584,0.0483771591
77,336.8066236898,0.006422681314,0.01,-4.413832272e-06,-4.413832272e-06,0.04646139233,0.1380900882,0.225878266,0.3074020472,0.38043327,0.4430013259,0.4934417266,0.53043133,0.5530117208,0.5606031688,0.5530117208,0.53043133,0.4934417266,0.4430013259,0.38043327,0.3074020472,0.225878266,0.1380900882,0.04646139233
78,354.0300929438,0.006568444927,0.01,-4.231540425e-06,-4.231540425e-06,0.04454253079,0.1323931359,0.2165787346,0.2947816884,0.3648656175,0.4249344469,0.473380355,0.5089202301,0.5306214217,0.5379183169,0.5306214217,0.5089202301,0.473380355,0.4249344469,0.3648656175,0.2947816884,0.2165787346,0.1323931359,0.04454253079
79,372.1147356605,0.006714898259,0.01,-4.049107701e-06,-4.049107701e-06,0.04262218633,0.1266899775,0.2072634841,0.2821296027,0.349243878,0.4067868243,0.453210851,0.4872771654,0.5080829274,0.5150795138,0.5080829274,0.4872771654,0.453210851,0.4067868243,0.349243878,0.2821296027,0.2072634841,0.1266899775,0.04262218633
