1,a2,a3,a4,a5,a6,a7,a8
52.67223152252,0.007744076729,0.01548815346,0.03872038365,0.07744076729,0.1548815346,0.3872038365,0.7744076729
55.34415690560001,0.007883613728,0.01576722746,0.03941806864,0.07883613728,0.1576722746,0.3941806864,0.7883613728
58.14967855782999,0.008020638291,0.01604127658,0.04010319145,0.08020638291,0.1604127658,0.4010319145,0.8020638291
61.09547629267001,0.008154762657,0.01630952531,0.04077381328,0.08154762657,0.1630952531,0.4077381328,0.8154762657
64.18856391426,0.00828560572,0.01657121144,0.0414280286,0.0828560572,0.1657121144,0.414280286,0.828560572
67.43630591692,0.008412797356,0.01682559471,0.04206398678,0.08412797356,0.1682559471,0.4206398678,0.8412797356
70.84643501971999,0.008535982864,0.01707196573,0.04267991432,0.08535982864,0.1707196573,0.4267991432,0.8535982864
74.42707057765,0.00865482747,0.01730965494,0.04327413735,0.0865482747,0.1730965494,0.4327413735,0.865482747
78.18673791348999,0.008769020791,0.01753804158,0.04384510396,0.08769020791,0.1753804158,0.4384510396,0.8769020791
82.13438861611002,0.008878281195,0.01775656239,0.04439140598,0.08878281195,0.1775656239,0.4439140598,0.8878281195
86.27942185386999,0.00898235993,0.01796471986,0.04491179965,0.0898235993,0.1796471986,0.4491179965,0.898235993
90.63170675351,0.009081044944,0.01816208989,0.04540522472,0.09081044944,0.1816208989,0.4540522472,0.9081044944
95.20160589814,0.009174164267,0.01834832853,0.04587082133,0.09174164267,0.1834832853,0.4587082133,0.9174164267
100.0,0.009261588859,0.01852317772,0.0463079443,0.09261588859,0.1852317772,0.463079443,0.9261588859
