time,X008
1.000000000000,-0.1431388180E-82
2.000000000000,-0.3150797664E-82
3.000000000000,-0.2848128241E-82
4.000000000000,-0.1942628330E-82
5.000000000000,-0.1129254477E-82
6.000000000000,-0.5943674673E-83
7.000000000000,-0.2875717423E-83
8.000000000000,-0.1188727880E-83
9.000000000000,-0.4825514563E-84
10.00000000000,-0.1928374926E-84
11.00000000000,-0.1058500224E-84
12.00000000000,-0.6849732767E-85
13.00000000000,-0.7846263085E-86
14.00000000000,-0.2153428223E-86
15.00000000000,0.8387643334E-87
16.00000000000,0.8387643334E-87
17.00000000000,0.8387643334E-87
18.00000000000,0.8387643334E-87
19.00000000000,0.8387643334E-87
20.00000000000,0.8387643334E-87
21.00000000000,0.8387643334E-87
22.00000000000,0.8387643334E-87
23.00000000000,0.8387643334E-87
24.00000000000,0.8387643334E-87
25.00000000000,0.8387643334E-87
26.00000000000,0.8387643334E-87
27.00000000000,0.8387643334E-87
28.00000000000,0.8387643334E-87
29.00000000000,0.8387643334E-87
30.00000000000,0.8387643334E-87
31.00000000000,0.8387643334E-87
32.00000000000,0.8387643334E-87
33.00000000000,0.8387643334E-87
34.00000000000,0.8387643334E-87
35.00000000000,0.8387643334E-87
36.00000000000,0.8387643334E-87
37.00000000000,0.8387643334E-87
38.00000000000,0.8387643334E-87
39.00000000000,0.8387643334E-87
40.00000000000,0.8387643334E-87
41.00000000000,0.8387643334E-87
42.00000000000,0.8387643334E-87
43.00000000000,0.8387643334E-87
44.00000000000,0.8387643334E-87
45.00000000000,0.8387643334E-87
46.00000000000,0.8387643334E-87
47.00000000000,0.8387643334E-87
48.00000000000,0.8387643334E-87
49.00000000000,0.8387643334E-87
50.00000000000,0.8387643334E-87
51.00000000000,0.8387643334E-87
52.00000000000,0.8387643334E-87
53.00000000000,0.8387643334E-87
54.00000000000,0.8387643334E-87
55.00000000000,0.8387643334E-87
56.00000000000,0.8387643334E-87
57.00000000000,0.8387643334E-87
58.00000000000,0.8387643334E-87
59.00000000000,0.8387643334E-87
60.00000000000,0.8387643334E-87
61.00000000000,0.8387643334E-87
62.00000000000,0.8387643334E-87
63.00000000000,0.8387643334E-87
64.00000000000,0.8387643334E-87
65.00000000000,0.8387643334E-87
66.00000000000,0.8387643334E-87
67.00000000000,0.8387643334E-87
68.00000000000,0.8387643334E-87
69.00000000000,0.8387643334E-87
70.00000000000,0.8387643334E-87
71.00000000000,0.8387643334E-87
72.00000000000,0.8387643334E-87
73.00000000000,0.8387643334E-87
74.00000000000,0.8387643334E-87
75.00000000000,0.8387643334E-87
76.00000000000,0.8387643334E-87
77.00000000000,0.8387643334E-87
78.00000000000,0.8387643334E-87
79.00000000000,0.8387643334E-87
80.00000000000,0.8387643334E-87
81.00000000000,0.8387643334E-87
82.00000000000,0.8387643334E-87
83.00000000000,0.8387643334E-87
84.00000000000,0.8387643334E-87
85.00000000000,0.8387643334E-87
86.00000000000,0.8387643334E-87
87.00000000000,0.8387643334E-87
88.00000000000,0.8387643334E-87
89.00000000000,0.8387643334E-87
90.00000000000,0.8387643334E-87
91.00000000000,0.8387643334E-87
92.00000000000,0.8387643334E-87
93.00000000000,0.8387643334E-87
94.00000000000,0.8387643334E-87
95.00000000000,0.8387643334E-87
96.00000000000,0.8387643334E-87
97.00000000000,0.8387643334E-87
98.00000000000,0.8387643334E-87
99.00000000000,0.8387643334E-87
100.0000000000,0.8387643334E-87
101.0000000000,0.8387643334E-87
102.0000000000,0.8387643334E-87
103.0000000000,0.8387643334E-87
104.0000000000,0.8387643334E-87
105.0000000000,0.8387643334E-87
106.0000000000,0.8387643334E-87
107.0000000000,0.8387643334E-87
108.0000000000,0.8387643334E-87
109.0000000000,0.8387643334E-87
110.0000000000,0.8387643334E-87
111.0000000000,0.8387643334E-87
112.0000000000,0.8387643334E-87
113.0000000000,0.8387643334E-87
114.0000000000,0.8387643334E-87
115.0000000000,0.8387643334E-87
116.0000000000,0.8387643334E-87
117.0000000000,0.8387643334E-87
118.0000000000,0.8387643334E-87
119.0000000000,0.8387647867E-87
120.0000000000,0.9150459560E-87
121.0000000000,0.3351143093E-82
122.0000000000,0.6550768046E-76
123.0000000000,0.4575337158E-70
124.0000000000,0.1077641554E-64
125.0000000000,0.9354413964E-60
126.0000000000,0.3258607147E-55
127.0000000000,0.4922077509E-51
128.0000000000,0.3457915347E-47
129.0000000000,0.1203860375E-43
130.0000000000,0.2199596872E-40
131.0000000000,0.2221524199E-37
132.0000000000,0.1300039415E-34
133.0000000000,0.4601824058E-32
134.0000000000,0.1024919847E-29
