time,STAGE,INFLOW,RAINFALL,RUNOFF,LAK,WITHDRAWAL,EVAPORATION,STORAGE,VOLUME,SURFACE-AREA,WETTED-AREA,CONDUCTANCE
1.000000000000,300.5007770,0.000000000,1619.912856,0.000000000,1306.953058,0.000000000,-380.2705906,0.000000000,3799795.001,603770.6737,545600.0000,15612.29276
32.00000000000,300.4579310,0.000000000,389.5610467,0.000000000,1065.371424,0.000000000,-155.0541677,830.7681791,3774041.187,601833.5716,545600.0000,15612.29276
61.00000000000,300.4261002,0.000000000,525.8025956,0.000000000,943.7530781,0.000000000,-245.2823140,663.0448696,3754812.886,600325.7981,545600.0000,15612.29276
92.00000000000,300.4159991,0.000000000,1454.803911,0.000000000,965.7758009,0.000000000,-686.0058768,196.8344659,3748711.018,599847.3244,545600.0000,15612.29276
122.0000000000,300.4158542,0.000000000,1833.392371,0.000000000,1006.945233,0.000000000,-829.4272203,2.918052799,3748623.476,599840.4599,545600.0000,15612.29276
153.0000000000,300.4442745,0.000000000,3453.022394,0.000000000,1163.419247,0.000000000,-1735.700806,-553.8104554,3765791.600,601186.6861,545600.0000,15612.29276
183.0000000000,300.3420273,0.000000000,884.7395871,0.000000000,536.3466599,0.000000000,-2401.017185,2052.455142,3704217.946,597124.5807,545600.0000,15612.29276
214.0000000000,300.2063920,0.000000000,222.9833348,0.000000000,-123.0402033,0.000000000,-2960.743379,2614.505862,3623168.264,591619.5977,544742.2712,15577.04239
245.0000000000,300.1787672,0.000000000,1368.629474,0.000000000,-30.81126393,0.000000000,-1929.968336,530.3348165,3606727.885,590238.3587,544300.2743,15558.87749
275.0000000000,300.1501096,0.000000000,507.8603599,0.000000000,-17.99486258,0.000000000,-1087.685990,561.5685873,3589880.827,588073.5987,543841.7540,15539.67094
306.0000000000,300.2309219,0.000000000,2705.634832,0.000000000,627.9936910,0.000000000,-532.6416922,-1544.708982,3637766.806,592846.0947,545134.7506,15593.17225
336.0000000000,300.2209933,0.000000000,672.0404407,0.000000000,597.7725775,0.000000000,-271.3241351,196.9603784,3631857.994,592349.6657,544975.8932,15586.64363
367.0000000000,300.2257118,0.000000000,961.3649808,0.000000000,705.5209271,0.000000000,-165.3230592,-90.58386786,3634666.094,592585.5883,545051.3885,15589.74629
