time,SURFRATE,NETINFIL
2628000.000000,0.000000000,8.475000000
2710713.085660,0.000000000,67.80000000
2801697.479886,0.000000000,67.80000000
2901780.313535,0.000000000,67.80000000
3011871.430548,0.000000000,67.80000000
3132971.659263,0.000000000,67.80000000
3266181.910849,0.000000000,67.80000000
3412713.187594,0.000000000,67.80000000
3573897.592014,0.000000000,67.80000000
3751200.436875,0.000000000,67.80000000
3946233.566223,0.000000000,67.80000000
4160770.008505,0.000000000,67.80000000
4396760.095015,0.000000000,67.80000000
4656349.190177,0.000000000,67.80000000
4941897.194855,0.000000000,67.80000000
5256000.000000,0.000000000,67.80000000
5338713.085660,0.000000000,84.75000000
5429697.479886,0.000000000,84.75000000
5529780.313535,0.000000000,84.75000000
5639871.430548,0.000000000,84.75000000
5760971.659263,0.000000000,84.75000000
5894181.910849,0.000000000,84.75000000
6040713.187594,0.000000000,84.75000000
6201897.592014,0.000000000,84.75000000
6379200.436875,0.000000000,84.75000000
6574233.566223,0.000000000,84.75000000
6788770.008505,0.000000000,84.75000000
7024760.095015,0.000000000,84.75000000
7284349.190177,0.000000000,84.75000000
7569897.194855,0.000000000,84.75000000
7884000.000000,0.000000000,84.75000000
7966713.085660,0.000000000,169.5000000
8057697.479886,0.000000000,169.5000000
8157780.313535,0.000000000,169.5000000
8267871.430548,0.000000000,169.5000000
8388971.659263,0.000000000,169.5000000
8522181.910849,0.000000000,169.5000000
8668713.187594,0.000000000,169.5000000
8829897.592014,0.000000000,169.5000000
9007200.436875,0.000000000,169.5000000
9202233.566223,0.000000000,169.5000000
9416770.008505,0.000000000,169.5000000
9652760.095015,0.000000000,169.5000000
9912349.190177,0.000000000,169.5000000
10197897.19485,0.000000000,169.5000000
10512000.00000,0.000000000,169.5000000
10594713.08566,0.000000000,42.37500000
10685697.47989,0.000000000,42.37500000
10785780.31353,0.000000000,42.37500000
10895871.43055,0.000000000,42.37500000
11016971.65926,0.000000000,42.37500000
11150181.91085,0.000000000,42.37500000
11296713.18759,0.000000000,42.37500000
11457897.59201,0.000000000,42.37500000
11635200.43688,0.000000000,42.37500000
11830233.56622,0.000000000,42.37500000
12044770.00850,0.000000000,42.37500000
12280760.09502,0.000000000,42.37500000
12540349.19018,0.000000000,42.37500000
12825897.19485,0.000000000,42.37500000
13140000.00000,0.000000000,42.37500000
13222713.08566,0.000000000,84.75000000
13313697.47989,0.000000000,84.75000000
13413780.31353,0.000000000,84.75000000
13523871.43055,0.000000000,84.75000000
13644971.65926,0.000000000,84.75000000
13778181.91085,0.000000000,84.75000000
13924713.18759,0.000000000,84.75000000
14085897.59201,0.000000000,84.75000000
14263200.43688,0.000000000,84.75000000
14458233.56622,0.000000000,84.75000000
14672770.00850,0.000000000,84.75000000
14908760.09502,0.000000000,84.75000000
15168349.19018,0.000000000,84.75000000
15453897.19485,0.000000000,84.75000000
15768000.00000,0.000000000,84.75000000
15850713.08566,0.000000000,25.42500000
15941697.47989,0.000000000,25.42500000
16041780.31353,0.000000000,25.42500000
16151871.43055,0.000000000,25.42500000
16272971.65926,0.000000000,25.42500000
16406181.91085,0.000000000,25.42500000
16552713.18759,0.000000000,25.42500000
16713897.59201,0.000000000,25.42500000
16891200.43688,0.000000000,25.42500000
17086233.56622,0.000000000,25.42500000
17300770.00850,0.000000000,25.42500000
17536760.09502,0.000000000,25.42500000
17796349.19018,0.000000000,25.42500000
18081897.19485,0.000000000,25.42500000
18396000.00000,0.000000000,25.42500000
18478713.08566,0.000000000,42.37500000
18569697.47989,0.000000000,42.37500000
18669780.31353,0.000000000,42.37500000
18779871.43055,0.000000000,42.37500000
18900971.65926,0.000000000,42.37500000
19034181.91085,0.000000000,42.37500000
19180713.18759,0.000000000,42.37500000
19341897.59201,0.000000000,42.37500000
19519200.43688,0.000000000,42.37500000
19714233.56622,0.000000000,42.37500000
19928770.00850,0.000000000,42.37500000
20164760.09502,0.000000000,42.37500000
20424349.19018,0.000000000,42.37500000
20709897.19485,0.000000000,42.37500000
21024000.00000,0.000000000,42.37500000
21106713.08566,0.000000000,25.42500000
21197697.47989,0.000000000,25.42500000
21297780.31353,0.000000000,25.42500000
21407871.43055,0.000000000,25.42500000
21528971.65926,0.000000000,25.42500000
21662181.91085,0.000000000,25.42500000
21808713.18759,0.000000000,25.42500000
21969897.59201,0.000000000,25.42500000
22147200.43688,0.000000000,25.42500000
22342233.56622,0.000000000,25.42500000
22556770.00850,0.000000000,25.42500000
22792760.09502,0.000000000,25.42500000
23052349.19018,0.000000000,25.42500000
23337897.19485,0.000000000,25.42500000
23652000.00000,0.000000000,25.42500000
23734713.08566,0.000000000,16.95000000
23825697.47989,0.000000000,16.95000000
23925780.31353,0.000000000,16.95000000
24035871.43055,0.000000000,16.95000000
24156971.65926,0.000000000,16.95000000
24290181.91085,0.000000000,16.95000000
24436713.18759,0.000000000,16.95000000
24597897.59201,0.000000000,16.95000000
24775200.43688,0.000000000,16.95000000
24970233.56622,0.000000000,16.95000000
25184770.00850,0.000000000,16.95000000
25420760.09502,0.000000000,16.95000000
25680349.19018,0.000000000,16.95000000
25965897.19485,0.000000000,16.95000000
26280000.00000,0.000000000,16.95000000
26362713.08566,0.000000000,8.475000000
26453697.47989,0.000000000,8.475000000
26553780.31353,0.000000000,8.475000000
26663871.43055,0.000000000,8.475000000
