   1.414611E+00   1.412087E+00   1.407449E+00   1.399985E+00   1.388950E+00   1.373474E+00   1.353464E+00   1.330233E+00   1.304612E+00   1.277613E+00   1.250263E+00   1.223528E+00   1.198302E+00   1.175397E+00   1.155699E+00   1.140129E+00   1.128348E+00   1.120073E+00   1.116847E+00   1.117697E+00
   1.424930E+00   1.424059E+00   1.421141E+00   1.415201E+00   1.405044E+00   1.389297E+00   1.367454E+00   1.341345E+00   1.312220E+00   1.281468E+00   1.250358E+00   1.220004E+00   1.191431E+00   1.165629E+00   1.143579E+00   1.126840E+00   1.114930E+00   1.107662E+00   1.107790E+00   1.110614E+00
   1.434832E+00   1.435971E+00   1.435386E+00   1.431880E+00   1.423600E+00   1.408134E+00   1.384162E+00   1.354453E+00   1.321105E+00   1.286045E+00   1.250740E+00   1.216354E+00   1.183954E+00   1.154686E+00   1.129870E+00   1.111618E+00   1.099950E+00   1.096533E+00   1.099409E+00   1.104703E+00
   1.443491E+00   1.446867E+00   1.449193E+00   1.449230E+00   1.444559E+00   1.430555E+00   1.403797E+00   1.369279E+00   1.330931E+00   1.291204E+00   1.251533E+00   1.212949E+00   1.176401E+00   1.143023E+00   1.114557E+00   1.094224E+00   1.083911E+00   1.086332E+00   1.092892E+00   1.100968E+00
   1.450075E+00   1.455395E+00   1.460525E+00   1.464891E+00   1.466536E+00   1.457197E+00   1.425499E+00   1.384144E+00   1.340933E+00   1.297992E+00   1.255686E+00   1.214095E+00   1.173283E+00   1.133583E+00   1.098538E+00   1.074430E+00   1.070812E+00   1.079588E+00   1.090187E+00   1.101887E+00
   1.452306E+00   1.458431E+00   1.465110E+00   1.472374E+00   1.480222E+00   1.488746E+00   1.439990E+00   1.393258E+00   1.348190E+00   1.304441E+00   1.261676E+00   1.219573E+00   1.177824E+00   1.136143E+00   1.094282E+00   1.052046E+00   1.069650E+00   1.085408E+00   1.099457E+00   1.111952E+00
   1.446503E+00   1.451913E+00   1.457759E+00   1.463961E+00   1.470118E+00   1.465559E+00   1.434482E+00   1.393669E+00   1.351635E+00   1.310013E+00   1.269040E+00   1.228652E+00   1.188784E+00   1.149659E+00   1.112815E+00   1.086143E+00   1.087870E+00   1.101078E+00   1.113809E+00   1.125351E+00
   1.438859E+00   1.443560E+00   1.448455E+00   1.453291E+00   1.457451E+00   1.446167E+00   1.421765E+00   1.388771E+00   1.352344E+00   1.314959E+00   1.277620E+00   1.240781E+00   1.204861E+00   1.170744E+00   1.140628E+00   1.118989E+00   1.112889E+00   1.121861E+00   1.132045E+00   1.141737E+00
   1.430411E+00   1.434274E+00   1.438112E+00   1.441622E+00   1.000000E+00   1.000000E+00   1.000000E+00   1.382605E+00   1.351977E+00   1.319728E+00   1.287099E+00   1.254886E+00   1.223817E+00   1.194913E+00   1.169796E+00   1.150657E+00   1.142568E+00   1.145782E+00   1.153191E+00   1.160578E+00
   1.421393E+00   1.424405E+00   1.427249E+00   1.429654E+00   1.000000E+00   1.000000E+00   1.000000E+00   1.000000E+00   1.351662E+00   1.324633E+00   1.297085E+00   1.269893E+00   1.243829E+00   1.219726E+00   1.198544E+00   1.181357E+00   1.172250E+00   1.171551E+00   1.176274E+00   1.181196E+00
