,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,60.0,59.40000000000002,58.800000000000004,58.199999999999996,57.599999999999994,56.999999999999986,56.39999999999997,55.79999999999994,55.19999999999991,54.59999999999988,53.99999999999986,53.39999999999983,52.7999999999998,52.19999999999976,51.59999999999974,50.999999999999716,50.39999999999969,49.79999999999966,49.19999999999965,48.59999999999962,47.999999999999595,47.399999999999565,46.799999999999535,46.199999999999505,45.59999999999948,44.99999999999947,44.39999999999946,43.79999999999944,43.19999999999943,42.59999999999941,41.9999999999994,41.399999999999395,40.799999999999386,40.19999999999938,39.599999999999376,38.999999999999375,38.39999999999938,37.79999999999938,37.19999999999938,36.59999999999938,35.99999999999938,35.39999999999938,34.79999999999938,34.19999999999937,33.59999999999937,32.99999999999937,32.399999999999366,31.79999999999937,31.19999999999937,30.599999999999373,29.99999999999937,29.399999999999373,28.799999999999375,28.199999999999374,27.599999999999376,26.999999999999382,26.399999999999384,25.79999999999939,25.199999999999395,24.5999999999994,23.999999999999403,23.39999999999941,22.79999999999941,22.199999999999417,21.599999999999422,20.99999999999943,20.39999999999944,19.799999999999446,19.19999999999946,18.59999999999947,17.99999999999948,17.399999999999494,16.799999999999503,16.199999999999516,15.599999999999529,14.999999999999543,14.39999999999956,13.799999999999578,13.199999999999596,12.599999999999614,11.999999999999632,11.399999999999649,10.799999999999667,10.199999999999685,9.599999999999701,8.99999999999972,8.399999999999737,7.799999999999756,7.199999999999775,6.599999999999792,5.99999999999981,5.399999999999828,4.799999999999845,4.199999999999864,3.5999999999998837,2.9999999999999027,2.3999999999999218,1.7999999999999416,1.1999999999999609,0.5999999999999804,0.0
