,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
0,7.5,7.435975033877095,7.371357565591469,7.306090512080827,7.2401147124466485,7.173368886342025,7.105789646983955,7.0373115925009415,6.967867499781548,6.897388644695642,6.825805270671038,6.753047223792398,6.679044765955448,6.603729567820669,6.527035869625025,6.448901780659955,6.369270667605762,6.288092559589913,6.205325475875305,6.120936563890308,6.03490292452032,5.947212002139038,5.85786143142467,5.766858262543868,5.674217528791028,5.579960171658324,5.484110391013981,5.386692537425451,5.287727690837515,5.187230086015386,5.085203550460447,4.981638096111892,4.876506765954574,4.769762783742144,4.661336995714223,4.5511355338989485,4.439037575192233,4.324893020832875,4.208519874968632,4.089701053882689,3.9681803008147494,3.8436568035127547,3.715777995548952,3.5841298430158908,3.4482236353264684,3.307477845683819,3.1611928859453013,3.008515336776685,2.848386073334069,2.6794627934891135,2.5
1,7.5,7.436016269415306,7.3714407108988995,7.306216208853051,7.2402835271580805,7.173581244382736,7.106045742948577,7.037611276547722,6.968210141052989,6.897772974292257,6.826229208865544,6.753507698973554,6.6795375361614315,6.604249059378003,6.527575051081717,6.449452093050765,6.369822033526232,6.288633492320343,6.205843305263373,6.121417787155814,6.0353336777295175,5.947578633044498,5.858151138732942,5.767059753346014,5.674321637796559,5.579960384957475,5.4840032238618805,5.3864777331143285,5.287408223549743,5.18681196738742,5.084695463759438,4.981050898954951,4.875852913428827,4.769055727015941,4.660590607032003,4.550363598805831,4.438253379790226,4.32410904830867,4.207747613732916,4.088950910640966,3.967461606219956,3.842977895486207,3.715146365456074,3.583552332081942,3.4477066724771612,3.307027723279814,3.1608160769609537,3.008218866871565,2.84817797660912,2.6793527068296714,2.5
2,7.5,7.436098778488603,7.371607097910026,7.30646779943931,7.240621518921951,7.174006575351754,7.106558911678951,7.038212113309369,6.9688975315096915,6.898544540100818,6.827080954004456,6.75443363622879,6.680529315239264,6.605295625862358,6.528662373401633,6.450563001266228,6.370936217412314,6.2897277048040054,6.206891808618385,6.122393061983622,6.0362073888257735,5.948322813772091,5.8587395213097055,5.767469142920543,5.674533210001437,5.579960784357493,5.483785355691293,5.386041175941456,5.286759226063706,5.185963031453172,5.083664565324609,4.9798604355428076,4.874528490274301,4.767624900034721,4.659081690294709,4.54880462137579,4.436671247719315,4.322528938316137,4.206192600010604,4.087441807919064,3.9660170010679248,3.841614333429508,3.713878662509007,3.5823939843985957,3.446670346095724,3.3061258169701486,3.160061365607185,3.007625252891877,2.8477614075757423,2.6791323696871294,2.5
3,7.5,7.436222616175751,7.371856877643205,7.306845615638125,7.241129330393512,7.174646008742599,7.107330990835807,7.0391169126650555,6.969933754247751,6.899709026237167,6.828368129962508,6.755834926202446,6.682032545647854,6.606884467009556,6.5303158759106825,6.452255297111323,6.372636463452755,6.29140034706575,6.2084972341188625,6.123888678634951,6.037549131851508,5.949467022397256,5.85964506990125,5.768099658319079,5.674859173818108,5.579961314565157,5.483449487326404,5.38536851874174,5.285759937807741,5.184657113162537,5.082080566713256,4.978033722616475,4.872499266010094,4.765436176996453,4.656777392499881,4.54642795037751,4.4342633964393805,4.320128186516099,4.203833784665529,4.085156133495826,3.963832139173191,3.8395547565556645,3.7119661603172465,3.5806483206434407,3.445110028285855,3.304768968588144,3.158926713100352,3.0067332701246943,2.847135706638345,2.6788015051634946,2.5
4,7.5,7.436387811933112,7.372190169610897,7.307349993992641,7.2418077108347685,7.1755009726887,7.108364424243651,7.04032953896594,6.971324559770729,6.901274582000738,6.830101821930977,6.757726118118697,6.684065714025642,6.609038366881756,6.532562817024863,6.45456063092896,6.374958397563024,6.293690209492888,6.2107002988410365,6.12594562885717,6.039398176024161,5.951046592545001,5.86089693479463,5.768972195760263,5.6753104900257485,5.579961890419453,5.4829840727989705,5.384437087048219,5.284377605653147,5.182853038660263,5.079895965301925,4.975519243223034,4.8697120308291915,4.762436795588705,4.653627218581534,4.5431867750930195,4.430987686735741,4.316869899569198,4.200639729743195,4.082067814701591,3.96088599467025,3.836782707945451,3.7093963953403573,3.5783062492373445,3.4430193737625228,3.3029529813871035,3.157409525757156,3.0055414534071248,2.846300148562172,2.6783598387597536,2.5
5,7.5,7.436594305287626,7.372606931971924,7.307981079243815,7.242657252399578,7.176572864246252,7.109661870282829,7.0418544661828095,6.973076883058941,6.903251324542843,6.83229609883974,6.760126007877566,6.686653062649619,6.611787596220149,6.535439839891103,6.457522009279151,6.377950909930416,6.296651012214784,6.213557860799793,6.128621579095294,6.041810118737451,5.953111815005307,5.862536777990584,5.770116709952878,5.675902901717754,5.579962394276254,5.482372531344159,5.383214360067737,5.282565370636001,5.180492118838059,5.07704337976242,4.972244357133119,4.866092279234106,4.758553455563111,4.649561622188278,4.539017225381343,4.426787201130121,4.312704788305521,4.196568935305664,4.078142892729333,3.957151601433158,3.8332774659944437,3.7061540291137622,3.575356910337839,3.4403911077066227,3.300673322991522,3.155507251117483,3.0040485688166965,2.8452542740576092,2.677807273709514,2.5
6,7.5,7.436841860127972,7.373106788000939,7.308738560513111,7.2436780340149385,7.177862600617914,7.11122566348407,7.043696158697766,6.97519816088573,6.905650621896393,6.834967306219125,6.7630570025622285,6.689824106361545,6.615169679902532,6.538993100181442,6.461194392950447,6.381677315128917,6.3003531772778825,6.217145284974275,6.131993722105003,6.0448600162783155,5.95573105640464,5.864621541349461,5.771574298897878,5.676658061995536,5.579962672264364,5.481592061785437,5.381655687435894,5.280259101324903,5.177494416453451,5.073431620628662,4.968111535250213,4.861540904845399,4.753689673646689,4.644490115561542,4.533837238722913,4.4215898010573875,4.307571305215539,4.191570428298928,4.073340432844227,3.9525971654532546,3.829015257073976,3.7022220787802347,3.5717888605409036,3.4372181172018847,3.2979260890163853,3.1532181883134287,3.0022542508202155,2.8439983356588034,2.67714412610067,2.5
7,7.5,7.4371299581931085,7.3736888097877085,7.309621340718475,7.244869171631037,7.17937004655991,7.113057118865614,7.045858258759317,6.977695418977155,6.908484111351431,6.8381330675406184,6.766544181618087,6.693612859186547,6.619228923904665,6.543278252265827,6.465645311464012,6.386216749413044,6.304886111979854,6.221559620562855,6.136162719148329,6.048646803170807,5.95899522462424,5.867227444105968,5.77340022718774,5.677605172004216,5.579962529010633,5.480611918522979,5.37970097033132,5.277372804544315,5.17375337569968,5.068940108896048,4.962993111177967,4.855929712036518,4.747722317855271,4.6382989227431475,4.527545291935803,4.415307803899301,4.301396084233044,4.185584768219868,4.067613909156764,3.947187665974442,3.8239709402465705,3.697583582894746,3.5675916444733478,3.4334948755949157,3.2947092439049,3.1505425203341217,3.0001598070067366,2.8425338573229872,2.6763714186884218,2.5
8,7.5,7.437457673383786,7.374351261946911,7.310627142115879,7.246228276414002,7.181093316066815,7.115155670561225,7.048342561871177,6.980574095391133,6.911762399958218,6.84181091652476,6.770613949707852,6.698056638356185,6.6240155478327765,6.548360132488665,6.470955350448977,6.3916657152050815,6.310361010039598,6.226923732020093,6.141258029653323,6.0532994316482425,5.96302408267382,5.870455687889184,5.775668253331949,5.678783325351833,5.5799617203559775,5.479390940473762,5.377269896341036,5.2737920461381025,5.1691281829070865,5.063411061140971,4.956724111126213,4.849095493433063,4.740497254564576,4.630848256949869,4.5200191755431565,4.407838006125412,4.294094918329966,4.178545688071394,4.060913250439495,3.9408870939169782,3.818120274895123,3.692223779667057,3.5627578025079423,3.4292192274153277,3.2910241511924436,3.1474835704628665,2.9977691873556433,2.8408643031020917,2.6754912300769353,2.5
9,7.5,7.437823529809236,7.375091310747757,7.311752054947941,7.247750827630169,7.183027952164386,7.11751784202242,7.05114776592739,6.983836568225201,6.915493390033975,6.846016470187697,6.775292150688225,6.703194270724644,6.629584206305108,6.554311895623822,6.477218272638864,6.3981395912163626,6.31691411788414,6.233391534919069,6.147445031308489,6.058985368701548,5.967975177144785,5.874440596752035,5.778476798854438,5.680244835651827,5.5799599434046865,5.477874036790932,5.374255119066906,5.269364510481806,5.163432884076413,5.056638569163438,4.949092548259763,4.840832375227148,4.7318240959949955,4.621969416715949,4.511115122849562,4.399062405900135,4.2855746158784855,4.1703826674766855,4.053187785918777,3.9336615067639538,3.811442896036136,3.686132876971291,3.5572853585532505,3.424394552170576,3.2868773945246015,3.144049274437185,2.995090105771713,2.838995843468769,2.674507092210606,2.5
