parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:20_j:12_x:3125.00_y:4875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:20_j:13_x:3375.00_y:4875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:20_j:14_x:3625.00_y:4875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:20_j:15_x:3875.00_y:4875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:20_j:16_x:4125.00_y:4875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:20_j:17_x:4375.00_y:4875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:20_j:18_x:4625.00_y:4875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:20_j:19_x:4875.00_y:4875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:0_x:125.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:1_x:375.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:2_x:625.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:3_x:875.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:6_x:1625.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:7_x:1875.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:8_x:2125.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:9_x:2375.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:10_x:2625.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:11_x:2875.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:12_x:3125.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:13_x:3375.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:14_x:3625.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:15_x:3875.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:16_x:4125.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:17_x:4375.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:18_x:4625.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:21_j:19_x:4875.00_y:4625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:0_x:125.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:1_x:375.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:2_x:625.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:3_x:875.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:4_x:1125.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:6_x:1625.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:7_x:1875.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:8_x:2125.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:9_x:2375.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:10_x:2625.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:11_x:2875.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:12_x:3125.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:13_x:3375.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:14_x:3625.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:15_x:3875.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:16_x:4125.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:17_x:4375.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:18_x:4625.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:22_j:19_x:4875.00_y:4375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:0_x:125.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:1_x:375.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:2_x:625.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:3_x:875.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:4_x:1125.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:5_x:1375.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:6_x:1625.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:7_x:1875.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:8_x:2125.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:9_x:2375.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:10_x:2625.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:11_x:2875.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:12_x:3125.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:13_x:3375.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:14_x:3625.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:15_x:3875.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:16_x:4125.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:17_x:4375.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:18_x:4625.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:23_j:19_x:4875.00_y:4125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:0_x:125.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:1_x:375.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:2_x:625.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:3_x:875.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:4_x:1125.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:5_x:1375.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:6_x:1625.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:7_x:1875.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:8_x:2125.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:9_x:2375.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:10_x:2625.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:11_x:2875.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:12_x:3125.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:13_x:3375.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:14_x:3625.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:15_x:3875.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:16_x:4125.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:17_x:4375.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:18_x:4625.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:24_j:19_x:4875.00_y:3875.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:0_x:125.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:1_x:375.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:2_x:625.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:3_x:875.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:4_x:1125.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:5_x:1375.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:6_x:1625.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:7_x:1875.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:8_x:2125.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:9_x:2375.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:10_x:2625.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:11_x:2875.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:12_x:3125.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:13_x:3375.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:14_x:3625.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:15_x:3875.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:16_x:4125.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:17_x:4375.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:18_x:4625.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:25_j:19_x:4875.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:0_x:125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:1_x:375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:2_x:625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:3_x:875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:4_x:1125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:5_x:1375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:6_x:1625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:7_x:1875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:8_x:2125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:9_x:2375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:10_x:2625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:11_x:2875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:12_x:3125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:13_x:3375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:14_x:3625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:15_x:3875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:16_x:4125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:17_x:4375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:18_x:4625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:26_j:19_x:4875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:0_x:125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:1_x:375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:2_x:625.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:3_x:875.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:4_x:1125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:5_x:1375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:6_x:1625.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:7_x:1875.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:8_x:2125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:9_x:2375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:10_x:2625.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:11_x:2875.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:12_x:3125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
pname:npf_k_layer3_gr_inst:0_ptype:gr_pstyle:m_i:27_j:13_x:3375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,npf_k_layer3_gr,1.0,0.0,1
