time,H1_1_2
0.3831380695111,0.2551948967E-12
0.7854330424977,0.1263819583E-12
1.207842764134,0.9354534450E-13
1.651372971851,0.7697643641E-13
2.117079689955,0.6650894162E-13
2.606071743964,0.5910264221E-13
3.119513400673,0.5348915782E-13
3.658627140218,0.4903303937E-13
4.224696566740,0.4537606451E-13
4.819069464588,0.4229882548E-13
5.443161007328,0.3965838077E-13
6.098457127206,0.3735704480E-13
6.786518053077,0.3532546207E-13
7.508982025242,0.3351283053E-13
8.267569196015,0.3188095849E-13
9.064085725327,0.3040048864E-13
9.900428081105,0.2904845347E-13
10.77858755467,0.2780654686E-13
11.70065500192,0.2665999504E-13
12.66882582152,0.2559671650E-13
13.68540518211,0.2460671970E-13
14.75281351073,0.2368165792E-13
15.87359225577,0.2281449490E-13
17.05040993807,0.2199925023E-13
18.28606850449,0.2123080265E-13
19.58350999922,0.2050473660E-13
20.94582356870,0.1981722096E-13
22.37625281664,0.1916491235E-13
23.87820352698,0.1854487745E-13
25.45525177285,0.1795452979E-13
27.11115243100,0.1739157824E-13
28.84984812206,0.1685398446E-13
30.67547859767,0.1633992765E-13
32.59239059707,0.1584777521E-13
34.60514819643,0.1537605796E-13
36.71854367577,0.1492344942E-13
38.93760892907,0.1448874806E-13
41.26762744503,0.1407086228E-13
43.71414688679,0.1366879752E-13
46.28299230064,0.1328164512E-13
48.98027998519,0.1290857270E-13
51.81243205396,0.1254881588E-13
54.78619172617,0.1220167089E-13
57.90863938198,0.1186648813E-13
61.18720942059,0.1154266642E-13
64.62970796114,0.1122964779E-13
68.24433142870,0.1092691267E-13
72.03968606965,0.1063397540E-13
76.02480844264,0.1035037990E-13
80.20918693429,0.1007569544E-13
84.60278435051,0.9809512447E-14
89.21606163755,0.9551438184E-14
94.06000278894,0.9301092487E-14
99.14614099789,0.9058103391E-14
104.4865861173,0.8822102826E-14
110.0940534927,0.8592722439E-14
115.9818942368,0.8369589716E-14
122.1641270182,0.8152324564E-14
128.6554714386,0.7940536557E-14
135.4713830800,0.7733823040E-14
142.6280903035,0.7531768263E-14
150.1426328882,0.7333943704E-14
158.0329026022,0.7139909655E-14
166.3176858018,0.6949218117E-14
175.0167081614,0.6761416947E-14
184.1506816390,0.6576055148E-14
193.7413537904,0.6392689121E-14
203.8115595494,0.6210889622E-14
214.3852755964,0.6030249149E-14
225.4876774458,0.5850389445E-14
237.1451993876,0.5670968792E-14
249.3855974265,0.5491688798E-14
262.2380153673,0.5312300401E-14
275.7330542052,0.5132608872E-14
289.9028449849,0.4952477634E-14
304.7811253037,0.4771830810E-14
320.4033196384,0.4590654437E-14
336.8066236898,0.4408996382E-14
354.0300929438,0.4226965015E-14
372.1147356605,0.4044726758E-14
391.1036105131,0.3862502647E-14
411.0419291082,0.3680564061E-14
431.9771636331,0.3499227777E-14
453.9591598843,0.3318850508E-14
477.0402559480,0.3139823044E-14
501.2754068149,0.2962564139E-14
526.7223152252,0.2787514200E-14
553.4415690560,0.2615128889E-14
581.4967855783,0.2445872651E-14
610.9547629267,0.2280212240E-14
641.8856391426,0.2118610258E-14
674.3630591692,0.1961518740E-14
708.4643501972,0.1809372831E-14
744.2707057765,0.1662584600E-14
781.8673791349,0.1521537045E-14
821.3438861611,0.1386578382E-14
862.7942185387,0.1258016693E-14
906.3170675351,0.1136115050E-14
952.0160589814,0.1021087218E-14
1000.000000000,0.9130940595E-15
