X	Y	default	
557180	391580	298.634
557180	391540	298.522
557180	391500	298.411
557180	391460	298.29
557180	391420	298.17
557180	391380	298.049
557180	391340	297.913
557180	391300	297.777
557180	391260	297.675
557180	391220	297.573
557180	391180	297.472
557180	391140	297.348
557180	391100	297.225
557180	391060	297.129
557180	391020	297.033
557180	390980	296.937
557180	390940	296.828
557180	390900	296.718
557180	390860	296.633
557180	390820	296.549
557180	390780	296.464
557180	390740	296.37
557180	390620	296.231
557180	390580	296.209
557180	390540	296.173
557180	390500	296.138
557180	390460	296.108
557180	390420	296.078
557180	390380	296.048
557180	390340	296.025
557180	390300	296.001
557180	390260	295.964
557180	390220	295.927
557180	390180	295.871
557180	390140	295.815
557180	390100	295.758
557180	390060	295.689
557180	390020	295.62
557180	389980	295.551
557180	389940	295.474
557180	389900	295.397
555540	389220	301.048
556180	389220	298.324
556220	389220	298.088
556260	389220	297.813
556300	389220	297.538
556340	389220	297.374
556340	391580	302.577
556380	391580	302.337
556420	391580	302.098
556460	391580	301.883
556500	391580	301.668
556540	391580	301.44
556580	391580	301.212
556620	391580	300.986
556660	391580	300.783
556700	391580	300.579
556740	391580	300.367
556780	391580	300.154
556820	391580	299.97
556860	391580	299.786
556900	391580	299.602
556940	391580	299.465
556980	391580	299.327
557020	391580	299.19
557060	391580	299.052
557100	391580	298.914
557140	391580	298.774
