,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.87641793,0.7256524,0.44608986,0.18950978,0.04884091,0.0064514787,0.0008128708,0.00010074388,1.23284135e-05,1.4878162e-06,1.79839e-07,2.1099238e-08,2.4032578e-09,2.6772953e-10,3.029951e-11,3.3842232e-12,3.7346995e-13,4.0758822e-14,4.4021242e-15,4.7073676e-16,4.9840203e-17,5.223073e-18,5.407116e-19,4.013324e-20,0.8771871,0.7231031,0.44437477,0.23603542,0.086922266,0.01835019,0.0021985553,0.00026050073,3.0596682e-05,3.535006e-06,4.0017312e-07,4.50939e-08,5.0448055e-09,5.595354e-10,6.078778e-11,6.542677e-12,6.981761e-13,7.392537e-14,7.773754e-15,8.126874e-16,8.41265e-17,8.6963425e-18,8.431015e-19,5.922274e-20,0.8804921,0.6082229,0.11657297,0.006511638,0.0014851821,0.00026212377,3.191921e-05,3.638308e-06,4.2110346e-07,4.7946706e-08,5.348189e-09,5.919163e-10,6.497653e-11,7.068899e-12,7.5502034e-13,7.98405e-14,8.372621e-15,8.7174693e-16,9.023928e-17,9.304375e-18,1.3595159e-18,2.4740693e-19,2.1123041e-20,9.439981e-22,0.87917,0.608967,0.11652274,0.0052260635,0.001109159,0.00018145112,2.1250156e-05,2.5342256e-06,2.8724656e-07,3.205487e-08,3.5278733e-09,3.8323597e-10,4.1127487e-11,4.364558e-12,4.5846313e-13,4.7723158e-14,4.9282444e-15,5.054327e-16,5.153508e-17,5.2257268e-18,5.308759e-19,1.3460596e-19,1.1627952e-20,4.9980096e-22,0.87616456,0.7199224,0.43458351,0.22965603,0.08299678,0.016599633,0.0019244519,0.00022134518,2.5150264e-05,2.8196066e-06,3.1181284e-07,3.402687e-08,3.6669152e-09,3.9061593e-10,4.1174817e-11,4.2995607e-12,4.452496e-13,4.577568e-14,4.676923e-15,4.749078e-16,4.7997456e-17,4.812183e-18,4.5346863e-19,3.1121003e-20,0.87699866,0.72173434,0.43298414,0.17527103,0.040787704,0.0050732363,0.0006209772,7.362967e-05,8.591008e-06,9.861544e-07,1.1142598e-07,1.2403751e-08,1.3617002e-09,1.475737e-10,1.58032e-11,1.6736267e-12,1.7541784e-13,1.8208264e-14,1.8727502e-15,1.9133429e-16,1.9301148e-17,1.9151529e-18,1.8788527e-19,1.3527129e-20,0.8775272,0.71541446,0.40955663,0.1478355,0.027100384,0.0029872546,0.00033354812,3.732873e-05,4.156039e-06,4.5878224e-07,5.014886e-08,5.426496e-09,5.813876e-10,6.1698736e-11,6.4887705e-12,6.7661865e-13,6.9990095e-14,7.185706e-15,7.325667e-16,7.420323e-17,7.532937e-18,7.615476e-19,7.594317e-20,5.4928743e-21,0.8777295,0.71402097,0.402715,0.14007802,0.023875896,0.002544811,0.0002747626,2.9740424e-05,3.2070045e-06,3.4355273e-07,3.6521854e-08,3.851735e-09,4.0303672e-10,4.1852976e-11,4.3145557e-12,4.4168578e-13,4.4896805e-14,4.5546825e-15,4.586913e-16,4.5886915e-17,4.6292774e-18,4.6108185e-19,4.5431215e-20,3.2594493e-21
2,0.97992456,0.95691895,0.89309084,0.77318925,0.59936184,0.3995333,0.2192206,0.09442332,0.030187482,0.006672162,0.00097342813,0.00012714023,1.6012948e-05,1.9714266e-06,2.5231742e-07,3.1975897e-08,4.0134953e-09,4.9900944e-10,6.146098e-11,7.498147e-12,9.056058e-13,1.0819477e-13,1.2772778e-14,1.0419007e-15,0.9789439,0.95035857,0.8190667,0.7211165,0.60385406,0.45512623,0.29292423,0.15186696,0.060406286,0.01711684,0.0031072234,0.00037858755,4.6234305e-05,5.63748e-06,6.760759e-07,8.06269e-08,9.561632e-09,1.1278678e-09,1.3239007e-10,1.5474557e-11,1.7905346e-12,2.067122e-13,2.2432944e-14,1.7171046e-15,0.9869426,0.93164325,0.47017202,0.058439057,0.032406345,0.018726295,0.009291704,0.0037615555,0.0011929177,0.00027918973,4.511337e-05,5.51455e-06,6.5338844e-07,7.8387934e-08,9.264808e-09,1.0869521e-09,1.2673854e-10,1.4699053e-11,1.6975371e-12,1.9556131e-13,3.3310536e-14,7.250027e-15,6.807373e-16,3.1844525e-17,0.9846006,0.93182635,0.47054434,0.04653205,0.023367928,0.013299627,0.006488559,0.002564589,0.0007771768,0.00016835138,2.408654e-05,2.9161035e-06,3.507263e-07,4.1433452e-08,4.8642783e-09,5.6760824e-10,6.584086e-11,7.595287e-12,8.718966e-13,9.9580046e-14,1.1425503e-14,3.6452618e-15,3.578849e-16,1.5886325e-17,0.9775703,0.9507924,0.8082141,0.7037103,0.5813382,0.4296478,0.26894274,0.13456105,0.050564375,0.01317928,0.0020731047,0.00024395557,2.8802997e-05,3.3952153e-06,3.9857682e-07,4.6545146e-08,5.405277e-09,6.243315e-10,7.1754935e-11,8.201345e-12,9.334413e-13,1.0504985e-13,1.11311945e-14,8.3543077e-16,0.98074126,0.95663804,0.88554937,0.7529435,0.56610763,0.36029577,0.18479283,0.07237668,0.020276397,0.0036850725,0.00047881794,6.1309715e-05,7.731332e-06,9.644708e-07,1.1898284e-07,1.451639e-08,1.7518872e-09,2.0919277e-10,2.4722814e-11,2.9005932e-12,3.3570702e-13,3.7919876e-14,4.225117e-15,3.3445723e-16,0.98241276,0.957378,0.87964743,0.7276018,0.51336026,0.29336137,0.1285016,0.040125076,0.007853877,0.0009978936,0.00012766143,1.6266233e-05,2.0639463e-06,2.6011605e-07,3.251066e-08,4.0262176e-09,4.938494e-10,5.9992275e-11,7.2179407e-12,8.603913e-13,1.0321033e-13,1.2306709e-14,1.434088e-15,1.1563493e-16,0.9829481,0.958889,0.8783108,0.7172926,0.49254945,0.26907104,0.110066205,0.030782381,0.004935746,0.0005897715,7.193954e-05,8.86455e-06,1.0956418e-06,1.3525212e-07,1.6631363e-08,2.0336637e-09,2.4671437e-10,3.0010477e-11,3.61076e-12,4.2995517e-13,5.184774e-14,6.1310472e-15,7.136012e-16,5.7552236e-17
3,0.9947059,0.98976845,0.979839,0.95675445,0.9108416,0.83144706,0.7136854,0.5631842,0.39856544,0.24649157,0.13045307,0.05701619,0.019748947,0.005117122,0.0009454093,0.0001235647,1.6073995e-05,2.0804807e-06,2.677941e-07,3.426887e-08,4.356084e-09,5.494019e-10,6.871404e-11,5.844435e-12,0.9956437,0.99012893,0.932745,0.88670665,0.8373232,0.77439535,0.6896561,0.5736636,0.4419553,0.30128282,0.17594934,0.086047925,0.034125887,0.010527295,0.0023443839,0.00033682556,4.1195563e-05,5.058822e-06,6.221546e-07,7.6536416e-08,9.344542e-09,1.1398628e-09,1.3108202e-10,1.0487513e-11,1.0074207,1.0023457,0.7253232,0.13351691,0.086720966,0.06685783,0.049533784,0.0336218,0.020669682,0.011264184,0.0052960315,0.0021087357,0.0006904264,0.00017892043,3.4414672e-05,4.697758e-06,5.67559e-07,6.862032e-08,8.330626e-09,1.0124099e-09,1.8462612e-10,4.3896907e-11,4.371355e-12,2.1005307e-13,1.005193,1.0006275,0.726077,0.11002663,0.06571706,0.049042147,0.035022166,0.023193525,0.013941508,0.0074161957,0.003394082,0.0012948507,0.0003956015,9.18167e-05,1.4988205e-05,1.8598473e-06,2.3017932e-07,2.8107515e-08,3.4245973e-09,4.162611e-10,5.1095905e-11,1.8254431e-11,1.934818e-12,8.827917e-14,0.9936527,0.98961866,0.93036014,0.873602,0.8119454,0.7382476,0.64574635,0.5291494,0.3943822,0.25891292,0.14487019,0.06676463,0.024346422,0.0066331783,0.0012109348,0.00014776587,1.8029106e-05,2.1970964e-06,2.6736316e-07,3.245322e-08,3.9337005e-09,4.715691e-10,5.3393744e-11,4.216049e-12,0.9957376,0.990372,0.977913,0.9495601,0.8935114,0.79882133,0.6636322,0.5003615,0.33301833,0.19019975,0.09055829,0.034779813,0.010322017,0.0022187324,0.00031245322,4.030461e-05,5.1502025e-06,6.534902e-07,8.231145e-08,1.0322914e-08,1.2823695e-09,1.5489453e-10,1.8462131e-11,1.5368341e-12,0.9977239,0.99295557,0.9800042,0.9480887,0.880625,0.76427186,0.601775,0.4176039,0.24823108,0.122698076,0.04867908,0.014759643,0.0031722044,0.0004409534,5.9576105e-05,7.945297e-06,1.0501652e-06,1.3774012e-07,1.792884e-08,2.3164983e-09,3.043532e-10,3.9886146e-11,5.074193e-12,4.3352277e-13,0.99846834,0.99526024,0.98314077,0.9490389,0.8740541,0.7448701,0.5689083,0.3777733,0.21169129,0.09679116,0.03448941,0.008877066,0.0014222667,0.00017758964,2.2610617e-05,2.9088774e-06,3.7502338e-07,4.9380777e-08,6.4577286e-09,8.386145e-10,1.1151301e-10,1.4534338e-11,1.8655147e-12,1.6061916e-13
4,0.99680376,0.99429935,0.9927041,0.9889854,0.9802862,0.9621251,0.92939436,0.8752739,0.79373425,0.68260986,0.54858714,0.40328202,0.2660341,0.154291,0.07807339,0.033648357,0.012039086,0.0034562626,0.0007562298,0.000114547016,1.4568136e-05,1.8570103e-06,2.361548e-07,2.0366667e-08,0.9984492,0.9959027,0.97178745,0.94565463,0.91808784,0.8860878,0.84823656,0.7940152,0.7336284,0.6479579,0.53808594,0.41544065,0.29272723,0.18436497,0.10092269,0.047191396,0.018415721,0.0058099446,0.0014111013,0.00024018524,2.9739755e-05,3.7027248e-06,4.3595125e-07,3.552864e-08,1.0102993,1.0092384,0.8611263,0.21304291,0.14631097,0.12265665,0.10200097,0.08188397,0.06395761,0.04698008,0.032668825,0.020612668,0.011886468,0.0061635743,0.002800164,0.0010967249,0.0003619284,9.7570635e-05,2.057641e-05,3.196427e-06,6.6650927e-07,1.4789794e-07,1.5066961e-08,7.34344e-10,1.008241,1.0075961,0.8617504,0.17929079,0.11433231,0.09349861,0.075962685,0.059869286,0.04533232,0.03254278,0.02184708,0.01350747,0.0075651477,0.003768174,0.0016344632,0.0006025462,0.00018289391,4.3618347e-05,7.669542e-06,9.777093e-07,1.2556434e-07,4.6993208e-08,5.167734e-09,2.3956334e-10,0.9962508,0.9952522,0.971988,0.9362854,0.8966354,0.8517797,0.80078787,0.7412157,0.6687908,0.57861346,0.47001764,0.3511263,0.23627506,0.14023404,0.071844034,0.031013468,0.01093684,0.0030062953,0.00059140683,7.4313204e-05,9.299589e-06,1.1491966e-06,1.343345e-07,1.0869925e-08,0.9979395,0.9950696,0.99191564,0.9859837,0.97398424,0.9502704,0.9070527,0.8363025,0.7336075,0.6024702,0.45558634,0.31131965,0.18862773,0.09943851,0.044684906,0.016694117,0.0050069783,0.0011397605,0.00017609283,2.2490194e-05,2.8702364e-06,3.5676055e-07,4.384922e-08,3.7364263e-09,0.99988425,0.9978685,0.9950186,0.98927987,0.9762629,0.94812036,0.89410883,0.804689,0.6779892,0.5245295,0.3656665,0.22555164,0.12083948,0.055080783,0.020815296,0.0062922775,0.0014424825,0.00022970603,3.088329e-05,4.1406543e-06,5.695658e-07,7.839372e-08,1.0416638e-08,9.1392194e-10,1.000692,1.0003364,0.9989896,0.99390656,0.979648,0.946795,0.88332975,0.78023523,0.63911206,0.47580668,0.3158208,0.18334253,0.09112527,0.037747245,0.012534895,0.0031325081,0.00051650027,6.860101e-05,9.130146e-06,1.210603e-06,1.6646922e-07,2.2504969e-08,3.0019167e-09,2.645036e-10
5,0.9970789,0.9947461,0.994609,0.9943014,0.99260885,0.9879761,0.97955966,0.9652306,0.94175357,0.9041782,0.8477342,0.7661196,0.6592633,0.5328223,0.40039715,0.27573487,0.17177522,0.09556474,0.0468334,0.01989997,0.007183244,0.0021393246,0.0004996314,5.989354e-05,0.9989678,0.9970266,0.98661023,0.9684613,0.9489407,0.9276454,0.9051204,0.87288636,0.8460387,0.80726063,0.7557037,0.6889963,0.6048264,0.50431925,0.39203742,0.2813746,0.1839123,0.10785483,0.055938814,0.025267797,0.009712502,0.0031224622,0.00075650867,8.885641e-05,1.0108669,1.0117303,0.92004776,0.28873023,0.20545511,0.17898257,0.15690303,0.13476203,0.11471835,0.09459699,0.07574079,0.058272626,0.043178666,0.030153405,0.019828113,0.011844026,0.0064725154,0.0031983536,0.0014109728,0.0005484316,0.0002524991,0.00017415542,3.161181e-05,1.8483239e-06,1.0089241,1.0108306,0.9202152,0.24690996,0.16403617,0.1397767,0.12020353,0.1019207,0.08486308,0.068935595,0.05429655,0.04111509,0.029652344,0.020136101,0.012729548,0.007401567,0.003908836,0.0018486993,0.0007705093,0.00027726893,8.510922e-05,6.8147245e-05,1.066817e-05,5.0811536e-07,0.9967723,0.99684185,0.987848,0.9613383,0.9307267,0.8969839,0.8608804,0.8221481,0.7796419,0.7310152,0.6728874,0.60158944,0.51506203,0.41555098,0.31107208,0.2129845,0.13149433,0.07215103,0.034635793,0.0142692905,0.0049159303,0.0013479772,0.00025240984,2.0958783e-05,0.9982871,0.99579793,0.9942275,0.99220496,0.988732,0.9824983,0.9713128,0.9513773,0.9171773,0.86259097,0.78284895,0.67734945,0.5517832,0.41794792,0.29046288,0.18265004,0.10250248,0.050600223,0.02160592,0.0078108693,0.0023146924,0.0005267421,7.984965e-05,6.758054e-06,1.0001771,0.9984896,0.99704635,0.99538857,0.99274623,0.987443,0.9760876,0.95296746,0.9105258,0.84122074,0.74127346,0.6142395,0.4720232,0.33194354,0.21089895,0.11951325,0.059579264,0.025711311,0.009409704,0.0028384014,0.0006835125,0.00012620096,1.7469773e-05,1.5582077e-06,1.0010009,1.0010315,1.0010679,1.0005301,0.9981961,0.9922067,0.97835094,0.94986176,0.8982516,0.8163069,0.7024656,0.564021,0.41659734,0.27924272,0.16756465,0.08870064,0.040630296,0.01584235,0.005083734,0.0012769443,0.00023719275,3.300331e-05,4.503795e-06,4.0010042e-07
6,0.99707735,0.9946242,0.9947604,0.99502134,0.9948995,0.99340063,0.99004453,0.9847299,0.9771849,0.96594286,0.9490228,0.92139876,0.8793782,0.81906104,0.7375872,0.63551646,0.51840186,0.39619407,0.28084904,0.18284541,0.10823108,0.057607736,0.027036777,0.008554137,0.9991123,0.99743474,0.9921544,0.9781573,0.9627751,0.94583434,0.92881274,0.90434426,0.8882879,0.8658359,0.8389199,0.80655915,0.76626456,0.7149071,0.64824265,0.5659248,0.47047827,0.36835855,0.26879394,0.18106194,0.11113312,0.062008522,0.029686611,0.009408417,1.0112689,1.0147071,0.945058,0.35787043,0.2620089,0.23305175,0.21022211,0.18709202,0.1662842,0.14500917,0.12440473,0.104551405,0.086128615,0.06881811,0.053083993,0.03912424,0.02743103,0.018240755,0.011321071,0.0065423227,0.004197829,0.0062356032,0.002196546,0.00028131343,1.0094794,1.0143081,0.9452085,0.31018808,0.21292555,0.18551119,0.1645067,0.14484666,0.12636968,0.10882648,0.092281684,0.07674227,0.062305413,0.049058557,0.03720213,0.026949463,0.018495852,0.011924191,0.00715608,0.003963525,0.0020474407,0.003411194,0.0011239983,0.00012790466,0.9970003,0.9979792,0.9936612,0.9724044,0.9465158,0.91797405,0.888171,0.8574635,0.8257853,0.79254705,0.7566564,0.7163216,0.6689338,0.6114996,0.5417666,0.45980877,0.369295,0.2774047,0.19287205,0.12295986,0.07097284,0.036608506,0.015892249,0.0043984437,0.99834746,0.995885,0.9946638,0.99352527,0.991845,0.9890985,0.98476374,0.97801775,0.967354,0.95015675,0.9224606,0.8794028,0.8165915,0.7317198,0.62642103,0.5071882,0.38450772,0.27021682,0.17416273,0.10184446,0.05335491,0.024707282,0.009860121,0.002536902,1.0002182,0.9985801,0.997286,0.99619937,0.9951657,0.993925,0.9917876,0.98731756,0.9778621,0.9591666,0.92567337,0.87145495,0.79212165,0.6875995,0.56379753,0.4321043,0.30646282,0.19920766,0.11756532,0.06237337,0.029427731,0.012280585,0.0044075474,0.0009869713,1.0010438,1.0011328,1.0014222,1.0013175,1.000765,0.9995354,0.9968984,0.99113494,0.9790288,0.9556142,0.91451436,0.8496442,0.757887,0.6416725,0.5099171,0.37627336,0.25488773,0.15738487,0.08756398,0.043379318,0.01905877,0.007226463,0.0022860914,0.00042210822
7,0.9970769,0.99462366,0.99480253,0.9953159,0.9953372,0.99451035,0.99244493,0.9894251,0.9856119,0.9806379,0.9742635,0.9642885,0.9498437,0.92933005,0.8983845,0.8534639,0.7912895,0.710318,0.6120979,0.5019332,0.38828096,0.28093073,0.18708731,0.09487852,0.99921966,0.9977515,0.99424434,0.98292476,0.9696089,0.9550646,0.94074595,0.91983545,0.9076724,0.89080083,0.87204254,0.8516222,0.82878035,0.80218846,0.76925814,0.72769064,0.6748296,0.6088046,0.529725,0.44052613,0.34612533,0.2595777,0.174972,0.088309675,1.0115668,1.0166302,0.9575785,0.42002466,0.31526428,0.28405005,0.26076382,0.23711939,0.21602958,0.19430028,0.17297158,0.15215614,0.13235146,0.11321363,0.09495485,0.07769121,0.061835647,0.047715336,0.0354122,0.02523834,0.01950237,0.03776899,0.019355536,0.0042916066,1.0098817,1.016543,0.9577183,0.36842754,0.2602205,0.22984384,0.20771858,0.18707614,0.16765727,0.14910781,0.13147447,0.11471404,0.09884133,0.08380829,0.069672056,0.056522015,0.04451843,0.033846002,0.024676995,0.01716796,0.011706191,0.027124228,0.012869698,0.0024636418,0.9971482,0.99870914,0.9958882,0.9783021,0.9549513,0.9293554,0.9029065,0.87606966,0.84907126,0.8218491,0.7941695,0.76563317,0.7352546,0.70149404,0.6623236,0.61541414,0.558635,0.4911133,0.41429237,0.33274853,0.2507951,0.17659332,0.11153086,0.051877983,0.9983708,0.9959133,0.99481976,0.99393505,0.992774,0.99095803,0.9882469,0.98441464,0.97914463,0.971879,0.96157634,0.94634485,0.92339873,0.88897467,0.838998,0.7705065,0.68300223,0.57948357,0.4666211,0.35365608,0.24960406,0.16311032,0.09698469,0.04270317,1.0002235,0.9985917,0.9972818,0.9962884,0.99549276,0.9948797,0.994315,0.9934681,0.99171185,0.9879005,0.97999996,0.96482986,0.9381507,0.8952018,0.83185315,0.74619484,0.6403699,0.5211869,0.39897615,0.28502676,0.18835813,0.11485846,0.06360109,0.025494318,1.00105,1.0011472,1.0014958,1.0014526,1.0011009,1.0004982,0.99964505,0.99832344,0.9958789,0.9909076,0.98095274,0.96225494,0.92988104,0.87867147,0.8049095,0.70825374,0.5927325,0.46827906,0.34621295,0.23767737,0.15121867,0.08793463,0.04596878,0.01695563
8,0.9970793,0.9946325,0.99482924,0.9955019,0.99567384,0.9950144,0.9933161,0.99088866,0.9880582,0.98473036,0.98100764,0.9755373,0.96858513,0.96038103,0.94858146,0.9318101,0.907739,0.873428,0.825798,0.7624381,0.68261355,0.5883218,0.48153627,0.33014044,0.99931014,0.9980509,0.99544096,0.9857516,0.97370976,0.9605948,0.94780153,0.9289858,0.91864586,0.904252,0.8886933,0.872497,0.8555306,0.8374501,0.8173611,0.7944182,0.76711196,0.73340374,0.69097227,0.63769084,0.5713386,0.5040834,0.41646716,0.28458843,1.0117524,1.0177822,0.9652196,0.47559598,0.36504126,0.33180508,0.30822495,0.28434747,0.26319984,0.24131608,0.21966034,0.19839711,0.17792824,0.15795128,0.13857022,0.11984328,0.102051534,0.085406944,0.06995422,0.056101516,0.04822414,0.104845546,0.06728551,0.021458047,1.0101049,1.0176985,0.96531934,0.4216899,0.30557886,0.27245134,0.24940014,0.22801793,0.2079215,0.18866643,0.17030096,0.1527799,0.1360965,0.12014948,0.10492129,0.09040503,0.07665149,0.06373798,0.051770106,0.04099766,0.03307029,0.08215164,0.05118672,0.01443603,0.99725384,0.99920183,0.9971685,0.98185265,0.96035886,0.9367156,0.91236186,0.8878185,0.8633615,0.83907235,0.8149668,0.7910705,0.76716405,0.74272126,0.71690977,0.6885172,0.6559353,0.61730176,0.57089096,0.5166585,0.4504562,0.3820519,0.3003726,0.19067878,0.99838656,0.9959347,0.9949928,0.9942437,0.9932823,0.99180037,0.9896372,0.9866801,0.9828285,0.97797185,0.9719281,0.96424127,0.9541679,0.94044507,0.9210082,0.89292985,0.8527275,0.79718804,0.72461545,0.6359771,0.53343636,0.4265405,0.32053778,0.19582799,1.0002245,0.9985951,0.9972826,0.9962834,0.9955239,0.99502057,0.99471736,0.99448866,0.99414194,0.99338466,0.9917209,0.98825616,0.98146343,0.96895826,0.9474687,0.9131103,0.8621045,0.79192376,0.7025216,0.5973618,0.48284116,0.36942482,0.26423696,0.15044653,1.0010506,1.0011489,1.0015067,1.0014725,1.0011554,1.0006362,1.0000141,0.99933594,0.99855125,0.9974274,0.9953967,0.99135554,0.98340845,0.96867096,0.94327956,0.9028733,0.84344167,0.7635743,0.6647448,0.55240315,0.4364992,0.32463747,0.22421858,0.12100706
9,0.99708253,0.99464595,0.99488384,0.99564373,0.99595803,0.9953897,0.9938876,0.99173415,0.98927027,0.98646617,0.9835025,0.9793128,0.9744065,0.96945006,0.9629323,0.9546973,0.9440526,0.92987615,0.91053164,0.8838353,0.8472043,0.79836327,0.73269105,0.60838896,0.99937326,0.99828345,0.9961629,0.9877212,0.97671497,0.9646726,0.95293194,0.935552,0.9261864,0.91313565,0.8991929,0.88493145,0.8703671,0.8554207,0.8397518,0.82322174,0.8053687,0.78540814,0.76215655,0.7339437,0.6977049,0.6665176,0.61384255,0.50619644,1.0118719,1.0185453,0.97068685,0.5252263,0.4113971,0.37640274,0.3526331,0.32870916,0.30763248,0.28576073,0.26398084,0.24250214,0.22166383,0.20121953,0.18123466,0.1617666,0.14304315,0.12522078,0.10831189,0.09280111,0.08519432,0.1940283,0.14363319,0.059102964,1.0102403,1.0184592,0.97076076,0.47029075,0.34885713,0.31323004,0.2893946,0.26744628,0.2468491,0.22707498,0.20817497,0.19011444,0.17288701,0.15637776,0.14054391,0.12534373,0.11077592,0.09684533,0.08357564,0.0712805,0.0636429,0.15494783,0.11362837,0.043395344,0.9973095,0.99946284,0.9979173,0.9843587,0.96443605,0.9423666,0.9195814,0.8966225,0.8737993,0.85126114,0.8291042,0.80742973,0.7862664,0.7654607,0.7447556,0.72374755,0.7018052,0.67800653,0.6512022,0.621597,0.58141637,0.5428096,0.48681745,0.38081774,0.99839526,0.9959464,0.9950937,0.9944477,0.9936499,0.9923979,0.9905346,0.9879708,0.9846626,0.98060054,0.97578156,0.9701226,0.96344906,0.9555271,0.9458341,0.9333801,0.9165435,0.8929914,0.85984004,0.8144146,0.751777,0.6758416,0.5855424,0.4446793,1.0002251,0.9985962,0.9972922,0.99629974,0.99554944,0.995065,0.9948119,0.99469995,0.9946121,0.9944169,0.9939591,0.99300665,0.9911729,0.9877852,0.9817038,0.9711326,0.95352286,0.92570925,0.8843603,0.8267348,0.75120956,0.6596922,0.5542735,0.4004698,1.001051,1.0011492,1.0015082,1.0014751,1.0011624,1.000656,1.0000671,0.9994766,0.99892527,0.9984061,0.997828,0.9969672,0.99535894,0.9921374,0.98583806,0.9742258,0.9542074,0.9221493,0.87453395,0.80897075,0.72640616,0.6279475,0.5164492,0.35980028
