time,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.500000000,34.48672904,35.23183731,35.32737388,36.21949354,34.67194332,34.30175947,34.65037466,34.19128193,35.42434600,35.09460377,34.13003038,34.71965521,34.41726458
3683.500000000,34.51103491,35.27330318,35.36934500,36.26104554,34.69726531,34.31967643,34.67050931,34.19997205,35.46270037,35.11701949,34.14595264,34.74901181,34.43361756
3712.500000000,34.52754799,35.30612638,35.40356154,36.30165687,34.72501284,34.33672882,34.69749086,34.21658694,35.50147945,35.15518946,34.16096863,34.78251716,34.46444087
3743.500000000,34.53260948,35.32603818,35.42504698,36.33882739,34.71461968,34.32684513,34.68372687,34.20128767,35.50904551,35.13670276,34.15495825,34.77028916,34.43769725
3773.500000000,34.60746175,35.45924123,35.56346893,36.50253648,34.85054742,34.42193331,34.82409574,34.29537144,35.67315983,35.31567076,34.23786710,34.92507701,34.58967286
3804.500000000,34.63624524,35.53107713,35.64046186,36.61490891,34.90286342,34.45045236,34.88241529,34.31966102,35.77350387,35.40150384,34.26605703,34.99619199,34.63723422
3834.500000000,34.58772552,35.46532813,35.57511560,36.56824606,34.82437511,34.38898574,34.80540911,34.26596601,35.71119607,35.32784943,34.21519620,34.91837333,34.55794761
3865.500000000,34.48590891,35.29608495,35.40070475,36.39211999,34.61627350,34.24137942,34.58445621,34.11888237,35.47995083,35.05486889,34.08472085,34.67741147,34.32117196
3896.500000000,34.37325636,35.08455846,35.17986056,36.13739993,34.38977436,34.09029191,34.33538997,33.97449685,35.17168164,34.73240176,33.94581828,34.39673046,34.07840215
3926.500000000,34.27716194,34.87453985,34.95821139,35.84058133,34.23964988,33.99914193,34.16835056,33.89962384,34.89392822,34.51100051,33.85281245,34.19931185,33.95009119
3957.500000000,34.19324467,34.68466579,34.75561573,35.55037808,34.06424140,33.89197333,33.97054642,33.78446416,34.59879581,34.21369565,33.75032154,33.96356333,33.74240799
3987.500000000,34.15687663,34.57726461,34.63799807,35.33672650,33.97504728,33.84565561,33.81256203,33.72811591,33.34724017,33.78379838,33.69256920,33.78570616,33.62344493
4018.500000000,34.18154315,34.58122647,34.63610572,35.24055294,34.00751662,33.88270068,33.79454420,33.75303181,33.21742502,33.64904994,33.70883658,33.74135983,33.62929956
4049.500000000,34.24579294,34.66868726,34.72272516,35.25626770,34.13736210,33.98060227,33.91371565,33.84413800,33.51691226,33.78115900,33.78591163,33.84028920,33.75167042
4077.500000000,34.25246498,34.67165321,34.72463169,35.20681992,34.19027381,34.01530121,33.98209587,33.88397418,33.81737388,33.91085749,33.81323816,33.89668534,33.81625021
4108.500000000,34.34262674,34.82537762,34.88233859,35.35337434,34.34690553,34.12571192,34.15111093,33.98070466,33.89182966,34.09265268,33.91501739,34.07539559,33.96190576
4138.500000000,34.40334662,34.95895603,35.02237265,35.52224040,34.41965611,34.16817345,34.20626945,34.00478205,33.56444856,34.07047654,33.95761975,34.14940907,33.99693888
4169.500000000,34.41741609,35.01361731,35.08236309,35.61507720,34.43986213,34.17139894,34.21456486,34.00921338,33.65866113,34.08602621,33.95941041,34.16690610,34.01223318
4199.500000000,34.40075171,35.00193841,35.07281836,35.62396292,34.41468241,34.14836437,34.18598266,33.99086437,33.69963881,34.07410579,33.93817996,34.13821545,33.98802130
4230.500000000,34.32870154,34.87279523,34.94021234,35.47681765,34.33089513,34.08736175,34.12253857,33.94981276,33.98941296,34.09431573,33.88106795,34.06371081,33.93866699
4261.500000000,34.25687952,34.73549712,34.79639372,35.30596192,34.17907816,33.98644912,33.95345982,33.84232365,33.33854721,33.80550758,33.79182649,33.88436085,33.76033341
4291.500000000,34.18023397,34.57404467,34.62633744,35.08287161,34.05465755,33.90742999,33.82183906,33.77601631,33.36092802,33.65964930,33.71477954,33.73124392,33.65107828
4322.500000000,34.12118796,34.43259516,34.47533859,34.86172280,33.95718572,33.85092604,33.72067193,33.72339404,33.22990936,33.52594158,33.65808072,33.60676620,33.55768143
4352.500000000,34.09856675,34.35768023,34.39292620,34.71399905,33.91320846,33.83145757,33.66987131,33.70118453,33.07178832,33.42611289,33.63602711,33.53848459,33.50817816
4383.500000000,34.15194455,34.42132524,34.45460014,34.73160336,34.01592610,33.91340213,33.78211616,33.78105449,33.34052219,33.56979928,33.70844528,33.64453182,33.62057086
