time,TRGW-0-2-15,TRGW-0-2-9,TRGW-0-3-8,TRGW-0-9-1,TRGW-0-13-10,TRGW-0-15-16,TRGW-0-21-10,TRGW-0-22-15,TRGW-0-24-4,TRGW-0-26-6,TRGW-0-29-15,TRGW-0-33-7,TRGW-0-34-10
3652.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3683.5,0.024305869999999175,0.04146586999999613,0.04197111999999947,0.041551999999995815,0.025321990000001904,0.01791696000000087,0.020134650000002807,0.008690119999997137,0.038354370000000415,0.02241571999999792,0.015922259999996413,0.029356599999999844,0.016352980000000628
3712.5,0.04081895000000202,0.07428906999999896,0.0761876599999951,0.0821633300000002,0.05306952000000109,0.034969349999997235,0.04711620000000494,0.02530500999999674,0.07713344999999805,0.06058569000000347,0.03093824999999839,0.0628619499999985,0.0471762899999959
3743.5,0.04588043999999769,0.09420086999999455,0.0976730999999944,0.11933384999999674,0.04267636000000152,0.025085660000002008,0.03335221000000388,0.010005739999996877,0.08469951000000009,0.0420989899999995,0.024927869999999075,0.05063394999999815,0.020432669999998154
3773.5,0.12073270999999863,0.22740392000000043,0.23609504999999587,0.2830429400000014,0.17860410000000115,0.12017383999999964,0.17372107999999997,0.10408950999999433,0.24881383000000312,0.22106699000000418,0.10783672000000166,0.20542180000000343,0.17240827999999908
3804.5,0.14951620000000077,0.2992398199999968,0.3130879799999988,0.39541536999999494,0.23092010000000585,0.14869288999999952,0.2320406300000002,0.1283790899999957,0.3491578699999991,0.3069000699999975,0.13602664999999803,0.2765367800000007,0.2199696400000022
3834.5,0.10099647999999917,0.2334908200000001,0.2477417199999934,0.3487525199999979,0.1524317900000014,0.08722627000000216,0.15503445000000227,0.07468407999999727,0.28685006999999985,0.23324566000000146,0.08516582000000028,0.19871812000000233,0.14068302999999815
3865.5,-0.0008201300000010292,0.06424763999999783,0.07333086999999949,0.17262644999999566,-0.05566981999999854,-0.06038004999999913,-0.06591844999999807,-0.07239956000000092,0.05560483000000005,-0.039734879999997474,-0.04530953000000437,-0.04224373999999642,-0.0960926200000003
3896.5,-0.11347268000000099,-0.1472788500000064,-0.1475133200000016,-0.08209361000000115,-0.2821689599999999,-0.21146756000000266,-0.31498468999999574,-0.21678508000000107,-0.25266435999999715,-0.3622020099999972,-0.18421210000000343,-0.32292474999999854,-0.33886242999999894
3926.5,-0.209567100000001,-0.3572974600000052,-0.3691624900000008,-0.37891221000000286,-0.43229343999999514,-0.30261753999999996,-0.48202409999999674,-0.29165809000000564,-0.5304177800000005,-0.5836032599999967,-0.27721792999999906,-0.5203433599999983,-0.46717338999999924
3957.5,-0.2934843700000016,-0.5471715200000062,-0.5717581500000009,-0.6691154600000004,-0.6077019199999967,-0.40978614000000135,-0.6798282399999991,-0.4068177700000035,-0.8255501900000013,-0.8809081200000008,-0.37970883999999927,-0.7560918799999996,-0.6748565900000045
3987.5,-0.3298524100000009,-0.6545727000000028,-0.6893758100000014,-0.8827670400000045,-0.6968960399999986,-0.4561038599999989,-0.8378126299999948,-0.46316602000000273,-2.0771058300000007,-1.3108053899999987,-0.43746117999999967,-0.9339490500000025,-0.7938196500000032
4018.5,-0.3051858899999971,-0.6506108400000059,-0.6912681599999999,-0.9789406000000014,-0.6644266999999999,-0.4190587900000011,-0.85583046,-0.4382501199999993,-2.2069209799999996,-1.4455538300000015,-0.4211937999999975,-0.9782953799999987,-0.7879650200000015
4049.5,-0.240936099999999,-0.5631500500000044,-0.6046487200000001,-0.9632258399999998,-0.5345812199999997,-0.3211572000000018,-0.7366590099999968,-0.34714393000000143,-1.9074337400000019,-1.3134447699999967,-0.3441187499999998,-0.8793660099999983,-0.6655941599999977
4077.5,-0.234264060000001,-0.5601841000000007,-0.6027421900000007,-1.012673620000001,-0.48166950999999614,-0.2864582600000034,-0.6682787899999951,-0.30730774999999966,-1.6069721200000018,-1.1837462800000011,-0.3167922200000035,-0.8229698700000014,-0.6010143700000015
4108.5,-0.14410230000000013,-0.4064596900000055,-0.44503528999999986,-0.8661192,-0.3250377899999961,-0.17604754999999983,-0.4992637299999956,-0.2105772700000017,-1.5325163400000008,-1.0019510899999986,-0.21501298999999818,-0.6442596199999997,-0.4553588200000007
4138.5,-0.08338241999999951,-0.27288128,-0.305001230000002,-0.6972531400000008,-0.25228720999999865,-0.13358602000000275,-0.4441052099999965,-0.1864998799999995,-1.8598974399999975,-1.0241272299999977,-0.17241063000000167,-0.5702461400000018,-0.42032569999999936
