,obsnme,obsval,weight,obgnme,oname,otype,time,usecol
oname:hds_otype:lst_usecol:trgw_0_3_8_time:640,oname:hds_otype:lst_usecol:trgw_0_3_8_time:640,35.2248886,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_time:671,oname:hds_otype:lst_usecol:trgw_0_3_8_time:671,34.99236022,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_time:701,oname:hds_otype:lst_usecol:trgw_0_3_8_time:701,34.85992926,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_time:732,oname:hds_otype:lst_usecol:trgw_0_3_8_time:732,34.91119281,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_time:92,oname:hds_otype:lst_usecol:trgw_0_3_8_time:92,35.48341548,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:1,oname:hds_otype:lst_usecol:trgw_0_9_1_time:1,35.24334717,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:122,oname:hds_otype:lst_usecol:trgw_0_9_1_time:122,36.21847135,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:153,oname:hds_otype:lst_usecol:trgw_0_9_1_time:153,36.42143414,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:183,oname:hds_otype:lst_usecol:trgw_0_9_1_time:183,36.47375442,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:214,oname:hds_otype:lst_usecol:trgw_0_9_1_time:214,36.36403533,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:245,oname:hds_otype:lst_usecol:trgw_0_9_1_time:245,36.11829799,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:275,oname:hds_otype:lst_usecol:trgw_0_9_1_time:275,35.81471468,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:306,oname:hds_otype:lst_usecol:trgw_0_9_1_time:306,35.51718565,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:32,oname:hds_otype:lst_usecol:trgw_0_9_1_time:32,35.378654,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:336,oname:hds_otype:lst_usecol:trgw_0_9_1_time:336,35.32165199,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:367,oname:hds_otype:lst_usecol:trgw_0_9_1_time:367,35.27125679,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:398,oname:hds_otype:lst_usecol:trgw_0_9_1_time:398,35.37967304,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:426,oname:hds_otype:lst_usecol:trgw_0_9_1_time:426,35.59569148,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:457,oname:hds_otype:lst_usecol:trgw_0_9_1_time:457,35.90440404,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:487,oname:hds_otype:lst_usecol:trgw_0_9_1_time:487,36.19142179,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:518,oname:hds_otype:lst_usecol:trgw_0_9_1_time:518,36.39389997,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:548,oname:hds_otype:lst_usecol:trgw_0_9_1_time:548,36.44616375,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:579,oname:hds_otype:lst_usecol:trgw_0_9_1_time:579,36.33528682,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:61,oname:hds_otype:lst_usecol:trgw_0_9_1_time:61,35.61660085,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:610,oname:hds_otype:lst_usecol:trgw_0_9_1_time:610,36.09100103,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:640,oname:hds_otype:lst_usecol:trgw_0_9_1_time:640,35.79016743,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:671,oname:hds_otype:lst_usecol:trgw_0_9_1_time:671,35.49655758,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:701,oname:hds_otype:lst_usecol:trgw_0_9_1_time:701,35.30559075,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:732,oname:hds_otype:lst_usecol:trgw_0_9_1_time:732,35.31955472,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_time:92,oname:hds_otype:lst_usecol:trgw_0_9_1_time:92,35.93005522,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:1,oname:hds_otype:lst_usecol:trgw_2_13_10_time:1,34.47690281,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:122,oname:hds_otype:lst_usecol:trgw_2_13_10_time:122,35.16349076,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:153,oname:hds_otype:lst_usecol:trgw_2_13_10_time:153,35.2572782,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:183,oname:hds_otype:lst_usecol:trgw_2_13_10_time:183,35.23557566,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:214,oname:hds_otype:lst_usecol:trgw_2_13_10_time:214,35.10018664,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:245,oname:hds_otype:lst_usecol:trgw_2_13_10_time:245,34.88924161,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:275,oname:hds_otype:lst_usecol:trgw_2_13_10_time:275,34.66492598,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:306,oname:hds_otype:lst_usecol:trgw_2_13_10_time:306,34.47564344,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:32,oname:hds_otype:lst_usecol:trgw_2_13_10_time:32,34.5884593,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:336,oname:hds_otype:lst_usecol:trgw_2_13_10_time:336,34.38216565,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:367,oname:hds_otype:lst_usecol:trgw_2_13_10_time:367,34.40525698,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:398,oname:hds_otype:lst_usecol:trgw_2_13_10_time:398,34.53689774,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:426,oname:hds_otype:lst_usecol:trgw_2_13_10_time:426,34.7259723,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:457,oname:hds_otype:lst_usecol:trgw_2_13_10_time:457,34.95554817,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:487,oname:hds_otype:lst_usecol:trgw_2_13_10_time:487,35.13876076,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:518,oname:hds_otype:lst_usecol:trgw_2_13_10_time:518,35.23652352,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:548,oname:hds_otype:lst_usecol:trgw_2_13_10_time:548,35.21776281,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:579,oname:hds_otype:lst_usecol:trgw_2_13_10_time:579,35.08392667,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:61,oname:hds_otype:lst_usecol:trgw_2_13_10_time:61,34.77008873,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:610,oname:hds_otype:lst_usecol:trgw_2_13_10_time:610,34.87455687,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:640,oname:hds_otype:lst_usecol:trgw_2_13_10_time:640,34.65256891,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:671,oname:hds_otype:lst_usecol:trgw_2_13_10_time:671,34.46621327,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:701,oname:hds_otype:lst_usecol:trgw_2_13_10_time:701,34.3757318,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:732,oname:hds_otype:lst_usecol:trgw_2_13_10_time:732,34.45070519,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_time:92,oname:hds_otype:lst_usecol:trgw_2_13_10_time:92,34.98635934,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:1,oname:hds_otype:lst_usecol:trgw_2_15_16_time:1,34.31163389,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:122,oname:hds_otype:lst_usecol:trgw_2_15_16_time:122,34.87759278,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:153,oname:hds_otype:lst_usecol:trgw_2_15_16_time:153,34.94631633,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:183,oname:hds_otype:lst_usecol:trgw_2_15_16_time:183,34.91880334,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:214,oname:hds_otype:lst_usecol:trgw_2_15_16_time:214,34.79919613,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:245,oname:hds_otype:lst_usecol:trgw_2_15_16_time:245,34.62063686,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:275,oname:hds_otype:lst_usecol:trgw_2_15_16_time:275,34.4357474,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:306,oname:hds_otype:lst_usecol:trgw_2_15_16_time:306,34.28458416,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:32,oname:hds_otype:lst_usecol:trgw_2_15_16_time:32,34.40769928,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:336,oname:hds_otype:lst_usecol:trgw_2_15_16_time:336,34.21569276,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:367,oname:hds_otype:lst_usecol:trgw_2_15_16_time:367,34.24458056,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:398,oname:hds_otype:lst_usecol:trgw_2_15_16_time:398,34.36122695,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:426,oname:hds_otype:lst_usecol:trgw_2_15_16_time:426,34.52174996,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:457,oname:hds_otype:lst_usecol:trgw_2_15_16_time:457,34.71096386,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:487,oname:hds_otype:lst_usecol:trgw_2_15_16_time:487,34.85702724,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:518,oname:hds_otype:lst_usecol:trgw_2_15_16_time:518,34.92909415,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:548,oname:hds_otype:lst_usecol:trgw_2_15_16_time:548,34.90460457,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:579,oname:hds_otype:lst_usecol:trgw_2_15_16_time:579,34.78597947,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:61,oname:hds_otype:lst_usecol:trgw_2_15_16_time:61,34.5600609,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:610,oname:hds_otype:lst_usecol:trgw_2_15_16_time:610,34.60905279,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:640,oname:hds_otype:lst_usecol:trgw_2_15_16_time:640,34.42621476,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:671,oname:hds_otype:lst_usecol:trgw_2_15_16_time:671,34.27754652,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:701,oname:hds_otype:lst_usecol:trgw_2_15_16_time:701,34.211028,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:732,oname:hds_otype:lst_usecol:trgw_2_15_16_time:732,34.28429451,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_time:92,oname:hds_otype:lst_usecol:trgw_2_15_16_time:92,34.73665093,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:1,oname:hds_otype:lst_usecol:trgw_2_21_10_time:1,34.36363027,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:122,oname:hds_otype:lst_usecol:trgw_2_21_10_time:122,35.05218846,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:153,oname:hds_otype:lst_usecol:trgw_2_21_10_time:153,35.14425164,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:183,oname:hds_otype:lst_usecol:trgw_2_21_10_time:183,35.11961287,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:214,oname:hds_otype:lst_usecol:trgw_2_21_10_time:214,34.98015435,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:245,oname:hds_otype:lst_usecol:trgw_2_21_10_time:245,34.76535731,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:275,oname:hds_otype:lst_usecol:trgw_2_21_10_time:275,34.5380955,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:306,oname:hds_otype:lst_usecol:trgw_2_21_10_time:306,34.3473939,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:32,oname:hds_otype:lst_usecol:trgw_2_21_10_time:32,34.47568027,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:336,oname:hds_otype:lst_usecol:trgw_2_21_10_time:336,34.2544302,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:367,oname:hds_otype:lst_usecol:trgw_2_21_10_time:367,34.27960982,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:398,oname:hds_otype:lst_usecol:trgw_2_21_10_time:398,34.41477229,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:426,oname:hds_otype:lst_usecol:trgw_2_21_10_time:426,34.60725318,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:457,oname:hds_otype:lst_usecol:trgw_2_21_10_time:457,34.8398789,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:487,oname:hds_otype:lst_usecol:trgw_2_21_10_time:487,35.02449884,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:518,oname:hds_otype:lst_usecol:trgw_2_21_10_time:518,35.12153266,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:548,oname:hds_otype:lst_usecol:trgw_2_21_10_time:548,35.10094863,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:579,oname:hds_otype:lst_usecol:trgw_2_21_10_time:579,34.96354481,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:61,oname:hds_otype:lst_usecol:trgw_2_21_10_time:61,34.65820206,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:610,oname:hds_otype:lst_usecol:trgw_2_21_10_time:610,34.75053029,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:640,oname:hds_otype:lst_usecol:trgw_2_21_10_time:640,34.52574682,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:671,oname:hds_otype:lst_usecol:trgw_2_21_10_time:671,34.3380619,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:701,oname:hds_otype:lst_usecol:trgw_2_21_10_time:701,34.24810011,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:732,oname:hds_otype:lst_usecol:trgw_2_21_10_time:732,34.325799,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_time:92,oname:hds_otype:lst_usecol:trgw_2_21_10_time:92,34.87519325,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:1,oname:hds_otype:lst_usecol:trgw_2_22_15_time:1,34.1945155,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:122,oname:hds_otype:lst_usecol:trgw_2_22_15_time:122,34.733836,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:153,oname:hds_otype:lst_usecol:trgw_2_22_15_time:153,34.7973531,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:183,oname:hds_otype:lst_usecol:trgw_2_22_15_time:183,34.76862819,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:214,oname:hds_otype:lst_usecol:trgw_2_22_15_time:214,34.65184672,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:245,oname:hds_otype:lst_usecol:trgw_2_22_15_time:245,34.47958432,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:275,oname:hds_otype:lst_usecol:trgw_2_22_15_time:275,34.30216399,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:306,oname:hds_otype:lst_usecol:trgw_2_22_15_time:306,34.15807279,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:32,oname:hds_otype:lst_usecol:trgw_2_22_15_time:32,34.28632783,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:336,oname:hds_otype:lst_usecol:trgw_2_22_15_time:336,34.09365281,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:367,oname:hds_otype:lst_usecol:trgw_2_22_15_time:367,34.1233519,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:398,oname:hds_otype:lst_usecol:trgw_2_22_15_time:398,34.23704735,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:426,oname:hds_otype:lst_usecol:trgw_2_22_15_time:426,34.39206403,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:457,oname:hds_otype:lst_usecol:trgw_2_22_15_time:457,34.57367216,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:487,oname:hds_otype:lst_usecol:trgw_2_22_15_time:487,34.71283151,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:518,oname:hds_otype:lst_usecol:trgw_2_22_15_time:518,34.78002848,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:548,oname:hds_otype:lst_usecol:trgw_2_22_15_time:548,34.75476421,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:579,oname:hds_otype:lst_usecol:trgw_2_22_15_time:579,34.63922955,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:61,oname:hds_otype:lst_usecol:trgw_2_22_15_time:61,34.43204973,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:610,oname:hds_otype:lst_usecol:trgw_2_22_15_time:610,34.46852587,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:640,oname:hds_otype:lst_usecol:trgw_2_22_15_time:640,34.29315736,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:671,oname:hds_otype:lst_usecol:trgw_2_22_15_time:671,34.15149319,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:701,oname:hds_otype:lst_usecol:trgw_2_22_15_time:701,34.08929689,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_22_15_time:732,oname:hds_otype:lst_usecol:trgw_2_22_15_time:732,34.16171446,1.0,oname:hds_otype:lst_usecol:trgw_2_22_15,hds,lst,732,trgw
