,obsnme,obsval,weight,obgnme,oname,otype,time,usecol
oname:hds_otype:lst_usecol:trgw_2_33_7_time:183,oname:hds_otype:lst_usecol:trgw_2_33_7_time:183,34.83806984,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:214,oname:hds_otype:lst_usecol:trgw_2_33_7_time:214,34.70740684,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:245,oname:hds_otype:lst_usecol:trgw_2_33_7_time:245,34.51191707,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:275,oname:hds_otype:lst_usecol:trgw_2_33_7_time:275,34.30872047,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:306,oname:hds_otype:lst_usecol:trgw_2_33_7_time:306,34.14172232,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:32,oname:hds_otype:lst_usecol:trgw_2_33_7_time:32,34.27579907,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:336,oname:hds_otype:lst_usecol:trgw_2_33_7_time:336,34.06436926,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:367,oname:hds_otype:lst_usecol:trgw_2_33_7_time:367,34.0935727,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:398,oname:hds_otype:lst_usecol:trgw_2_33_7_time:398,34.21987717,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:426,oname:hds_otype:lst_usecol:trgw_2_33_7_time:426,34.39521076,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:457,oname:hds_otype:lst_usecol:trgw_2_33_7_time:457,34.60330379,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:487,oname:hds_otype:lst_usecol:trgw_2_33_7_time:487,34.76547862,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:518,oname:hds_otype:lst_usecol:trgw_2_33_7_time:518,34.84659557,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:548,oname:hds_otype:lst_usecol:trgw_2_33_7_time:548,34.82123083,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:579,oname:hds_otype:lst_usecol:trgw_2_33_7_time:579,34.69252996,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:61,oname:hds_otype:lst_usecol:trgw_2_33_7_time:61,34.44150431,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:610,oname:hds_otype:lst_usecol:trgw_2_33_7_time:610,34.49877175,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:640,oname:hds_otype:lst_usecol:trgw_2_33_7_time:640,34.29785197,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:671,oname:hds_otype:lst_usecol:trgw_2_33_7_time:671,34.13358488,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:701,oname:hds_otype:lst_usecol:trgw_2_33_7_time:701,34.05906432,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:732,oname:hds_otype:lst_usecol:trgw_2_33_7_time:732,34.13666843,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_33_7_time:92,oname:hds_otype:lst_usecol:trgw_2_33_7_time:92,34.63696229,1.0,oname:hds_otype:lst_usecol:trgw_2_33_7,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:1,oname:hds_otype:lst_usecol:trgw_2_34_10_time:1,34.04667642,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:122,oname:hds_otype:lst_usecol:trgw_2_34_10_time:122,34.57898576,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:153,oname:hds_otype:lst_usecol:trgw_2_34_10_time:153,34.63624565,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:183,oname:hds_otype:lst_usecol:trgw_2_34_10_time:183,34.60255895,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:214,oname:hds_otype:lst_usecol:trgw_2_34_10_time:214,34.48296513,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:245,oname:hds_otype:lst_usecol:trgw_2_34_10_time:245,34.31057121,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:275,oname:hds_otype:lst_usecol:trgw_2_34_10_time:275,34.13633385,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:306,oname:hds_otype:lst_usecol:trgw_2_34_10_time:306,33.99788822,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:32,oname:hds_otype:lst_usecol:trgw_2_34_10_time:32,34.13944359,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:336,oname:hds_otype:lst_usecol:trgw_2_34_10_time:336,33.9395769,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:367,oname:hds_otype:lst_usecol:trgw_2_34_10_time:367,33.97409262,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:398,oname:hds_otype:lst_usecol:trgw_2_34_10_time:398,34.09050225,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:426,oname:hds_otype:lst_usecol:trgw_2_34_10_time:426,34.24546634,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:457,oname:hds_otype:lst_usecol:trgw_2_34_10_time:457,34.42395399,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:487,oname:hds_otype:lst_usecol:trgw_2_34_10_time:487,34.55821297,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:518,oname:hds_otype:lst_usecol:trgw_2_34_10_time:518,34.61943445,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:548,oname:hds_otype:lst_usecol:trgw_2_34_10_time:548,34.5887401,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:579,oname:hds_otype:lst_usecol:trgw_2_34_10_time:579,34.47029481,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:61,oname:hds_otype:lst_usecol:trgw_2_34_10_time:61,34.28486384,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:610,oname:hds_otype:lst_usecol:trgw_2_34_10_time:610,34.29976324,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:640,oname:hds_otype:lst_usecol:trgw_2_34_10_time:640,34.12756326,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:671,oname:hds_otype:lst_usecol:trgw_2_34_10_time:671,33.99149859,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:701,oname:hds_otype:lst_usecol:trgw_2_34_10_time:701,33.93551104,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:732,oname:hds_otype:lst_usecol:trgw_2_34_10_time:732,34.01354473,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_34_10_time:92,oname:hds_otype:lst_usecol:trgw_2_34_10_time:92,34.45160356,1.0,oname:hds_otype:lst_usecol:trgw_2_34_10,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:1,oname:hds_otype:lst_usecol:trgw_2_3_8_time:1,34.88558189,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:122,oname:hds_otype:lst_usecol:trgw_2_3_8_time:122,35.69691418,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:153,oname:hds_otype:lst_usecol:trgw_2_3_8_time:153,35.83583012,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:183,oname:hds_otype:lst_usecol:trgw_2_3_8_time:183,35.84389954,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:214,oname:hds_otype:lst_usecol:trgw_2_3_8_time:214,35.71743964,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:245,oname:hds_otype:lst_usecol:trgw_2_3_8_time:245,35.49068798,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:275,oname:hds_otype:lst_usecol:trgw_2_3_8_time:275,35.23251083,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:306,oname:hds_otype:lst_usecol:trgw_2_3_8_time:306,34.99809744,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:32,oname:hds_otype:lst_usecol:trgw_2_3_8_time:32,35.00806111,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:336,oname:hds_otype:lst_usecol:trgw_2_3_8_time:336,34.86285421,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:367,oname:hds_otype:lst_usecol:trgw_2_3_8_time:367,34.85717864,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:398,oname:hds_otype:lst_usecol:trgw_2_3_8_time:398,34.98068836,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:426,oname:hds_otype:lst_usecol:trgw_2_3_8_time:426,35.18240081,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:457,oname:hds_otype:lst_usecol:trgw_2_3_8_time:457,35.44611334,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:487,oname:hds_otype:lst_usecol:trgw_2_3_8_time:487,35.67288787,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:518,oname:hds_otype:lst_usecol:trgw_2_3_8_time:518,35.81367581,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:548,oname:hds_otype:lst_usecol:trgw_2_3_8_time:548,35.82256787,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:579,oname:hds_otype:lst_usecol:trgw_2_3_8_time:579,35.69669835,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:61,oname:hds_otype:lst_usecol:trgw_2_3_8_time:61,35.21444803,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:610,oname:hds_otype:lst_usecol:trgw_2_3_8_time:610,35.47119055,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:640,oname:hds_otype:lst_usecol:trgw_2_3_8_time:640,35.21535578,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:671,oname:hds_otype:lst_usecol:trgw_2_3_8_time:671,34.98418897,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:701,oname:hds_otype:lst_usecol:trgw_2_3_8_time:701,34.85263952,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:732,oname:hds_otype:lst_usecol:trgw_2_3_8_time:732,34.90385378,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_3_8_time:92,oname:hds_otype:lst_usecol:trgw_2_3_8_time:92,35.47315708,1.0,oname:hds_otype:lst_usecol:trgw_2_3_8,hds,lst,92,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:1,oname:hds_otype:lst_usecol:trgw_2_9_1_time:1,35.23600676,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,1,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:122,oname:hds_otype:lst_usecol:trgw_2_9_1_time:122,36.20881885,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,122,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:153,oname:hds_otype:lst_usecol:trgw_2_9_1_time:153,36.41076857,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,153,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:183,oname:hds_otype:lst_usecol:trgw_2_9_1_time:183,36.46229605,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,183,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:214,oname:hds_otype:lst_usecol:trgw_2_9_1_time:214,36.35221112,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,214,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:245,oname:hds_otype:lst_usecol:trgw_2_9_1_time:245,36.10650089,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,245,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:275,oname:hds_otype:lst_usecol:trgw_2_9_1_time:275,35.80344875,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,275,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:306,oname:hds_otype:lst_usecol:trgw_2_9_1_time:306,35.50678261,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,306,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:32,oname:hds_otype:lst_usecol:trgw_2_9_1_time:32,35.37112643,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,32,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:336,oname:hds_otype:lst_usecol:trgw_2_9_1_time:336,35.31216979,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,336,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:367,oname:hds_otype:lst_usecol:trgw_2_9_1_time:367,35.2625353,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,367,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:398,oname:hds_otype:lst_usecol:trgw_2_9_1_time:398,35.3713546,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,398,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:426,oname:hds_otype:lst_usecol:trgw_2_9_1_time:426,35.58733231,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,426,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:457,oname:hds_otype:lst_usecol:trgw_2_9_1_time:457,35.89550395,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,457,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:487,oname:hds_otype:lst_usecol:trgw_2_9_1_time:487,36.18173036,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,487,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:518,oname:hds_otype:lst_usecol:trgw_2_9_1_time:518,36.38326707,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,518,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:548,oname:hds_otype:lst_usecol:trgw_2_9_1_time:548,36.43477749,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,548,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:579,oname:hds_otype:lst_usecol:trgw_2_9_1_time:579,36.32352017,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,579,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:61,oname:hds_otype:lst_usecol:trgw_2_9_1_time:61,35.60867194,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,61,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:610,oname:hds_otype:lst_usecol:trgw_2_9_1_time:610,36.07931308,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,610,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:640,oname:hds_otype:lst_usecol:trgw_2_9_1_time:640,35.77901823,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,640,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:671,oname:hds_otype:lst_usecol:trgw_2_9_1_time:671,35.48626437,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,671,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:701,oname:hds_otype:lst_usecol:trgw_2_9_1_time:701,35.29620776,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,701,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:732,oname:hds_otype:lst_usecol:trgw_2_9_1_time:732,35.31086056,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,732,trgw
oname:hds_otype:lst_usecol:trgw_2_9_1_time:92,oname:hds_otype:lst_usecol:trgw_2_9_1_time:92,35.92132915,1.0,oname:hds_otype:lst_usecol:trgw_2_9_1,hds,lst,92,trgw
oname:sfr.csv_otype:lst_usecol:gage_1_time:1,oname:sfr.csv_otype:lst_usecol:gage_1_time:1,1816.496007769975,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,1,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:122,oname:sfr.csv_otype:lst_usecol:gage_1_time:122,3861.399027988824,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,122,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:153,oname:sfr.csv_otype:lst_usecol:gage_1_time:153,4078.284305094101,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,153,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:183,oname:sfr.csv_otype:lst_usecol:gage_1_time:183,3949.037099176812,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,183,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:214,oname:sfr.csv_otype:lst_usecol:gage_1_time:214,3493.76458350014,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,214,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:245,oname:sfr.csv_otype:lst_usecol:gage_1_time:245,2851.313235948001,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,245,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:275,oname:sfr.csv_otype:lst_usecol:gage_1_time:275,2205.700712613387,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,275,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:306,oname:sfr.csv_otype:lst_usecol:gage_1_time:306,1699.56427867582,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,306,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:32,oname:sfr.csv_otype:lst_usecol:gage_1_time:32,2200.929973981442,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,32,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:336,oname:sfr.csv_otype:lst_usecol:gage_1_time:336,1486.218609961923,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,336,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:367,oname:sfr.csv_otype:lst_usecol:gage_1_time:367,1613.698187392912,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,367,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:398,oname:sfr.csv_otype:lst_usecol:gage_1_time:398,2042.361294718659,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,398,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:426,oname:sfr.csv_otype:lst_usecol:gage_1_time:426,2616.31262888507,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,426,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:457,oname:sfr.csv_otype:lst_usecol:gage_1_time:457,3278.562840404808,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,457,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:487,oname:sfr.csv_otype:lst_usecol:gage_1_time:487,3776.705398229161,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,487,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:518,oname:sfr.csv_otype:lst_usecol:gage_1_time:518,4003.280235208877,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,518,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:548,oname:sfr.csv_otype:lst_usecol:gage_1_time:548,3884.292361909281,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,548,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:579,oname:sfr.csv_otype:lst_usecol:gage_1_time:579,3443.39328592218,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,579,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:61,oname:sfr.csv_otype:lst_usecol:gage_1_time:61,2752.719132582363,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,61,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:610,oname:sfr.csv_otype:lst_usecol:gage_1_time:610,2814.405686500751,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,610,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:640,oname:sfr.csv_otype:lst_usecol:gage_1_time:640,2182.610102192732,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,640,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:671,oname:sfr.csv_otype:lst_usecol:gage_1_time:671,1689.348154526076,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,671,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:701,oname:sfr.csv_otype:lst_usecol:gage_1_time:701,1484.212968463238,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,701,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:732,oname:sfr.csv_otype:lst_usecol:gage_1_time:732,1761.822891016682,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,732,gage
oname:sfr.csv_otype:lst_usecol:gage_1_time:92,oname:sfr.csv_otype:lst_usecol:gage_1_time:92,3385.493582725173,1.0,oname:sfr.csv_otype:lst_usecol:gage_1,sfr.csv,lst,92,gage
oname:sfr.csv_otype:lst_usecol:headwater_time:1,oname:sfr.csv_otype:lst_usecol:headwater_time:1,-1015.320913144039,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,1,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:122,oname:sfr.csv_otype:lst_usecol:headwater_time:122,-2198.764123021579,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,122,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:153,oname:sfr.csv_otype:lst_usecol:headwater_time:153,-2358.272025656634,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,153,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:183,oname:sfr.csv_otype:lst_usecol:headwater_time:183,-2315.576656479016,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,183,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:214,oname:sfr.csv_otype:lst_usecol:headwater_time:214,-2075.497365608828,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,214,headwater
oname:sfr.csv_otype:lst_usecol:headwater_time:245,oname:sfr.csv_otype:lst_usecol:headwater_time:245,-1709.781154950835,1.0,oname:sfr.csv_otype:lst_usecol:headwater,sfr.csv,lst,245,headwater
