,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,38.757571263397,54.0065934362852,71.0991020471829,87.6067247246322,102.94545059729,116.839019359094,129.356748076629,141.935232323584,152.284367479623,161.648778103598,170.097216109404,178.323257036622,185.410236054184,191.902971747213,197.870102516783,203.370189833486,208.527436752549,213.237757419708,217.638052000962,221.740468678783,225.554790930184,229.124945341312,232.468700418848,235.608362550611,238.560571347713,241.346862895103,243.975587641877,246.457637153202,248.781988068986,251.454615161109,253.634737403457,255.70000318976,257.673397726913,259.564681579212,261.387125914262,263.169065159748,264.53644795294,266.011837408119,267.547211565808,268.906636844078
1,28.2462318985613,40.0002097506698,55.2587627654997,71.3342897665983,86.4080821628749,100.239527184795,112.960268671503,125.31034977471,136.15006007619,145.804533500757,154.601400541712,163.086091512659,170.476480229829,177.265100131945,183.518006942152,189.349568774695,194.699603577086,199.66020448311,204.322690948387,208.637950742495,212.666239142378,216.44436930643,219.986990418355,223.316382390915,226.449574281375,229.413404388227,232.207951642749,234.843298770074,237.348710448463,240.141121712529,242.468021423315,244.671071176447,246.78419150884,248.818028552271,250.805189977691,252.35201679862,253.765685890963,255.549700278089,257.218585155381,258.747689783484
2,21.267881865146,28.9020845636337,42.0642232405723,56.843977172441,71.3333068316518,85.0394572254567,97.7444059323307,109.364657755602,120.765374497278,130.877965114487,139.90440813253,148.181736429744,156.211363984947,163.245944816588,169.809961794744,175.82651856217,181.407273035773,186.591525056142,191.462489887112,195.982778194806,200.216161206401,204.183973815363,207.908789362499,211.412680712253,214.720696683762,217.840201052584,220.787448757029,223.562095873457,226.585913303443,229.121189168465,231.581912034602,233.883211188385,236.182672585449,238.385617139733,240.135778273889,241.972113962274,243.760230993969,245.591034923573,247.257774936289,248.902130178692
3,22.131379673756,20.5031727484233,30.9966186846178,44.2547931851794,57.9113922972986,71.1869684352799,83.6558317231547,95.2753184795812,106.001293378867,116.561274866156,125.980635556158,134.450104625825,142.248474343395,149.851552209986,156.617194533619,162.833997757462,168.612091423797,173.98573349092,179.057313224044,183.749720454326,188.159308059695,192.296935066609,196.185656577554,199.847240839014,203.310896309582,206.577843630515,209.6629743486,212.557185119266,215.376975959354,218.420507302548,221.006433622416,223.425970355881,225.940997199963,227.948140371959,229.683348567843,231.887098762962,233.881183473997,235.692991352663,237.501460731914,239.208257052552
4,46.9968726113416,14.9296831964811,22.2729927426778,33.3203295270884,46.0441429805545,58.6589165406614,70.7738345824798,82.2267754613859,92.9069253355664,103.391714174737,112.623793903889,121.413768023071,129.347880054983,137.121297757081,143.980867957957,150.359410655622,156.301078028486,161.857116544345,167.086461121129,171.947785221775,176.512515253668,180.801080021058,184.836380442857,188.639996345774,192.245323554843,195.64434181237,198.853222719388,202.237098379709,204.799138577158,207.995511969945,210.688775583715,213.218254602208,215.518107950927,217.797523419642,219.958455624809,222.095767272768,224.138323703211,226.083737845916,227.945853666905,229.75283637307
5,79.2604049336484,11.8334959516587,15.3622522663844,24.4762210645308,35.6541388384307,47.4061524531751,59.0428960114089,70.199711819978,80.7283923264365,90.5816543138714,100.303901455882,108.900146012152,117.127451601269,124.651225667612,131.936152474765,138.443321650965,144.518470010451,150.215964038933,155.549883429151,160.548184226261,165.246295437718,169.666270353827,173.830414535068,177.771034620073,181.490706595054,185.006887172013,188.33717050496,191.507560175554,194.915546290178,197.849307551472,200.66136691921,203.295941693863,205.474314732408,208.016070728836,210.303645852771,212.520566937013,214.610538665558,216.64048776986,218.614598922068,220.477441664181
6,118.934121616057,20.2356348169528,10.8301153028785,17.2790687290823,26.6674704390307,37.4897772252378,48.4509972085017,59.1834998640433,69.4574273339362,79.1704302828951,88.2926526184079,97.3332628568709,105.359078093641,113.14016146601,120.17234986518,127.059171270784,133.235601398466,139.05874042246,144.484315874704,149.598653999953,154.410680717806,158.943952950271,163.220495498439,167.275481730204,171.103542193946,174.722966558425,178.138400873466,181.415348153601,184.940432707825,187.963087913431,190.912351892143,193.662515416618,195.998798790073,198.443447592864,200.841116327647,203.111954703549,205.328604574482,207.442918490687,209.464063400064,211.414243965838
7,166.546920735529,46.276928944923,8.27230642701724,11.7012737960803,19.3746989630752,28.8609267095649,38.9888245723046,49.1705923053393,59.0846032316793,68.5718665613491,77.5623036234812,86.036826539016,94.5210524476161,102.039701257594,109.298173000526,116.202755130583,122.449306136829,128.355838762649,133.865706709233,139.070286873744,143.976003218555,148.604541635005,152.976809644417,157.13025413568,161.051445891721,164.760189809693,168.261973607987,172.015134899502,175.280590572264,178.421556790359,181.295322599391,183.987473967028,186.637242258001,189.184933230173,191.658694949649,194.007359950844,196.273147246612,198.454526781024,200.552916238365,202.569495868058
8,220.935311713308,77.752652384001,9.7337000480932,8.02480864589584,13.5094846382678,21.4496334254131,30.6454208797146,40.1509933217303,49.6043941532078,58.7818839515227,67.5700019623439,75.9179553899501,84.258830718676,91.7469479634161,98.8031952413516,105.636402060417,112.156270419273,118.103826564355,123.685840097948,128.959688298663,133.939000662648,138.644516496335,143.108331356883,147.331224849904,151.330653575638,155.118850590621,159.052153344653,162.553003390967,165.957082498076,168.926420795911,172.147655113278,174.720708433539,177.52303122451,180.169067842404,182.695320385122,185.1130306761,187.464173025468,189.705863088567,191.871216024676,193.956356793742
9,284.526467369317,112.925116103169,25.347753348652,6.02768944802502,8.97855400545278,15.407372013247,23.4135770327835,32.113760203829,41.0047032848839,49.7926459997553,58.3085254376856,66.4724019180536,74.2988409734454,82.0428417910763,89.0589660134958,95.6903951590874,102.14307389538,108.312586066346,113.944232996531,119.265429776837,124.298878910927,129.063420923096,133.591091986684,137.878029821306,141.941177294373,145.793523689757,149.820931344456,153.405757967529,156.669032235692,159.769219358683,162.707109895254,165.884840427171,168.707375998691,171.393153668716,173.987334124153,176.493243259272,178.879815702839,181.18716883879,183.406939867935,185.544015906784
