,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119
0,1.0004047,1.0006617,1.0017065,1.002817,1.0038736,1.004876,1.0058459,1.0067645,1.0076352,1.0084612,1.0092452,1.0099878,1.010689,1.0113474,1.0119612,1.0125285,1.0130471,1.0135143,1.0139269,1.0142827,1.0145787,1.014813,1.0149828,1.0150862,1.0151204,1.0150969,1.0149996,1.014833,1.0145973,1.0142941,1.0139248,1.0134912,1.0129957,1.0124408,1.0118294,1.0111645,1.0104502,1.0096908,1.0088903,1.0080543,1.0071889,1.0063051,1.0054244,1.0044887,1.003533,1.0025659,1.0015938,1.000618,0.9996445,0.99867994,0.9977287,0.9967942,0.9958784,0.99498266,0.994108,0.9932567,0.99243015,0.9916305,0.9908592,0.990117,0.98940635,0.98872805,0.9880825,0.9874706,0.9868924,0.98634773,0.9858356,0.9853552,0.984905,0.9844836,0.9840892,0.9837201,0.983374,0.9830492,0.9827423,0.9824483,0.98216283,0.9818827,0.9816045,0.98132557,0.9810436,0.9807568,0.980462,0.9801569,0.9798411,0.9795112,0.9791532,0.97876686,0.97835225,0.9779099,0.97744054,0.97694564,0.9764283,0.9758924,0.9753436,0.9747887,0.9742362,0.97369546,0.9731769,0.97269166,0.9722479,0.9718428,0.97154784,0.97138214,0.9714131,0.97170377,0.97210115,0.97274745,0.9737062,0.975042,0.9768282,0.97914237,0.9820565,0.9856137,0.9897739,0.9942985,0.99931246,1.0035754,1.0030359,1.0010281
1,0.9977916,0.9962151,0.99538183,0.99502605,0.9950167,0.99518454,0.99553,0.9960039,0.99656904,0.9971945,0.9978566,0.9985357,0.9992177,0.9998919,1.0005499,1.0011865,1.0017961,1.0023752,1.0029209,1.0034308,1.0039029,1.0043356,1.004727,1.0050749,1.0053799,1.0056418,1.0058559,1.0060215,1.0061376,1.0062048,1.0062233,1.0061961,1.0061202,1.0059996,1.0058352,1.0056295,1.0053844,1.0051026,1.0047867,1.004439,1.0040628,1.0036594,1.0032278,1.0027553,1.0022769,1.0018001,1.0013398,1.0008155,1.0002983,0.99980277,0.9993075,0.99881536,0.998307,0.99778223,0.9972424,0.9966901,0.9961271,0.9955553,0.9949756,0.99438953,0.9937984,0.9932025,0.99260265,0.9919998,0.9913938,0.9907833,0.9901674,0.98954666,0.98892164,0.9882904,0.9876524,0.9870088,0.98636186,0.98571545,0.98506874,0.98440087,0.983715,0.983014,0.98230165,0.98158157,0.98086095,0.9801549,0.979446,0.97874385,0.97806937,0.9774748,0.97676,0.97606057,0.9753915,0.97476,0.97417337,0.9736401,0.9731687,0.9727699,0.97245276,0.97222674,0.9720995,0.97209024,0.9721767,0.97238934,0.97271967,0.97316784,0.97373563,0.97441,0.97518575,0.97599334,0.97687024,0.97779506,0.9787405,0.97968066,0.98059064,0.98143864,0.9821845,0.98277384,0.98313624,0.9831808,0.9829693,0.98295975,0.98427886,0.9840303
2,0.9990541,0.9974346,0.9964662,0.99585044,0.9954591,0.9952611,0.9952432,0.99534297,0.9955848,0.99592984,0.9963547,0.9968405,0.9973699,0.99792755,0.9985002,0.9990759,0.9996442,1.0001969,1.0007263,1.0012257,1.0016896,1.0021135,1.0024931,1.0028255,1.003108,1.00334,1.0035228,1.0036556,1.003738,1.0037717,1.0037581,1.0036973,1.0035919,1.0034437,1.0032547,1.0030266,1.0027621,1.002463,1.0021303,1.0017666,1.0013725,1.0009496,1.000499,1.0000206,0.9995174,0.99899215,0.9984465,0.9978792,0.9972931,0.99669164,0.99612856,0.9956789,0.9949308,0.99417377,0.9933962,0.9926016,0.9917928,0.9909736,0.99014646,0.989313,0.9884756,0.9876378,0.98680323,0.9859772,0.98516184,0.98434263,0.98352545,0.98272073,0.981949,0.98118776,0.98044306,0.9797247,0.9790497,0.97845435,0.97803634,0.977403,0.9767999,0.9762454,0.9757404,0.97528327,0.97486967,0.97448874,0.97416437,0.9738969,0.97368616,0.9735301,0.97341657,0.9733418,0.9733026,0.9732976,0.973317,0.97336227,0.97342324,0.9734964,0.97357494,0.9736522,0.97372097,0.97377443,0.97380406,0.97379816,0.9737523,0.97365165,0.97347516,0.9731698,0.9726035,0.9723174,0.97197443,0.9715351,0.9709797,0.9703007,0.9695498,0.9687044,0.96774125,0.9666414,0.9654069,0.96407133,0.96274877,0.9617072,0.9616359,0.9615561
3,1.0000186,0.9990905,0.99891824,0.9988338,0.99877244,0.9987802,0.99884415,0.9989663,0.99915284,0.9994022,0.9997074,1.0000588,1.0004451,1.0008534,1.0012704,1.001682,1.0020747,1.002434,1.0027472,1.0030023,1.0031884,1.003297,1.0033175,1.0032599,1.0031083,1.0028691,1.0025463,1.0021453,1.0016735,1.0011392,1.0005505,0.99991727,0.9992477,0.9985502,0.99783313,0.99710375,0.9963678,0.9956319,0.99490035,0.99417657,0.9934642,0.99276483,0.99208045,0.991412,0.9907596,0.9901236,0.98950595,0.98890823,0.98833203,0.9877794,0.98728967,0.9869196,0.9862064,0.9854707,0.9847687,0.9840971,0.98345315,0.9828355,0.98224103,0.98165536,0.98108125,0.9805338,0.9800019,0.9795116,0.9791416,0.97856605,0.97798306,0.97740203,0.9768098,0.9762339,0.9756772,0.97514194,0.974632,0.9741529,0.9737088,0.97328115,0.9728717,0.97248334,0.9721176,0.9717756,0.97145706,0.97116035,0.9708848,0.9706291,0.9703908,0.97016674,0.9699509,0.969738,0.9695209,0.969293,0.9690465,0.9687747,0.9684707,0.96812433,0.9677267,0.96727073,0.9667495,0.96615654,0.9654856,0.9647314,0.96388954,0.96295536,0.9619243,0.96080124,0.9596011,0.9583072,0.9569135,0.9553895,0.95364535,0.9514133,0.95002,0.9485617,0.9469724,0.94522244,0.94342023,0.94163084,0.9400553,0.9388983,0.9386645,0.93847305
4,0.99869287,0.99732774,0.9967426,0.99638873,0.9961341,0.99597627,0.9959659,0.9960642,0.99628174,0.9966186,0.9970683,0.9976177,0.99824923,0.99894077,0.999667,1.000398,1.0011035,1.0017527,1.0023168,1.0027688,1.0030897,1.0032679,1.0032706,1.0031515,1.0028694,1.0024437,1.0018879,1.0012164,1.0004447,0.99958897,0.9986663,0.9976932,0.9966851,0.9956563,0.99461985,0.9935869,0.9925679,0.9915708,0.9906022,0.9896679,0.988772,0.9879174,0.98710555,0.9863384,0.98561627,0.98493904,0.98431057,0.98375136,0.9832652,0.98265046,0.98205334,0.9815042,0.98097634,0.9804688,0.9799765,0.97949976,0.9790475,0.9786505,0.9783405,0.97788584,0.9774111,0.9769107,0.9764049,0.9758956,0.9753819,0.9748461,0.9742865,0.9737032,0.97309655,0.97246855,0.9718223,0.9711604,0.9704858,0.96980214,0.96911216,0.9684176,0.96772057,0.9670235,0.9663284,0.96563804,0.9649543,0.9642787,0.96361166,0.96295375,0.96230376,0.96166027,0.96102065,0.9603804,0.95973396,0.95907426,0.95839334,0.9576819,0.9569298,0.9561258,0.95525813,0.954315,0.95328474,0.95215636,0.95092016,0.94956744,0.94809216,0.94648993,0.94475925,0.9429027,0.94092554,0.9388348,0.9366381,0.934343,0.93195623,0.9294931,0.9270401,0.92461145,0.9222138,0.91985846,0.9173676,0.9144569,0.9132054,0.9124852,0.9129225,0.91289055
5,0.9976369,0.9955495,0.99428594,0.9933607,0.9926081,0.99204564,0.99170107,0.99160784,0.99177516,0.9921966,0.99286073,0.9937489,0.99482524,0.99604136,0.99733675,0.9986434,0.9998927,1.0010209,1.0019745,1.0027161,1.0032203,1.0034857,1.0035044,1.0033488,1.0029751,1.0024323,1.0017501,1.0009562,1.0000772,0.9991361,0.998153,0.9971448,0.996126,0.99510664,0.9940952,0.99309796,0.99211884,0.99116045,0.99022454,0.9893127,0.98842496,0.9875608,0.986721,0.98590726,0.98512495,0.9843402,0.9835419,0.9827354,0.98195773,0.9812034,0.9804655,0.9797681,0.9790895,0.9784626,0.9777755,0.97708297,0.9763839,0.97566587,0.9749526,0.9742324,0.97350127,0.9727566,0.9719977,0.97122353,0.970433,0.9696233,0.96879256,0.9679381,0.96705765,0.96615016,0.96521544,0.9642526,0.9632618,0.9622436,0.96119994,0.96013206,0.9590419,0.9579326,0.95680714,0.95566875,0.9545223,0.95337135,0.95222026,0.9510735,0.9499346,0.9488072,0.94769317,0.9465941,0.94550914,0.94443643,0.9433713,0.942307,0.9412342,0.9401407,0.9390114,0.9378293,0.93657434,0.9352257,0.9337616,0.93215984,0.9303988,0.9284607,0.9263306,0.92399967,0.92146474,0.91873085,0.915812,0.9127324,0.9095254,0.90623254,0.9029043,0.8995913,0.8963397,0.8931893,0.8901644,0.88729876,0.8847287,0.88247776,0.88373053,0.8839316
6,0.9973937,0.9946148,0.9926916,0.9910832,0.9896927,0.98856765,0.9877636,0.9873253,0.98735225,0.9877677,0.9886107,0.98985404,0.99142903,0.9932243,0.99509156,0.9968807,0.9984493,0.9996792,1.0005081,1.0009214,1.0009265,1.0006887,1.000156,0.9994418,0.99861205,0.99772054,0.9968107,0.99591434,0.99505323,0.9942413,0.993485,0.9927843,0.9921359,0.9915323,0.9909641,0.99041975,0.98988724,0.9893564,0.9888206,0.98827434,0.98771054,0.98710316,0.98646873,0.98579955,0.9849601,0.9841253,0.9832664,0.9823901,0.9815491,0.98077023,0.97980314,0.9787583,0.97767925,0.9765731,0.9754378,0.97427565,0.973089,0.9718804,0.9706532,0.9694104,0.96815413,0.9668858,0.9656069,0.9643185,0.96302134,0.96171486,0.9603989,0.9590723,0.9577336,0.9563813,0.9550131,0.9536269,0.95222104,0.9507928,0.9493407,0.94786316,0.94635904,0.94482756,0.9432696,0.9416856,0.94007796,0.93844974,0.9368053,0.93514997,0.93349,0.931833,0.93018734,0.928561,0.9269629,0.92540073,0.9238811,0.9224091,0.9209868,0.9196119,0.9182792,0.9169763,0.9156862,0.9143842,0.91304,0.9116151,0.9100668,0.9083467,0.9064045,0.9041914,0.9016649,0.89879495,0.8955741,0.8920295,0.888222,0.8842302,0.88013893,0.8760327,0.8719873,0.86806464,0.8643037,0.86069256,0.8570966,0.85304505,0.8473484,0.8485195
7,0.9984458,0.9951659,0.9927872,0.9907861,0.9890083,0.9875001,0.9863422,0.98562485,0.9854327,0.9856963,0.98659354,0.988077,0.99004185,0.99225044,0.994342,0.99610955,0.997276,0.9975998,0.9972219,0.9962385,0.99490815,0.993427,0.99193436,0.9905283,0.98926914,0.9881847,0.9872833,0.9865608,0.9860001,0.9855753,0.985258,0.98501885,0.98482585,0.98465127,0.98447174,0.98426294,0.9839747,0.9836156,0.9832168,0.98277885,0.98238087,0.98151386,0.98058075,0.97968984,0.9788641,0.9783004,0.97727627,0.97615355,0.9749345,0.97366863,0.97235113,0.97098315,0.96957004,0.9681174,0.96663,0.9651119,0.9635665,0.9619978,0.9604089,0.9588019,0.9571788,0.9555416,0.95389175,0.9522299,0.9505565,0.94887173,0.947175,0.94546556,0.94374233,0.94200337,0.94024664,0.9384701,0.93667096,0.93484575,0.93299156,0.9311049,0.92918247,0.9272207,0.9252166,0.923167,0.9210701,0.9189244,0.91673005,0.91448784,0.91220105,0.909875,0.90751696,0.9051371,0.90274835,0.9003655,0.89800674,0.8956926,0.89344436,0.8912845,0.8892346,0.88731384,0.8855374,0.8839138,0.88244104,0.88110566,0.8798766,0.878702,0.8775008,0.87616116,0.87455463,0.8725349,0.8699677,0.8668815,0.8634493,0.85982674,0.8561307,0.8524367,0.84879106,0.84521675,0.84172577,0.8383307,0.8350674,0.83205706,0.8297081,0.8295838
8,1.0015972,0.998531,0.9965168,0.9949244,0.993513,0.9923126,0.99138886,0.9907566,0.9904295,0.9904144,0.9907316,0.99166095,0.9928528,0.99376905,0.9940857,0.9943516,0.9938978,0.9917925,0.9891575,0.9866093,0.9844117,0.98264074,0.98128504,0.9802884,0.979565,0.97898084,0.9785155,0.9781662,0.97782904,0.9774611,0.97704333,0.97657937,0.97600114,0.97532624,0.97459877,0.9739208,0.9725769,0.9712397,0.9699899,0.9690121,0.96871775,0.9675361,0.96625066,0.9648975,0.9635265,0.96214896,0.9607319,0.9592686,0.95775604,0.95619464,0.95458287,0.9529211,0.95120865,0.9494453,0.94763094,0.9457657,0.94385076,0.94188726,0.9398766,0.93782043,0.9357203,0.9335788,0.93139774,0.92918,0.9269274,0.9246421,0.9223276,0.9199852,0.9176174,0.91522634,0.91281354,0.9103808,0.9079288,0.9054584,0.9029702,0.9004638,0.8979392,0.8953947,0.8928287,0.8902394,0.88762397,0.88497937,0.88230145,0.8795868,0.8768318,0.8740337,0.8711901,0.86829984,0.8653642,0.8623878,0.8593785,0.85634965,0.8533201,0.85031617,0.84737283,0.8445338,0.84185266,0.8393938,0.8372304,0.83544296,0.834115,0.83332187,0.8330721,0.8332054,0.83365417,0.8340981,0.833536,0.83227956,0.83111155,0.83032733,0.82992315,0.82970196,0.8294317,0.8288566,0.8277611,0.8259826,0.82348186,0.8204422,0.8175032,0.8162905
9,1.0074611,1.005946,1.0054867,1.0054361,1.0055653,1.0060278,1.0066942,1.0073256,1.0074668,1.007098,1.0061221,1.003559,0.9988043,0.99074787,0.9787474,0.9798494,0.97797316,0.97679657,0.97620124,0.9757948,0.9753422,0.9747253,0.97389936,0.972884,0.9717936,0.96941584,0.9673781,0.9663523,0.964492,0.96252203,0.9605088,0.9584545,0.9564365,0.9544548,0.95249957,0.9505476,0.9485112,0.9464583,0.94441825,0.9424233,0.9404977,0.9385718,0.9366337,0.9346801,0.9327125,0.93073076,0.9287328,0.92671555,0.92467487,0.9226083,0.9205122,0.9183834,0.9162193,0.91401637,0.9117728,0.9094856,0.90715283,0.9047727,0.90234363,0.8998636,0.89733255,0.89474964,0.8921149,0.88942873,0.886691,0.88390356,0.88106716,0.8781835,0.8752548,0.87228316,0.8692715,0.866222,0.8631374,0.8600211,0.8568758,0.8537047,0.85051066,0.8472966,0.84406585,0.8408211,0.837564,0.83429754,0.831023,0.8277413,0.82445395,0.8211608,0.8178616,0.8145553,0.8112405,0.80791605,0.8045813,0.8012357,0.79788285,0.7945303,0.7911935,0.78790003,0.78469604,0.7816553,0.7788904,0.7765678,0.7749253,0.77428615,0.7748799,0.77721167,0.78116155,0.7870308,0.7873705,0.7915947,0.7976845,0.8036712,0.8085168,0.8118019,0.8135159,0.8134215,0.8122207,0.8099561,0.8068256,0.8031159,0.7994016,0.79723406
