iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,base
0,50,8.6067e+07,1.16239e+08,9.51327e+06,5.30002e+08,6.52509e+07,3.41056e+08,8.1858e+07,3.18815e+08,2.27745e+07,7.62311e+07,9.93387e+07,2.12716e+07,1.91375e+07,3.98437e+07,2.16688e+08,1.6191e+07,3.21283e+07,8.4701e+07,8.20219e+07,6.52271e+07,3.33164e+07,1.66211e+08,8.02849e+07,2.19409e+07,4.86161e+07,3.79931e+07,2.758e+07,9.94481e+06,3.95785e+07,5.30002e+08,2.01677e+07,1.96286e+08,2.55973e+07,2.9433e+07,3.46024e+07,4.18681e+08,2.56372e+07,2.95941e+07,6.77885e+07,2.65474e+07,6.68371e+07,2.47023e+07,4.29845e+07,2.6822e+07,5.10706e+07,3.59252e+07,3.87669e+08,4.83775e+07,7.77443e+07,1.89509e+07,2.25047e+07,1.45511e+07,2.336e+07,9.51327e+06
