time,ICF1
1.000000000000,244.6925919376236
1.083333333333,245.0130321075935
1.166666666667,245.3812530553031
1.250000000000,245.7970687224166
1.333333333333,246.2603033280865
1.416666666667,246.7707498960139
1.500000000000,247.3281707591279
1.583333333333,247.9323344617198
1.666666666667,248.5830541173847
1.750000000000,249.2801865041870
1.833333333333,250.0235909291224
1.916666666667,250.8130864816810
2.000000000000,251.6484498559508
2.083333333333,252.6772330561683
2.166666666667,253.7508296885313
2.250000000000,254.8691028382422
2.333333333333,256.0319264385956
2.416666666667,257.2391406476131
2.500000000000,258.4905428403698
2.583333333333,259.7859198058853
2.666666666667,261.1250944765487
2.750000000000,262.5079407015514
2.833333333333,263.9343508948496
2.916666666667,265.4041848056260
3.000000000000,266.9172520201689
3.083333333333,268.6733144786489
3.166666666667,270.3972741291677
3.250000000000,272.0892723695202
3.333333333333,273.7494743232113
3.416666666667,275.3780192979285
3.500000000000,276.9749962856279
3.583333333333,278.5404676848101
3.666666666667,280.0745198256137
3.750000000000,281.5772937467440
3.833333333333,283.0489629931118
3.916666666667,284.4896790015146
4.000000000000,285.8995370047726
4.083333333333,287.3442081937285
4.166666666667,288.7702661833312
4.250000000000,290.1777936683946
4.333333333333,291.5669107841301
4.416666666667,292.9377254669870
4.500000000000,294.2902935964511
4.583333333333,295.6246312600784
4.666666666667,296.9407641709146
4.750000000000,298.2387720493428
4.833333333333,299.5187806799638
4.916666666667,300.7809092711878
5.000000000000,302.0252225683975
5.083333333333,303.2517356622771
5.166666666667,304.4604639929570
5.250000000000,305.6514723813239
5.333333333333,306.8248749231911
5.416666666667,307.9807896166677
5.500000000000,309.1192873514725
5.583333333333,310.2403881765361
5.666666666667,311.3441051796709
5.750000000000,312.4304982952340
5.833333333333,313.4996843833391
5.916666666667,314.5517924510397
6.000000000000,315.5869047164164
6.083333333333,316.6369573832488
6.166666666667,317.6740498653954
6.250000000000,318.6982116829403
6.333333333333,319.7095299412127
6.416666666667,320.7081132674990
6.500000000000,321.6940328351108
6.583333333333,322.6673016466382
6.666666666667,323.6279083643252
6.750000000000,324.5758771153712
6.833333333333,325.5112953281518
6.916666666667,326.4342808793875
7.000000000000,327.3449175767430
7.083333333333,328.2432239708546
7.166666666667,329.1291832189498
7.250000000000,330.0028055580738
7.333333333333,330.8641628670135
7.416666666667,331.7133640218966
7.500000000000,332.5504955912653
7.583333333333,333.3755831580837
7.666666666667,334.1886128571006
7.750000000000,334.9895901918813
7.833333333333,335.7785847859290
7.916666666667,336.5557124291706
8.000000000000,337.3210723458018
8.083333333333,338.0746988931169
8.166666666667,338.8165761664268
8.250000000000,339.5466977123957
8.333333333333,340.2651165432069
8.416666666667,340.9719359339507
8.500000000000,341.6672545711829
8.583333333333,342.3511140358016
8.666666666667,343.0235037389897
8.750000000000,343.6844145651090
8.833333333333,344.3338947683719
8.916666666667,344.9720516381752
9.000000000000,345.5989957192070
9.083333333333,346.0028825041138
9.166666666667,346.3923859317573
9.250000000000,346.7675002771489
9.333333333333,347.1282711559750
9.416666666667,347.4748045164685
9.500000000000,347.8072209846035
9.583333333333,348.1255938013038
9.666666666667,348.4299352702400
9.750000000000,348.7202398255722
9.833333333333,348.9965476667351
9.916666666667,349.2589657246008
10.00000000000,349.5076248850496
10.08333333333,349.7426112494364
10.16666666667,349.9639420302346
10.25000000000,350.1716046677629
10.33333333333,350.3656240472424
10.41666666667,350.5460903006990
10.50000000000,350.7131256646788
10.58333333333,350.8668197290150
10.66666666667,351.0071973249603
10.75000000000,351.1342486503839
10.83333333333,351.2479933773902
10.91666666667,351.3485200166246
11.00000000000,351.4359582807857
11.08333333333,351.2469959365207
11.16666666667,351.0579446705074
