,0
0,0.0
1,0.82
2,1.64
3,2.46
4,3.28
5,4.1
6,4.92
7,5.74
8,6.56
9,7.38
10,8.2
11,9.02
12,9.84
13,10.0
14,10.66
15,11.48
16,12.3
17,13.12
18,13.94
19,14.76
20,15.58
21,16.4
22,17.22
23,18.04
24,18.86
25,19.68
26,20.5
27,21.32
28,22.14
29,22.96
30,23.78
31,24.6
32,25.42
33,26.24
34,27.06
35,27.88
36,28.7
37,29.52
38,30.34
39,31.16
40,31.98
41,32.0
42,32.8
43,33.62
44,34.44
45,35.26
46,36.08
47,36.9
48,37.72
49,38.54
50,39.36
51,40.18
52,41.0
53,41.82
54,42.64
55,43.46
56,44.28
57,45.1
58,45.92
59,46.74
60,47.56
61,48.38
62,49.2
63,50.02
64,50.84
65,51.66
66,52.48
67,53.3
68,54.12
69,54.94
70,55.76
71,56.58
72,57.4
73,58.22
74,59.04
75,59.86
76,60.68
77,61.5
78,62.32
79,63.14
80,63.96
81,64.78
82,65.6
83,66.42
84,67.24
85,68.06
86,68.88
87,69.7
88,70.52
89,71.34
90,72.16
91,72.98
92,73.8
93,74.62
94,75.44
95,76.26
96,77.08
97,77.9
98,78.72
99,79.54
100,80.36
101,81.18
102,82.0
