time,site,value
3870.5,TRGW-0-26-6,37.408304417627456
3871.5,TRGW-0-26-6,37.36630143285072
3872.5,TRGW-0-26-6,37.46307364962325
3873.5,TRGW-0-26-6,37.32364580761229
3874.5,TRGW-0-26-6,37.11802746754413
3875.5,TRGW-0-26-6,37.17869159861981
3876.5,TRGW-0-26-6,37.17223335282194
3877.5,TRGW-0-26-6,37.27212234771669
3878.5,TRGW-0-26-6,37.289806849875234
3879.5,TRGW-0-26-6,37.27469250871842
3880.5,TRGW-0-26-6,37.27474261290113
3881.5,TRGW-0-26-6,37.37925997134071
3882.5,TRGW-0-26-6,37.19517567556201
3883.5,TRGW-0-26-6,37.21868071729345
3884.5,TRGW-0-26-6,37.40272954323912
3885.5,TRGW-0-26-6,37.36395204550901
3886.5,TRGW-0-26-6,37.22647416429422
3887.5,TRGW-0-26-6,37.32704006037518
3888.5,TRGW-0-26-6,37.16750933688713
3889.5,TRGW-0-26-6,37.195829038854704
3890.5,TRGW-0-26-6,37.379722467510526
3891.5,TRGW-0-26-6,37.11329837486719
3892.5,TRGW-0-26-6,37.091800274975526
3893.5,TRGW-0-26-6,37.1379850130538
3894.5,TRGW-0-26-6,37.157791845292216
3895.5,TRGW-0-26-6,37.27108425678053
3896.5,TRGW-0-26-6,37.3841752482981
3897.5,TRGW-0-26-6,37.16638373522981
3898.5,TRGW-0-26-6,37.1127462674764
3899.5,TRGW-0-26-6,37.15201822473243
3900.5,TRGW-0-26-6,37.077774528703706
3901.5,TRGW-0-26-6,37.23615216385788
3902.5,TRGW-0-26-6,37.33071046249394
3903.5,TRGW-0-26-6,37.16951051884387
3904.5,TRGW-0-26-6,37.026149267378365
3905.5,TRGW-0-26-6,37.27058322969612
3906.5,TRGW-0-26-6,37.14120524711949
3907.5,TRGW-0-26-6,37.32792918993594
3908.5,TRGW-0-26-6,37.095180510045125
3909.5,TRGW-0-26-6,37.04004337305348
3910.5,TRGW-0-26-6,37.015494447412976
3911.5,TRGW-0-26-6,37.09799741691203
3912.5,TRGW-0-26-6,37.00712171252684
3913.5,TRGW-0-26-6,37.05112699302422
3914.5,TRGW-0-26-6,37.02180397537937
3915.5,TRGW-0-26-6,37.22308424544865
3916.5,TRGW-0-26-6,37.04265865329912
3917.5,TRGW-0-26-6,37.04337493100055
3918.5,TRGW-0-26-6,37.16613467758806
3919.5,TRGW-0-26-6,37.08461372424725
3920.5,TRGW-0-26-6,37.01566920915116
3921.5,TRGW-0-26-6,36.891926287813575
3922.5,TRGW-0-26-6,37.050137510466925
3923.5,TRGW-0-26-6,36.92970612408359
3924.5,TRGW-0-26-6,36.91692317905722
3925.5,TRGW-0-26-6,36.95813316074702
3926.5,TRGW-0-26-6,36.92734383773918
3927.5,TRGW-0-26-6,37.00525729539898
3928.5,TRGW-0-26-6,37.02169017267549
3929.5,TRGW-0-26-6,36.9573766052499
3930.5,TRGW-0-26-6,36.84175567588343
3931.5,TRGW-0-26-6,36.80785612400441
3932.5,TRGW-0-26-6,36.88248085636012
3933.5,TRGW-0-26-6,36.939066569878925
3934.5,TRGW-0-26-6,36.868225711374336
3935.5,TRGW-0-26-6,36.85036752170739
3936.5,TRGW-0-26-6,36.78396048855545
3937.5,TRGW-0-26-6,36.83365146423635
3938.5,TRGW-0-26-6,36.805614824973695
3939.5,TRGW-0-26-6,36.77858897832729
3940.5,TRGW-0-26-6,36.91346100855558
3941.5,TRGW-0-26-6,36.69577925126219
3942.5,TRGW-0-26-6,36.62972248772924
3943.5,TRGW-0-26-6,36.78043136361004
3944.5,TRGW-0-26-6,36.736375908995335
3945.5,TRGW-0-26-6,36.84614238791329
3946.5,TRGW-0-26-6,36.803910775586246
3947.5,TRGW-0-26-6,36.66353077229744
3948.5,TRGW-0-26-6,36.82568915534854
3949.5,TRGW-0-26-6,36.73348859809577
3950.5,TRGW-0-26-6,36.77266297287333
3951.5,TRGW-0-26-6,36.73853846254959
3952.5,TRGW-0-26-6,36.72248093789796
3953.5,TRGW-0-26-6,36.622990479298046
3954.5,TRGW-0-26-6,36.72094138075815
3955.5,TRGW-0-26-6,36.54499305981363
3956.5,TRGW-0-26-6,36.56543098774549
3957.5,TRGW-0-26-6,36.7161382525789
3958.5,TRGW-0-26-6,36.62024793044978
3959.5,TRGW-0-26-6,36.6105085607879
3960.5,TRGW-0-26-6,36.46659151553983
3961.5,TRGW-0-26-6,36.45118316638332
3962.5,TRGW-0-26-6,36.47955700091003
3963.5,TRGW-0-26-6,36.62697416988852
3964.5,TRGW-0-26-6,36.64468571052703
3965.5,TRGW-0-26-6,36.574051224756765
3966.5,TRGW-0-26-6,36.45394942675957
3967.5,TRGW-0-26-6,36.4784459032155
3968.5,TRGW-0-26-6,36.59096251694304
3969.5,TRGW-0-26-6,36.46459321435245
3970.5,TRGW-0-26-6,36.40183621490047
3971.5,TRGW-0-26-6,36.53719331657781
3972.5,TRGW-0-26-6,36.54923637179316
3973.5,TRGW-0-26-6,36.48415716324069
3974.5,TRGW-0-26-6,36.39052536804843
3975.5,TRGW-0-26-6,36.39181497751052
3976.5,TRGW-0-26-6,36.38954221259365
3977.5,TRGW-0-26-6,36.35514257144396
3978.5,TRGW-0-26-6,36.394336621752494
3979.5,TRGW-0-26-6,36.52663689399021
3980.5,TRGW-0-26-6,36.65332604896396
3981.5,TRGW-0-26-6,36.424712220520064
3982.5,TRGW-0-26-6,36.364858294036
3983.5,TRGW-0-26-6,36.36985574923166
3984.5,TRGW-0-26-6,36.38360722399821
3985.5,TRGW-0-26-6,36.64650888353161
3986.5,TRGW-0-26-6,36.27909898855754
3987.5,TRGW-0-26-6,36.30343758485471
3988.5,TRGW-0-26-6,36.3501187955213
3989.5,TRGW-0-26-6,36.490370592147165
3990.5,TRGW-0-26-6,36.287590669606175
3991.5,TRGW-0-26-6,36.29610453308106
3992.5,TRGW-0-26-6,36.36169199588041
3993.5,TRGW-0-26-6,36.272133633135255
3994.5,TRGW-0-26-6,36.24954893138708
3995.5,TRGW-0-26-6,36.25373120500329
3996.5,TRGW-0-26-6,36.44642180577016
3997.5,TRGW-0-26-6,36.15917319949912
3998.5,TRGW-0-26-6,36.30999810147191
3999.5,TRGW-0-26-6,36.26190171722028
4000.5,TRGW-0-26-6,36.252153807792965
4001.5,TRGW-0-26-6,36.25544968410585
4002.5,TRGW-0-26-6,36.1456551337746
4003.5,TRGW-0-26-6,36.18871204995608
4004.5,TRGW-0-26-6,36.33958557917782
4005.5,TRGW-0-26-6,36.358174080361714
4006.5,TRGW-0-26-6,36.2724724696695
4007.5,TRGW-0-26-6,36.27312277661328
4008.5,TRGW-0-26-6,36.08034040169483
4009.5,TRGW-0-26-6,36.44195033859594
4010.5,TRGW-0-26-6,36.23494103462555
4011.5,TRGW-0-26-6,36.206123746218935
4012.5,TRGW-0-26-6,36.11357495805986
4013.5,TRGW-0-26-6,36.213389887873845
4014.5,TRGW-0-26-6,36.26891961332261
4015.5,TRGW-0-26-6,36.2495169431626
4016.5,TRGW-0-26-6,36.17580704241625
4017.5,TRGW-0-26-6,36.07862666987407
4018.5,TRGW-0-26-6,36.17762383385429
4019.5,TRGW-0-26-6,36.19300417786992
4020.5,TRGW-0-26-6,36.064782729996296
4021.5,TRGW-0-26-6,36.19322902865868
4022.5,TRGW-0-26-6,36.04711497419322
4023.5,TRGW-0-26-6,36.184512143701184
4024.5,TRGW-0-26-6,36.0474377622951
4025.5,TRGW-0-26-6,36.13643483368645
4026.5,TRGW-0-26-6,36.03879246494267
4027.5,TRGW-0-26-6,35.98175528912575
4028.5,TRGW-0-26-6,36.31190118236186
4029.5,TRGW-0-26-6,36.07398457741031
4030.5,TRGW-0-26-6,36.10132228066803
4031.5,TRGW-0-26-6,36.09968449810041
4032.5,TRGW-0-26-6,36.008332320147744
4033.5,TRGW-0-26-6,36.05936142613769
4034.5,TRGW-0-26-6,35.88567862230806
4035.5,TRGW-0-26-6,36.07558428369582
4036.5,TRGW-0-26-6,36.097725872236246
4037.5,TRGW-0-26-6,36.19656237931496
4038.5,TRGW-0-26-6,35.96799331992661
4039.5,TRGW-0-26-6,36.07870356972158
4040.5,TRGW-0-26-6,36.1434700529968
4041.5,TRGW-0-26-6,35.86482984543649
4042.5,TRGW-0-26-6,36.01069871580395
4043.5,TRGW-0-26-6,36.16040146271772
4044.5,TRGW-0-26-6,36.208406169933546
4045.5,TRGW-0-26-6,35.993404177223915
4046.5,TRGW-0-26-6,36.15275404469565
4047.5,TRGW-0-26-6,36.056683153512736
4048.5,TRGW-0-26-6,36.07062716757071
4049.5,TRGW-0-26-6,36.040887573721335
4050.5,TRGW-0-26-6,36.03542365674858
4051.5,TRGW-0-26-6,35.86653952569142
4052.5,TRGW-0-26-6,36.18190663741807
4053.5,TRGW-0-26-6,35.946681195007635
4054.5,TRGW-0-26-6,36.03127252729709
4055.5,TRGW-0-26-6,36.15918333483796
4056.5,TRGW-0-26-6,35.92071469114802
4057.5,TRGW-0-26-6,36.01965584658353
4058.5,TRGW-0-26-6,36.168057022497294
4059.5,TRGW-0-26-6,36.12067755767579
4060.5,TRGW-0-26-6,36.17934131939914
4061.5,TRGW-0-26-6,35.933333389192946
4062.5,TRGW-0-26-6,36.08917407701367
4063.5,TRGW-0-26-6,35.834695889195174
4064.5,TRGW-0-26-6,36.020303486861856
4065.5,TRGW-0-26-6,36.03225393563155
4066.5,TRGW-0-26-6,35.999473725889054
4067.5,TRGW-0-26-6,35.87699590864601
4068.5,TRGW-0-26-6,36.04200379454223
4069.5,TRGW-0-26-6,36.06767265372094
4070.5,TRGW-0-26-6,35.94226368931018
4071.5,TRGW-0-26-6,35.97256442012707
4072.5,TRGW-0-26-6,36.07400345615327
4073.5,TRGW-0-26-6,35.90578979975962
4074.5,TRGW-0-26-6,36.029481373287645
4075.5,TRGW-0-26-6,35.78957589210306
4076.5,TRGW-0-26-6,36.026075274220304
4077.5,TRGW-0-26-6,36.04561685950106
4078.5,TRGW-0-26-6,36.04103765801465
4079.5,TRGW-0-26-6,36.050427640700015
4080.5,TRGW-0-26-6,36.0996846696229
4081.5,TRGW-0-26-6,35.780203741976194
4082.5,TRGW-0-26-6,35.90812848427452
4083.5,TRGW-0-26-6,35.96499328858833
4084.5,TRGW-0-26-6,36.04182873751565
4085.5,TRGW-0-26-6,35.941447470431406
4086.5,TRGW-0-26-6,36.04824909592454
4087.5,TRGW-0-26-6,36.027723966863576
4088.5,TRGW-0-26-6,35.883470335413286
4089.5,TRGW-0-26-6,35.942498900222766
4090.5,TRGW-0-26-6,36.012549847365435
4091.5,TRGW-0-26-6,36.03957209726165
4092.5,TRGW-0-26-6,35.672096530849416
4093.5,TRGW-0-26-6,35.75795120984449
4094.5,TRGW-0-26-6,35.90903921079013
4095.5,TRGW-0-26-6,35.89725787678231
4096.5,TRGW-0-26-6,36.001547387601754
4097.5,TRGW-0-26-6,35.94279749600945
4098.5,TRGW-0-26-6,35.92826916460259
4099.5,TRGW-0-26-6,35.94986503977046
4100.5,TRGW-0-26-6,35.92071335069054
4101.5,TRGW-0-26-6,35.94029612658084
4102.5,TRGW-0-26-6,35.8976299910567
4103.5,TRGW-0-26-6,35.70095559790973
4104.5,TRGW-0-26-6,35.98424354468158
4105.5,TRGW-0-26-6,35.831806781752185
4106.5,TRGW-0-26-6,35.82887583735203
4107.5,TRGW-0-26-6,35.93884488732579
4108.5,TRGW-0-26-6,35.91585143166469
4109.5,TRGW-0-26-6,35.96977505586225
4110.5,TRGW-0-26-6,35.82861256178207
4111.5,TRGW-0-26-6,35.914860847447834
4112.5,TRGW-0-26-6,35.87470995618038
4113.5,TRGW-0-26-6,35.791924391443224
4114.5,TRGW-0-26-6,36.13827182142865
4115.5,TRGW-0-26-6,35.98920634968588
4116.5,TRGW-0-26-6,35.919515828235106
4117.5,TRGW-0-26-6,35.86258422488808
4118.5,TRGW-0-26-6,35.91579686313331
4119.5,TRGW-0-26-6,36.155509939021314
4120.5,TRGW-0-26-6,35.93339257326195
4121.5,TRGW-0-26-6,35.932900178233865
4122.5,TRGW-0-26-6,35.88292979845867
4123.5,TRGW-0-26-6,35.92580797492485
4124.5,TRGW-0-26-6,36.08143142627312
4125.5,TRGW-0-26-6,36.04300510483006
4126.5,TRGW-0-26-6,35.854636304388855
4127.5,TRGW-0-26-6,36.093769114220585
4128.5,TRGW-0-26-6,35.94705694569567
4129.5,TRGW-0-26-6,35.983088970860365
4130.5,TRGW-0-26-6,36.12332094816356
4131.5,TRGW-0-26-6,35.98510455896821
4132.5,TRGW-0-26-6,35.93587577958978
4133.5,TRGW-0-26-6,35.8277085674864
4134.5,TRGW-0-26-6,35.94029359579073
4135.5,TRGW-0-26-6,36.05101948191677
4136.5,TRGW-0-26-6,36.007592604664545
4137.5,TRGW-0-26-6,35.92981570769666
4138.5,TRGW-0-26-6,35.97449047277154
4139.5,TRGW-0-26-6,36.07245816414714
4140.5,TRGW-0-26-6,36.18197933877612
4141.5,TRGW-0-26-6,35.90447743713465
4142.5,TRGW-0-26-6,35.934022226530224
4143.5,TRGW-0-26-6,36.13315785887935
4144.5,TRGW-0-26-6,35.92396651264175
4145.5,TRGW-0-26-6,36.167413808105294
4146.5,TRGW-0-26-6,36.1352148215162
4147.5,TRGW-0-26-6,35.984405600546566
4148.5,TRGW-0-26-6,35.89724755997359
4149.5,TRGW-0-26-6,36.01430224905807
4150.5,TRGW-0-26-6,35.85662495673743
4151.5,TRGW-0-26-6,36.18427260151307
4152.5,TRGW-0-26-6,36.08066149806412
4153.5,TRGW-0-26-6,35.84818471448479
4154.5,TRGW-0-26-6,36.103488276034525
4155.5,TRGW-0-26-6,36.01953072281791
4156.5,TRGW-0-26-6,36.18351614042992
4157.5,TRGW-0-26-6,36.262293716570525
4158.5,TRGW-0-26-6,36.06951423624551
4159.5,TRGW-0-26-6,36.02616510972781
4160.5,TRGW-0-26-6,36.11211618968086
4161.5,TRGW-0-26-6,36.22197427809687
4162.5,TRGW-0-26-6,35.930768490349195
4163.5,TRGW-0-26-6,35.92801039798978
4164.5,TRGW-0-26-6,36.1000515781277
4165.5,TRGW-0-26-6,36.19105311836928
4166.5,TRGW-0-26-6,36.01237127996329
4167.5,TRGW-0-26-6,36.03941916008068
4168.5,TRGW-0-26-6,36.1380773523418
4169.5,TRGW-0-26-6,36.00637256636263
4170.5,TRGW-0-26-6,36.160765099692746
4171.5,TRGW-0-26-6,36.05504493856581
4172.5,TRGW-0-26-6,36.00339882367646
4173.5,TRGW-0-26-6,36.20480190715435
4174.5,TRGW-0-26-6,36.30391210834171
4175.5,TRGW-0-26-6,35.8569258113791
4176.5,TRGW-0-26-6,36.33538519840565
4177.5,TRGW-0-26-6,36.12644175537047
4178.5,TRGW-0-26-6,36.049865705098064
4179.5,TRGW-0-26-6,36.10288298396464
4180.5,TRGW-0-26-6,36.06190061520401
4181.5,TRGW-0-26-6,36.02727989733747
4182.5,TRGW-0-26-6,36.08704786482175
4183.5,TRGW-0-26-6,36.21594408038242
4184.5,TRGW-0-26-6,36.08714885952153
4185.5,TRGW-0-26-6,36.22552821452891
4186.5,TRGW-0-26-6,36.14609276802483
4187.5,TRGW-0-26-6,36.269841074121125
4188.5,TRGW-0-26-6,36.087474779011536
4189.5,TRGW-0-26-6,36.112235787020005
4190.5,TRGW-0-26-6,36.09425814199707
4191.5,TRGW-0-26-6,36.22811027432607
4192.5,TRGW-0-26-6,36.06008053797684
4193.5,TRGW-0-26-6,36.2506632458852
4194.5,TRGW-0-26-6,36.13011940794845
4195.5,TRGW-0-26-6,35.95119237482937
4196.5,TRGW-0-26-6,36.16714483981784
4197.5,TRGW-0-26-6,36.41546325934023
4198.5,TRGW-0-26-6,36.4714630408245
4199.5,TRGW-0-26-6,36.21654321797829
4200.5,TRGW-0-26-6,36.28195255779092
4201.5,TRGW-0-26-6,36.19962969126784
4202.5,TRGW-0-26-6,36.12000994176781
4203.5,TRGW-0-26-6,36.225837264139386
4204.5,TRGW-0-26-6,36.30562064904474
4205.5,TRGW-0-26-6,36.26554349312652
4206.5,TRGW-0-26-6,36.35889161582856
4207.5,TRGW-0-26-6,36.25043640308257
4208.5,TRGW-0-26-6,36.25354959648875
4209.5,TRGW-0-26-6,35.959539831915755
4210.5,TRGW-0-26-6,36.48991686288697
4211.5,TRGW-0-26-6,36.25171231161468
4212.5,TRGW-0-26-6,36.39517211099041
4213.5,TRGW-0-26-6,36.44639717300196
4214.5,TRGW-0-26-6,36.23617296223404
4215.5,TRGW-0-26-6,36.27837545839453
4216.5,TRGW-0-26-6,36.27268580449959
4217.5,TRGW-0-26-6,36.37433782803369
4218.5,TRGW-0-26-6,36.1485430898756
4219.5,TRGW-0-26-6,36.37070358501921
4220.5,TRGW-0-26-6,36.21698342544032
4221.5,TRGW-0-26-6,36.29675509061576
4222.5,TRGW-0-26-6,36.45157089086449
4223.5,TRGW-0-26-6,36.3552502721046
4224.5,TRGW-0-26-6,36.20817883658405
4225.5,TRGW-0-26-6,36.250136597866806
4226.5,TRGW-0-26-6,36.168808434581166
4227.5,TRGW-0-26-6,36.3814809564097
4228.5,TRGW-0-26-6,36.36323939860287
4229.5,TRGW-0-26-6,36.21389645931851
4230.5,TRGW-0-26-6,36.2067098750216
4231.5,TRGW-0-26-6,36.24077930091264
4232.5,TRGW-0-26-6,36.2942449760293
4233.5,TRGW-0-26-6,36.19453624845066
