time,site,value
3652.5,TRGW-0-26-6,37.47493850306262
3653.5,TRGW-0-26-6,37.38663510075444
3654.5,TRGW-0-26-6,37.51278262854717
3655.5,TRGW-0-26-6,37.363103909677264
3656.5,TRGW-0-26-6,37.09127472214627
3657.5,TRGW-0-26-6,37.45682706413553
3658.5,TRGW-0-26-6,37.25785345888016
3659.5,TRGW-0-26-6,37.468487259384126
3660.5,TRGW-0-26-6,37.34518545362138
3661.5,TRGW-0-26-6,37.40088539375314
3662.5,TRGW-0-26-6,37.11260636327031
3663.5,TRGW-0-26-6,37.26111105224674
3664.5,TRGW-0-26-6,37.31283951140252
3665.5,TRGW-0-26-6,37.26248032404605
3666.5,TRGW-0-26-6,37.309257794199766
3667.5,TRGW-0-26-6,37.26269124120175
3668.5,TRGW-0-26-6,37.09307420669256
3669.5,TRGW-0-26-6,37.30502689649796
3670.5,TRGW-0-26-6,37.34672449318789
3671.5,TRGW-0-26-6,37.21636163980167
3672.5,TRGW-0-26-6,37.2774440534006
3673.5,TRGW-0-26-6,37.24151565956572
3674.5,TRGW-0-26-6,37.14889104510762
3675.5,TRGW-0-26-6,37.05470146445719
3676.5,TRGW-0-26-6,37.410340490738605
3677.5,TRGW-0-26-6,37.180050200725226
3678.5,TRGW-0-26-6,37.20097548967337
3679.5,TRGW-0-26-6,37.11959925023924
3680.5,TRGW-0-26-6,37.236570329077296
3681.5,TRGW-0-26-6,37.08751250478446
3682.5,TRGW-0-26-6,37.12094851603521
3683.5,TRGW-0-26-6,37.19197343348264
3684.5,TRGW-0-26-6,37.04366928100552
3685.5,TRGW-0-26-6,37.14776300287289
3686.5,TRGW-0-26-6,37.26221306487782
3687.5,TRGW-0-26-6,37.14899613365581
3688.5,TRGW-0-26-6,37.04987455091084
3689.5,TRGW-0-26-6,37.24763165065831
3690.5,TRGW-0-26-6,37.20307939877899
3691.5,TRGW-0-26-6,37.19496138862079
3692.5,TRGW-0-26-6,37.07713323073179
3693.5,TRGW-0-26-6,37.10025957136503
3694.5,TRGW-0-26-6,37.30724289860322
3695.5,TRGW-0-26-6,37.12473700369405
3696.5,TRGW-0-26-6,36.96520279941049
3697.5,TRGW-0-26-6,37.2681231544241
3698.5,TRGW-0-26-6,37.227640827008855
3699.5,TRGW-0-26-6,37.19717406693306
3700.5,TRGW-0-26-6,37.22751833457269
3701.5,TRGW-0-26-6,37.05870519768581
3702.5,TRGW-0-26-6,37.20548046187864
3703.5,TRGW-0-26-6,37.077580834579145
3704.5,TRGW-0-26-6,37.02660273474004
3705.5,TRGW-0-26-6,36.94941496320916
3706.5,TRGW-0-26-6,37.0638105849378
3707.5,TRGW-0-26-6,37.04273363457849
3708.5,TRGW-0-26-6,37.21105201552858
3709.5,TRGW-0-26-6,37.23456921446609
3710.5,TRGW-0-26-6,37.019070838393006
3711.5,TRGW-0-26-6,37.06052361963248
3712.5,TRGW-0-26-6,37.10126085166184
3713.5,TRGW-0-26-6,37.08906144678182
3714.5,TRGW-0-26-6,37.10191859572691
3715.5,TRGW-0-26-6,37.182377727475256
3716.5,TRGW-0-26-6,37.27365601572361
3717.5,TRGW-0-26-6,37.21140468229506
3718.5,TRGW-0-26-6,37.19113110843982
3719.5,TRGW-0-26-6,37.188579148173794
3720.5,TRGW-0-26-6,36.98046536528447
3721.5,TRGW-0-26-6,37.11908652412043
3722.5,TRGW-0-26-6,37.04760947143588
3723.5,TRGW-0-26-6,37.28518943211553
3724.5,TRGW-0-26-6,37.203818765610905
3725.5,TRGW-0-26-6,37.31446786884583
3726.5,TRGW-0-26-6,37.07672220093194
3727.5,TRGW-0-26-6,37.30683838427142
3728.5,TRGW-0-26-6,37.36889096744611
3729.5,TRGW-0-26-6,37.243333108659606
3730.5,TRGW-0-26-6,37.279442836094006
3731.5,TRGW-0-26-6,37.149856486101086
3732.5,TRGW-0-26-6,37.16806097894649
3733.5,TRGW-0-26-6,37.36072962994386
3734.5,TRGW-0-26-6,37.1638309417438
3735.5,TRGW-0-26-6,37.29913359201605
3736.5,TRGW-0-26-6,37.29151672893498
3737.5,TRGW-0-26-6,37.26359644474903
3738.5,TRGW-0-26-6,37.10155098551539
3739.5,TRGW-0-26-6,37.18567165066423
3740.5,TRGW-0-26-6,37.27728806592722
3741.5,TRGW-0-26-6,37.11650263090365
3742.5,TRGW-0-26-6,37.23975508123459
3743.5,TRGW-0-26-6,37.32329812010036
3744.5,TRGW-0-26-6,36.99800721757667
3745.5,TRGW-0-26-6,37.16193497546526
3746.5,TRGW-0-26-6,37.0833752517232
3747.5,TRGW-0-26-6,37.13900818830263
3748.5,TRGW-0-26-6,36.92835834496962
3749.5,TRGW-0-26-6,37.23130259381702
3750.5,TRGW-0-26-6,37.11011477369133
3751.5,TRGW-0-26-6,37.17719138142625
3752.5,TRGW-0-26-6,37.20563117057443
3753.5,TRGW-0-26-6,37.31029578563997
3754.5,TRGW-0-26-6,37.20625419291203
3755.5,TRGW-0-26-6,37.13354541441784
3756.5,TRGW-0-26-6,37.46799813910946
3757.5,TRGW-0-26-6,37.16051021841024
3758.5,TRGW-0-26-6,37.29008904805996
3759.5,TRGW-0-26-6,37.07706837490489
3760.5,TRGW-0-26-6,37.17489205347855
3761.5,TRGW-0-26-6,37.1322865017343
3762.5,TRGW-0-26-6,37.02523449516956
3763.5,TRGW-0-26-6,37.2476937142025
3764.5,TRGW-0-26-6,37.34113062264007
3765.5,TRGW-0-26-6,37.127992253740416
3766.5,TRGW-0-26-6,37.296061844421104
3767.5,TRGW-0-26-6,37.29477187350803
3768.5,TRGW-0-26-6,37.29098270703821
3769.5,TRGW-0-26-6,37.08919784364473
3770.5,TRGW-0-26-6,37.36868274270282
3771.5,TRGW-0-26-6,37.23472608963616
3772.5,TRGW-0-26-6,37.31223042114054
3773.5,TRGW-0-26-6,37.33794117370928
3774.5,TRGW-0-26-6,37.269642411946975
3775.5,TRGW-0-26-6,37.39312806255301
3776.5,TRGW-0-26-6,37.317166210224094
3777.5,TRGW-0-26-6,37.231765599195455
3778.5,TRGW-0-26-6,37.1679477240748
3779.5,TRGW-0-26-6,37.34257237826951
3780.5,TRGW-0-26-6,37.28570418776128
3781.5,TRGW-0-26-6,37.31920094920086
3782.5,TRGW-0-26-6,37.39797915448101
3783.5,TRGW-0-26-6,37.23341133261567
3784.5,TRGW-0-26-6,37.23974819754946
3785.5,TRGW-0-26-6,37.236458821014935
3786.5,TRGW-0-26-6,37.1430714521431
3787.5,TRGW-0-26-6,37.39186315895153
3788.5,TRGW-0-26-6,37.29698826521253
3789.5,TRGW-0-26-6,37.38713545384641
3790.5,TRGW-0-26-6,37.18634947672252
3791.5,TRGW-0-26-6,37.22924287876985
3792.5,TRGW-0-26-6,37.30262691617569
3793.5,TRGW-0-26-6,37.21447207001154
3794.5,TRGW-0-26-6,37.20341231902503
3795.5,TRGW-0-26-6,37.31476963954699
3796.5,TRGW-0-26-6,37.26805649537695
3797.5,TRGW-0-26-6,37.179284778030805
3798.5,TRGW-0-26-6,37.37847562835309
3799.5,TRGW-0-26-6,37.38748382636451
3800.5,TRGW-0-26-6,37.23604145121461
3801.5,TRGW-0-26-6,37.17339074373319
3802.5,TRGW-0-26-6,37.27559768716834
3803.5,TRGW-0-26-6,37.17244438924392
3804.5,TRGW-0-26-6,37.349942301459535
3805.5,TRGW-0-26-6,37.15014050593521
3806.5,TRGW-0-26-6,37.242215430894255
3807.5,TRGW-0-26-6,37.29187728131995
3808.5,TRGW-0-26-6,37.35557578837291
3809.5,TRGW-0-26-6,37.35571248081903
3810.5,TRGW-0-26-6,37.29170397799393
3811.5,TRGW-0-26-6,37.27618798233926
3812.5,TRGW-0-26-6,37.369312363077775
3813.5,TRGW-0-26-6,37.21578873609947
3814.5,TRGW-0-26-6,37.36890134728927
3815.5,TRGW-0-26-6,37.279756447521294
3816.5,TRGW-0-26-6,37.10388690793787
3817.5,TRGW-0-26-6,37.29398283306087
3818.5,TRGW-0-26-6,37.32644934622468
3819.5,TRGW-0-26-6,37.25568078771322
3820.5,TRGW-0-26-6,37.50193459198337
3821.5,TRGW-0-26-6,37.45306149593741
3822.5,TRGW-0-26-6,37.272320261102855
3823.5,TRGW-0-26-6,37.27860926447232
3824.5,TRGW-0-26-6,37.247159763827774
3825.5,TRGW-0-26-6,37.34336870500794
3826.5,TRGW-0-26-6,37.57710951832179
3827.5,TRGW-0-26-6,37.28806796200509
3828.5,TRGW-0-26-6,37.45822942008074
3829.5,TRGW-0-26-6,37.3367816237753
3830.5,TRGW-0-26-6,37.53999903438602
3831.5,TRGW-0-26-6,37.34500431204747
3832.5,TRGW-0-26-6,37.314795711717366
3833.5,TRGW-0-26-6,37.36832610828347
3834.5,TRGW-0-26-6,37.36220136907766
3835.5,TRGW-0-26-6,37.40730686709352
3836.5,TRGW-0-26-6,37.15172801020878
3837.5,TRGW-0-26-6,37.20681560207374
3838.5,TRGW-0-26-6,37.30891306632565
3839.5,TRGW-0-26-6,37.197260306460834
3840.5,TRGW-0-26-6,37.19269151030756
3841.5,TRGW-0-26-6,37.164182521364935
3842.5,TRGW-0-26-6,37.44573683312569
3843.5,TRGW-0-26-6,37.24507211815669
3844.5,TRGW-0-26-6,37.36095686764809
3845.5,TRGW-0-26-6,37.31012880891774
3846.5,TRGW-0-26-6,37.28337520925444
3847.5,TRGW-0-26-6,37.35215801802679
3848.5,TRGW-0-26-6,37.3416098487141
3849.5,TRGW-0-26-6,37.245246434914
3850.5,TRGW-0-26-6,37.47157880813486
3851.5,TRGW-0-26-6,37.23881113473929
3852.5,TRGW-0-26-6,37.5547544563945
3853.5,TRGW-0-26-6,37.37008269301724
3854.5,TRGW-0-26-6,37.23520273758151
3855.5,TRGW-0-26-6,37.34903431308295
3856.5,TRGW-0-26-6,37.28446710919935
3857.5,TRGW-0-26-6,37.38363615066453
3858.5,TRGW-0-26-6,37.44192987584874
3859.5,TRGW-0-26-6,37.27324556068028
3860.5,TRGW-0-26-6,37.26590242666361
3861.5,TRGW-0-26-6,37.24309194532648
3862.5,TRGW-0-26-6,37.19829129289638
3863.5,TRGW-0-26-6,37.43891626914877
3864.5,TRGW-0-26-6,37.26431322076984
3865.5,TRGW-0-26-6,37.04881138778084
3866.5,TRGW-0-26-6,37.19724258351023
3867.5,TRGW-0-26-6,37.32187430667029
3868.5,TRGW-0-26-6,37.33192899357811
3869.5,TRGW-0-26-6,37.287105481635386
