,site,time,value
3213,TRGW-2-15-16,3937.5,34.9755343
3214,TRGW-2-15-16,3938.5,34.97095894
3215,TRGW-2-15-16,3939.5,34.96645992
3216,TRGW-2-15-16,3940.5,34.96202289
3217,TRGW-2-15-16,3941.5,34.95771235
3218,TRGW-2-15-16,3942.5,34.95349155
3219,TRGW-2-15-16,3943.5,34.94933865
3220,TRGW-2-15-16,3944.5,34.94521414
3221,TRGW-2-15-16,3945.5,34.94113353
3222,TRGW-2-15-16,3946.5,34.93721291
3223,TRGW-2-15-16,3947.5,34.93334084
3224,TRGW-2-15-16,3948.5,34.92951255
3225,TRGW-2-15-16,3949.5,34.92570186
3226,TRGW-2-15-16,3950.5,34.92180032
3227,TRGW-2-15-16,3951.5,34.91788772
3228,TRGW-2-15-16,3952.5,34.9140537
3229,TRGW-2-15-16,3953.5,34.91019976
3230,TRGW-2-15-16,3954.5,34.9063495
3231,TRGW-2-15-16,3955.5,34.90241096
3232,TRGW-2-15-16,3956.5,34.89850634
3233,TRGW-2-15-16,3957.5,34.89462863
3234,TRGW-2-15-16,3958.5,34.89059936
3235,TRGW-2-15-16,3959.5,34.88662837
3236,TRGW-2-15-16,3960.5,34.88250735
3237,TRGW-2-15-16,3961.5,34.87827892
3238,TRGW-2-15-16,3962.5,34.87410618
3239,TRGW-2-15-16,3963.5,34.87001606
3240,TRGW-2-15-16,3964.5,34.8658072
3241,TRGW-2-15-16,3965.5,34.86164758
3242,TRGW-2-15-16,3966.5,34.85747813
3243,TRGW-2-15-16,3967.5,34.85333644
3244,TRGW-2-15-16,3968.5,34.84924405
3245,TRGW-2-15-16,3969.5,34.84522624
3246,TRGW-2-15-16,3970.5,34.84125451
3247,TRGW-2-15-16,3971.5,34.83743543
3248,TRGW-2-15-16,3972.5,34.83356738
3249,TRGW-2-15-16,3973.5,34.82971612
3250,TRGW-2-15-16,3974.5,34.8259328
3251,TRGW-2-15-16,3975.5,34.82223061
3252,TRGW-2-15-16,3976.5,34.81857257
3253,TRGW-2-15-16,3977.5,34.8149839
3254,TRGW-2-15-16,3978.5,34.81144487
3255,TRGW-2-15-16,3979.5,34.80792406
3256,TRGW-2-15-16,3980.5,34.8043549
3257,TRGW-2-15-16,3981.5,34.800882
3258,TRGW-2-15-16,3982.5,34.79746273
3259,TRGW-2-15-16,3983.5,34.79393255
3260,TRGW-2-15-16,3984.5,34.79055845
3261,TRGW-2-15-16,3985.5,34.78721044
3262,TRGW-2-15-16,3986.5,34.78385466
3263,TRGW-2-15-16,3987.5,34.78052875
3264,TRGW-2-15-16,3988.5,34.7772787
3265,TRGW-2-15-16,3989.5,34.77407032
3266,TRGW-2-15-16,3990.5,34.77102403
3267,TRGW-2-15-16,3991.5,34.76791626
3268,TRGW-2-15-16,3992.5,34.76525473
3269,TRGW-2-15-16,3993.5,34.76234171
3270,TRGW-2-15-16,3994.5,34.75926961
3271,TRGW-2-15-16,3995.5,34.7566976
3272,TRGW-2-15-16,3996.5,34.75372714
3273,TRGW-2-15-16,3997.5,34.75073959
3274,TRGW-2-15-16,3998.5,34.74826346
3275,TRGW-2-15-16,3999.5,34.74620475
3276,TRGW-2-15-16,4000.5,34.74397451
3277,TRGW-2-15-16,4001.5,34.74100318
3278,TRGW-2-15-16,4002.5,34.73871975
3279,TRGW-2-15-16,4003.5,34.73600584
3280,TRGW-2-15-16,4004.5,34.73369226
3281,TRGW-2-15-16,4005.5,34.73198734
3282,TRGW-2-15-16,4006.5,34.72983853
3283,TRGW-2-15-16,4007.5,34.72862993
3284,TRGW-2-15-16,4008.5,34.72700123
3285,TRGW-2-15-16,4009.5,34.72464734
3286,TRGW-2-15-16,4010.5,34.72249441
3287,TRGW-2-15-16,4011.5,34.7204011
3288,TRGW-2-15-16,4012.5,34.71957492
3289,TRGW-2-15-16,4013.5,34.71885753
3290,TRGW-2-15-16,4014.5,34.71793512
3291,TRGW-2-15-16,4015.5,34.71556547
3292,TRGW-2-15-16,4016.5,34.71398741
3293,TRGW-2-15-16,4017.5,34.71188766
3294,TRGW-2-15-16,4018.5,34.70952866
3295,TRGW-2-15-16,4019.5,34.70782793
3296,TRGW-2-15-16,4020.5,34.70565446
3297,TRGW-2-15-16,4021.5,34.70318762
3298,TRGW-2-15-16,4022.5,34.70217875
3299,TRGW-2-15-16,4023.5,34.70166002
3300,TRGW-2-15-16,4024.5,34.70063014
3301,TRGW-2-15-16,4025.5,34.7000084
3302,TRGW-2-15-16,4026.5,34.69901823
3303,TRGW-2-15-16,4027.5,34.69881697
3304,TRGW-2-15-16,4028.5,34.69983476
3305,TRGW-2-15-16,4029.5,34.70153255
3306,TRGW-2-15-16,4030.5,34.70041231
3307,TRGW-2-15-16,4031.5,34.69998866
3308,TRGW-2-15-16,4032.5,34.69921497
3309,TRGW-2-15-16,4033.5,34.69897264
3310,TRGW-2-15-16,4034.5,34.69944372
3311,TRGW-2-15-16,4035.5,34.70095375
3312,TRGW-2-15-16,4036.5,34.70319134
3313,TRGW-2-15-16,4037.5,34.7028348
3314,TRGW-2-15-16,4038.5,34.70496871
3315,TRGW-2-15-16,4039.5,34.70686119
3316,TRGW-2-15-16,4040.5,34.70635823
3317,TRGW-2-15-16,4041.5,34.70783375
3318,TRGW-2-15-16,4042.5,34.70969071
3319,TRGW-2-15-16,4043.5,34.71171443
3320,TRGW-2-15-16,4044.5,34.71263176
3321,TRGW-2-15-16,4045.5,34.71260225
3322,TRGW-2-15-16,4046.5,34.71276707
3323,TRGW-2-15-16,4047.5,34.71531168
3324,TRGW-2-15-16,4048.5,34.71597692
3325,TRGW-2-15-16,4049.5,34.71594707
3326,TRGW-2-15-16,4050.5,34.72011895
3327,TRGW-2-15-16,4051.5,34.72186988
3328,TRGW-2-15-16,4052.5,34.72535846
3329,TRGW-2-15-16,4053.5,34.72589698
3330,TRGW-2-15-16,4054.5,34.73053434
3331,TRGW-2-15-16,4055.5,34.73170686
3332,TRGW-2-15-16,4056.5,34.73236739
3333,TRGW-2-15-16,4057.5,34.73392471
3334,TRGW-2-15-16,4058.5,34.73417622
3335,TRGW-2-15-16,4059.5,34.73402793
3336,TRGW-2-15-16,4060.5,34.738997
3337,TRGW-2-15-16,4061.5,34.74059001
3338,TRGW-2-15-16,4062.5,34.74318138
3339,TRGW-2-15-16,4063.5,34.74708522
3340,TRGW-2-15-16,4064.5,34.75120158
3341,TRGW-2-15-16,4065.5,34.75397512
3342,TRGW-2-15-16,4066.5,34.75604734
3343,TRGW-2-15-16,4067.5,34.76124896
3344,TRGW-2-15-16,4068.5,34.76527248
3345,TRGW-2-15-16,4069.5,34.77072195
3346,TRGW-2-15-16,4070.5,34.77531929
3347,TRGW-2-15-16,4071.5,34.77721716
3348,TRGW-2-15-16,4072.5,34.78021806
3349,TRGW-2-15-16,4073.5,34.78092941
3350,TRGW-2-15-16,4074.5,34.78524826
3351,TRGW-2-15-16,4075.5,34.78807974
3352,TRGW-2-15-16,4076.5,34.79187075
3353,TRGW-2-15-16,4077.5,34.79339132
3354,TRGW-2-15-16,4078.5,34.79573476
3355,TRGW-2-15-16,4079.5,34.79774002
3356,TRGW-2-15-16,4080.5,34.80254419
3357,TRGW-2-15-16,4081.5,34.80720077
3358,TRGW-2-15-16,4082.5,34.8087576
3359,TRGW-2-15-16,4083.5,34.81298093
3360,TRGW-2-15-16,4084.5,34.81689587
3361,TRGW-2-15-16,4085.5,34.81822589
3362,TRGW-2-15-16,4086.5,34.82238684
3363,TRGW-2-15-16,4087.5,34.82669788
3364,TRGW-2-15-16,4088.5,34.83075958
3365,TRGW-2-15-16,4089.5,34.83414418
3366,TRGW-2-15-16,4090.5,34.83486233
3367,TRGW-2-15-16,4091.5,34.83755165
3368,TRGW-2-15-16,4092.5,34.84450522
3369,TRGW-2-15-16,4093.5,34.84905434
3370,TRGW-2-15-16,4094.5,34.85233088
3371,TRGW-2-15-16,4095.5,34.85665158
3372,TRGW-2-15-16,4096.5,34.85894791
3373,TRGW-2-15-16,4097.5,34.86646407
3374,TRGW-2-15-16,4098.5,34.86900348
3375,TRGW-2-15-16,4099.5,34.8728856
3376,TRGW-2-15-16,4100.5,34.88078865
3377,TRGW-2-15-16,4101.5,34.88307091
3378,TRGW-2-15-16,4102.5,34.88534172
3379,TRGW-2-15-16,4103.5,34.89141327
3380,TRGW-2-15-16,4104.5,34.89601485
3381,TRGW-2-15-16,4105.5,34.89889838
3382,TRGW-2-15-16,4106.5,34.90225705
3383,TRGW-2-15-16,4107.5,34.90704981
3384,TRGW-2-15-16,4108.5,34.91270753
3385,TRGW-2-15-16,4109.5,34.9158676
3386,TRGW-2-15-16,4110.5,34.91762285
3387,TRGW-2-15-16,4111.5,34.91766655
3388,TRGW-2-15-16,4112.5,34.92044689
3389,TRGW-2-15-16,4113.5,34.92692633
3390,TRGW-2-15-16,4114.5,34.92967745
3391,TRGW-2-15-16,4115.5,34.9338381
3392,TRGW-2-15-16,4116.5,34.93710048
3393,TRGW-2-15-16,4117.5,34.94130457
3394,TRGW-2-15-16,4118.5,34.94901193
3395,TRGW-2-15-16,4119.5,34.95196203
3396,TRGW-2-15-16,4120.5,34.95522101
3397,TRGW-2-15-16,4121.5,34.95806351
3398,TRGW-2-15-16,4122.5,34.96454352
3399,TRGW-2-15-16,4123.5,34.9680422
3400,TRGW-2-15-16,4124.5,34.97466199
3401,TRGW-2-15-16,4125.5,34.97887592
3402,TRGW-2-15-16,4126.5,34.98259508
3403,TRGW-2-15-16,4127.5,34.98477898
3404,TRGW-2-15-16,4128.5,34.98639515
3405,TRGW-2-15-16,4129.5,34.98997413
3406,TRGW-2-15-16,4130.5,34.99440749
3407,TRGW-2-15-16,4131.5,34.99706747
3408,TRGW-2-15-16,4132.5,35.00146804
3409,TRGW-2-15-16,4133.5,35.00575427
3410,TRGW-2-15-16,4134.5,35.01026443
3411,TRGW-2-15-16,4135.5,35.01526932
3412,TRGW-2-15-16,4136.5,35.01888865
3413,TRGW-2-15-16,4137.5,35.02363144
3414,TRGW-2-15-16,4138.5,35.02277742
3415,TRGW-2-15-16,4139.5,35.02863708
3416,TRGW-2-15-16,4140.5,35.03188854
3417,TRGW-2-15-16,4141.5,35.03540702
3418,TRGW-2-15-16,4142.5,35.03845077
3419,TRGW-2-15-16,4143.5,35.04061309
3420,TRGW-2-15-16,4144.5,35.04469977
3421,TRGW-2-15-16,4145.5,35.04879583
3422,TRGW-2-15-16,4146.5,35.05413103
3423,TRGW-2-15-16,4147.5,35.05674627
3424,TRGW-2-15-16,4148.5,35.06019913
3425,TRGW-2-15-16,4149.5,35.06586765
3426,TRGW-2-15-16,4150.5,35.06492708
3427,TRGW-2-15-16,4151.5,35.07151274
3428,TRGW-2-15-16,4152.5,35.0728673
3429,TRGW-2-15-16,4153.5,35.07438148
3430,TRGW-2-15-16,4154.5,35.0769424
3431,TRGW-2-15-16,4155.5,35.08207076
3432,TRGW-2-15-16,4156.5,35.08473258
3433,TRGW-2-15-16,4157.5,35.08900309
3434,TRGW-2-15-16,4158.5,35.09082149
3435,TRGW-2-15-16,4159.5,35.09108612
3436,TRGW-2-15-16,4160.5,35.09791119
3437,TRGW-2-15-16,4161.5,35.10064601
3438,TRGW-2-15-16,4162.5,35.10402843
3439,TRGW-2-15-16,4163.5,35.10810222
3440,TRGW-2-15-16,4164.5,35.10836361
3441,TRGW-2-15-16,4165.5,35.11384456
3442,TRGW-2-15-16,4166.5,35.11468144
3443,TRGW-2-15-16,4167.5,35.1185783
3444,TRGW-2-15-16,4168.5,35.11867081
3445,TRGW-2-15-16,4169.5,35.12399471
3446,TRGW-2-15-16,4170.5,35.1253101
3447,TRGW-2-15-16,4171.5,35.12969731
3448,TRGW-2-15-16,4172.5,35.13545959
3449,TRGW-2-15-16,4173.5,35.13877802
3450,TRGW-2-15-16,4174.5,35.14010096
3451,TRGW-2-15-16,4175.5,35.14132147
3452,TRGW-2-15-16,4176.5,35.14685596
3453,TRGW-2-15-16,4177.5,35.15083145
3454,TRGW-2-15-16,4178.5,35.14951309
3455,TRGW-2-15-16,4179.5,35.15391769
3456,TRGW-2-15-16,4180.5,35.15300708
3457,TRGW-2-15-16,4181.5,35.15160688
3458,TRGW-2-15-16,4182.5,35.14989844
3459,TRGW-2-15-16,4183.5,35.15450233
3460,TRGW-2-15-16,4184.5,35.15790772
3461,TRGW-2-15-16,4185.5,35.15789865
3462,TRGW-2-15-16,4186.5,35.15692008
3463,TRGW-2-15-16,4187.5,35.15722989
3464,TRGW-2-15-16,4188.5,35.1571923
3465,TRGW-2-15-16,4189.5,35.15698623
3466,TRGW-2-15-16,4190.5,35.1577518
3467,TRGW-2-15-16,4191.5,35.15656615
3468,TRGW-2-15-16,4192.5,35.15864714
3469,TRGW-2-15-16,4193.5,35.1602729
3470,TRGW-2-15-16,4194.5,35.15927821
3471,TRGW-2-15-16,4195.5,35.16288118
3472,TRGW-2-15-16,4196.5,35.16512223
3473,TRGW-2-15-16,4197.5,35.16411129
3474,TRGW-2-15-16,4198.5,35.16439213
3475,TRGW-2-15-16,4199.5,35.17001692
3476,TRGW-2-15-16,4200.5,35.17415759
3477,TRGW-2-15-16,4201.5,35.17554649
3478,TRGW-2-15-16,4202.5,35.17699539
3479,TRGW-2-15-16,4203.5,35.17858523
3480,TRGW-2-15-16,4204.5,35.18169696
3481,TRGW-2-15-16,4205.5,35.18369678
3482,TRGW-2-15-16,4206.5,35.18613913
3483,TRGW-2-15-16,4207.5,35.186025
3484,TRGW-2-15-16,4208.5,35.18539753
3485,TRGW-2-15-16,4209.5,35.18590194
3486,TRGW-2-15-16,4210.5,35.1827078
3487,TRGW-2-15-16,4211.5,35.18281833
3488,TRGW-2-15-16,4212.5,35.18320849
3489,TRGW-2-15-16,4213.5,35.18054088
3490,TRGW-2-15-16,4214.5,35.18088812
3491,TRGW-2-15-16,4215.5,35.1807474
3492,TRGW-2-15-16,4216.5,35.1814407
3493,TRGW-2-15-16,4217.5,35.17969222
3494,TRGW-2-15-16,4218.5,35.17553474
3495,TRGW-2-15-16,4219.5,35.17926156
3496,TRGW-2-15-16,4220.5,35.17874491
3497,TRGW-2-15-16,4221.5,35.1752562
3498,TRGW-2-15-16,4222.5,35.17299834
3499,TRGW-2-15-16,4223.5,35.17226924
3500,TRGW-2-15-16,4224.5,35.17266192
3501,TRGW-2-15-16,4225.5,35.17173517
3502,TRGW-2-15-16,4226.5,35.17422466
3503,TRGW-2-15-16,4227.5,35.17051529
3504,TRGW-2-15-16,4228.5,35.1658597
3505,TRGW-2-15-16,4229.5,35.16259364
3506,TRGW-2-15-16,4230.5,35.16076542
3507,TRGW-2-15-16,4231.5,35.1601158
3508,TRGW-2-15-16,4232.5,35.1565835
3509,TRGW-2-15-16,4233.5,35.15394215
3510,TRGW-2-15-16,4234.5,35.14918767
3511,TRGW-2-15-16,4235.5,35.14857721
3512,TRGW-2-15-16,4236.5,35.14561012
3513,TRGW-2-15-16,4237.5,35.1425977
3514,TRGW-2-15-16,4238.5,35.13947727
3515,TRGW-2-15-16,4239.5,35.13611616
3516,TRGW-2-15-16,4240.5,35.13396688
3517,TRGW-2-15-16,4241.5,35.13099824
3518,TRGW-2-15-16,4242.5,35.12694131
3519,TRGW-2-15-16,4243.5,35.12459438
3520,TRGW-2-15-16,4244.5,35.12465225
3521,TRGW-2-15-16,4245.5,35.12292006
3522,TRGW-2-15-16,4246.5,35.11982904
3523,TRGW-2-15-16,4247.5,35.1142574
3524,TRGW-2-15-16,4248.5,35.11017098
3525,TRGW-2-15-16,4249.5,35.1079918
3526,TRGW-2-15-16,4250.5,35.10393658
3527,TRGW-2-15-16,4251.5,35.09970166
3528,TRGW-2-15-16,4252.5,35.09639577
3529,TRGW-2-15-16,4253.5,35.09278924
3530,TRGW-2-15-16,4254.5,35.08834228
3531,TRGW-2-15-16,4255.5,35.08379728
3532,TRGW-2-15-16,4256.5,35.07987072
3533,TRGW-2-15-16,4257.5,35.07569983
3534,TRGW-2-15-16,4258.5,35.0708774
3535,TRGW-2-15-16,4259.5,35.06672888
3536,TRGW-2-15-16,4260.5,35.06201141
3537,TRGW-2-15-16,4261.5,35.05707013
3538,TRGW-2-15-16,4262.5,35.0538418
3539,TRGW-2-15-16,4263.5,35.04893815
3540,TRGW-2-15-16,4264.5,35.04473135
3541,TRGW-2-15-16,4265.5,35.03971482
3542,TRGW-2-15-16,4266.5,35.03575254
3543,TRGW-2-15-16,4267.5,35.03111265
3544,TRGW-2-15-16,4268.5,35.02666245
3545,TRGW-2-15-16,4269.5,35.02231538
3546,TRGW-2-15-16,4270.5,35.01803332
3547,TRGW-2-15-16,4271.5,35.01418716
3548,TRGW-2-15-16,4272.5,35.00943897
3549,TRGW-2-15-16,4273.5,35.00331084
3550,TRGW-2-15-16,4274.5,34.99859141
3551,TRGW-2-15-16,4275.5,34.99398958
3552,TRGW-2-15-16,4276.5,34.99044516
3553,TRGW-2-15-16,4277.5,34.98501898
3554,TRGW-2-15-16,4278.5,34.97901893
3555,TRGW-2-15-16,4279.5,34.97364308
3556,TRGW-2-15-16,4280.5,34.96795015
3557,TRGW-2-15-16,4281.5,34.96233159
3558,TRGW-2-15-16,4282.5,34.95625927
3559,TRGW-2-15-16,4283.5,34.95045769
3560,TRGW-2-15-16,4284.5,34.94579791
3561,TRGW-2-15-16,4285.5,34.94018762
3562,TRGW-2-15-16,4286.5,34.93449458
3563,TRGW-2-15-16,4287.5,34.92921207
3564,TRGW-2-15-16,4288.5,34.92333731
3565,TRGW-2-15-16,4289.5,34.91756646
3566,TRGW-2-15-16,4290.5,34.91216068
3567,TRGW-2-15-16,4291.5,34.90620064
3568,TRGW-2-15-16,4292.5,34.90041677
3569,TRGW-2-15-16,4293.5,34.89447931
3570,TRGW-2-15-16,4294.5,34.88876834
3571,TRGW-2-15-16,4295.5,34.88293497
3572,TRGW-2-15-16,4296.5,34.8771126
3573,TRGW-2-15-16,4297.5,34.8719969
3574,TRGW-2-15-16,4298.5,34.86684776
3575,TRGW-2-15-16,4299.5,34.86127278
3576,TRGW-2-15-16,4300.5,34.85604578
3577,TRGW-2-15-16,4301.5,34.85083607
3578,TRGW-2-15-16,4302.5,34.84563803
3579,TRGW-2-15-16,4303.5,34.84044936
3580,TRGW-2-15-16,4304.5,34.83538713
3581,TRGW-2-15-16,4305.5,34.83039093
3582,TRGW-2-15-16,4306.5,34.82547589
3583,TRGW-2-15-16,4307.5,34.82058558
3584,TRGW-2-15-16,4308.5,34.81565654
3585,TRGW-2-15-16,4309.5,34.81083703
3586,TRGW-2-15-16,4310.5,34.80612416
3587,TRGW-2-15-16,4311.5,34.80140259
3588,TRGW-2-15-16,4312.5,34.79676521
3589,TRGW-2-15-16,4313.5,34.79214821
3590,TRGW-2-15-16,4314.5,34.78761955
3591,TRGW-2-15-16,4315.5,34.7831365
3592,TRGW-2-15-16,4316.5,34.7786014
3593,TRGW-2-15-16,4317.5,34.77406069
3594,TRGW-2-15-16,4318.5,34.76962657
3595,TRGW-2-15-16,4319.5,34.7652353
3596,TRGW-2-15-16,4320.5,34.76078157
3597,TRGW-2-15-16,4321.5,34.75645919
3598,TRGW-2-15-16,4322.5,34.75217328
3599,TRGW-2-15-16,4323.5,34.7479349
3600,TRGW-2-15-16,4324.5,34.74371604
3601,TRGW-2-15-16,4325.5,34.73957865
3602,TRGW-2-15-16,4326.5,34.73551818
3603,TRGW-2-15-16,4327.5,34.73148416
3604,TRGW-2-15-16,4328.5,34.7274351
3605,TRGW-2-15-16,4329.5,34.72337635
3606,TRGW-2-15-16,4330.5,34.71936015
3607,TRGW-2-15-16,4331.5,34.71529853
3608,TRGW-2-15-16,4332.5,34.71119076
3609,TRGW-2-15-16,4333.5,34.70702426
3610,TRGW-2-15-16,4334.5,34.7028346
3611,TRGW-2-15-16,4335.5,34.69861785
3612,TRGW-2-15-16,4336.5,34.694432
3613,TRGW-2-15-16,4337.5,34.69023207
3614,TRGW-2-15-16,4338.5,34.68607336
3615,TRGW-2-15-16,4339.5,34.68200173
3616,TRGW-2-15-16,4340.5,34.67793055
3617,TRGW-2-15-16,4341.5,34.67396653
3618,TRGW-2-15-16,4342.5,34.66998418
3619,TRGW-2-15-16,4343.5,34.66603822
3620,TRGW-2-15-16,4344.5,34.66208339
3621,TRGW-2-15-16,4345.5,34.65802613
3622,TRGW-2-15-16,4346.5,34.65402422
3623,TRGW-2-15-16,4347.5,34.65020459
3624,TRGW-2-15-16,4348.5,34.64631176
3625,TRGW-2-15-16,4349.5,34.64237149
3626,TRGW-2-15-16,4350.5,34.63845517
3627,TRGW-2-15-16,4351.5,34.63471787
3628,TRGW-2-15-16,4352.5,34.63078446
3629,TRGW-2-15-16,4353.5,34.62696905
3630,TRGW-2-15-16,4354.5,34.62297224
3631,TRGW-2-15-16,4355.5,34.61897076
3632,TRGW-2-15-16,4356.5,34.61519708
3633,TRGW-2-15-16,4357.5,34.61130227
3634,TRGW-2-15-16,4358.5,34.60748888
3635,TRGW-2-15-16,4359.5,34.60362219
3636,TRGW-2-15-16,4360.5,34.60002248
3637,TRGW-2-15-16,4361.5,34.59620407
3638,TRGW-2-15-16,4362.5,34.59242926
3639,TRGW-2-15-16,4363.5,34.58876044
3640,TRGW-2-15-16,4364.5,34.58499357
3641,TRGW-2-15-16,4365.5,34.58112873
3642,TRGW-2-15-16,4366.5,34.57726459
3643,TRGW-2-15-16,4367.5,34.57380837
3644,TRGW-2-15-16,4368.5,34.57026422
3645,TRGW-2-15-16,4369.5,34.56658069
3646,TRGW-2-15-16,4370.5,34.56283865
3647,TRGW-2-15-16,4371.5,34.55964339
3648,TRGW-2-15-16,4372.5,34.55635128
3649,TRGW-2-15-16,4373.5,34.55267044
3650,TRGW-2-15-16,4374.5,34.54909046
3651,TRGW-2-15-16,4375.5,34.54559676
3652,TRGW-2-15-16,4376.5,34.54239366
3653,TRGW-2-15-16,4377.5,34.53896124
3654,TRGW-2-15-16,4378.5,34.53556496
3655,TRGW-2-15-16,4379.5,34.5323819
3656,TRGW-2-15-16,4380.5,34.52980268
3657,TRGW-2-15-16,4381.5,34.52643789
3658,TRGW-2-15-16,4382.5,34.52329816
3659,TRGW-2-15-16,4383.5,34.52019341
3660,TRGW-2-21-10,3652.5,36.32366075
3661,TRGW-2-21-10,3653.5,36.32252511
3662,TRGW-2-21-10,3654.5,36.32263991
3663,TRGW-2-21-10,3655.5,36.32067265
3664,TRGW-2-21-10,3656.5,36.31627551
3665,TRGW-2-21-10,3657.5,36.31389604
3666,TRGW-2-21-10,3658.5,36.31169186
3667,TRGW-2-21-10,3659.5,36.30695579
3668,TRGW-2-21-10,3660.5,36.30080851
3669,TRGW-2-21-10,3661.5,36.29623912
3670,TRGW-2-21-10,3662.5,36.29196548
3671,TRGW-2-21-10,3663.5,36.28652671
3672,TRGW-2-21-10,3664.5,36.28150571
3673,TRGW-2-21-10,3665.5,36.27630007
3674,TRGW-2-21-10,3666.5,36.27060736
3675,TRGW-2-21-10,3667.5,36.26691408
3676,TRGW-2-21-10,3668.5,36.2613861
3677,TRGW-2-21-10,3669.5,36.2562135
3678,TRGW-2-21-10,3670.5,36.25134228
3679,TRGW-2-21-10,3671.5,36.24545245
3680,TRGW-2-21-10,3672.5,36.24029424
3681,TRGW-2-21-10,3673.5,36.23424555
3682,TRGW-2-21-10,3674.5,36.22900792
3683,TRGW-2-21-10,3675.5,36.22646269
3684,TRGW-2-21-10,3676.5,36.22117139
3685,TRGW-2-21-10,3677.5,36.21562658
3686,TRGW-2-21-10,3678.5,36.21235022
3687,TRGW-2-21-10,3679.5,36.20781087
3688,TRGW-2-21-10,3680.5,36.2036585
3689,TRGW-2-21-10,3681.5,36.19912387
3690,TRGW-2-21-10,3682.5,36.19578408
3691,TRGW-2-21-10,3683.5,36.19209884
3692,TRGW-2-21-10,3684.5,36.18972164
3693,TRGW-2-21-10,3685.5,36.18452146
3694,TRGW-2-21-10,3686.5,36.18039468
3695,TRGW-2-21-10,3687.5,36.17766532
3696,TRGW-2-21-10,3688.5,36.17395926
3697,TRGW-2-21-10,3689.5,36.17239083
3698,TRGW-2-21-10,3690.5,36.16734123
3699,TRGW-2-21-10,3691.5,36.16449801
3700,TRGW-2-21-10,3692.5,36.16214452
3701,TRGW-2-21-10,3693.5,36.15911455
3702,TRGW-2-21-10,3694.5,36.15663763
3703,TRGW-2-21-10,3695.5,36.15434022
3704,TRGW-2-21-10,3696.5,36.15122024
3705,TRGW-2-21-10,3697.5,36.14891505
3706,TRGW-2-21-10,3698.5,36.14879276
3707,TRGW-2-21-10,3699.5,36.14961066
3708,TRGW-2-21-10,3700.5,36.15217702
3709,TRGW-2-21-10,3701.5,36.15317129
3710,TRGW-2-21-10,3702.5,36.15061196
3711,TRGW-2-21-10,3703.5,36.15011407
3712,TRGW-2-21-10,3704.5,36.14875027
3713,TRGW-2-21-10,3705.5,36.14776186
3714,TRGW-2-21-10,3706.5,36.14844166
3715,TRGW-2-21-10,3707.5,36.14874227
3716,TRGW-2-21-10,3708.5,36.14868755
3717,TRGW-2-21-10,3709.5,36.15025183
3718,TRGW-2-21-10,3710.5,36.14957799
3719,TRGW-2-21-10,3711.5,36.14701858
3720,TRGW-2-21-10,3712.5,36.14692876
3721,TRGW-2-21-10,3713.5,36.14418731
3722,TRGW-2-21-10,3714.5,36.14482752
3723,TRGW-2-21-10,3715.5,36.1458014
3724,TRGW-2-21-10,3716.5,36.14667008
3725,TRGW-2-21-10,3717.5,36.14513987
3726,TRGW-2-21-10,3718.5,36.14306944
3727,TRGW-2-21-10,3719.5,36.14360908
3728,TRGW-2-21-10,3720.5,36.14383874
3729,TRGW-2-21-10,3721.5,36.14595877
3730,TRGW-2-21-10,3722.5,36.1455362
3731,TRGW-2-21-10,3723.5,36.14850732
3732,TRGW-2-21-10,3724.5,36.15001603
3733,TRGW-2-21-10,3725.5,36.14936571
3734,TRGW-2-21-10,3726.5,36.15239055
3735,TRGW-2-21-10,3727.5,36.15351985
3736,TRGW-2-21-10,3728.5,36.15144301
3737,TRGW-2-21-10,3729.5,36.15155691
3738,TRGW-2-21-10,3730.5,36.15250507
3739,TRGW-2-21-10,3731.5,36.15185111
3740,TRGW-2-21-10,3732.5,36.15078958
3741,TRGW-2-21-10,3733.5,36.15195365
3742,TRGW-2-21-10,3734.5,36.15082514
3743,TRGW-2-21-10,3735.5,36.14978753
3744,TRGW-2-21-10,3736.5,36.14891057
3745,TRGW-2-21-10,3737.5,36.14972305
3746,TRGW-2-21-10,3738.5,36.15149628
3747,TRGW-2-21-10,3739.5,36.15350377
3748,TRGW-2-21-10,3740.5,36.15494797
3749,TRGW-2-21-10,3741.5,36.15338816
3750,TRGW-2-21-10,3742.5,36.15525398
3751,TRGW-2-21-10,3743.5,36.1554315
3752,TRGW-2-21-10,3744.5,36.15856112
3753,TRGW-2-21-10,3745.5,36.15823824
3754,TRGW-2-21-10,3746.5,36.15697871
3755,TRGW-2-21-10,3747.5,36.15974574
3756,TRGW-2-21-10,3748.5,36.15953228
3757,TRGW-2-21-10,3749.5,36.16363183
3758,TRGW-2-21-10,3750.5,36.16312807
3759,TRGW-2-21-10,3751.5,36.16604631
3760,TRGW-2-21-10,3752.5,36.16914185
3761,TRGW-2-21-10,3753.5,36.16906624
3762,TRGW-2-21-10,3754.5,36.17248809
3763,TRGW-2-21-10,3755.5,36.17309746
3764,TRGW-2-21-10,3756.5,36.17250141
3765,TRGW-2-21-10,3757.5,36.17488601
3766,TRGW-2-21-10,3758.5,36.17702243
3767,TRGW-2-21-10,3759.5,36.18134779
3768,TRGW-2-21-10,3760.5,36.18290692
3769,TRGW-2-21-10,3761.5,36.18515099
3770,TRGW-2-21-10,3762.5,36.18861441
3771,TRGW-2-21-10,3763.5,36.19123419
