pp_0000               8.7500000000E+02      9.1250000000E+03      1           1.0000000000E+00     
pp_0001               2.3750000000E+03      9.1250000000E+03      1           1.0000000000E+00     
pp_0002               3.8750000000E+03      9.1250000000E+03      1           1.0000000000E+00     
pp_0003               8.7500000000E+02      7.6250000000E+03      1           1.0000000000E+00     
pp_0004               2.3750000000E+03      7.6250000000E+03      1           1.0000000000E+00     
pp_0005               3.8750000000E+03      7.6250000000E+03      1           1.0000000000E+00     
pp_0006               8.7500000000E+02      6.1250000000E+03      1           1.0000000000E+00     
pp_0007               2.3750000000E+03      6.1250000000E+03      1           1.0000000000E+00     
pp_0008               3.8750000000E+03      6.1250000000E+03      1           1.0000000000E+00     
pp_0009               8.7500000000E+02      4.6250000000E+03      1           1.0000000000E+00     
pp_0010               2.3750000000E+03      4.6250000000E+03      1           1.0000000000E+00     
pp_0011               3.8750000000E+03      4.6250000000E+03      1           1.0000000000E+00     
pp_0012               8.7500000000E+02      3.1250000000E+03      1           1.0000000000E+00     
pp_0013               2.3750000000E+03      3.1250000000E+03      1           1.0000000000E+00     
pp_0014               3.8750000000E+03      3.1250000000E+03      1           1.0000000000E+00     
pp_0015               8.7500000000E+02      1.6250000000E+03      1           1.0000000000E+00     
pp_0016               2.3750000000E+03      1.6250000000E+03      1           1.0000000000E+00     
pp_0017               3.8750000000E+03      1.6250000000E+03      1           1.0000000000E+00     
