time,elapsed_seconds,message
08:22:27,1.35e-05,retrieving REDSVD components
08:22:27,1.11e-05,triming REDSVD components to 1elements
08:22:27,8.6e-06,done REDSVD
08:22:27,1.28e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,7.9e-06,JS
08:22:27,9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:27,1.62e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,8.3e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:27,7.6e-06,starting REDSVD
08:22:27,1.2e-05,retrieving REDSVD components
08:22:27,1e-05,triming REDSVD components to 1elements
08:22:27,8.3e-06,done REDSVD
08:22:27,8.2e-06,SVD factorization complete
08:22:27,7.3e-05,commencing linear algebra multiplication to compute ugrade
08:22:27,1.06e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.01e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.02e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:27,2.31e-05,linear algebra multiplication to compute ugrade complete
08:22:27,1.26e-05,commencing check of parameter bounds and gradients
08:22:27,1.41e-05,commencing calculation of upgrade vector
08:22:27,0.0004388,forming JtQJ matrix
08:22:27,1.63e-05,commencing to scale JtQJ matrix- first SVD...
08:22:27,8.5e-06,starting REDSVD
08:22:27,1.25e-05,retrieving REDSVD components
08:22:27,1.06e-05,triming REDSVD components to 1elements
08:22:27,8.4e-06,done REDSVD
08:22:27,1.23e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,7.9e-06,JS
08:22:27,8.8e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:27,1.57e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,8.2e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:27,7.7e-06,starting REDSVD
08:22:27,1.21e-05,retrieving REDSVD components
08:22:27,9.9e-06,triming REDSVD components to 1elements
08:22:27,8.2e-06,done REDSVD
08:22:27,7.8e-06,SVD factorization complete
08:22:27,7.28e-05,commencing linear algebra multiplication to compute ugrade
08:22:27,1.4e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.26e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.02e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:27,2.08e-05,linear algebra multiplication to compute ugrade complete
08:22:27,1.2e-05,commencing check of parameter bounds
08:22:27,8.5e-06,limiting out of bounds pars
08:22:27,1.47e-05,change limit/bound enforement for lambda 10: ,, scaling factor: 1
08:22:27,8.2e-06,checking for denormal floating point values
08:22:27,8.9e-06,transforming upgrade pars to model pars
08:22:27,1.22e-05,writing upgrade vector to csv file
08:22:27,0.0008374,beginning upgrade vector calculations, lambda = 100
08:22:27,6.07e-05,commencing calculation of upgrade vector
08:22:27,0.0004514,forming JtQJ matrix
08:22:27,1.98e-05,commencing to scale JtQJ matrix- first SVD...
08:22:27,8.7e-06,starting REDSVD
08:22:27,1.31e-05,retrieving REDSVD components
08:22:27,1.06e-05,triming REDSVD components to 1elements
08:22:27,8.6e-06,done REDSVD
08:22:27,1.26e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,7.9e-06,JS
08:22:27,9.5e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:27,1.62e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,8.3e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:27,7.7e-06,starting REDSVD
08:22:27,1.21e-05,retrieving REDSVD components
08:22:27,1e-05,triming REDSVD components to 1elements
08:22:27,8.3e-06,done REDSVD
08:22:27,7.8e-06,SVD factorization complete
08:22:27,7.3e-05,commencing linear algebra multiplication to compute ugrade
08:22:27,1.07e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.02e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:27,2.35e-05,linear algebra multiplication to compute ugrade complete
08:22:27,1.28e-05,commencing check of parameter bounds and gradients
08:22:27,1.4e-05,commencing calculation of upgrade vector
08:22:27,0.000438,forming JtQJ matrix
08:22:27,1.63e-05,commencing to scale JtQJ matrix- first SVD...
08:22:27,8.3e-06,starting REDSVD
08:22:27,1.25e-05,retrieving REDSVD components
08:22:27,1.04e-05,triming REDSVD components to 1elements
08:22:27,8.4e-06,done REDSVD
08:22:27,1.23e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,7.9e-06,JS
08:22:27,8.7e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:27,1.61e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,8.2e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:27,7.5e-06,starting REDSVD
08:22:27,1.23e-05,retrieving REDSVD components
08:22:27,1e-05,triming REDSVD components to 1elements
08:22:27,8.2e-06,done REDSVD
08:22:27,7.7e-06,SVD factorization complete
08:22:27,7.23e-05,commencing linear algebra multiplication to compute ugrade
08:22:27,1.05e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:27,2.09e-05,linear algebra multiplication to compute ugrade complete
08:22:27,1.18e-05,commencing check of parameter bounds
08:22:27,8.4e-06,limiting out of bounds pars
08:22:27,1.46e-05,change limit/bound enforement for lambda 100: ,, scaling factor: 1
08:22:27,7.9e-06,checking for denormal floating point values
08:22:27,8.7e-06,transforming upgrade pars to model pars
08:22:27,1.19e-05,writing upgrade vector to csv file
08:22:27,0.0007024,beginning upgrade vector calculations, lambda = 1000
08:22:27,5.79e-05,commencing calculation of upgrade vector
08:22:27,0.0004497,forming JtQJ matrix
08:22:27,2e-05,commencing to scale JtQJ matrix- first SVD...
08:22:27,8.6e-06,starting REDSVD
08:22:27,1.31e-05,retrieving REDSVD components
08:22:27,1.05e-05,triming REDSVD components to 1elements
08:22:27,5.9e-05,done REDSVD
08:22:27,1.73e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,8.3e-06,JS
08:22:27,9.1e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:27,1.63e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,8.6e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:27,7.5e-06,starting REDSVD
08:22:27,1.24e-05,retrieving REDSVD components
08:22:27,1.06e-05,triming REDSVD components to 1elements
08:22:27,8.2e-06,done REDSVD
08:22:27,7.7e-06,SVD factorization complete
08:22:27,7.27e-05,commencing linear algebra multiplication to compute ugrade
08:22:27,1.06e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.01e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.03e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:27,2.41e-05,linear algebra multiplication to compute ugrade complete
08:22:27,1.28e-05,commencing check of parameter bounds and gradients
08:22:27,1.38e-05,commencing calculation of upgrade vector
08:22:27,0.0004383,forming JtQJ matrix
08:22:27,1.63e-05,commencing to scale JtQJ matrix- first SVD...
08:22:27,8.6e-06,starting REDSVD
08:22:27,1.25e-05,retrieving REDSVD components
08:22:27,1.04e-05,triming REDSVD components to 1elements
08:22:27,8.4e-06,done REDSVD
08:22:27,1.28e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,7.9e-06,JS
08:22:27,9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:27,1.57e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,8.2e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:27,7.6e-06,starting REDSVD
08:22:27,1.23e-05,retrieving REDSVD components
08:22:27,1.03e-05,triming REDSVD components to 1elements
08:22:27,8.2e-06,done REDSVD
08:22:27,7.8e-06,SVD factorization complete
08:22:27,7.27e-05,commencing linear algebra multiplication to compute ugrade
08:22:27,1.08e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.02e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:27,1.01e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:27,2.05e-05,linear algebra multiplication to compute ugrade complete
08:22:27,1.18e-05,commencing check of parameter bounds
08:22:27,8.4e-06,limiting out of bounds pars
08:22:27,1.5e-05,change limit/bound enforement for lambda 1000: ,, scaling factor: 1
08:22:27,8e-06,checking for denormal floating point values
08:22:27,8.8e-06,transforming upgrade pars to model pars
08:22:27,1.24e-05,writing upgrade vector to csv file
08:22:27,0.0011421,LinearAnalysis::glm_iter_fosm
08:22:27,0.0002545,starting FOSM uncertainty analyses for iteration 1
08:22:27,0.0045945,loading obscov
08:22:27,0.0001757,loading parcov
08:22:27,1.55e-05,setting predictions
08:22:27,8.5e-06,set_predictions
08:22:27,9.18e-05,extracting prediction HEADWATER:4383.5 from jacobian
08:22:27,0.0006402,extracting prediction TAILWATER:4383.5 from jacobian
08:22:27,0.0005166,extracting prediction TRGW-0-9-1:4383.5 from jacobian
08:22:27,0.0005609,extracting prediction PART_TIME from jacobian
08:22:27,0.0005304,parameter fosm calcs
08:22:27,1.07e-05,LinearAnalysis::calc_posterior
08:22:27,8e-06,LinearAnalysis::align
08:22:27,0.0006581,LinearAnalysis::prior_prediction_variance()::invert obscov
08:22:27,1.25e-05,inverting diagonal matrix in place
08:22:27,2.8e-05,LinearAnalysis::calc_posterior() form JtQJ
08:22:27,8.73e-05,LinearAnalysis::calc_posterior() invert prior parcov
08:22:27,2.18e-05,LinearAnalysis::calc_posterior() form posterior parcov
08:22:27,1.02e-05,LinearAnalysis::calc_posterior() invert posterior parcov
08:22:27,7.8e-06,inverting non-diagonal matrix in place
08:22:27,0.0007532,forecast FOSM calcs
08:22:27,0.000295,LinearAnalysis::prior_prediction_variance
08:22:27,3.25e-05,LinearAnalysis::prior_prediction_variance
08:22:31,3.52087,completed iteration 2
08:22:31,0.0178947,beginning iteration 3
08:22:31,8.48e-05,commencing to build jacobian parameter sets
08:22:31,0.0017309,jacobian parameter sets built, commencing model runs
08:22:31,0.687157,jacobian runs complete, processing runs
08:22:31,0.0009955,processing jacobian runs complete
08:22:31,1.43e-05,saving jacobian and sen files
08:22:31,0.0021336,commencing calculation of upgrade vector
08:22:31,0.0004592,forming JtQJ matrix
08:22:31,1.98e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,9.4e-06,starting REDSVD
08:22:31,1.71e-05,retrieving REDSVD components
08:22:31,1.16e-05,triming REDSVD components to 1elements
08:22:31,9.1e-06,done REDSVD
08:22:31,1.43e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.2e-06,JS
08:22:31,8.9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.7e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.3e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.8e-06,starting REDSVD
08:22:31,1.22e-05,retrieving REDSVD components
08:22:31,1.01e-05,triming REDSVD components to 1elements
08:22:31,8.4e-06,done REDSVD
08:22:31,7.7e-06,SVD factorization complete
08:22:31,7.57e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.08e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.05e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.02e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.25e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.33e-05,commencing check of parameter bounds and gradients
08:22:31,0.0018587,beginning upgrade vector calculations, lambda = 0.1
08:22:31,7.78e-05,commencing calculation of upgrade vector
08:22:31,0.0004753,forming JtQJ matrix
08:22:31,1.77e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,8.8e-06,starting REDSVD
08:22:31,1.47e-05,retrieving REDSVD components
08:22:31,1.11e-05,triming REDSVD components to 1elements
08:22:31,9e-06,done REDSVD
08:22:31,1.32e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8e-06,JS
08:22:31,9.1e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.67e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.4e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.8e-06,starting REDSVD
08:22:31,1.26e-05,retrieving REDSVD components
08:22:31,1.01e-05,triming REDSVD components to 1elements
08:22:31,8.5e-06,done REDSVD
08:22:31,7.8e-06,SVD factorization complete
08:22:31,7.53e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.1e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.03e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.02e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.25e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.28e-05,commencing check of parameter bounds and gradients
08:22:31,1.22e-05,commencing calculation of upgrade vector
08:22:31,0.000446,forming JtQJ matrix
08:22:31,1.64e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,8.3e-06,starting REDSVD
08:22:31,1.27e-05,retrieving REDSVD components
08:22:31,1.04e-05,triming REDSVD components to 1elements
08:22:31,8.6e-06,done REDSVD
08:22:31,1.26e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,7.9e-06,JS
08:22:31,8.9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.63e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.3e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.6e-06,starting REDSVD
08:22:31,1.22e-05,retrieving REDSVD components
08:22:31,1e-05,triming REDSVD components to 1elements
08:22:31,8.5e-06,done REDSVD
08:22:31,7.8e-06,SVD factorization complete
08:22:31,7.34e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.06e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.36e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.3e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.08e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.25e-05,commencing check of parameter bounds
08:22:31,8.4e-06,limiting out of bounds pars
08:22:31,1.56e-05,change limit/bound enforement for lambda 0.1: ,, scaling factor: 1
08:22:31,8.2e-06,checking for denormal floating point values
08:22:31,8.6e-06,transforming upgrade pars to model pars
08:22:31,9.4e-06,writing upgrade vector to csv file
08:22:31,0.0006446,beginning upgrade vector calculations, lambda = 1
08:22:31,5.73e-05,commencing calculation of upgrade vector
08:22:31,0.0004431,forming JtQJ matrix
08:22:31,1.74e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,9e-06,starting REDSVD
08:22:31,1.37e-05,retrieving REDSVD components
08:22:31,1.09e-05,triming REDSVD components to 1elements
08:22:31,8.6e-06,done REDSVD
08:22:31,1.28e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8e-06,JS
08:22:31,9.4e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.64e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.2e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,8e-06,starting REDSVD
08:22:31,1.23e-05,retrieving REDSVD components
08:22:31,1.01e-05,triming REDSVD components to 1elements
08:22:31,8.3e-06,done REDSVD
08:22:31,8.3e-06,SVD factorization complete
08:22:31,7.34e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.09e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.02e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.01e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.16e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.23e-05,commencing check of parameter bounds and gradients
08:22:31,1.04e-05,commencing calculation of upgrade vector
08:22:31,0.0004516,forming JtQJ matrix
08:22:31,1.75e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,8.6e-06,starting REDSVD
08:22:31,1.3e-05,retrieving REDSVD components
08:22:31,1.09e-05,triming REDSVD components to 1elements
08:22:31,8.6e-06,done REDSVD
08:22:31,1.27e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8e-06,JS
08:22:31,9.2e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.58e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.3e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.5e-06,starting REDSVD
08:22:31,1.21e-05,retrieving REDSVD components
08:22:31,9.9e-06,triming REDSVD components to 1elements
08:22:31,8.2e-06,done REDSVD
08:22:31,8.3e-06,SVD factorization complete
08:22:31,7.37e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.06e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.05e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.02e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.04e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.22e-05,commencing check of parameter bounds
08:22:31,8.3e-06,limiting out of bounds pars
08:22:31,1.48e-05,change limit/bound enforement for lambda 1: ,, scaling factor: 1
08:22:31,8e-06,checking for denormal floating point values
08:22:31,8.9e-06,transforming upgrade pars to model pars
08:22:31,9.5e-06,writing upgrade vector to csv file
08:22:31,0.0007242,beginning upgrade vector calculations, lambda = 10
08:22:31,0.0002274,commencing calculation of upgrade vector
08:22:31,0.0004493,forming JtQJ matrix
08:22:31,1.68e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,8.6e-06,starting REDSVD
08:22:31,1.31e-05,retrieving REDSVD components
08:22:31,1.07e-05,triming REDSVD components to 1elements
08:22:31,8.6e-06,done REDSVD
08:22:31,1.36e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.12e-05,JS
08:22:31,1.13e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.67e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.6e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.7e-06,starting REDSVD
08:22:31,1.21e-05,retrieving REDSVD components
08:22:31,1e-05,triming REDSVD components to 1elements
08:22:31,8.4e-06,done REDSVD
08:22:31,7.9e-06,SVD factorization complete
08:22:31,7.3e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.06e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.01e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.02e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.19e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.21e-05,commencing check of parameter bounds and gradients
08:22:31,1.04e-05,commencing calculation of upgrade vector
08:22:31,0.0004387,forming JtQJ matrix
08:22:31,1.6e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,8.7e-06,starting REDSVD
08:22:31,1.29e-05,retrieving REDSVD components
08:22:31,1.06e-05,triming REDSVD components to 1elements
08:22:31,8.7e-06,done REDSVD
08:22:31,1.25e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,7.9e-06,JS
08:22:31,9.3e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.61e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.2e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.6e-06,starting REDSVD
08:22:31,1.2e-05,retrieving REDSVD components
08:22:31,9.9e-06,triming REDSVD components to 1elements
08:22:31,8.2e-06,done REDSVD
08:22:31,7.7e-06,SVD factorization complete
08:22:31,0.0001271,commencing linear algebra multiplication to compute ugrade
08:22:31,1.19e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.03e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.01e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.15e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.2e-05,commencing check of parameter bounds
08:22:31,8.5e-06,limiting out of bounds pars
08:22:31,1.5e-05,change limit/bound enforement for lambda 10: ,, scaling factor: 1
08:22:31,7.9e-06,checking for denormal floating point values
08:22:31,8.5e-06,transforming upgrade pars to model pars
08:22:31,9.4e-06,writing upgrade vector to csv file
08:22:31,0.0009277,beginning upgrade vector calculations, lambda = 100
08:22:31,6.52e-05,commencing calculation of upgrade vector
08:22:31,0.0004548,forming JtQJ matrix
08:22:31,1.67e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,9e-06,starting REDSVD
08:22:31,1.35e-05,retrieving REDSVD components
08:22:31,1.06e-05,triming REDSVD components to 1elements
08:22:31,8.6e-06,done REDSVD
08:22:31,1.29e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,7.9e-06,JS
08:22:31,1e-05,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.95e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.3e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.5e-06,starting REDSVD
08:22:31,1.2e-05,retrieving REDSVD components
08:22:31,1.02e-05,triming REDSVD components to 1elements
08:22:31,8.2e-06,done REDSVD
08:22:31,7.7e-06,SVD factorization complete
08:22:31,7.31e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.05e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.01e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.01e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.15e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.2e-05,commencing check of parameter bounds and gradients
08:22:31,1.03e-05,commencing calculation of upgrade vector
08:22:31,0.0004312,forming JtQJ matrix
08:22:31,2.11e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,1.04e-05,starting REDSVD
08:22:31,1.3e-05,retrieving REDSVD components
08:22:31,1.05e-05,triming REDSVD components to 1elements
08:22:31,8.4e-06,done REDSVD
08:22:31,1.22e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,7.7e-06,JS
08:22:31,8.7e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.56e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.1e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.6e-06,starting REDSVD
08:22:31,1.19e-05,retrieving REDSVD components
08:22:31,9.9e-06,triming REDSVD components to 1elements
08:22:31,8.5e-06,done REDSVD
08:22:31,7.7e-06,SVD factorization complete
08:22:31,7.16e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.05e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1e-05,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,9.9e-06,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.02e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.17e-05,commencing check of parameter bounds
08:22:31,8.2e-06,limiting out of bounds pars
08:22:31,1.45e-05,change limit/bound enforement for lambda 100: ,, scaling factor: 1
08:22:31,8e-06,checking for denormal floating point values
08:22:31,8.2e-06,transforming upgrade pars to model pars
08:22:31,9.6e-06,writing upgrade vector to csv file
08:22:31,0.0007807,beginning upgrade vector calculations, lambda = 1000
08:22:31,5.66e-05,commencing calculation of upgrade vector
08:22:31,0.0004356,forming JtQJ matrix
08:22:31,1.62e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,8.3e-06,starting REDSVD
08:22:31,1.29e-05,retrieving REDSVD components
08:22:31,1.05e-05,triming REDSVD components to 1elements
08:22:31,8.7e-06,done REDSVD
08:22:31,1.24e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.2e-06,JS
08:22:31,8.7e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.59e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.2e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.7e-06,starting REDSVD
08:22:31,1.21e-05,retrieving REDSVD components
08:22:31,9.8e-06,triming REDSVD components to 1elements
08:22:31,8.3e-06,done REDSVD
08:22:31,7.6e-06,SVD factorization complete
08:22:31,7.36e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.06e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,9.9e-06,U info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,1.01e-05,jac info: rows = 24: cols = 1: size = 24: nonzeros = 24
08:22:31,2.17e-05,linear algebra multiplication to compute ugrade complete
08:22:31,1.2e-05,commencing check of parameter bounds and gradients
08:22:31,1.09e-05,commencing calculation of upgrade vector
08:22:31,0.0004341,forming JtQJ matrix
08:22:31,1.61e-05,commencing to scale JtQJ matrix- first SVD...
08:22:31,8.4e-06,starting REDSVD
08:22:31,1.25e-05,retrieving REDSVD components
08:22:31,1.02e-05,triming REDSVD components to 1elements
08:22:31,8.3e-06,done REDSVD
08:22:31,1.22e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,7.8e-06,JS
08:22:31,8.9e-06,JS.transpose() * q_mat * JS + lambda * S.transpose() * S
08:22:31,1.56e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1
08:22:31,8.2e-06,commencing SVD factorization of lambda-scaled JtQJ
08:22:31,7.4e-06,starting REDSVD
08:22:31,1.2e-05,retrieving REDSVD components
08:22:31,9.7e-06,triming REDSVD components to 1elements
08:22:31,8.3e-06,done REDSVD
08:22:31,7.6e-06,SVD factorization complete
08:22:31,7.2e-05,commencing linear algebra multiplication to compute ugrade
08:22:31,1.05e-05,S info: rows = 1: cols = 1: size = 1: nonzeros = 1Vt info: rows = 1: cols = 1: size = 1: nonzeros = 1
