0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,6.065574999999999761e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,6.004614453125000040e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
2.000000000000000000e+00,0.000000000000000000e+00,2.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,5.943653906249999608e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
3.000000000000000000e+00,0.000000000000000000e+00,3.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,5.882693359374999886e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
4.000000000000000000e+00,0.000000000000000000e+00,4.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,5.821732812499999454e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,5.760772265624999733e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
6.000000000000000000e+00,0.000000000000000000e+00,6.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,5.699811718750000011e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
7.000000000000000000e+00,0.000000000000000000e+00,7.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,5.638851171874999579e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
8.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,5.577890624999999858e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
9.000000000000000000e+00,0.000000000000000000e+00,9.000000000000000000e+00,7.000000000000000000e+00,6.096100000000000136e+02,3.048028000000000048e+01,1.000000000000000021e-03,5.516930078125000136e+01,1.000000000000000000e+00,1.420000000000000092e-04,3.858000000000000318e-02,2.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00
