,0,1,2,3
0,0.0,0.0,6.7666,5.5474
1,365.25,-0.1932,6.157,4.9378
2,730.5,-0.3864,5.6693,4.4501
3,1095.75,-0.5795,5.1816,3.9624
4,1461.0,-0.7727,4.694,3.4748
5,1826.25,-0.9659,4.2063,2.9871
6,2191.5,-1.1591,3.7186,2.4994
7,2556.75,-1.3522,2.9871,1.7679
8,2922.0,-1.5454,2.2555,1.0363
9,3287.25,-1.7386,1.524,0.3048
10,3652.5,-1.9318,0.7925,-0.4267
11,4017.75,-2.125,0.061,-1.1583
12,4383.0,-2.3181,-0.1128,-1.332
13,4748.25,-2.5113,-0.2469,-1.4661
14,5113.5,-2.7045,-0.1768,-1.396
15,5478.75,-2.8977,-0.2865,-1.5057
16,5844.0,-3.0908,-0.2865,-1.5057
17,6209.25,-3.284,-0.3048,-1.524
18,6574.5,-3.4772,-0.3962,-1.6155
19,6939.75,-3.6704,-0.4267,-1.6459
20,7305.0,-3.8636,-0.4877,-1.7069
21,7670.25,-4.0567,-0.5182,-1.7374
22,8035.5,-4.2499,-0.6096,-1.8288
23,8400.75,-4.4431,-0.7315,-1.9507
24,8766.0,-4.6363,-0.701,-1.9203
25,9131.25,-4.8294,-0.823,-2.0422
26,9496.5,-5.0226,-0.9144,-2.1336
27,9861.75,-5.2158,-0.9449,-2.1641
28,10227.0,-5.409,-1.0211,-2.2403
29,10592.25,-5.6022,-1.6155,-2.8347
30,10957.5,-5.7953,-1.7679,-2.9871
31,11322.75,-5.9885,-2.3775,-3.5967
32,11688.0,-6.1817,-2.5908,-3.81
33,12053.25,-6.3749,-2.7737,-3.9929
34,12418.5,-6.568,-3.2004,-4.4196
35,12783.75,-6.7612,-3.5052,-4.7244
36,13149.0,-6.9544,-3.6272,-4.8464
37,13514.25,-7.1476,-4.1758,-5.395
38,13879.5,-7.3408,-4.3282,-5.5474
39,14244.75,-7.5339,-4.8159,-6.0351
40,14610.0,-7.7271,-5.2731,-6.4923
41,14975.25,-7.9203,-5.6084,-6.8276
42,15340.5,-8.1135,-6.1875,-7.4067
43,15705.75,-8.3066,-6.7666,-7.9858
44,16071.0,-8.4998,-7.6201,-8.8393
45,16436.25,-8.693,-9.4489,-10.6681
46,16801.5,-8.8862,-11.2777,-12.4969
47,17166.75,-9.0794,-13.1065,-14.3257
48,17532.0,-9.2725,-14.9353,-16.1545
49,17897.25,-9.4657,-16.7642,-17.9834
50,18262.5,-9.6589,-15.5449,-16.7642
51,18627.75,-9.8521,-14.6305,-15.8497
52,18993.0,-10.0453,-16.1424,-17.3616
53,19358.25,-10.2384,-14.3775,-15.5968
54,19723.5,-10.4316,-16.1789,-17.3981
55,20088.75,-10.6248,-18.4619,-19.6811
56,20454.0,-10.818,-18.7454,-19.9646
57,20819.25,-11.0111,-20.3944,-21.6136
58,21184.5,-11.2043,-20.8759,-22.0952
59,21549.75,-11.3975,-22.8754,-24.0947
60,21915.0,-11.5907,-23.7015,-24.9207
61,22280.25,-11.7839,-26.2527,-27.4719
62,22645.5,-11.977,-28.8039,-30.0231
63,23010.75,-12.1702,-31.3642,-32.5834
64,23376.0,-12.3634,-33.9245,-35.1438
65,23741.25,-12.5566,-36.4849,-37.7041
66,24106.5,-12.7497,-39.0148,-40.234
67,24471.75,-12.9429,-41.6056,-42.8248
68,24837.0,-13.1361,-42.7913,-44.0105
69,25202.25,-13.3293,-42.7273,-43.9465
70,25567.5,-13.5225,-42.7455,-43.9648
71,25932.75,-13.7156,-42.8949,-44.1141
72,26298.0,-13.9088,-43.0412,-44.2604
73,26663.25,-14.102,-43.1906,-44.4098
74,27028.5,-14.2952,-43.3399,-44.5591
75,27393.75,-14.4883,-43.3948,-44.614
