,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67
0,315.591,315.527,315.453,315.376,315.283,315.185,315.083,314.975,314.859,314.73,314.56,314.41781026255376,314.19204621479105,314.0106491917134,313.8440068296325,313.675386494273,313.517699871103,313.35585135980136,313.19114541579694,313.02655792879114,312.8510777794802,312.6720586579941,312.4884068322623,312.3003502446865,312.10664619135395,311.8902869661243,311.63097578209124,311.38696819425735,311.15806024749025,310.9151066764142,310.6635853457436,310.40356940955155,310.1319079662781,309.84497664059415,309.54448839041646,309.22489275671114,308.88342453432165,308.540679987566,308.1976867431722,307.85106675056494,307.49640323174077,307.15515256915836,306.7779213836628,306.3962794750759,306.0071242008698,305.601,305.144,304.763,304.421,304.067,303.695,303.328,302.958,302.609,302.283,301.948,301.611,301.267,300.917,300.588,300.255,299.935,299.627,299.279,298.916,298.565,298.224,297.855
1,315.523,315.45380209531004,315.3778031627837,315.29315735777095,315.19893301566003,315.1005061535397,314.9964759673973,314.8859842511839,314.76323800995493,314.61581506182176,314.4357259554413,314.2653328168618,314.07202753266114,313.8696219427174,313.7131226932151,313.5570274005244,313.39638232709535,313.23253236079194,313.0650117740325,312.8936546501581,312.7168114100037,312.53358256195685,312.34213042158433,312.1474176135044,311.94048391485995,311.7156213197813,311.4882200109896,311.2568997824708,311.0190187326074,310.77352354617005,310.5190926845935,310.25749480677405,309.9817209818187,309.69160174530157,309.382771841511,309.0555346804817,308.7161005146322,308.3724747113042,308.0246483933987,307.67185675040537,307.3056490272146,306.9325461484757,306.5426061694469,306.1497450117007,305.7509166122121,305.31866259984156,304.8572745530585,304.494160441764,304.14882614470287,303.7853712477474,303.4080675602849,303.0338503548361,302.6696804066292,302.3235402370334,301.993144833886,301.65940520742,301.3262302785303,300.9776002096142,300.63968557415023,300.31554366181757,299.96143618031886,299.6374508130793,299.32853573712356,299.0000562737849,298.64927333615316,298.28459112180354,297.8923472303867,297.571
2,315.447,315.37640174341954,315.2978996645,315.2094485440608,315.1119009787529,315.01134029281565,314.9057868281379,314.7917473053757,314.663615856722,314.5036520804617,314.3109769788162,314.12356826788147,313.92994475930567,313.7402956366578,313.5843555204742,313.42986399112516,313.2706039831432,313.10421191017366,312.9338072502194,312.75874212357974,312.5789362319451,312.39080693869096,312.1961545821118,312.00298890151,311.7967773993569,311.58203374340565,311.3584562395453,311.121172301412,310.8775577069292,310.6263569667976,310.3704547735855,310.1047542002948,309.827456485568,309.5344613403989,309.21857884048984,308.8834528226309,308.5405629834456,308.19299824196275,307.84291842955616,307.48281596595183,307.1044430121532,306.7076414740924,306.2990960991026,305.88976560378865,305.4834083421578,305.06462641898344,304.57899291958495,304.2124431663667,303.86900830291927,303.50058194368876,303.1091181494603,302.7282298472495,302.3833216792063,302.04788677503404,301.68545783825954,301.35932907473637,301.0164784140388,300.6739323263293,300.36902160865446,300.0396877014894,299.6856172373845,299.350446612654,299.0461317714312,298.719668285895,298.3779216357676,298.01067225016686,297.61409026614444,297.246
3,315.367,315.29551227775505,315.2140171514311,315.1229137390796,315.02236682564484,314.91848645877513,314.81024163138653,314.6940692171638,314.56054503265455,314.38977725719246,314.1851831027116,313.9865916996909,313.7919437070094,313.6028989234285,313.45048001720085,313.2956979865071,313.1358175547094,312.9703171351127,312.798863374251,312.62252709498705,312.4414652618024,312.25366326390946,312.0652430712283,311.87181604181836,311.669129474364,311.4548687684282,311.224985396475,310.9818880777221,310.73251993802023,310.47752031241174,310.21543454666903,309.9469842921544,309.66626662121513,309.3709826018657,309.0477178871731,308.7043791518694,308.35470233529855,308.00124432645504,307.64680174175106,307.2817499481623,306.88454878442485,306.46238528722097,306.02833374474255,305.6103642771967,305.2028888221244,304.8020863136968,304.29795383755777,303.91417439149797,303.56855529943414,303.2087204709431,302.8151787277905,302.42612756793807,302.08951509238193,301.7605812125174,301.40514130810277,301.06969165194005,300.7303229795186,300.3915973891866,300.0832997306528,299.75048504549426,299.38647778226436,299.0455803908918,298.74165041501936,298.4142895425151,298.07712465917564,297.7146721264196,297.3208526173346,296.963
4,315.284,315.2089434960118,315.12603863676685,315.03095718058466,314.9286543361766,314.82108091865405,314.70960846253524,314.58998471253415,314.44915221321276,314.2716976821202,314.0623665610409,313.84732207663393,313.6511059931395,313.46464434017616,313.3051598047639,313.1521782236763,312.9910566408162,312.8267330860508,312.6576848536287,312.482288421686,312.3023145382307,312.1196033982094,311.93696184734375,311.74354531337536,311.5388829505193,311.32157785721625,311.08765938437256,310.8389936816624,310.5822634907926,310.3205148939428,310.0537452697908,309.7794618565302,309.4954186438077,309.19534590035664,308.8691849474581,308.5159345140616,308.15617325085867,307.7938097314329,307.4311789973355,307.05410343283216,306.63718589491583,306.18003610442304,305.7342020211644,305.3207323835763,304.9130849932519,304.50239770203393,304.0202667563422,303.618859720374,303.24759127030114,302.8897608796156,302.5228688143512,302.13592341141396,301.7826491938411,301.45560379398245,301.1367466997944,300.8026430898823,300.45628364012964,300.1169440211577,299.78286424791673,299.4533646389415,299.0481750934058,298.7125148914905,298.38417168140177,298.074435236362,297.7453597069193,297.3792082309939,297.08615102154056,296.72
5,315.201,315.119738261959,315.03169077107054,314.9323783637697,314.8264424319986,314.715850620334,314.5988472251821,314.47662082966957,314.33215457424967,314.1512106316446,313.9301190982769,313.70560655182277,313.5022932992425,313.3221109957015,313.1661427828179,313.0129660731715,312.8544361463192,312.68980137178085,312.5229164380491,312.3497748735308,312.17358742280777,311.99093024225317,311.80829581236065,311.6112606564361,311.4042039734082,311.1800641358916,310.9401080393792,310.68772631446905,310.42415316414963,310.1571400585581,309.88499158915386,309.60591168309185,309.3158042047358,309.0124449523499,308.677483238802,308.31396367851397,307.9428765560946,307.5689182497188,307.18953917600004,306.7923527403919,306.34649531567163,305.88035699894436,305.44236851209683,305.03117188974556,304.6245063095208,304.2089867172083,303.71847120348065,303.3108150713276,302.9429402416527,302.5832690305747,302.21761327416766,301.8449907997239,301.4927067125142,301.1647284160032,300.84588622962747,300.5131818600673,300.1691634934881,299.83619049678686,299.5047822425403,299.1732286376703,298.7663950182145,298.4181855048382,298.1045319180868,297.79028764730896,297.45546194948724,297.1061116550877,296.7989520670589,296.429
6,315.111,315.0266034720252,314.93107782337796,314.82902728135485,314.7219134258063,314.60723204669995,314.48434289591165,314.35707060629943,314.2128110984068,314.02253533278736,313.7914248185969,313.5535452220473,313.35789004739826,313.1815830615695,313.0275857917891,312.87745857294874,312.7223988909728,312.560089055435,312.3902223825004,312.2199661336951,312.04762305990926,311.865276824081,311.67657056425696,311.4765803338745,311.26180865029795,311.03259189935216,310.7853742440413,310.5259161628324,310.2593784432878,309.98741181288887,309.71098576609353,309.4261955606493,309.13641072339635,308.82328645301334,308.4801841274987,308.10994892087075,307.72294506774654,307.33081439956055,306.9328766893262,306.5073277701366,306.05716748991216,305.6084650577619,305.1717988441107,304.75571482292554,304.3397393677331,303.9105255698314,303.38967913386784,302.98776415149206,302.6321897709256,302.2780542262644,301.92761898584325,301.5534150194192,301.19604948638727,300.86975851461864,300.54150726492946,300.2100195397726,299.8851789752294,299.5524634953946,299.2032964228545,298.8653745520675,298.53460500548425,298.17312050065635,297.8579173080481,297.532804711922,297.17546413649256,296.828538412997,296.4702524904097,296.09
7,315.022,314.9284598911928,314.82816341541087,314.7236274895588,314.6137332219589,314.4964011993802,314.36901547994955,314.2336050946964,314.07990883491806,313.8837345270769,313.6452667246785,313.4058978151833,313.2156237563567,313.0479399295471,312.8962011133391,312.74750311177394,312.5942657985535,312.43259476326847,312.26441304744895,312.0942476454417,311.92247705249457,311.7372153600451,311.54557896637687,311.3397181757267,311.1201356322863,310.88219341558863,310.6283112852939,310.36492938429285,310.0929892364012,309.8190972680433,309.53792896844016,309.2500009353531,308.95290382458353,308.6310075387677,308.28020335840887,307.89854304379304,307.49944805295695,307.0897811745049,306.67085354012295,306.2375172363821,305.79620412460906,305.3542910155143,304.91721621986886,304.48671964468014,304.04972145451177,303.6004217019276,303.0455747835924,302.66122920137263,302.3123327613681,301.97224435905036,301.6202334384279,301.2508497816281,300.89643101780354,300.5803266162855,300.2495416408775,299.92892847611085,299.5982617828723,299.2492438416531,298.9019026210238,298.5693161116953,298.2376160729165,297.8802976144477,297.55476991941816,297.21481480000574,296.8640365084995,296.53664452164503,296.1753666048675,295.787
8,314.924,314.82874667939734,314.72422631548136,314.6177917823133,314.50489543992217,314.38291980899226,314.2499385655388,314.1059353108885,313.9398089867209,313.7371158695183,313.495667611036,313.2669973616458,313.0837182709109,312.91996848147545,312.7754524409696,312.62729841159165,312.47386029367294,312.3124049636288,312.14560916896716,311.9762408864577,311.7996477249368,311.61178103524907,311.41384358237076,311.203235087658,310.9768573966365,310.73072974329403,310.4692571429048,310.20064287597694,309.9303826001509,309.6526034143052,309.36658910907425,309.0734782921037,308.7676047898172,308.43769771914236,308.06878882658845,307.6763688816381,307.2688983293046,306.8460544842065,306.4239936926177,305.98908479479144,305.5437467535123,305.10326924430785,304.6568911047937,304.2066825723477,303.7474004580546,303.2009918892091,302.7208407223384,302.34404569001197,302.0030798919273,301.6593898050924,301.313246867545,300.9462619002848,300.61497803752957,300.2881052130503,299.9700989761151,299.63888725650946,299.2869612749294,298.9462330075143,298.61469011193316,298.27869393488305,297.9301038316623,297.56346615225436,297.1895082117847,296.8564827219825,296.55230232211056,296.2164118889262,295.78762278499016,295.451
9,314.841,314.73436356892074,314.62802192766617,314.5171591583558,314.398815210463,314.270501648634,314.13019039809785,313.98102855522336,313.80831604157186,313.59980342611516,313.35789404662125,313.13449873076297,312.9623521117773,312.80106828044177,312.65783063016113,312.5129126048316,312.3578418957809,312.1960339797696,312.02916434877636,311.8574286725297,311.6790787689254,311.4867252888559,311.2836353339666,311.06773863393016,310.83293055978834,310.5786936415552,310.3114049969815,310.0382159322399,309.76507563309735,309.4829848912371,309.19247561166395,308.8909909893686,308.5777022066506,308.2353270482269,307.85604333318884,307.4536629749216,307.0350891453708,306.60745089715056,306.17998851237405,305.7409660957256,305.29337768862035,304.84339021635867,304.38329416359994,303.91660843331664,303.43880631632123,302.86667136381266,302.4101320511821,302.05287649054674,301.70418201107367,301.36165777378176,301.0158709363941,300.66206239189177,300.3175505146423,299.99268326566295,299.664169864988,299.3166248211179,298.96869895958133,298.6492876240462,298.3137323370583,297.9721398594073,297.6155513237808,297.24303114497366,296.8687204707528,296.4789330404397,296.1821995558534,295.8561722777958,295.4404279153485,295.112
