obsnme,obsval,weight,obgnme,datetime,oname,otype,usecol
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2020-09-02,34.38212357,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2020-10-02,34.22830856,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2020-11-02,34.10376213,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2020-12-02,34.0485858,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-01-02,34.07527554,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-02-02,34.17459538,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-03-02,34.30943029,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-04-02,34.46684007,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-05-02,34.58703529,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-06-02,34.64454379,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-07-02,34.62173037,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-08-02,34.5209322,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-09-02,34.37258818,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-10-02,34.22057541,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-11-02,34.09815761,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2021-12-02,34.04491986,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_22_15_datetime:2022-01-02,34.10884393,1.0,oname:hds_otype:lst_usecol:trgw_0_22_15,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-01-02,34.60094197,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-02-02,34.72676045,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-03-02,34.93986035,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-04-02,35.20610598,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-05-02,35.43501724,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-06-02,35.57280862,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-07-02,35.57313062,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-08-02,35.43215398,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-09-02,35.18875361,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-10-02,34.91555261,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-11-02,34.67077968,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2020-12-02,34.53298346,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-01-02,34.53231004,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-02-02,34.66838161,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-03-02,34.88460358,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-04-02,35.16368324,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-05-02,35.40064588,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-06-02,35.54391782,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-07-02,35.54847883,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-08-02,35.40971787,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-09-02,35.16837088,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-10-02,34.89803488,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-11-02,34.65691111,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2021-12-02,34.52303882,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_24_4_datetime:2022-01-02,34.58199769,1.0,oname:hds_otype:lst_usecol:trgw_0_24_4,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-01-02,34.43573555,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-02-02,34.55647264,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-03-02,34.75776685,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-04-02,35.00439884,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-05-02,35.2102893,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-06-02,35.32655234,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-07-02,35.3132636,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-08-02,35.1691643,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-09-02,34.9349441,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-10-02,34.67949683,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-11-02,34.45760824,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2020-12-02,34.34042481,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-01-02,34.35356544,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-02-02,34.49256087,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-03-02,34.70149723,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-04-02,34.96278147,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-05-02,35.17780107,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-06-02,35.29990121,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-07-02,35.2909298,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-08-02,35.14936075,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-09-02,34.91705471,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-10-02,34.66433011,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-11-02,34.4458663,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2021-12-02,34.33224671,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_26_6_datetime:2022-01-02,34.40239357,1.0,oname:hds_otype:lst_usecol:trgw_0_26_6,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-01-02,34.04007115,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-02-02,34.11739638,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-03-02,34.23805225,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-04-02,34.37510586,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-05-02,34.47992791,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-06-02,34.52602315,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-07-02,34.49661116,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-08-02,34.39666275,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-09-02,34.25359824,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-10-02,34.10928213,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-11-02,33.99506866,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2020-12-02,33.94779107,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-01-02,33.97819096,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-02-02,34.07598534,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-03-02,34.20509033,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-04-02,34.35275078,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-05-02,34.46284991,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-06-02,34.51208442,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-07-02,34.48547644,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-08-02,34.38644269,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-09-02,34.24480437,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-10-02,34.1022618,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-11-02,33.99005882,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2021-12-02,33.94460426,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_29_15_datetime:2022-01-02,34.01104713,1.0,oname:hds_otype:lst_usecol:trgw_0_29_15,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-01-02,34.43997952,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-02-02,34.52071957,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-03-02,34.64834348,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-04-02,34.79959497,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-05-02,34.92209598,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-06-02,34.98728692,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-07-02,34.97260259,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-08-02,34.87994551,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-09-02,34.73515165,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-10-02,34.58148877,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-11-02,34.45212666,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2020-12-02,34.38859093,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-01-02,34.40512027,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-02-02,34.49511363,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-03-02,34.6245767,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-04-02,34.78167228,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-05-02,34.90716567,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-06-02,34.97412394,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-07-02,34.96037285,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-08-02,34.86847276,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-09-02,34.72489206,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-10-02,34.57296272,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-11-02,34.44571303,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2021-12-02,34.38430077,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_15_datetime:2022-01-02,34.43717163,1.0,oname:hds_otype:lst_usecol:trgw_0_2_15,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-01-02,34.85191352,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-02-02,34.9726426,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-03-02,35.17490915,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-04-02,35.42702598,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-05-02,35.64349497,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-06-02,35.77586952,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-07-02,35.7801316,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-08-02,35.65335568,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-09-02,35.43009292,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-10-02,35.17792464,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-11-02,34.95083881,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2020-12-02,34.82185969,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-01-02,34.82002918,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-02-02,34.94376902,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-03-02,35.1425657,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-04-02,35.40023184,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-05-02,35.61996042,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-06-02,35.75432895,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-07-02,35.75945568,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-08-02,35.63335029,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-09-02,35.41134833,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-10-02,35.16148327,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-11-02,34.93757817,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2021-12-02,34.8122005,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_2_9_datetime:2022-01-02,34.86629735,1.0,oname:hds_otype:lst_usecol:trgw_0_2_9,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-01-02,34.17967331,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-02-02,34.28378669,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-03-02,34.45121107,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-04-02,34.64869265,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-05-02,34.80381035,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-06-02,34.88056818,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-07-02,34.85141082,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-08-02,34.7191923,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-09-02,34.52156247,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-10-02,34.31623391,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-11-02,34.14758389,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2020-12-02,34.06958192,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-01-02,34.09930939,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-01-02,hds,lst,trgw
