obsnme,obsval,weight,obgnme,datetime,oname,otype,usecol
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-02-02,34.22707655,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-03-02,34.4043344,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-04-02,34.61462139,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-05-02,34.77841988,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-06-02,34.86024334,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-07-02,34.83439485,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-08-02,34.70418953,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-09-02,34.50830233,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-10-02,34.30526894,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-11-02,34.13937783,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2021-12-02,34.06424473,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_33_7_datetime:2022-01-02,34.14284466,1.0,oname:hds_otype:lst_usecol:trgw_0_33_7,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-01-02,34.05353245,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-02-02,34.14769377,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-03-02,34.29516745,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-04-02,34.46411991,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-05-02,34.59297294,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-06-02,34.65059924,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-07-02,34.61601066,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-08-02,34.49439468,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-09-02,34.31947404,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-10-02,34.14290755,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-11-02,34.00285451,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2020-12-02,33.94415954,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-01-02,33.97961398,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-02-02,34.09795395,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-03-02,34.25521671,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-04-02,34.43610961,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-05-02,34.57195365,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-06-02,34.63361236,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-07-02,34.60201636,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-08-02,34.48159859,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-09-02,34.30855544,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-10-02,34.13404866,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-11-02,33.996407,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2021-12-02,33.9400702,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_34_10_datetime:2022-01-02,34.01966717,1.0,oname:hds_otype:lst_usecol:trgw_0_34_10,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-01-02,34.89277454,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-02-02,35.01582795,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-03-02,35.22325588,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-04-02,35.48341548,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-05-02,35.70847481,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-06-02,35.84831975,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-07-02,35.85662137,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-08-02,35.72961205,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-09-02,35.50173254,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-10-02,35.24214611,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-11-02,35.00635687,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2020-12-02,34.87021171,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-01-02,34.86432202,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-02-02,34.98834867,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-03-02,35.19106512,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-04-02,35.45623219,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-05-02,35.68433415,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-06-02,35.82605831,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-07-02,35.83518593,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-08-02,35.70877404,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-09-02,35.48213365,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-10-02,35.2248886,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-11-02,34.99236022,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2021-12-02,34.85992926,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_3_8_datetime:2022-01-02,34.91119281,1.0,oname:hds_otype:lst_usecol:trgw_0_3_8,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-01-02,35.24334717,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-02-02,35.378654,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-03-02,35.61660085,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-04-02,35.93005522,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-05-02,36.21847135,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-06-02,36.42143414,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-07-02,36.47375442,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-08-02,36.36403533,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-09-02,36.11829799,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-10-02,35.81471468,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-11-02,35.51718565,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2020-12-02,35.32165199,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-01-02,35.27125679,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-02-02,35.37967304,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-03-02,35.59569148,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-04-02,35.90440404,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-05-02,36.19142179,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-06-02,36.39389997,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-07-02,36.44616375,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-08-02,36.33528682,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-09-02,36.09100103,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-10-02,35.79016743,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-11-02,35.49655758,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2021-12-02,35.30559075,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_0_9_1_datetime:2022-01-02,35.31955472,1.0,oname:hds_otype:lst_usecol:trgw_0_9_1,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-01-02,34.47690281,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-02-02,34.5884593,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-03-02,34.77008873,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-04-02,34.98635934,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-05-02,35.16349076,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-06-02,35.2572782,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-07-02,35.23557566,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-08-02,35.10018664,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-09-02,34.88924161,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-10-02,34.66492598,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-11-02,34.47564344,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2020-12-02,34.38216565,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-01-02,34.40525698,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-02-02,34.53689774,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-03-02,34.7259723,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-04-02,34.95554817,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-05-02,35.13876076,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-06-02,35.23652352,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-07-02,35.21776281,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-08-02,35.08392667,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-09-02,34.87455687,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-10-02,34.65256891,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-11-02,34.46621327,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2021-12-02,34.3757318,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_13_10_datetime:2022-01-02,34.45070519,1.0,oname:hds_otype:lst_usecol:trgw_2_13_10,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-01-02,34.31163389,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-02-02,34.40769928,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-03-02,34.5600609,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-04-02,34.73665093,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-05-02,34.87759278,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-06-02,34.94631633,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-07-02,34.91880334,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-08-02,34.79919613,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-09-02,34.62063686,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-10-02,34.4357474,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-11-02,34.28458416,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2020-12-02,34.21569276,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-01-02,34.24458056,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-02-02,34.36122695,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-03-02,34.52174996,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-04-02,34.71096386,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-05-02,34.85702724,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-06-02,34.92909415,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-07-02,34.90460457,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-08-02,34.78597947,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-09-02,34.60905279,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-10-02,34.42621476,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-11-02,34.27754652,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2021-12-02,34.211028,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2021-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_15_16_datetime:2022-01-02,34.28429451,1.0,oname:hds_otype:lst_usecol:trgw_2_15_16,2022-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-01-02,34.36363027,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-02-02,34.47568027,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-03-02,34.65820206,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-04-02,34.87519325,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-05-02,35.05218846,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-06-02,35.14425164,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-06-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-07-02,35.11961287,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-07-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-08-02,34.98015435,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-08-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-09-02,34.76535731,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-09-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-10-02,34.5380955,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-10-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-11-02,34.3473939,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-11-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2020-12-02,34.2544302,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2020-12-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-01-02,34.27960982,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-01-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-02-02,34.41477229,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-02-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-03-02,34.60725318,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-03-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-04-02,34.8398789,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-04-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-05-02,35.02449884,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-05-02,hds,lst,trgw
oname:hds_otype:lst_usecol:trgw_2_21_10_datetime:2021-06-02,35.12153266,1.0,oname:hds_otype:lst_usecol:trgw_2_21_10,2021-06-02,hds,lst,trgw
