,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-0.012124655551072,-0.024249311102143997,-0.03636569724533063,-0.048449005757187004,-0.060449732312492094,-0.07228596768869149,-0.08383680203897015,-0.09493790638114212,-0.10538074665024683,-0.11491711999641531,-0.12327055972232924,-0.1301553849850497,-0.1353026175994635,-0.13848978668735146,-0.1395694125634786,-0.13848978668743567,-0.1353026175996323,-0.1301553849852929,-0.1232705597225419,-0.1149171199965831,-0.10538074665042904,-0.09493790638082211,-0.08383680203793793,-0.07228596768783972,-0.06044973231232335,-0.04844900575735614,-0.03636569724530399,-0.024249311101574772,-0.012124655550204646,0.0
2,0.0,-0.024249311102144,-0.04850689161217339,-0.07276447212209713,-0.09698059347051474,-0.12106395580352376,-0.1448573364028594,-0.16812333408596067,-0.19053407683567616,-0.21166796022403916,-0.2310171736137605,-0.24800973390838651,-0.2620483626186752,-0.27256529872543356,-0.2790871165862102,-0.281298076878744,-0.279087116586242,-0.2725652987254743,-0.26204836261880726,-0.2480097339083805,-0.2310171736133032,-0.2116679602236042,-0.19053407683524043,-0.16812333408536467,-0.14485733640273182,-0.12106395580374822,-0.0969805934705468,-0.07276447212173102,-0.048506891611385744,-0.024249311101578134,0.0
3,0.0,-0.036365697245330626,-0.07276447212209712,-0.10920470616078021,-0.14564494019964025,-0.1819681610286069,-0.2179560880334547,-0.2532651210663538,-0.28740710665146524,-0.3197398437963431,-0.34947388032608967,-0.3757028396787194,-0.3974630328558234,-0.4138230980974319,-0.42399530405339486,-0.4274486617791162,-0.42399530405342845,-0.4138230980972245,-0.39746303285541984,-0.37570283967834467,-0.34947388032574134,-0.31973984379624104,-0.28740710665108454,-0.253265121065847,-0.2179560880332862,-0.18196816102838104,-0.14564494019901658,-0.10920470616006156,-0.07276447212171458,-0.036365697245303336,0.0
4,0.0,-0.048449005757187,-0.09698059347051474,-0.14564494019964025,-0.19442630013872558,-0.2432076600777563,-0.2917337336358332,-0.3395739554943932,-0.3860893849074277,-0.43041042798380463,-0.471435664215595,-0.5078647116246253,-0.5382778310284482,-0.5612687567549614,-0.5756223397505756,-0.5805059621302744,-0.5756223397502527,-0.561268756754493,-0.5382778310280426,-0.5078647116243717,-0.47143566421543914,-0.43041042798373713,-0.3860893849068078,-0.3395739554939987,-0.2917337336353132,-0.24320766007684286,-0.19442630013767395,-0.1456449401990305,-0.0969805934705361,-0.04844900575732607,0.0
5,0.0,-0.0604497323124921,-0.12106395580352373,-0.1819681610286069,-0.2432076600777563,-0.3047024455076839,-0.3661972309374849,-0.4272075823677785,-0.48696604949994476,-0.5443768190157964,-0.5979936369277462,-0.6460425115755026,-0.6865148228779787,-0.7173517581428612,-0.7367193360635013,-0.7433305072417085,-0.7367193360635625,-0.7173517581429996,-0.686514822878165,-0.6460425115756739,-0.5979936369278746,-0.5443768190156741,-0.48696604949940137,-0.42720758236753087,-0.3661972309364063,-0.3047024455063594,-0.24320766007683164,-0.18196816102834418,-0.12106395580368022,-0.060449732312206766,0.0
6,0.0,-0.07228596768869149,-0.14485733640285933,-0.2179560880334546,-0.2917337336358332,-0.36619723093748485,-0.44114516223833855,-0.5160930935390685,-0.590190411708614,-0.6621371616515853,-0.7301195529040215,-0.7917968748717268,-0.8443871907654905,-0.8849041168755215,-0.9105727391191798,-0.9193773947096604,-0.9105727391193266,-0.8849041168757475,-0.8443871907657565,-0.7917968748720104,-0.7301195529042509,-0.6621371616513684,-0.590190411708564,-0.5160930935384979,-0.4411451622373491,-0.3661972309364221,-0.29173373363534444,-0.2179560880332732,-0.14485733640264373,-0.07228596768776109,0.0
7,0.0,-0.08383680203897013,-0.1681233340859607,-0.2532651210663538,-0.3395739554943931,-0.42720758236777856,-0.5160930935390685,-0.6058292178414948,-0.6955653421439885,-0.7838618629781849,-0.8685505381653509,-0.9466382442420482,-1.0143329484367825,-1.0673047794746584,-1.101290108828167,-1.1130335933585083,-1.1012901088282268,-1.0673047794747408,-1.0143329484368697,-0.9466382442421194,-0.8685505381652776,-0.7838618629780779,-0.6955653421443295,-0.6058292178407728,-0.516093093538498,-0.42720758236750395,-0.339573955493977,-0.2532651210657795,-0.16812333408524952,-0.08383680203809615,0.0
8,0.0,-0.09493790638114209,-0.1905340768356762,-0.2874071066514652,-0.38608938490742784,-0.4869660494999446,-0.5901904117086137,-0.6955653421439885,-0.8023798760479148,-0.909194409952043,-1.013582492537441,-1.1118726154946148,-1.1990015792650663,-1.26869194375814,-1.3142493233601609,-1.3301767610677726,-1.3142493233600048,-1.2686919437578332,-1.199001579264673,-1.1118726154942054,-1.0135824925370902,-0.9091944099524456,-0.8023798760474778,-0.6955653421443155,-0.5901904117086058,-0.4869660494993713,-0.386089384906844,-0.287407106651039,-0.1905340768351432,-0.09493790638106031,0.0
9,0.0,-0.10538074665024678,-0.21166796022403916,-0.3197398437963431,-0.4304104279838047,-0.544376819015796,-0.6621371616515858,-0.783861862978185,-0.9091944099520431,-1.0369534082448888,-1.1647124065378254,-1.2882681459338718,-1.4011088093706292,-1.494212092932507,-1.5568384797863326,-1.5791748041922233,-1.5568384797859791,-1.4942120929318568,-1.4011088093698445,-1.2882681459330814,-1.1647124065376062,-1.03695340824458,-0.9091944099524477,-0.7838618629780432,-0.6621371616514182,-0.5443768190156649,-0.43041042798372214,-0.3197398437960362,-0.21166796022355938,-0.10538074665037903,0.0
