time,GHB_2_6_10,GHB_3_6_10,ESTUARY2,ESTUARY3
3.166666666667,-297.9459616049456,-6418.429085196680,-2922.979187864706,-76750.27332478164
3.250000000000,-276.0480259713746,-5529.610267048763,-2594.065722257521,-63413.09238399088
3.333333333333,-258.7468803269707,-5087.119034679643,-2333.899906225820,-56768.16143016289
3.416666666667,-264.1976128830643,-5581.254737422711,-2415.523195340656,-64175.49214031311
3.500000000000,-286.7800053204639,-6505.023381357953,-2754.828168984103,-78032.81103610877
3.583333333333,-305.7153763039495,-7006.082043699607,-3039.667065444648,-85552.44436145338
3.666666666667,-302.7114984716574,-6587.373710964350,-2994.942430270069,-79273.09207886177
3.750000000000,-278.9256914781646,-5580.175558605791,-2637.704470723858,-64160.50035602753
3.833333333333,-257.3733342763214,-4977.762019420874,-2313.649688434241,-55116.14130100761
3.916666666667,-258.3159315436221,-5345.534797033661,-2327.470526733697,-60626.82140147528
4.000000000000,-280.2051108065319,-6312.088369029580,-2656.269379602909,-75125.05826669947
4.083333333333,-301.2913142810452,-6930.877066299027,-2973.377705020881,-84410.59941280255
4.166666666667,-302.3151580626584,-6659.269619315764,-2989.177714574766,-80338.59053689483
4.250000000000,-282.5131150592089,-5759.764125117449,-2691.850425537776,-66842.74172930935
4.333333333333,-262.1472689602876,-5141.142025263476,-2385.694763029544,-57556.37634904200
4.416666666667,-259.9467952545276,-5348.779698940882,-2352.331865125626,-60665.13876426779
4.500000000000,-279.9770553688139,-6264.836949800680,-2653.173864133482,-74405.56240032945
4.583333333333,-301.7986612658744,-6939.998934575342,-2981.293876399546,-84536.61312341738
4.666666666667,-306.2735841299524,-6804.635396507662,-3048.939802364054,-82508.91962449846
4.750000000000,-286.4741614672354,-5865.060797702222,-2751.691515495541,-68412.56951328830
4.833333333333,-262.0041594246838,-5071.522753726615,-2383.882436984444,-56502.06678449878
4.916666666667,-255.4359142022068,-5150.010613842263,-2284.840419154720,-57672.47470454966
5.000000000000,-273.0217139336782,-6034.782410700540,-2548.872391599398,-70942.46065423079
5.083333333333,-296.5002069539925,-6826.842088256784,-2901.820383136350,-82826.60861783181
5.166666666667,-304.4818405243122,-6829.668757885840,-3022.147858414052,-82872.30892860900
5.250000000000,-289.2788484240020,-6032.443562671499,-2794.002663424865,-70912.49709461055
5.333333333333,-267.0185583898421,-5259.782495107959,-2459.468750880917,-59316.46095128192
5.416666666667,-258.0294170062697,-5193.963268820089,-2324.107291495079,-58322.66130153155
5.500000000000,-272.9550829486508,-5984.020958430850,-2548.157420519983,-70171.63089841562
5.583333333333,-296.3409949367941,-6804.796444943391,-2899.672021393203,-82486.28536813486
5.666666666667,-307.5267418661135,-6945.056548065062,-3068.122249202242,-84593.99050625598
5.750000000000,-294.0065556665832,-6180.521758921222,-2865.293562692853,-73125.28119802049
5.833333333333,-268.3576694615728,-5243.700650729706,-2479.876909908645,-59066.75011165379
5.916666666667,-254.4893290379979,-5014.651416139545,-2271.169236802860,-55623.49218515254
6.000000000000,-266.1536267441399,-5742.226411345449,-2446.135372623812,-66533.95113192366
6.083333333333,-290.2225865426335,-6650.894366831141,-2807.836331403040,-80166.34047364588
6.166666666667,-304.9670913907604,-6945.845271745509,-3029.734710531307,-84594.74928116275
6.250000000000,-295.4247268961051,-6303.624014469564,-2886.709775580287,-74961.80043967224
6.333333333333,-273.0792320757483,-5440.148297652780,-2550.992492666494,-62004.78487147440
6.416666666667,-257.8994870526238,-5100.998852616753,-2322.647961938109,-56910.64602280736
6.500000000000,-266.7646955642124,-5712.541647106036,-2455.565123035838,-66080.42429599795
6.583333333333,-289.8992383266291,-6613.029608353894,-2803.190507473855,-79589.76626142114
6.666666666667,-306.9231386549774,-7017.160476972769,-3059.309548357404,-85656.10118863535
6.750000000000,-300.2390940848281,-6467.347068430520,-2959.249087124686,-77410.03146419719
6.833333333333,-275.4756277397951,-5468.583319624492,-2587.243368873243,-62423.81249899736
6.916666666667,-255.8056384437846,-4967.415212747454,-2291.414452765299,-54898.59333392913
7.000000000000,-260.5150549440557,-5471.785980987736,-2361.821359068780,-62459.47097926765
7.083333333333,-283.4797482888790,-6433.524109650593,-2706.810920597679,-76886.69894896478
7.166666666667,-303.0049191136011,-6962.555041726291,-3000.474634325531,-84826.54207939375
7.250000000000,-300.4787025567855,-6558.661307505496,-2962.902684658910,-78770.14626662285
7.333333333333,-279.4256955648709,-5652.989182396778,-2646.706627704917,-65181.62877040187
7.416666666667,-260.3492958931310,-5113.932051266504,-2359.866607275903,-57089.06404366314
7.500000000000,-261.6649872811993,-5455.641557523815,-2379.315236293949,-62209.99754654581
7.583333333333,-283.2312229514752,-6390.398615735760,-2703.259654322976,-76232.15306478257
7.666666666667,-303.8406417592776,-6986.082119456418,-3013.181543847370,-85171.76977971126
7.750000000000,-304.9224050227456,-6719.592205152444,-3029.820531767302,-81177.15420377412
7.833333333333,-282.8670451088010,-5730.681475928618,-2698.609266899551,-66340.43596219526
7.916666666667,-259.6046482310654,-5024.079530541124,-2348.876276901423,-55734.14770121592
8.000000000000,-256.4886369986960,-5238.405694027379,-2301.681144950954,-58943.10718221675
8.083333333333,-276.4593148442441,-6177.823801646215,-2601.569243448123,-73034.09423827936
8.166666666667,-298.9624952624894,-6890.732905634359,-2939.889729197734,-83731.82227272236
8.250000000000,-303.7487183673603,-6764.636794732657,-3012.190088494950,-81843.73568276959
8.333333333333,-286.0539920454943,-5904.359286767329,-2746.545726818958,-68937.80585696576
8.416666666667,-264.5412767849231,-5201.574621424723,-2423.176190322532,-58389.97838494040
8.500000000000,-258.6826244513536,-5264.472243793067,-2334.822357864927,-59327.75801778070
8.583333333333,-276.2574800923014,-6125.188067340090,-2598.694833291222,-72237.84434061787
8.666666666667,-299.1174078604645,-6883.390584055871,-2942.335637612071,-83614.78413441879
8.750000000000,-307.1152594173224,-6889.555007671410,-3062.879363371103,-83711.13370154436
8.833333333333,-290.5806704264663,-6039.516946815062,-2814.702176102821,-70959.44583481745
8.916666666667,-265.1493873579251,-5157.113528984917,-2432.482443958887,-57717.05897355921
9.000000000000,-254.7919802019419,-5079.755781930867,-2276.490924709881,-56549.93242279907
9.083333333333,-269.2410355301548,-5881.581041119392,-2493.311888985329,-68575.46816585778
9.166666666667,-293.3263983026984,-6747.187561884914,-2855.283372272780,-81563.07612455815
9.250000000000,-304.9575701972128,-6903.973128953783,-3030.395675962710,-83919.38025063503
9.333333333333,-292.6693013244101,-6183.599098772009,-2846.052577217115,-73114.04909115947
9.416666666667,-270.1651589933807,-5355.189256157068,-2507.875692687508,-60683.15675081560
9.500000000000,-257.6608340016404,-5137.544316771252,-2319.682034846185,-57412.45462210548
9.583333333333,-269.5624718054457,-5843.843984479367,-2498.222088976895,-68005.02910459619
9.666666666667,-292.9728740504735,-6711.993180792691,-2850.015220560249,-81030.56349174104
9.750000000000,-307.5417679024326,-7001.347472551068,-3069.242930983875,-85375.83820112760
9.833333333333,-297.4678627327349,-6339.459338258603,-2918.198437328791,-75448.59122578852
9.916666666667,-272.0856489650761,-5362.422780227830,-2536.815396918500,-60788.33946557366
10.00000000000,-254.8318536280940,-4979.287119453740,-2277.234495893613,-55034.38078141178
10.08333333333,-263.0319700298847,-5601.691026302336,-2400.083442995700,-64367.23004937490
10.16666666667,-286.6973418645741,-6544.461571626772,-2755.627288129723,-78511.33886521248
10.25000000000,-304.2710736609923,-6972.689742039294,-3019.972975201805,-84939.91236218261
10.33333333333,-298.2291344187585,-6443.833505496457,-2929.535202458814,-77009.12865645907
10.41666666667,-276.4028575814756,-5552.486663002488,-2601.642070826602,-63635.58691466918
10.50000000000,-258.8885405218043,-5098.844214099956,-2338.215436479780,-56824.88732872082
10.58333333333,-263.9126966017647,-5577.489356394453,-2413.366520499332,-64001.27986803593
10.66666666667,-286.4119516771706,-6503.211303867772,-2751.354567696389,-77889.33555489662
10.75000000000,-305.5399159492818,-7014.446476620363,-3039.022642434113,-85563.12162349121
10.83333333333,-302.9806995872378,-6611.894426782308,-3000.920910351656,-79527.69530729731
10.91666666667,-279.3376225604293,-5604.631569231768,-2645.776335331597,-64415.68942333910
11.00000000000,-257.5872101598552,-4990.743742314693,-2318.693739784337,-55200.67376467265
11.08333333333,-257.9669494884627,-5308.070215610851,-2325.249938115419,-60292.85804339192
11.16666666667,-279.5711332348133,-6245.017513649359,-2650.880841817261,-74622.81520066214
11.25000000000,-300.7450522933129,-6856.776290612368,-2969.975340392046,-83961.87940344564
11.33333333333,-302.1307489235573,-6590.849877338488,-2991.549300024821,-80059.08974493801
11.41666666667,-282.4905959353601,-5688.271297196613,-2696.807739873366,-66561.69361397518
11.50000000000,-261.9755625973187,-5057.198493444921,-2388.465448231887,-57113.17677739875
11.58333333333,-259.3686563558446,-5247.226318650257,-2348.995974665064,-59972.17328810679
11.66666666667,-279.1727138659098,-6157.757477884130,-2646.407632197540,-73638.72111766830
11.75000000000,-301.1168923229811,-6840.959564603769,-2976.324044071698,-83896.51163188263
11.83333333333,-305.9735485194763,-6719.970305587067,-3049.658015793994,-82088.97278956600
11.91666666667,-286.4830568538708,-5787.680760725404,-2757.005889037845,-68105.46477218934
12.00000000000,-261.8911033314068,-4983.854387008188,-2387.318141394913,-56043.51001653458
12.08333333333,-254.9282901910590,-5046.079755678937,-2282.294665882066,-56972.35515323545
12.16666666667,-272.1927170123238,-5922.219353912435,-2541.438171025503,-70114.92874260076
12.25000000000,-295.7686524143156,-6722.997138811646,-2895.788855215998,-82131.80208501968
12.33333333333,-304.1268158258864,-6741.065312000486,-3021.717823921761,-82408.04866652410
12.41666666667,-289.2339902207817,-5951.789118717747,-2798.183544867455,-70569.34436824692
12.50000000000,-266.9164957078859,-5171.736978056101,-2462.742806418463,-58864.19238565013
12.58333333333,-257.5558708536749,-5090.025509892461,-2321.748462795503,-57633.60921405660
12.66666666667,-272.1693032316145,-5871.443435383394,-2541.050258852913,-69354.49612840572
12.75000000000,-295.5781763311031,-6697.806252308205,-2892.851759022463,-81754.48514355213
12.83333333333,-274.1370211308457,-5552.601472626496,-2571.015290645544,-64575.82566665523
12.91666666667,-295.8815091830423,-6566.564589889289,-2897.573504165885,-79788.10548834798
13.00000000000,-269.4993558224267,-5310.019422674307,-2501.378743826222,-60937.36224006826
13.08333333333,-254.4075380386630,-4958.891604253096,-2274.346854032434,-55665.38682688888
13.16666666667,-265.5254920154554,-5649.962926024142,-2441.080359753505,-66030.10228441806
13.25000000000,-289.5094183084554,-6552.893430097036,-2801.457233658072,-79578.03515726770
13.33333333333,-304.5600042579038,-6858.135399628275,-3027.906522219506,-84162.40424890816
13.41666666667,-295.3532664023617,-6223.909492484230,-2889.881363657923,-74650.98361624956
13.50000000000,-273.0396223290352,-5355.346754147670,-2554.602038166367,-61619.19564693974
13.58333333333,-257.5785500673729,-5002.063826660878,-2321.986942026899,-56314.47742994517
13.66666666667,-266.0602404660841,-5600.263594396130,-2449.092905078857,-65285.44422483149
13.75000000000,-289.1436396486367,-6503.451406968818,-2795.897998384002,-78836.62697914553
13.83333333333,-306.4206378800387,-6919.524893444504,-3055.771555533370,-85083.51116761709
13.91666666667,-300.1549537324573,-6383.844905969187,-2961.954483841916,-77050.91837246386
14.00000000000,-275.4884977822475,-5383.144802500650,-2591.368463257105,-62037.10044547162
14.08333333333,-255.5730828853694,-4869.093657442178,-2291.811905119299,-54319.98650042429
14.16666666667,-259.8484072601616,-5357.887977774861,-2355.651324583907,-61648.47079507790
14.25000000000,-282.7104952875210,-6320.952833999902,-2699.050008406277,-76096.85552696107
14.33333333333,-302.4351874147824,-6860.718949803360,-2995.665486951486,-84199.04672227205
14.41666666667,-300.3367983398850,-6472.343501859367,-2964.481158120242,-78376.82301990595
14.50000000000,-279.4009850561885,-5565.829699719534,-2650.010677437509,-64777.06082940263
14.58333333333,-260.1611114310717,-5017.058310408017,-2360.677395934669,-56540.08502222559
14.66666666667,-261.0523486653683,-5342.629678026891,-2373.707440429895,-61420.14904433893
14.75000000000,-282.4713892070179,-6276.558936051153,-2695.394661944609,-75431.07829453374
14.83333333333,-303.2383949274530,-6881.710661995621,-3007.641011524385,-84513.96464298003
14.91666666667,-304.7332733520618,-6630.773699596175,-3030.448936147007,-80753.96868238361
15.00000000000,-282.9097288639750,-5645.933106097640,-2702.687932053580,-65979.63580889135
15.08333333333,-259.4905736846551,-4928.680195867146,-2350.566714814339,-55214.83703017163
15.16666666667,-255.9607411849173,-5126.840647963030,-2297.116222902966,-58182.46007573751
15.25000000000,-275.6846790854267,-6061.206116834754,-2593.254769514523,-72198.77225038398
15.33333333333,-298.3179920207328,-6783.564188531744,-2933.489100012308,-83039.40261770139
15.41666666667,-303.4886812076761,-6672.552818560132,-3011.530128322165,-81378.83589176211
15.50000000000,-286.0603730052438,-5818.301250151415,-2749.858157853486,-68564.56561431439
15.58333333333,-264.4460697038198,-5106.862141700465,-2424.932344621464,-57888.12591104860
15.66666666667,-258.2200800451608,-5154.750890405739,-2331.025183745970,-58601.87732675676
15.75000000000,-275.4921282360481,-6007.440884703979,-2590.309469005706,-71392.62957868069
15.83333333333,-298.4429092987705,-6773.944467640600,-2935.276517300586,-82895.18210699997
15.91666666667,-306.8099412784746,-6795.162538936806,-3061.333530146091,-83218.51453673383
16.00000000000,-290.6362880506301,-5955.254362883114,-2818.551270714525,-70619.99645540200
16.08333333333,-265.1454614441554,-5064.880202998223,-2435.410718951524,-57259.20966662998
16.16666666667,-254.3782226314203,-4970.041653576382,-2273.230976312748,-55830.91836028492
16.25000000000,-268.5014822052321,-5763.164347398171,-2485.128173289020,-67726.80964790065
16.33333333333,-292.6042470118900,-6634.505848303835,-2847.332718853678,-80801.29423654602
16.41666666667,-304.6305256623064,-6808.361921963817,-3028.357649155177,-83414.55750397708
16.50000000000,-292.6481891941612,-6095.996275959315,-2848.593778497593,-72730.26780523091
16.58333333333,-270.1489198037766,-5262.881430094210,-2510.474023841234,-60229.65701719775
16.66666666667,-257.3023148222126,-5029.930030486379,-2317.118469046808,-56730.10269157303
16.75000000000,-268.8675505652743,-5726.190542461818,-2490.580079365070,-67172.75943327384
16.83333333333,-292.2610093719610,-6598.549136875323,-2842.093543485826,-80262.11731777305
16.91666666667,-307.1481292395764,-6902.270255746522,-3066.081533259341,-84823.64871126547
17.00000000000,-297.4591202548570,-6252.515809555471,-2920.804774731826,-75079.21409477037
17.08333333333,-272.1323507415112,-5272.175146382855,-2540.242360625294,-60370.16963726367
17.16666666667,-254.5655478317064,-4874.133076226113,-2275.943269321589,-54393.27838370163
17.25000000000,-262.3754289813928,-5483.777426443517,-2392.908653893813,-63535.31031960183
17.33333333333,-285.9762329485235,-6429.300446297657,-2747.459974854789,-77721.28703774826
17.41666666667,-303.8090647720947,-6870.243868068788,-3015.679986243581,-84341.23607946729
17.50000000000,-298.1634353694498,-6354.905917415399,-2931.183593045014,-76613.93619215779
17.58333333333,-276.4141517545455,-5461.305859135487,-2604.437776747750,-63207.27773701642
17.66666666667,-258.6957141129380,-4996.907330248489,-2337.932282566291,-56235.83457952624
17.75000000000,-263.2894182155759,-5459.895108643868,-2406.600025264321,-63177.86369352977
17.83333333333,-285.7030218189998,-6387.594441147930,-2743.281857178451,-77096.07307725326
17.91666666667,-305.0209058450267,-6909.050173109161,-3033.787630920901,-84923.71370346899
18.00000000000,-302.9042292957709,-6522.731456375286,-3002.324022207673,-79132.40939624685
18.08333333333,-279.4145666747036,-5515.982151544695,-2649.478198388505,-64028.71724383812
18.16666666667,-257.4717946372888,-4890.849499881950,-2319.497370819362,-54645.55402854164
18.25000000000,-257.5435591793403,-5226.007872221458,-2320.164145926818,-59668.78474340540
18.33333333333,-279.0954920820444,-6189.659986566965,-2643.816770495961,-74125.23024914158
18.41666666667,-300.5097663681144,-6828.593074204380,-2965.777300388902,-83714.80808713075
18.50000000000,-302.3448220318515,-6587.629097319925,-2993.699611123179,-80104.49893268880
18.58333333333,-282.9253904274856,-5693.355254688769,-2702.065948314693,-66689.18616250399
18.66666666667,-262.2934817321291,-5056.409705414100,-2391.856551664503,-57129.89151430395
18.75000000000,-259.3002132622827,-5232.942530709963,-2346.517055877938,-59773.80905249184
18.83333333333,-278.8794720063927,-6140.185281808572,-2640.508206662301,-73383.68721048642
18.91666666667,-300.9485212796363,-6833.153127497082,-2972.272920773853,-83783.60485003378
19.00000000000,-306.1870483338401,-6727.733456155478,-3051.329236752010,-82207.01134227825
19.08333333333,-287.0167875416081,-5804.078713013124,-2763.482503315442,-68351.46190956092
19.16666666667,-262.3081455400430,-4990.736549297662,-2392.038922402447,-56145.75632870074
19.25000000000,-254.9534323965459,-5037.253450505596,-2281.121311520952,-56838.24897056221
19.33333333333,-271.8875350601859,-5904.791326373181,-2535.292186912920,-69851.27199709730
19.41666666667,-295.5564991598832,-6714.572365570713,-2891.031206169610,-82002.88804608960
19.50000000000,-304.2921714105970,-6748.320236784202,-3022.628303565235,-82514.22970238719
19.58333333333,-289.7079763664765,-5967.229064540512,-2803.732589959993,-70798.32323105782
19.66666666667,-267.3407462838598,-5180.357154532885,-2467.546886922875,-58990.90704885624
19.75000000000,-257.6063557665859,-5082.814004178643,-2320.935025623386,-57522.82433445816
19.83333333333,-271.9061533923106,-5855.754109720453,-2535.517762425219,-69116.49680389246
19.91666666667,-295.3303127079274,-6687.619814502858,-2887.541532278130,-81599.03693499503
20.00000000000,-307.2823852404215,-6860.853474390131,-3067.448880735338,-84203.05949499695
20.08333333333,-294.4607632546661,-6115.940183159808,-2875.072081804130,-73030.48046005018
20.16666666667,-268.8318225835657,-5169.123822130277,-2489.915168875259,-58823.73783325173
20.25000000000,-254.1918167511442,-4905.573982204238,-2269.566288910052,-54864.46565234463
20.33333333333,-265.1662718925880,-5613.240205395117,-2434.108477832246,-65477.65746752493
20.41666666667,-289.1846007255330,-6530.105797401953,-2794.985804315185,-79234.43926724470
20.50000000000,-304.5827940477302,-6854.817246070415,-3026.650574580269,-84110.86620376392
20.58333333333,-295.7404436877590,-6234.027436065197,-2894.100133580966,-74801.11663646699
20.66666666667,-273.4753323048067,-5363.546388502864,-2559.552486477382,-61740.68868224512
20.75000000000,-257.7476623142946,-4998.280889866801,-2322.931375116830,-56256.30311062966
20.83333333333,-265.8444908689165,-5584.070444126113,-2444.249918056206,-65041.12441759850
20.91666666667,-288.8749202003501,-6490.685574716535,-2790.251648910400,-78643.74873187815
21.00000000000,-306.3983353020773,-6919.061503222582,-3053.823449214384,-85075.28075110356
21.08333333333,-300.6849648394490,-6432.270234056796,-2967.047977309813,-77439.74685875296
21.16666666667,-276.2448009702551,-5458.374289568140,-2598.682566941849,-62554.56543581063
21.25000000000,-256.1733338541939,-4948.913809724297,-2296.046555639884,-54750.08755323245
21.33333333333,-260.0571668870929,-5431.478153298145,-2353.602234992084,-61904.01965410417
21.41666666667,-282.8400084654263,-6401.191999707705,-2695.595397682283,-76410.48198670236
21.50000000000,-302.7770623839552,-6954.820433360022,-2995.287835984256,-84698.77046470506
21.58333333333,-301.1150238921020,-6583.938648648662,-2970.600328804257,-79127.17823085733
21.66666666667,-280.3123708397399,-5678.275521597411,-2658.101097184182,-65533.59039252496
21.75000000000,-260.9182297894969,-5120.753300625632,-2366.431848927905,-57161.49972664724
21.83333333333,-261.3927727985452,-5430.906077661971,-2373.186382705217,-61807.90433662494
21.91666666667,-282.6597960739921,-6364.108544407457,-2692.574942069025,-75806.44558347289
22.00000000000,-303.5840223285984,-6979.063411035278,-3007.173419575998,-85035.49184072368
22.08333333333,-305.4916509172945,-6743.945130787914,-3036.178733568251,-81512.30768634193
22.16666666667,-283.9120782133963,-5763.890941061402,-2712.084462195473,-66809.53435793701
22.25000000000,-260.3431746228126,-5036.322102379700,-2357.714187762115,-55889.82922040213
22.33333333333,-256.4045439161575,-5218.565942254128,-2298.117862458678,-58618.52873357849
22.41666666667,-275.8755712037484,-6147.695532898490,-2590.448522114910,-72556.15643327004
22.50000000000,-298.6376809531213,-6879.638047918244,-2932.610847683765,-83540.50524729352
22.58333333333,-304.1929001087415,-6783.880527712519,-3016.427185216618,-82108.81562937394
22.66666666667,-287.0417927829943,-5936.222045225941,-2758.922475011201,-69393.56675364549
22.75000000000,-265.3318480271630,-5216.367443154521,-2432.562069375939,-58590.98122161231
22.83333333333,-258.7436748058915,-5249.465873535610,-2333.211061842059,-59082.88531247836
22.91666666667,-275.7077671303345,-6093.950533599900,-2587.861804469386,-71750.52588821348
23.00000000000,-298.7474709018254,-6868.824954746859,-2934.157766545576,-83378.66372438338
23.08333333333,-307.4877383684136,-6905.401534472960,-3065.820118296509,-83932.49152359930
23.16666666667,-291.6760284678790,-6075.737334983625,-2828.478320013617,-71487.80938623208
23.25000000000,-266.1384521120547,-5177.983956579837,-2444.638854101505,-58016.46766348858
23.33333333333,-254.9612383948941,-5065.608794482883,-2276.298177817023,-56325.15838848030
23.41666666667,-268.7620305334766,-5850.210681047714,-2483.343524082851,-68093.21842123015
23.50000000000,-292.8790834653707,-6727.197577042559,-2845.755352882585,-81252.40264603015
23.58333333333,-305.2962302302142,-6918.058727505225,-3032.649663089741,-84120.86107663324
23.66666666667,-293.6264319770215,-6214.095547977633,-2857.583965089554,-73562.77937299707
23.75000000000,-271.1383714883828,-5376.541041343694,-2519.635657221836,-60995.71489769725
23.83333333333,-257.9594606181831,-5128.658009277644,-2321.286723207815,-57272.23881092629
23.91666666667,-269.1853014388999,-5814.686100714516,-2489.643336649157,-67561.40242577196
24.00000000000,-292.5601686316209,-6691.246443938721,-2840.870320853768,-80713.80627740647
24.08333333333,-307.7601457391129,-7009.202657215354,-3069.555336369051,-85488.96929678945
24.16666666667,-298.4622722681208,-6371.959609902849,-2930.156718104632,-75932.38164062031
24.25000000000,-273.1981767097539,-5388.610499317129,-2550.539629310294,-61178.36708626364
24.33333333333,-255.3286499606036,-4976.029033767787,-2281.692447607925,-54983.45380001674
24.41666666667,-262.7453945083952,-5572.706705844312,-2392.745963166575,-63930.97928034116
24.50000000000,-286.2793285096392,-6520.934824382968,-2746.284977786303,-78157.54251157743
24.58333333333,-304.3657650793946,-6974.452996157117,-3018.311042233584,-84966.20106985347
24.66666666667,-299.1236636297402,-6473.043008645625,-2939.878106243428,-77447.98851323519
24.75000000000,-277.4575961502779,-5577.425277851230,-2614.386223989783,-64011.22225200324
24.83333333333,-259.5449495637795,-5102.621463939022,-2344.963411566619,-56883.79013677285
24.91666666667,-263.7051609692658,-5549.735874860876,-2407.114390737248,-63587.72089356136
25.00000000000,-286.0314010185829,-6479.382587323375,-2742.476045113207,-77535.15093072332
25.08333333333,-305.5373023794223,-7011.045013071655,-3035.802217472156,-85515.96801907876
25.16666666667,-303.8617941948490,-6640.976874300182,-3010.966847831107,-79968.58897438482
25.25000000000,-280.5369737344894,-5635.259221328121,-2660.601600327611,-64880.54479676933
25.33333333333,-258.4082766153483,-4999.050567747016,-2327.828969567502,-55331.34539831766
25.41666666667,-258.0510350335021,-5318.089227635353,-2322.046809976423,-60112.79144626674
25.50000000000,-279.4240142782371,-6279.852546743072,-2643.003296183502,-74540.90382347639
25.58333333333,-294.0640262474069,-6655.409814832190,-2863.171640286920,-80178.64806972136
25.66666666667,-279.7734625100132,-5860.306781557180,-2648.706420040769,-68252.47276802176
25.75000000000,-287.0502851113692,-6237.402120937585,-2757.945371952419,-73909.93904518180
25.83333333333,-264.0148297886585,-5263.681783355816,-2411.869324072990,-59300.77334216523
25.91666666667,-260.1104226003233,-5361.668481215644,-2352.906907904547,-60767.28489707764
26.00000000000,-279.3210902664964,-6246.122974512144,-2641.372664657694,-74035.67454953826
26.08333333333,-301.4674784072269,-6940.889598242489,-2974.299629254929,-84462.79160438383
26.16666666667,-307.0667923587846,-6846.974827721467,-3058.777799465030,-83059.00308864976
26.25000000000,-288.2183066754151,-5930.139618979780,-2775.769831705425,-69305.98874665990
26.33333333333,-263.3942020363892,-5106.027422414114,-2402.595630870607,-56938.89862851595
26.41666666667,-255.6471139710087,-5135.941791341913,-2285.781441087056,-57382.41203579905
26.50000000000,-272.2479139383021,-5994.187295551563,-2534.938318324001,-70256.05104560601
26.58333333333,-296.0049812261352,-6812.424036522001,-2891.994186332363,-82534.55121092386
26.66666666667,-305.1223893990975,-6861.819422477633,-3029.324797819574,-83280.74654342604
26.75000000000,-290.8490129534089,-6088.782774881652,-2815.101998075001,-71685.84518884352
26.83333333333,-268.4436411536656,-5295.379832675444,-2478.346639951203,-59780.60957478939
26.91666666667,-258.3375914590462,-5181.843644074195,-2326.149921137749,-58072.68268385904
27.00000000000,-272.3268753602405,-5946.288711849404,-2536.061354381748,-69538.93002024744
27.08333333333,-295.7654879195074,-6783.512890020356,-2888.295696870789,-82101.88139496172
27.16666666667,-308.0943641398898,-6973.077027839058,-3073.861703337164,-84950.99023491362
27.25000000000,-295.6295130530239,-6238.415256953760,-2886.847969380195,-73932.37269802077
27.33333333333,-270.0210230270098,-5287.015779097159,-2502.002179113456,-59657.04230887807
27.41666666667,-255.0101973154012,-5006.732987419456,-2276.081839852247,-55446.83652781770
27.50000000000,-265.6349265326514,-5704.103751585345,-2435.363777761675,-65905.59501909737
27.58333333333,-289.6240233908774,-6624.970927504122,-2795.794902840677,-79722.42474968921
27.66666666667,-305.3403834185072,-6964.329511598940,-3032.236696483189,-84818.67079154417
27.75000000000,-296.8584944282767,-6354.850824139530,-2905.103929636479,-75678.76675886202
27.83333333333,-274.6425819387217,-5481.204111544801,-2571.299212688798,-62571.01336147594
