,STO-SS_IN,WEL_IN,CHD_IN,TOTAL_IN,STO-SS_OUT,WEL_OUT,CHD_OUT,TOTAL_OUT,IN-OUT,PERCENT_DISCREPANCY
2032-07-18 18:04:04.218750,0.0,78840000.0,203971380.0,282811400.0,0.0,203971380.0,78840000.0,282811400.0,-0.00019395,-0.0
2032-08-12 20:27:51.562500,0.0,78840000.0,206141280.0,284981280.0,0.0,206141280.0,78840000.0,284981280.0,-0.00019699,-0.0
2032-09-06 22:52:00.000000,0.0,78840000.0,208311200.0,287151200.0,0.0,208311200.0,78840000.0,287151200.0,-0.00020003,-0.0
2032-10-02 01:16:08.437500,0.0,78840000.0,210481100.0,289321100.0,0.0,210481100.0,78840000.0,289321100.0,-0.00020313,-0.0
2032-10-27 03:39:55.781250,0.0,78840000.0,212651000.0,291491000.0,0.0,212651000.0,78840000.0,291491000.0,-0.00020611,-0.0
2032-11-21 08:27:51.562500,0.0,78840000.0,214820910.0,293660930.0,0.0,214820910.0,78840000.0,293660930.0,-0.00020909,-0.0
2032-12-16 10:52:00.000000,0.0,78840000.0,216990830.0,295830820.0,0.0,216990830.0,78840000.0,295830820.0,-0.00021207,-0.0
2033-01-10 13:16:08.437500,0.0,78840000.0,219160740.0,298000740.0,0.0,219160740.0,78840000.0,298000740.0,-0.00021511,-0.0
2033-02-04 15:39:55.781250,0.0,78840000.0,221330640.0,300170660.0,0.0,221330640.0,78840000.0,300170660.0,-0.00021809,-0.0
2033-03-01 18:04:04.218750,0.0,78840000.0,223500540.0,302340540.0,0.0,223500540.0,78840000.0,302340540.0,-0.00022101,-0.0
2033-03-26 20:27:51.562500,0.0,78840000.0,225670460.0,304510460.0,0.0,225670460.0,78840000.0,304510460.0,-0.00022399,-0.0
2033-04-20 22:52:00.000000,0.0,78840000.0,227840370.0,306680350.0,0.0,227840370.0,78840000.0,306680350.0,-0.00022691,-0.0
2033-05-16 03:39:55.781250,0.0,78840000.0,230010270.0,308850270.0,0.0,230010270.0,78840000.0,308850270.0,-0.00022978,-0.0
2033-06-10 06:04:04.218750,0.0,78840000.0,232180180.0,311020200.0,0.0,232180180.0,78840000.0,311020200.0,-0.0002327,-0.0
2033-07-05 08:27:51.562500,0.0,78840000.0,234350100.0,313190080.0,0.0,234350100.0,78840000.0,313190080.0,-0.00023556,-0.0
2033-07-30 10:52:00.000000,0.0,78840000.0,236520000.0,315360000.0,0.0,236520000.0,78840000.0,315360000.0,-0.00023842,-0.0
