1.092869999999999891e+03,1.089430000000000064e+03,6.999000000000000000e+03,6.999000000000000000e+03,6.999000000000000000e+03,6.999000000000000000e+03,6.999000000000000000e+03,6.999000000000000000e+03,6.999000000000000000e+03,6.999000000000000000e+03
1.089869999999999891e+03,1.086730000000000018e+03,1.081430000000000064e+03,6.999000000000000000e+03,6.999000000000000000e+03,1.072259999999999991e+03,1.071490000000000009e+03,1.071069999999999936e+03,6.999000000000000000e+03,6.999000000000000000e+03
6.999000000000000000e+03,1.079410000000000082e+03,1.077500000000000000e+03,1.073559999999999945e+03,1.072500000000000000e+03,1.070589999999999918e+03,1.069099999999999909e+03,1.068319999999999936e+03,6.999000000000000000e+03,6.999000000000000000e+03
1.069119999999999891e+03,1.070660000000000082e+03,1.070200000000000045e+03,1.067049999999999955e+03,1.065480000000000018e+03,1.063650000000000091e+03,1.063880000000000109e+03,1.065910000000000082e+03,1.066059999999999945e+03,6.999000000000000000e+03
1.064950000000000045e+03,1.063940000000000055e+03,1.062940000000000055e+03,1.061500000000000000e+03,1.060829999999999927e+03,1.060789999999999964e+03,1.060230000000000018e+03,1.062029999999999973e+03,1.065680000000000064e+03,1.068130000000000109e+03
1.059819999999999936e+03,1.058309999999999945e+03,1.057190000000000055e+03,1.056430000000000064e+03,1.056299999999999955e+03,1.056940000000000055e+03,1.057230000000000018e+03,1.059109999999999900e+03,1.061920000000000073e+03,1.065579999999999927e+03
1.056079999999999927e+03,1.052960000000000036e+03,1.051740000000000009e+03,1.051200000000000045e+03,1.051269999999999982e+03,1.051880000000000109e+03,1.053220000000000027e+03,1.055480000000000018e+03,1.056490000000000009e+03,6.999000000000000000e+03
6.999000000000000000e+03,1.046299999999999955e+03,1.045750000000000000e+03,1.045549999999999955e+03,1.045759999999999991e+03,1.046460000000000036e+03,1.047819999999999936e+03,1.049849999999999909e+03,1.050400000000000091e+03,6.999000000000000000e+03
6.999000000000000000e+03,1.039059999999999945e+03,1.039130000000000109e+03,1.039490000000000009e+03,1.040039999999999964e+03,1.041049999999999955e+03,1.041640000000000100e+03,1.042859999999999900e+03,1.044049999999999955e+03,6.999000000000000000e+03
6.999000000000000000e+03,1.031089999999999918e+03,1.031789999999999964e+03,1.033259999999999991e+03,1.034319999999999936e+03,1.035440000000000055e+03,1.036509999999999991e+03,1.037619999999999891e+03,1.039319999999999936e+03,1.041589999999999918e+03
6.999000000000000000e+03,1.021429999999999950e+03,1.023100000000000023e+03,1.026839999999999918e+03,1.028700000000000045e+03,1.030490000000000009e+03,1.032089999999999918e+03,1.033559999999999945e+03,1.035710000000000036e+03,6.999000000000000000e+03
1.001169999999999959e+03,1.009240000000000009e+03,1.014509999999999991e+03,1.019620000000000005e+03,1.023139999999999986e+03,1.026180000000000064e+03,1.028569999999999936e+03,1.030369999999999891e+03,1.034289999999999964e+03,6.999000000000000000e+03
9.945299999999999727e+02,9.999600000000000364e+02,1.006659999999999968e+03,1.012879999999999995e+03,1.018700000000000045e+03,1.024269999999999982e+03,1.029089999999999918e+03,1.034099999999999909e+03,1.036130000000000109e+03,6.999000000000000000e+03
6.999000000000000000e+03,1.004009999999999991e+03,1.008950000000000045e+03,1.013700000000000045e+03,1.018889999999999986e+03,1.024029999999999973e+03,1.029480000000000018e+03,1.035089999999999918e+03,1.039339999999999918e+03,6.999000000000000000e+03
6.999000000000000000e+03,6.999000000000000000e+03,1.011919999999999959e+03,1.015100000000000023e+03,1.019129999999999995e+03,1.022389999999999986e+03,6.999000000000000000e+03,6.999000000000000000e+03,6.999000000000000000e+03,6.999000000000000000e+03
