,parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,i,inst,j,pname,pstyle,ptype,x,y,zone
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:15_x:3875.00_y:3625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:15_x:3875.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,25,0,15,hk,m,gr,3875.00,3625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:16_x:4125.00_y:3625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:16_x:4125.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,25,0,16,hk,m,gr,4125.00,3625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:17_x:4375.00_y:3625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:17_x:4375.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,25,0,17,hk,m,gr,4375.00,3625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:18_x:4625.00_y:3625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:18_x:4625.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,25,0,18,hk,m,gr,4625.00,3625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:19_x:4875.00_y:3625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:25_j:19_x:4875.00_y:3625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,25,0,19,hk,m,gr,4875.00,3625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:0_x:125.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:0_x:125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,0,hk,m,gr,125.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:1_x:375.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:1_x:375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,1,hk,m,gr,375.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:2_x:625.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:2_x:625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,2,hk,m,gr,625.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:3_x:875.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:3_x:875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,3,hk,m,gr,875.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:4_x:1125.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:4_x:1125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,4,hk,m,gr,1125.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:5_x:1375.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:5_x:1375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,5,hk,m,gr,1375.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:6_x:1625.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:6_x:1625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,6,hk,m,gr,1625.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:7_x:1875.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:7_x:1875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,7,hk,m,gr,1875.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:8_x:2125.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:8_x:2125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,8,hk,m,gr,2125.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:9_x:2375.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:9_x:2375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,9,hk,m,gr,2375.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:10_x:2625.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:10_x:2625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,10,hk,m,gr,2625.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:11_x:2875.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:11_x:2875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,11,hk,m,gr,2875.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:12_x:3125.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:12_x:3125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,12,hk,m,gr,3125.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:13_x:3375.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:13_x:3375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,13,hk,m,gr,3375.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:14_x:3625.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:14_x:3625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,14,hk,m,gr,3625.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:15_x:3875.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:15_x:3875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,15,hk,m,gr,3875.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:16_x:4125.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:16_x:4125.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,16,hk,m,gr,4125.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:17_x:4375.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:17_x:4375.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,17,hk,m,gr,4375.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:18_x:4625.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:18_x:4625.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,18,hk,m,gr,4625.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:19_x:4875.00_y:3375.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:26_j:19_x:4875.00_y:3375.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,26,0,19,hk,m,gr,4875.00,3375.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:0_x:125.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:0_x:125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,0,hk,m,gr,125.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:1_x:375.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:1_x:375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,1,hk,m,gr,375.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:2_x:625.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:2_x:625.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,2,hk,m,gr,625.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:3_x:875.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:3_x:875.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,3,hk,m,gr,875.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:4_x:1125.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:4_x:1125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,4,hk,m,gr,1125.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:5_x:1375.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:5_x:1375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,5,hk,m,gr,1375.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:6_x:1625.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:6_x:1625.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,6,hk,m,gr,1625.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:7_x:1875.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:7_x:1875.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,7,hk,m,gr,1875.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:8_x:2125.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:8_x:2125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,8,hk,m,gr,2125.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:9_x:2375.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:9_x:2375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,9,hk,m,gr,2375.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:10_x:2625.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:10_x:2625.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,10,hk,m,gr,2625.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:11_x:2875.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:11_x:2875.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,11,hk,m,gr,2875.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:12_x:3125.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:12_x:3125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,12,hk,m,gr,3125.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:13_x:3375.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:13_x:3375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,13,hk,m,gr,3375.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:14_x:3625.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:14_x:3625.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,14,hk,m,gr,3625.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:15_x:3875.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:15_x:3875.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,15,hk,m,gr,3875.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:16_x:4125.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:16_x:4125.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,16,hk,m,gr,4125.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:17_x:4375.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:17_x:4375.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,17,hk,m,gr,4375.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:18_x:4625.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:18_x:4625.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,18,hk,m,gr,4625.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:19_x:4875.00_y:3125.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:27_j:19_x:4875.00_y:3125.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,27,0,19,hk,m,gr,4875.00,3125.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:0_x:125.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:0_x:125.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,0,hk,m,gr,125.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:1_x:375.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:1_x:375.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,1,hk,m,gr,375.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:2_x:625.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:2_x:625.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,2,hk,m,gr,625.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:3_x:875.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:3_x:875.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,3,hk,m,gr,875.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:4_x:1125.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:4_x:1125.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,4,hk,m,gr,1125.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:5_x:1375.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:5_x:1375.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,5,hk,m,gr,1375.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:6_x:1625.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:6_x:1625.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,6,hk,m,gr,1625.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:7_x:1875.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:7_x:1875.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,7,hk,m,gr,1875.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:8_x:2125.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:8_x:2125.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,8,hk,m,gr,2125.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:9_x:2375.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:9_x:2375.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,9,hk,m,gr,2375.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:10_x:2625.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:10_x:2625.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,10,hk,m,gr,2625.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:11_x:2875.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:11_x:2875.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,11,hk,m,gr,2875.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:12_x:3125.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:12_x:3125.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,12,hk,m,gr,3125.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:13_x:3375.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:13_x:3375.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,13,hk,m,gr,3375.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:14_x:3625.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:14_x:3625.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,14,hk,m,gr,3625.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:15_x:3875.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:15_x:3875.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,15,hk,m,gr,3875.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:16_x:4125.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:16_x:4125.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,16,hk,m,gr,4125.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:17_x:4375.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:17_x:4375.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,17,hk,m,gr,4375.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:18_x:4625.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:18_x:4625.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,18,hk,m,gr,4625.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:19_x:4875.00_y:2875.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:28_j:19_x:4875.00_y:2875.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,28,0,19,hk,m,gr,4875.00,2875.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:0_x:125.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:0_x:125.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,0,hk,m,gr,125.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:1_x:375.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:1_x:375.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,1,hk,m,gr,375.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:2_x:625.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:2_x:625.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,2,hk,m,gr,625.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:3_x:875.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:3_x:875.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,3,hk,m,gr,875.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:4_x:1125.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:4_x:1125.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,4,hk,m,gr,1125.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:5_x:1375.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:5_x:1375.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,5,hk,m,gr,1375.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:6_x:1625.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:6_x:1625.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,6,hk,m,gr,1625.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:7_x:1875.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:7_x:1875.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,7,hk,m,gr,1875.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:8_x:2125.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:8_x:2125.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,8,hk,m,gr,2125.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:9_x:2375.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:9_x:2375.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,9,hk,m,gr,2375.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:10_x:2625.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:10_x:2625.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,10,hk,m,gr,2625.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:11_x:2875.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:11_x:2875.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,11,hk,m,gr,2875.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:12_x:3125.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:12_x:3125.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,12,hk,m,gr,3125.00,2625.00,1
pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:13_x:3375.00_y:2625.00_zone:1,pname:hk_layer_3_inst:0_ptype:gr_pstyle:m_i:29_j:13_x:3375.00_y:2625.00_zone:1,log,factor,1.0,0.1,10.0,hk_layer_3,1.0,0.0,1,29,0,13,hk,m,gr,3375.00,2625.00,1
