4.744291934637270458e+01,4.601695548917832213e+01,3.365498502175019979e+01,3.045810386382344603e+01,2.846814220491880931e+01,2.712211805324771419e+01,2.625896163113416293e+01,2.572823265048702979e+01,2.541260155730043735e+01,2.522976099399679484e+01,2.512605676084220363e+01,2.506825923944618140e+01,2.503652817327630586e+01,2.501933785078282213e+01,2.501013605360703451e+01,2.500526421192376247e+01,2.500271086911657648e+01,2.500138521328093333e+01,2.500070298429640658e+01,2.500035476704946547e+01,2.500017840262600899e+01,2.500008972522139317e+01,2.500004544172380960e+01,2.500002346925740682e+01,2.500001263082659264e+01,2.500000730390190995e+01,2.500000464823469670e+01,2.500000320586148916e+01,2.500000234249502284e+01,2.500000178186287414e+01,2.500000139302306223e+01,2.500000110806444908e+01,2.500000088889115091e+01,2.500000071266285318e+01,2.500000056488607925e+01,2.500000043590845777e+01,2.500000031904427900e+01,2.500000020953711655e+01,2.500000010398067474e+01,2.500000000000000711e+01
4.601695548934422675e+01,4.456325239532269933e+01,3.254804669854971166e+01,2.986179574725273511e+01,2.812236541764340458e+01,2.692964423576995259e+01,2.615490332606640678e+01,2.567315917530861569e+01,2.538389771584070331e+01,2.521497048161092280e+01,2.511850407259552398e+01,2.506443206828407710e+01,2.503460225301883213e+01,2.501837496617177692e+01,2.500965763020841592e+01,2.500502791851924655e+01,2.500259483636244440e+01,2.500132855207159466e+01,2.500067546395252904e+01,2.500034146952747349e+01,2.500017200938956918e+01,2.500008666617730313e+01,2.500004398477697620e+01,2.500002277842484233e+01,2.500001230452897261e+01,2.500000714943209346e+01,2.500000457085565841e+01,2.500000316315838234e+01,2.500000231681695695e+01,2.500000176534562968e+01,2.500000138183257903e+01,2.500000110017754196e+01,2.500000088317022673e+01,2.500000070843678657e+01,2.500000056174570418e+01,2.500000043360024904e+01,2.500000031741208772e+01,2.500000020848858284e+01,2.500000010346643720e+01,2.500000000000001066e+01
3.365498502212285814e+01,3.254804670204820383e+01,3.050186030896591660e+01,2.884752320685196025e+01,2.753934397158010938e+01,2.660291418164717214e+01,2.597607944336876429e+01,2.557724940632443733e+01,2.533328629019668909e+01,2.518860547480845469e+01,2.510491435219103451e+01,2.505749057772863253e+01,2.503108522069272723e+01,2.501660623011599327e+01,2.500877431511906579e+01,2.500458969614019722e+01,2.500237879480280512e+01,2.500122268307392659e+01,2.500062388101731869e+01,2.500031647416523839e+01,2.500015996089977577e+01,2.500008088758488967e+01,2.500004122664003958e+01,2.500002146804171232e+01,2.500001168446685185e+01,2.500000685520488375e+01,2.500000442234200904e+01,2.500000308060295140e+01,2.500000226688909777e+01,2.500000173308762896e+01,2.500000135990306305e+01,2.500000108468092463e+01,2.500000087190631959e+01,2.500000070010288766e+01,2.500000055554518497e+01,2.500000042903863573e+01,2.500000031418442958e+01,2.500000020641415688e+01,2.500000010244873039e+01,2.500000000000001066e+01
3.045810386342227005e+01,2.986179574774045165e+01,2.884752320690174798e+01,2.779237225728684990e+01,2.690133916653217483e+01,2.623184735728112926e+01,2.576695617806997518e+01,2.546233725016498539e+01,2.527139617429126162e+01,2.515580281498284521e+01,2.508775634594439907e+01,2.504861599701284547e+01,2.502654012672082473e+01,2.501429909025700127e+01,2.500761271201893621e+01,2.500400927166470666e+01,2.500209082453243781e+01,2.500108076232278265e+01,2.500055437805260894e+01,2.500028263907140058e+01,2.500014358249201507e+01,2.500007300195374427e+01,2.500003744945573914e+01,2.500001966763639416e+01,2.500001082983601819e+01,2.500000644794329219e+01,2.500000421413476204e+01,2.500000296347413098e+01,2.500000219538354074e+01,2.500000168655540023e+01,2.500000132809457654e+01,2.500000106210686468e+01,2.500000085544343875e+01,2.500000068789104191e+01,2.500000054644177183e+01,2.500000042233176245e+01,2.500000030943401086e+01,2.500000020335909312e+01,2.500000010094944969e+01,2.500000000000000711e+01
2.846814220401951800e+01,2.812236541753603092e+01,2.753934397151008540e+01,2.690133916653150692e+01,2.633349002522638216e+01,2.588748474784239662e+01,2.556606284407495977e+01,2.534866903774114988e+01,2.520862396019192886e+01,2.512181011282910603e+01,2.506964415937209978e+01,2.503909710523705812e+01,2.502159695747805657e+01,2.501175926065587518e+01,2.500632021922013237e+01,2.500335729572181265e+01,2.500176460568904702e+01,2.500091876382377265e+01,2.500047449484648965e+01,2.500024350677041696e+01,2.500012453130658230e+01,2.500006378118108330e+01,2.500003301125126853e+01,2.500001754247330510e+01,2.500000981629118613e+01,2.500000596148193566e+01,2.500000396093684429e+01,2.500000281869734664e+01,2.500000210587568361e+01,2.500000162774465551e+01,2.500000128759378626e+01,2.500000103319813149e+01,2.500000083426607489e+01,2.500000067212744881e+01,2.500000053465961969e+01,2.500000041363447068e+01,2.500000030326545897e+01,2.500000019938859097e+01,2.500000009899998688e+01,2.500000000000000355e+01
2.712211805265998521e+01,2.692964423563665477e+01,2.660291418169885702e+01,2.623184735736140283e+01,2.588748474790203602e+01,2.560620133789303665e+01,2.539618265653821538e+01,2.524955824128041115e+01,2.515239327762410682e+01,2.509062917214572508e+01,2.505268092376177691e+01,2.503001764038846844e+01,2.501680543644549815e+01,2.500926199566901786e+01,2.500503315741168464e+01,2.500270064359522593e+01,2.500143267164675365e+01,2.500075239584922571e+01,2.500039176436309418e+01,2.500020266722871298e+01,2.500010450832088083e+01,2.500005402681651034e+01,2.500002828770321628e+01,2.500001526750697778e+01,2.500000872415240138e+01,2.500000543039633882e+01,2.500000367823914260e+01,2.500000265387097187e+01,2.500000200242337911e+01,2.500000155897985366e+01,2.500000123981056532e+01,2.500000099885071592e+01,2.500000080896565890e+01,2.500000065321416898e+01,2.500000052047723287e+01,2.500000040314027316e+01,2.500000029580997563e+01,2.500000019458459732e+01,2.500000009663999734e+01,2.500000000000004263e+01
2.625896163083553958e+01,2.615490332600143120e+01,2.597607944342713182e+01,2.576695617815950712e+01,2.556606284414647945e+01,2.539618265657265539e+01,2.526509671820524972e+01,2.517073991728892324e+01,2.510643822828328098e+01,2.506451362234059133e+01,2.503815821305909139e+01,2.502209052637455144e+01,2.501254801435042197e+01,2.500700790594842360e+01,2.500385485561048782e+01,2.500209173689673037e+01,2.500112127699147280e+01,2.500059466183547130e+01,2.500031256418529679e+01,2.500016322125418711e+01,2.500008500946277579e+01,2.500004445547280696e+01,2.500002361991808186e+01,2.500001300416508698e+01,2.500000762882860172e+01,2.500000488491563289e+01,2.500000338036541692e+01,2.500000247645439089e+01,2.500000188918628297e+01,2.500000148271882594e+01,2.500000118627062662e+01,2.500000096005203787e+01,2.500000078020352134e+01,2.500000063160598174e+01,2.500000050421239450e+01,2.500000039107149163e+01,2.500000028721910894e+01,2.500000018904214016e+01,2.500000009391542477e+01,2.500000000000000355e+01
2.572823265035788864e+01,2.567315917529401048e+01,2.557724940637602273e+01,2.546233725023489924e+01,2.534866903779866121e+01,2.524955824130966420e+01,2.517073991729830240e+01,2.511235139801289407e+01,2.507147628986209398e+01,2.504415442410234149e+01,2.502658201773170177e+01,2.501564283188173832e+01,2.500902108129147550e+01,2.500510921567395428e+01,2.500284717547061675e+01,2.500156374805338189e+01,2.500084782322008081e+01,2.500045452692262060e+01,2.500024144348382649e+01,2.500012744736741155e+01,2.500006716317867017e+01,2.500003562064785356e+01,2.500001927722222916e+01,2.500001088257516813e+01,2.500000659197692698e+01,2.500000435183375913e+01,2.500000308033683183e+01,2.500000229341058855e+01,2.500000177016341496e+01,2.500000140139047389e+01,2.500000112851815359e+01,2.500000091782154854e+01,2.500000074867369904e+01,2.500000060778643984e+01,2.500000048620669091e+01,2.500000037766898586e+01,2.500000027765795707e+01,2.500000018286512926e+01,2.500000009087668928e+01,2.500000000000003197e+01
2.541260155724396341e+01,2.538389771583756627e+01,2.533328629022583556e+01,2.527139617432642638e+01,2.520862396022243601e+01,2.515239327762908061e+01,2.510643822827574212e+01,2.507147628985242349e+01,2.504637124433823203e+01,2.502918436911529199e+01,2.501788110577394164e+01,2.501069750035191674e+01,2.500626509715193180e+01,2.500359993078908261e+01,2.500203344024024332e+01,2.500113114432706496e+01,2.500062074829581960e+01,2.500033670815677667e+01,2.500018095761195269e+01,2.500009669627869258e+01,2.500005166927121181e+01,2.500002787874578658e+01,2.500001543810417459e+01,2.500000898977090813e+01,2.500000565294032384e+01,2.500000385061125741e+01,2.500000278856654035e+01,2.500000211068280365e+01,2.500000164893428334e+01,2.500000131725025909e+01,2.500000106802945155e+01,2.500000087315707020e+01,2.500000071506855903e+01,2.500000058224550159e+01,2.500000046681035570e+01,2.500000036318191832e+01,2.500000026729836833e+01,2.500000017616208225e+01,2.500000008757654157e+01,2.500000000000003908e+01
2.522976099395604521e+01,2.521497048159422505e+01,2.518860547480786849e+01,2.515580281497780391e+01,2.512181011281909093e+01,2.509062917211972987e+01,2.506451362231056024e+01,2.504415442407848147e+01,2.502918436908937139e+01,2.501870085056436466e+01,2.501165660258937251e+01,2.500708850367243485e+01,2.500421617039453182e+01,2.500245832780550614e+01,2.500140799012863368e+01,2.500079364239843116e+01,2.500044111706096217e+01,2.500024229292610656e+01,2.500013189846039907e+01,2.500007147185753453e+01,2.500003882515369824e+01,2.500002139684625035e+01,2.500001219284592935e+01,2.500000737146633867e+01,2.500000482647262956e+01,2.500000339159584684e+01,2.500000251208680879e+01,2.500000193284254379e+01,2.500000152847406909e+01,2.500000123227188098e+01,2.500000100614541054e+01,2.500000082699094150e+01,2.500000068004955622e+01,2.500000055545928745e+01,2.500000044636833252e+01,2.500000034785834657e+01,2.500000025631279499e+01,2.500000016904247957e+01,2.500000008406827234e+01,2.500000000000001066e+01
