,0
0,2017-12-31 12:00:00
1,2018-01-31 12:00:00
2,2018-03-01 12:00:00
3,2018-04-01 12:00:00
4,2018-05-01 12:00:00
5,2018-06-01 12:00:00
6,2018-07-01 12:00:00
7,2018-08-01 12:00:00
8,2018-09-01 12:00:00
9,2018-10-01 12:00:00
10,2018-11-01 12:00:00
11,2018-12-01 12:00:00
12,2019-01-01 12:00:00
13,2019-02-01 12:00:00
14,2019-03-01 12:00:00
15,2019-04-01 12:00:00
16,2019-05-01 12:00:00
17,2019-06-01 12:00:00
18,2019-07-01 12:00:00
19,2019-08-01 12:00:00
20,2019-09-01 12:00:00
21,2019-10-01 12:00:00
22,2019-11-01 12:00:00
23,2019-12-01 12:00:00
24,2020-01-01 12:00:00
