,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,0.0,9.469201207122735e-53,2.934566595962274e-51,8.7425900588566e-50,2.4946543414757428e-48,6.780194729208787e-47,1.7433865790102673e-45,4.2055118303405807e-44,9.416902582271223e-43,1.9305891132999066e-41,3.5578361206274852e-40,5.74509093629999e-39,7.828864428916169e-38,8.479041665931656e-37,6.543734897812983e-36,2.7826345615481004e-35,1.3211708376600264e-35,3.393391137879509e-36,3.4623241254189846e-37,2.5426568605073746e-38,1.566438525772011e-39,8.636337501751755e-41,4.4080601747958e-42,2.125234920795099e-43,9.805113459985186e-45,4.36772076535969e-46,1.8905565908422258e-47,7.989502028856202e-49,3.308428588258985e-50,1.3462628735179428e-51,5.395466533407365e-53,2.1336278723838193e-54,8.337912359962346e-56,3.223993100773091e-57,1.2347872261763425e-58,4.688628516140331e-60,1.766420414458923e-61,6.60739601984241e-63,2.455333773166005e-64,9.068998031476681e-66,3.331002553447631e-67,1.2171203596791491e-68,4.4258019249347596e-70,1.6021050885516464e-71,5.775622259798356e-73,2.188122751200142e-74
1,3.1728880678490167e-52,1.0232850085241835e-50,3.2819607715248958e-49,1.0142269681328655e-47,3.0061983169226775e-46,8.499948419672242e-45,2.277419126098318e-43,5.734699195853795e-42,1.342995872620984e-40,2.8855876800115472e-39,5.58581838991438e-38,9.497521300129784e-37,1.366312849471985e-35,1.566356417833259e-34,1.2825375183361131e-33,5.783535706049287e-33,2.5907383977170418e-33,6.29207916134946e-34,6.263617901045125e-35,4.521982605251424e-36,2.749101620497983e-37,1.4992404114262477e-38,7.581628705928203e-40,3.625906037023234e-41,1.6609526244782473e-42,7.35143616015097e-44,3.163574765681522e-45,1.3298222380762196e-46,5.479763631645162e-48,2.2196808158712677e-49,8.858163897570967e-51,3.489023530957657e-52,1.3583621602240238e-53,5.2337900065942115e-55,1.9978341304685142e-56,7.561903647882985e-58,2.840293632134492e-59,1.0593588463700482e-60,3.9257383769822635e-62,1.4461655895072508e-63,5.298188092595358e-65,1.9311759160809982e-66,7.005759443552946e-68,2.530261371155362e-69,9.101518899262639e-71,3.4315898381662526e-72
2,3.221695838640037e-50,1.0769113362514248e-48,3.5815170413338823e-47,1.1492676989883313e-45,3.542498074673443e-44,1.0433328686584288e-42,2.9169853687032534e-41,7.679361629297159e-40,1.8841993032164928e-38,4.251307419380232e-37,8.663650350892012e-36,1.5550221425754907e-34,2.368471977571263e-33,2.8836374413719666e-32,2.5147521705480035e-31,1.2081902882465816e-30,5.0825341176168275e-31,1.1624396649477047e-31,1.127735012115741e-32,7.99853756927287e-34,4.796308771187252e-35,2.5864209904340662e-36,1.295524573233517e-37,6.14472066176517e-39,2.7942540387212124e-40,1.2286765126158257e-41,5.2561953345948535e-43,2.1975560894650422e-44,9.01053854413476e-46,3.633154917252245e-47,1.4437150563652617e-48,5.6638036830113215e-50,2.1968172684011237e-51,8.43459354578411e-53,3.208943615187458e-54,1.2107800909360241e-55,4.534173913668578e-57,1.6863271373242237e-58,6.232200052886242e-60,2.2898765143290583e-61,8.368428541552576e-63,3.0430259230153955e-64,1.101406874773343e-65,3.969220327046335e-67,1.4247306918916027e-68,5.3455932668374145e-70
3,3.144800421006768e-48,1.0909207853251357e-46,3.76705453768141e-45,1.2569739994134534e-43,4.035442899012757e-42,1.2400807350180562e-40,3.6244854082002095e-39,9.996343774075161e-38,2.5754609297935103e-36,6.117452133446697e-35,1.3160954208395493e-33,2.501495568251791e-32,4.048262693415512e-31,5.255783828403033e-30,4.904641987586516e-29,2.5246660707642333e-28,9.918432360692676e-29,2.1258665326662965e-29,2.006687781078432e-30,1.3968052031960146e-31,8.2549750371825e-33,4.398692228691258e-34,2.1810596674880248e-35,1.0254092760628645e-36,4.6267575321112944e-38,2.0202970393404367e-39,8.588183349803409e-41,3.569919209409768e-42,1.45598518540854e-43,5.841817770084092e-45,2.3107365716642615e-46,9.02631176128638e-48,3.486922571262475e-49,1.3337030518364014e-50,5.0558416130699176e-52,1.9011387985058725e-53,7.096382682109878e-55,2.6311008515167624e-56,9.695152599655736e-58,3.55221058549035e-59,1.294658757794682e-60,4.695580782680093e-62,1.6953046805485508e-63,6.094842296816265e-65,2.1826379750821627e-66,8.147728732406302e-68
4,2.937554911413758e-46,1.058917049293988e-44,3.801961492275105e-43,1.3212023298938772e-41,4.42523613722418e-40,1.421457492279449e-38,4.351977195575716e-37,1.2602241683397774e-35,3.4177713572891657e-34,8.56986988990928e-33,1.952428284762771e-31,3.943564654455407e-30,6.808250800655198e-29,9.468998981691773e-28,9.506588849295358e-27,5.277027483078573e-26,1.9236968763011087e-26,3.842566509952249e-27,3.5223905344148656e-28,2.4033784427097093e-29,1.3985526523520312e-30,7.358019291836044e-32,3.609148624823171e-33,1.6809008957546514e-34,7.521361008221215e-36,3.259719747879547e-37,1.376298795463358e-38,5.685460260306348e-40,2.3055263488119995e-41,9.20124176485259e-43,3.6215063654276087e-44,1.4080723781626823e-45,5.415670084043847e-47,2.0628631218001992e-48,7.789347766965195e-50,2.9181217453855866e-51,1.0853907055631935e-52,4.0106676185618525e-54,1.473087494405563e-55,5.380550118617675e-57,1.955204201439348e-58,7.071077861523946e-60,2.5459544094313547e-61,9.128842167246218e-63,3.260788273707598e-64,1.2107722710466647e-65
5,2.6112325003742565e-44,9.795201803100176e-43,3.6623653787356216e-41,1.327649140773459e-39,4.647731186989445e-38,1.5636557477751207e-36,5.025767720406597e-35,1.5317423611794786e-33,4.38470903196908e-32,1.164159579714983e-30,2.818372788990486e-29,6.073344072995717e-28,1.1236365310294588e-26,1.6830159637925855e-25,1.8291996229966765e-24,1.1032482435739497e-23,3.7041030183106904e-24,6.851483890970992e-25,6.0849446961469e-26,4.063923490349954e-27,2.325955243105844e-28,1.2071431263165322e-29,5.852676497584356e-31,2.698286962047447e-32,1.1965577865076446e-33,5.144001655401166e-35,2.155936241970953e-36,8.846170084968316e-38,3.564911397699687e-39,1.4145041478288183e-40,5.5372054639820766e-42,2.1419718406467353e-43,8.198893729811673e-45,3.1088562578241622e-46,1.1688523893357757e-47,4.360954746067016e-49,1.6157220475170872e-50,5.948056491740266e-52,2.1768773303744835e-53,7.923967730011316e-55,2.869970740424936e-56,1.0346530075365495e-57,3.7139329587335687e-59,1.3277632020975783e-60,4.729222211629425e-62,1.746167999047139e-63
6,2.193953933030014e-42,8.577376666946712e-41,3.3452431701066994e-39,1.267348280120779e-37,4.6462697009622854e-36,1.6407891294219279e-34,5.5496801590909594e-33,1.7849948669564786e-31,5.409496233444737e-30,1.5259656220682569e-28,3.9409371964173804e-27,9.10089385878285e-26,1.813801028120313e-24,2.943735211488337e-23,3.4888789966922805e-22,2.306885367646946e-21,7.070694856526431e-22,1.2021198409902722e-22,1.0313626192509949e-23,6.730442047719208e-25,3.783787958173137e-26,1.9350190905040734e-27,9.264446032558424e-29,4.224528486691039e-30,1.8551350985150881e-31,7.905182510578295e-33,3.286658366205382e-34,1.3386368143190993e-35,5.357744279641685e-37,2.1123501802143022e-38,8.219706926289451e-40,3.161820039099136e-41,1.2038494109829283e-42,4.541842618638241e-44,1.6994728946286025e-45,6.311860270535262e-47,2.3283741453569558e-48,8.535969667376427e-50,3.1115586610870363e-51,1.1282924952762339e-52,4.0715048731474467e-54,1.4626136153931767e-55,5.232161826881014e-57,1.8643657599220533e-58,6.619242679198707e-60,2.429425293912748e-61
7,1.7277656763600158e-40,7.051747989033939e-39,2.873974353811802e-37,1.1401397757984941e-35,4.386930236660093e-34,1.6300371068581376e-32,5.817289125919578e-31,1.980455428196928e-29,6.375336506461084e-28,1.9180535716927452e-26,5.30744457442286e-25,1.3201886047474592e-23,2.851355411955259e-22,5.050203174878372e-21,6.583597448016324e-20,4.823943912742869e-19,1.335522544299531e-19,2.0687169288638144e-20,1.7082196131332254e-21,1.0868393190793593e-22,5.992019893590949e-24,3.015473445868151e-25,1.4240516201639693e-26,6.415900234624604e-28,2.787349477560835e-29,1.1762785836817798e-30,4.8472740343789787e-32,1.9581736472072084e-33,7.778033687500476e-35,3.044884543931899e-36,1.1769749700112821e-37,4.4990386963323316e-39,1.7028372650188743e-40,6.388257539827751e-42,2.3775608959410147e-43,8.785132954168697e-45,3.2248843800633195e-46,1.1767202224960926e-47,4.2701058091215385e-49,1.5416919360799942e-50,5.540073176987188e-52,1.9821623166828424e-53,7.06317297579582e-55,2.5073497271215736e-56,8.869656060519089e-58,3.2344767588084025e-59
8,1.2618449339330095e-38,5.3863713295711696e-37,2.2985780051648198e-35,9.569462754071333e-34,3.873694804685337e-32,1.518456322204881e-30,5.734770086536596e-29,2.0733623989760733e-27,7.116421224015861e-26,2.2932699693935605e-24,6.833022115547149e-23,1.841496631077115e-21,4.3403764486264014e-20,8.4606887357955e-19,1.2258987743679892e-17,1.008632378309526e-16,2.4895979331456226e-17,3.476587532975935e-18,2.7495111864837477e-19,1.700695721516483e-20,9.176230783537113e-22,4.536739920193629e-23,2.110182921142692e-24,9.381182529372891e-26,4.0272185122781535e-27,1.6811951887002753e-28,6.859463511688418e-30,2.745699277832258e-31,1.0813231843534316e-32,4.19929633541093e-34,1.6110103351381775e-35,6.114442585840334e-37,2.2986700647709542e-38,8.568319624423207e-40,3.169449211304696e-41,1.16427729512264e-42,4.2499596485529715e-44,1.5424250172821448e-45,5.568258993921371e-47,2.0003739437048103e-48,7.153830293823513e-50,2.5476703303132597e-51,9.037561025465803e-53,3.194301263747601e-54,1.125208131768934e-55,4.0745472880528675e-57
9,8.429655425338433e-37,3.7709453475811463e-35,1.6886621117275914e-33,7.395566052290118e-32,3.157920288600037e-30,1.3097942647947933e-28,5.252236994928506e-27,2.0241303336142486e-25,7.439059030891555e-24,2.5803159585180003e-22,8.32620822491747e-21,2.4477332815371425e-19,6.347956017377379e-18,1.3757666459933793e-16,2.244168150136064e-15,2.108196660501338e-14,4.563670500723988e-15,5.671338505154449e-16,4.2673688690585394e-17,2.5561767781360944e-18,1.3460471453876498e-19,6.5234544963656675e-21,2.9828640639286854e-22,1.3062727750704502e-23,5.532367577494231e-25,2.2812784748079396e-26,9.203033907549963e-28,3.6452681585495957e-29,1.4215719347014803e-30,5.469985691826806e-32,2.0803232524487586e-33,7.830904869355887e-35,2.9210032842720897e-36,1.0807140041012282e-37,3.9691957020586107e-39,1.4481361032051222e-40,5.251595036468405e-42,1.8939707845323305e-43,6.795980048457991e-45,2.4271708348067923e-46,8.631187584390382e-48,3.057019381630689e-49,1.0787086146615914e-50,3.793121870445602e-52,1.3294899433995993e-53,4.77688735219503e-55
