iteration,total_runs,mean,standard_deviation,min,max,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,base
0,50,8.5651e+07,1.1623e+08,9.51327e+06,5.28967e+08,6.4945e+07,3.41885e+08,8.09493e+07,3.15784e+08,2.26146e+07,7.15946e+07,9.99934e+07,2.0966e+07,1.9051e+07,4.0222e+07,2.17178e+08,1.59556e+07,3.23542e+07,8.25873e+07,8.36001e+07,6.53116e+07,3.34721e+07,1.66429e+08,8.08531e+07,2.14612e+07,4.84484e+07,3.68134e+07,2.68994e+07,9.56394e+06,4.04666e+07,5.28967e+08,1.95344e+07,1.93497e+08,2.54805e+07,2.86774e+07,3.43863e+07,4.1787e+08,2.57403e+07,2.83298e+07,6.63182e+07,2.65034e+07,6.63337e+07,2.40699e+07,4.29825e+07,2.67396e+07,5.08009e+07,3.50296e+07,3.89935e+08,4.82438e+07,7.75642e+07,1.7614e+07,2.16644e+07,1.41257e+07,2.32287e+07,9.51327e+06
