time,H1_1_2
0.3831380695111,0.2551099855E-12
0.7854330424977,0.1263226503E-12
1.207842764134,0.9349788350E-13
1.651372971851,0.7693599462E-13
2.117079689955,0.6647324621E-13
2.606071743964,0.5907040472E-13
3.119513400673,0.5345957161E-13
3.658627140218,0.4900557496E-13
4.224696566740,0.4535036094E-13
4.819069464588,0.4227462588E-13
5.443161007328,0.3963549395E-13
6.098457127206,0.3733532256E-13
6.786518053077,0.3530478567E-13
7.508982025242,0.3349310230E-13
8.267569196015,0.3186209644E-13
9.064085725327,0.3038243027E-13
9.900428081105,0.2903112897E-13
10.77858755467,0.2778990418E-13
11.70065500192,0.2664398825E-13
12.66882582152,0.2558130477E-13
13.68540518211,0.2459186654E-13
14.75281351073,0.2366733050E-13
15.87359225577,0.2280066358E-13
17.05040993807,0.2198588809E-13
18.28606850449,0.2121788517E-13
19.58350999922,0.2049224135E-13
20.94582356870,0.1980512733E-13
22.37625281664,0.1915320137E-13
23.87820352698,0.1853353156E-13
25.45525177285,0.1794353276E-13
27.11115243100,0.1738091496E-13
28.84984812206,0.1684364085E-13
30.67547859767,0.1632989058E-13
32.59239059707,0.1583803237E-13
34.60514819643,0.1536659782E-13
36.71854367577,0.1491426114E-13
38.93760892907,0.1447982143E-13
41.26762744503,0.1406218768E-13
43.71414688679,0.1366036584E-13
46.28299230064,0.1327344775E-13
48.98027998519,0.1290060148E-13
51.81243205396,0.1254106305E-13
54.78619172617,0.1219412907E-13
57.90863938198,0.1185915028E-13
61.18720942059,0.1153552581E-13
64.62970796114,0.1122269795E-13
68.24433142870,0.1092014738E-13
72.03968606965,0.1062738860E-13
76.02480844264,0.1034396567E-13
80.20918693429,0.1006944796E-13
84.60278435051,0.9803425877E-14
89.21606163755,0.9545506638E-14
94.06000278894,0.9295309933E-14
99.14614099789,0.9052463576E-14
104.4865861173,0.8816599193E-14
110.0940534927,0.8587348051E-14
115.9818942368,0.8364337196E-14
122.1641270182,0.8147186048E-14
128.6554714386,0.7935503674E-14
135.4713830800,0.7728886924E-14
142.6280903035,0.7526919599E-14
150.1426328882,0.7329172810E-14
158.0329026022,0.7135206605E-14
166.3176858018,0.6944572899E-14
175.0167081614,0.6756819656E-14
184.1506816390,0.6571496199E-14
193.7413537904,0.6388159484E-14
203.8115595494,0.6206381060E-14
214.3852755964,0.6025754454E-14
225.4876774458,0.5845902656E-14
237.1451993876,0.5666485390E-14
249.3855974265,0.5487205861E-14
262.2380153673,0.5307816724E-14
275.7330542052,0.5128125033E-14
289.9028449849,0.4947996015E-14
304.7811253037,0.4767355565E-14
320.4033196384,0.4586191411E-14
336.8066236898,0.4404552989E-14
354.0300929438,0.4222550074E-14
372.1147356605,0.4040350299E-14
391.1036105131,0.3858175690E-14
411.0419291082,0.3676298377E-14
431.9771636331,0.3495035640E-14
453.9591598843,0.3314744441E-14
477.0402559480,0.3135815571E-14
501.2754068149,0.2958667538E-14
526.7223152252,0.2783740276E-14
553.4415690560,0.2611488756E-14
581.4967855783,0.2442376535E-14
610.9547629267,0.2276869308E-14
641.8856391426,0.2115428461E-14
674.3630591692,0.1958504691E-14
708.4643501972,0.1806531709E-14
744.2707057765,0.1659920076E-14
781.8673791349,0.1519051245E-14
821.3438861611,0.1384271876E-14
862.7942185387,0.1255888514E-14
906.3170675351,0.1134162744E-14
952.0160589814,0.1019306921E-14
1000.000000000,0.9114806007E-15
