,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,13.3333333,12.666865115405662,12.000381942129732,11.33387171134309,10.667327067224665,10.000745647478482,9.334129101323311,8.667481581391977,8.000808326075868,7.334114634599083,6.667405271421125,6.000684212686188,5.333954610886225,4.667218875273543,4.000478798878599,3.3337356911155624,2.6669904968467804,2.0002438955274027,1.3334963801651174,0.6667483185632145,0.0
1,13.3333333,12.666873061180281,12.000396267397134,11.333889863158586,10.667346371150108,10.000763979090346,9.3341451577085,8.66749482201521,8.000818754134666,7.3341225611326015,6.667411131940293,6.000688452069977,5.333957624292618,4.66722098614561,4.000480258034355,3.3337366855606163,2.6669911614331934,2.0002443240009127,1.3334966341583994,0.6667484355228934,0.0
2,13.3333333,12.66688863806536,12.00042422985228,11.333925054288185,10.667383487745525,10.000798922206661,9.334175513503084,8.66751967248274,8.000838205338091,7.334137271642978,6.66742196450957,6.000696263741946,5.333963163902846,4.667224860053255,4.000482932761115,3.3337385068070056,2.6669923775136812,2.0002451073021645,1.3334970997222686,0.6667486514335205,0.0
3,13.3333333,12.666910938965461,12.000463973578812,11.333974504205923,10.667434931168073,10.000846674453795,9.334216455144894,8.667552806667823,8.000863893715147,7.334156550239889,6.667436075581446,6.000706392661406,5.333970321650615,4.6672298523435005,4.0004863727890285,3.333740845280497,2.666993936453113,2.0002461116646044,1.3334976950736666,0.6667489283388061,0.0
4,13.3333333,12.666937839899202,12.00051147239088,11.334032697798223,10.667494365205796,10.000900828564138,9.334262104524816,8.667589217631344,8.000891787990705,7.334177287058663,6.667451142971702,6.000717147722277,5.333977889955992,4.667235114319383,4.000489990223598,3.333743301160104,2.666995573533473,2.0002471629405845,1.333498318680201,0.6667492181239971,0.0
5,13.3333333,12.666965255269584,12.000559382259251,11.334090318302122,10.667551945171338,10.000952185395672,9.334304584542958,8.66762257025086,8.000917018462571,7.334195860063469,6.667464537293462,6.0007266547884255,5.3339845521980465,4.667239732457063,4.000493158486026,3.333745448591574,2.6669970020584657,2.0002480805764558,1.33349886264144,0.6667494707216336,0.0
6,13.3333333,12.666986821264059,12.000596708375408,11.334134332612125,10.667594947568583,10.000989740911539,9.334335099572701,8.667646188583541,8.000934688102975,7.334208758346913,6.66747378098334,6.00073318550557,5.333989113444957,4.667242886797413,4.000495318715617,3.3337469104449395,2.6669979732432276,2.000248704444523,1.333499232203772,0.6667496422918119,0.0
7,13.3333333,12.666995295531736,12.000611283243554,11.334151216188525,10.667611136601733,10.001003656862016,9.3343462679861,8.667654753260415,8.00094105189186,7.334213380391002,6.667477081456423,6.000735511236506,5.333990734780263,4.6672440065460155,4.000496084590148,3.3337474279112875,2.666998316706675,2.000248925053186,1.3334993627616751,0.6667497029100615,0.0
8,13.3333333,12.666986821232689,12.000596708302586,11.334134333011367,10.66759494818647,10.000989741154836,9.334335099560835,8.667646188922632,8.000934688455285,7.334208758351822,6.6674737812049,6.000733185877611,5.333989113777244,4.667242886999826,4.000495318307166,3.333746909142905,2.6669979718165315,2.000248703596259,1.3334992314534764,0.6667496419753107,0.0
9,13.3333333,12.66696525554933,12.000559382224873,11.334090319210107,10.667551946527814,10.000952185979632,9.334304584973127,8.6676225711003,8.000917019512338,7.334195860522005,6.667464537776389,6.000726655320328,5.33398455258292,4.667239732629942,4.000493157822806,3.3337454465130847,2.6669969993443616,2.0002480789550514,1.333498861252714,0.6667494701228358,0.0
10,13.3333333,12.666937840815114,12.0005114724891,11.334032699277214,10.66749436726382,10.000900829485744,9.33426210582055,8.667589219174067,8.000891789829437,7.334177288302075,6.667451143870831,6.000717148284234,5.333977889948138,4.667235113783284,4.0004899889725865,3.333743298805377,2.6669955701891412,2.000247160462527,1.3334983167529892,0.6667492173085685,0.0
11,13.3333333,12.666910940189421,12.00046397383598,11.333974506222802,10.667434933646724,10.000846675923382,9.33421645735484,8.667552809032086,8.000863896206583,7.334156552186866,6.6674360769774825,6.000706393397051,5.333970321347359,4.667229850955584,4.000486370475302,3.3337408425765664,2.6669939339268876,2.0002461080870617,1.3334976926419686,0.6667489275272149,0.0
12,13.3333333,12.666888638022387,12.000424230151697,11.333925056314271,10.667383489881734,10.000798924025414,9.334175516110333,8.667519675411897,8.00083820837134,7.334137274148707,6.667421966319347,6.000696264644227,5.333963163509732,4.667224858420678,4.000482930164588,3.333738503550571,2.6669923739560977,2.000245104067993,1.333497097095265,0.6667486511081091,0.0
13,13.3333333,12.666873058379867,12.000396268596628,11.33388986512316,10.667346372782129,10.000763980954002,9.334145160305308,8.66749482492544,8.000818757118397,7.334122563473877,6.667411133283134,6.000688452196993,5.333957623046593,4.667220983868215,4.000480255169373,3.333736682408419,2.666991158341664,2.000244321466158,1.333496633048611,0.6667484359113796,0.0
14,13.3333333,12.666865116019265,12.000381950127617,11.333871718230753,10.667327070787122,10.000745649374181,9.334129103202674,8.667481583739947,8.00080832886341,7.334114637013404,6.667405272763744,6.0006842125510405,5.333954609210374,4.667218872604408,4.000478795937746,3.333735688492989,2.666990495057387,2.000243894842439,1.3334963803525377,0.6667483186494558,0.0
