0 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 2500 2500 5000 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 5000 2500 2500 5000 2500 2500 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 2500 2500 5000 
0 2500 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 1250 1250 
0 2500 2500 2500 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 1250 1250 
0 5000 2500 2500 5000 2500 2500 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 5000 2500 2500 5000 2500 2500 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 2500 2500 5000 
0 2500 2500 2500 2500 
0 1250 1250 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 1250 1250 
0 2500 2500 2500 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 2500 
0 5000 2500 2500 5000 2500 2500 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 2500 2500 5000 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 1250 1250 2500 2500 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 5000 2500 2500 5000 2500 2500 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 5000 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 2500 2500 
0 2500 2500 5000 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 1250 1250 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 1250 1250 2500 2500 2500 
0 2500 2500 2500 2500 
0 5000 2500 2500 5000 2500 2500 
0 5000 5000 5000 2500 2500 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 5000 5000 5000 5000 
0 2500 2500 5000 2500 2500 5000 
0 1250 1250 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 2500 2500 2500 
0 1250 1250 2500 2500 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 2500 
0 1250 1250 2500 2500 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 2500 
0 1250 1250 2500 2500 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 2500 
0 1250 1250 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 1250 1250 
0 5000 2500 2500 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 1250 1250 
0 1250 1250 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 1250 1250 
0 2500 2500 1250 1250 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 1250 1250 1250 1250 
0 2500 1250 1250 2500 1250 1250 
0 2500 2500 2500 2500 
0 2500 2500 2500 2500 
0 2500 2500 2500 1250 1250 
0 2500 2500 2500 2500 
0 5000 2500 2500 5000 2500 2500 
