time,HEADWATER,TAILWATER,GAGE-1
3652.5,0.0,0.0,0.0
3683.5,64.69528962048798,52.125173078620946,-112.22318451434012
3712.5,15.209572945266018,1.918719747832938,-15.392257878114833
3743.5,-5.098585603539959,-25.635757218597064,30.68959472914412
3773.5,-398.9432690538051,-293.967099980076,683.4233648049103
3804.5,-512.045119970368,-404.68205417196396,902.7540237549292
3834.5,-515.497357221795,-410.451362895338,911.5899546356832
3865.5,306.61789978922,196.86639779216807,-495.52052958965214
3896.5,887.7441457863499,661.4477534623362,-1524.7291418649138
3926.5,1189.6264050961563,966.3273930545283,-2119.1882880361827
3957.5,1649.4278956291018,1277.8274950176908,-2880.665673016426
3987.5,1842.0237783990635,1467.7208990809324,-3257.0551685804776
4018.5,1712.7114631720954,1448.105127313131,-3108.420134876395
4049.5,1336.985870515669,1227.6494683057292,-2519.101353034777
4077.5,1174.3231737675046,1109.0137822096635,-2241.307146274261
4108.5,805.436876601573,799.0858731508564,-1573.927489516465
4138.5,684.150803157072,648.6390424607131,-1309.6780911913947
4169.5,678.2906692322019,640.53364042904,-1296.2837087580838
4199.5,631.538572183312,635.3389470685648,-1244.24155806805
4230.5,868.37877674175,872.69972571564,-1707.897056587694
4261.5,1306.9797520744955,1151.2407722302855,-2416.439659930003
4291.5,1577.4596568325,1394.5893290205688,-2920.7461136440893
4322.5,1797.1497171051153,1561.8210643895247,-3301.6153224659306
4352.5,1898.3534384882446,1634.4745735932242,-3472.983147066963
4383.5,1611.9798286626976,1461.3047044983493,-3018.0160312148323
