8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,6.065574999999999761e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01,8.675181000000000608e+01
8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,6.004614453125000040e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01,8.614220437500000571e+01
8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,5.943653906249999608e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01,8.553259875000000534e+01
8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,5.882693359374999886e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01,8.492299312500000497e+01
8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,5.821732812499999454e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01,8.431338750000000459e+01
8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,5.760772265624999733e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01,8.370378187500000422e+01
8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,5.699811718750000011e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01,8.309417625000000385e+01
8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,5.638851171874999579e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01,8.248457062500000347e+01
8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,5.577890624999999858e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01,8.187496500000000310e+01
8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,5.516930078125000136e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01,8.126535937500000273e+01
