,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1.0,0.5218756,0.1029137,0.01987592,0.0038675044,0.0007526176,0.00014645977,2.850116e-05,5.546342e-06,1.0793214e-06,2.1003653e-07,4.087323e-08,7.953954e-09,1.5478441e-09,3.0121133e-10,5.86159e-11,1.1406683e-11,2.2197303e-12,4.3187405e-13,8.359743e-14,1.3942047e-14
2,1.0,0.7630353,0.34161085,0.0915563,0.02245403,0.0052848966,0.0012072315,0.00026972167,5.925887e-05,1.2849433e-05,2.756916e-06,5.863948e-07,1.2382284e-07,2.5985583e-08,5.4245235e-09,1.1271729e-09,2.332735e-10,4.8104545e-11,9.886253e-12,2.0150067e-12,3.526837e-13
3,1.0,0.86851674,0.5547337,0.24091482,0.07611304,0.02152042,0.005714489,0.001451686,0.00035683453,8.551037e-05,2.0083864e-05,4.6393598e-06,1.0569344e-06,2.3797725e-07,5.304445e-08,1.1720265e-08,2.5697788e-09,5.596238e-10,1.2110422e-10,2.5915825e-11,4.7509527e-12
4,1.0,0.92053545,0.70170176,0.40867057,0.17785074,0.061894514,0.019252269,0.0055769878,0.0015347353,0.0004062084,0.000104267776,2.6108728e-05,6.4043456e-06,1.5440245e-06,3.6678688e-07,8.601562e-08,1.9945356e-08,4.5790434e-09,1.0416927e-09,2.3368393e-10,4.482463e-11
5,1.0,0.94897467,0.7976724,0.5552088,0.3065127,0.13486668,0.04994609,0.016632885,0.005148523,0.0015092472,0.00042410335,0.00011520263,3.04343e-05,7.854702e-06,1.9873696e-06,4.943056e-07,1.2111805e-07,2.929152e-08,6.999571e-09,1.6447633e-09,3.2998676e-10
6,1.0,0.965819,0.86028355,0.6702707,0.43666562,0.2334907,0.1039972,0.040210962,0.0140923355,0.0045959456,0.0014182382,0.00041883235,0.00011933681,3.3003544e-05,8.899863e-06,2.3485254e-06,6.0817547e-07,1.5490842e-07,3.8871466e-08,9.563613e-09,2.00753e-09
7,1.0,0.97640157,0.9017944,0.75648093,0.5532418,0.3434584,0.18007204,0.0811001,0.03236867,0.011801664,0.00401447,0.0012926421,0.00039810597,0.00011817196,3.4005276e-05,9.529062e-06,2.6096104e-06,7.0042836e-07,1.8462323e-07,4.7570275e-08,1.044984e-08
8,1.0,0.9833411,0.92987883,0.819854,0.65073323,0.45201588,0.27082628,0.14021575,0.063756496,0.02607557,0.009811721,0.0034552321,0.001153124,0.0003681309,0.00011322546,3.3736273e-05,9.780325e-06,2.7683745e-06,7.6698683e-07,2.0706366e-07,4.7632167e-08
9,1.0,0.98803824,0.94925576,0.86618406,0.72911745,0.55113745,0.36725485,0.21426341,0.11000701,0.0504283,0.021029424,0.008119114,0.0029432147,0.0010126879,0.00033350938,0.00010581852,3.2515323e-05,9.715974e-06,2.8317272e-06,8.015527e-07,1.9325425e-07
10,1.0,0.9912947,0.96285945,0.900092,0.7907365,0.6371567,0.4617597,0.29753864,0.1700927,0.08682611,0.040077846,0.016980752,0.006697708,0.0024883302,0.0008789965,0.00029745203,9.70064e-05,3.0635725e-05,9.40201e-06,2.792712e-06,7.0642557e-07
11,1.0,0.99359494,0.97255415,0.92501235,0.83857197,0.70934325,0.5492572,0.38398826,0.24075708,0.13546243,0.06886414,0.031975582,0.013728589,0.005513702,0.0020920997,0.000756146,0.00026207333,8.757878e-05,2.8331879e-05,8.8390425e-06,2.348423e-06
12,1.0,0.9952444,0.9795513,0.94342744,0.87546366,0.7685847,0.6270531,0.46854478,0.31766808,0.1947519,0.10819843,0.054837618,0.025593387,0.011112604,0.00453268,0.0017516138,0.00064593606,0.00022866606,7.805743e-05,2.5602383e-05,7.153116e-06
13,1.0,0.9964417,0.98465675,0.95711446,0.90383106,0.81648445,0.6942388,0.5476409,0.39649233,0.26186755,0.1575744,0.086648256,0.04381517,0.02054066,0.009005311,0.003722735,0.0014618409,0.000548721,0.00019783755,6.828206e-05,2.0085368e-05
14,1.0,0.99732,0.9884168,0.96734476,0.9256262,0.85483253,0.7510502,0.6191784,0.47358203,0.33345675,0.21534169,0.12756246,0.06955233,0.035108425,0.01652378,0.007305385,0.0030556365,0.0012169039,0.0004637461,0.0001685609,5.226117e-05
15,1.0,0.9979699,0.99120814,0.9750331,0.9423803,0.8853335,0.79835486,0.68224156,0.5462619,0.4062583,0.27911475,0.1767878,0.10333898,0.055945594,0.02820107,0.01331921,0.0059321895,0.0025069413,0.0010102482,0.00038694387,0.00012657788
16,1.0,0.9984545,0.993295,0.98083985,0.95527554,0.9094908,0.83730084,0.73675185,0.61283416,0.4775008,0.34623334,0.23277341,0.14497487,0.083780654,0.04508434,0.022701124,0.010754993,0.004821167,0.0020545698,0.000829532,0.00028654072
17,1.0,0.9988183,0.99486494,0.9852457,0.96521753,0.92857337,0.8690988,0.7831594,0.6724321,0.54508334,0.4141455,0.29350865,0.19357431,0.11880062,0.06797886,0.03639209,0.018307924,0.008697182,0.0039179595,0.001667514,0.0006085678
18,1.0,0.9990929,0.99605256,0.9886029,0.97289765,0.9436242,0.89490116,0.82220495,0.7248211,0.6075935,0.48066032,0.35683176,0.2477312,0.16061954,0.09730843,0.05520186,0.029419288,0.01478783,0.007035838,0.0031554587,0.0012170055
19,1.0,0.99930096,0.996955,0.9911708,0.97884244,0.9554857,0.9157436,0.8547549,0.770203,0.66423017,0.5440714,0.42068377,0.30573788,0.20834708,0.13304393,0.07968447,0.044861034,0.023811674,0.011949322,0.0056427834,0.0022996378
20,1.0,0.99945974,0.9976437,0.9931421,0.98345315,0.96483153,0.9325231,0.8816942,0.809053,0.7146818,0.6031794,0.48327968,0.36580104,0.2607242,0.17470847,0.110052265,0.06524446,0.036479875,0.01927425,0.009572573,0.004120098
21,1.0,0.9995813,0.99817157,0.9946604,0.987037,0.972196,0.94599855,0.90386254,0.8419933,0.75899863,0.6572495,0.54319775,0.42621818,0.3162857,0.22144663,0.14614344,0.090934426,0.05341257,0.029649593,0.015463806,0.007022914
22,1.0,0.99967456,0.9985776,0.99583304,0.98982775,0.978002,0.95680135,0.92202264,0.8697047,0.7974766,0.70593566,0.59940255,0.48550054,0.37351725,0.27213377,0.18744314,0.12199782,0.0750609,0.043672767,0.02387669,0.011427452
23,1.0,0.99974626,0.99889064,0.99674124,0.992005,0.98258156,0.96545076,0.93684596,0.8928685,0.83056265,0.749193,0.65122193,0.5424397,0.4309834,0.32549995,0.23314679,0.15819289,0.10164883,0.061832987,0.035364877,0.017808892
24,1.0,0.99980175,0.99913293,0.9974466,0.9937068,0.9861963,0.9723703,0.9489109,0.9121287,0.85878265,0.78719497,0.6982974,0.5961296,0.48741823,0.38024676,0.2822481,0.19899648,0.13314362,0.08445417,0.050421674,0.026666943
25,1.0,0.99984485,0.99932104,0.99799573,0.9950396,0.98905164,0.9779028,0.95870894,0.92807335,0.8826883,0.8202604,0.74052453,0.64595443,0.5417785,0.43514398,0.3336353,0.24365932,0.16925709,0.11165621,0.06942867,0.038485795
26,1.0,0.99987847,0.99946725,0.9984243,0.99608475,0.9913093,0.9823247,0.96665114,0.9412255,0.9028226,0.8487953,0.7779912,0.69155693,0.5932622,0.4890989,0.3861809,0.29127774,0.20947404,0.14333935,0.09261464,0.05369068
27,1.0,0.9999046,0.9995814,0.99875915,0.9969058,0.9930956,0.98585856,0.9730802,0.95204145,0.91969806,0.8732474,0.81092143,0.7327947,0.6413044,0.5411983,0.43881613,0.34086972,0.25310016,0.17919192,0.120030046,0.07260712
28,1.0,0.99992496,0.9996707,0.99902123,0.99755174,0.9945103,0.98868275,0.9782784,0.96091396,0.93378294,0.89407414,0.83962804,0.7696951,0.6855552,0.5907261,0.49058545,0.39144537,0.29932094,0.2187177,0.15153967,0.09542842
29,1.0,0.9999411,0.9997405,0.99922717,0.9980605,0.9956316,0.9909402,0.9824779,0.9681771,0.94549716,0.9117204,0.86447483,0.80241114,0.72584945,0.63716245,0.540681,0.44206566,0.34726262,0.26127708,0.1868326,0.12219525
30,1.0,0.99995357,0.9997951,0.9993889,0.99846214,0.99652123,0.99274474,0.98586816,0.9741122,0.9552102,0.9266039,0.8858473,0.83118284,0.7621707,0.6801688,0.5884581,0.4918861,0.39604825,0.3061353,0.22544648,0.15278892
