X	Y	11_Bott_L3	
1519572.092481	5034255.7129494	-15.22713470459	
1519622.5964725	5034268.3050087	-15.08758163452	
1519673.100464	5034280.8970681	-14.96836853027	
1519723.6044556	5034293.4891274	-14.82330703735	
1519774.1084471	5034306.0811868	-14.67296600342	
1519824.6124386	5034318.6732461	-14.51342391968	
1519875.1164302	5034331.2653055	-14.36702728271	
1519925.6204217	5034343.8573648	-14.18465423584	
1519976.1244132	5034356.4494241	-13.99117279053	
1520026.6284048	5034369.0414835	-13.8126373291	
1520077.1323963	5034381.6335428	-13.59984588623	
1520127.6363878	5034394.2256022	-13.37691879272	
1520178.1403794	5034406.8176615	-13.14197158813	
1520228.6443709	5034419.4097209	-12.92016601562	
1520279.1483625	5034432.0017802	-12.65320587158	
1520329.652354	5034444.5938396	-12.36494445801	
1520380.1563455	5034457.1858989	-12.06225204468	
1520430.6603371	5034469.7779582	-11.78615188599	
1520481.1643286	5034482.3700176	-11.4359588623	
1520531.6683201	5034494.9620769	-11.17534637451	
1520582.1723117	5034507.5541363	-10.94160079956	
1520632.6763032	5034520.1461956	-10.76203536987	
1520683.1802947	5034532.738255	-10.57843399048	
1520733.6842863	5034545.3303143	-10.41711425781	
1520784.1882778	5034557.9223737	-10.2713432312	
1516806.0140626	5033516.459719	-14.44243621826	
1516856.5180541	5033529.0517784	-14.38412094116	
1516907.0220457	5033541.6438377	-14.2852973938	
1516957.5260372	5033554.2358971	-14.16951370239	
1517008.0300288	5033566.8279564	-14.04849624634	
1517058.5340203	5033579.4200157	-13.93984603882	
1517109.0380118	5033592.0120751	-13.82821655273	
1517159.5420034	5033604.6041344	-13.72149658203	
1517210.0459949	5033617.1961938	-13.61876678467	
1517260.5499864	5033629.7882531	-13.52452087402	
1517311.053978	5033642.3803125	-13.40250396729	
1517361.5579695	5033654.9723718	-13.29775238037	
1517412.061961	5033667.5644312	-13.18655776978	
1517462.5659526	5033680.1564905	-13.07388687134	
1517513.0699441	5033692.7485498	-12.95371627808	
1517563.5739356	5033705.3406092	-12.8369102478	
1517614.0779272	5033717.9326685	-12.73006820679	
1517664.5819187	5033730.5247279	-12.64562606812	
1517715.0859102	5033743.1167872	-12.5753288269	
1517765.5899018	5033755.7088466	-12.52731323242	
1517816.0938933	5033768.3009059	-12.501537323	
1517866.5978848	5033780.8929653	-12.50650787354	
1517917.1018764	5033793.4850246	-12.52288818359	
1517967.6058679	5033806.077084	-12.55921936035	
1518018.1098595	5033818.6691433	-12.61585235596	
1518068.613851	5033831.2612026	-12.70397949219	
1518119.1178425	5033843.853262	-12.80270004272	
1518169.6218341	5033856.4453213	-12.921459198	
1518220.1258256	5033869.0373807	-13.06659698486	
1518270.6298171	5033881.62944	-13.2158203125	
1518321.1338087	5033894.2214994	-13.40561676025	
1518371.6378002	5033906.8135587	-13.57131958008	
1518422.1417917	5033919.4056181	-13.7472114563	
1518472.6457833	5033931.9976774	-13.91691207886	
1518523.1497748	5033944.5897367	-14.08656692505	
1518573.6537663	5033957.1817961	-14.25594329834	
1518624.1577579	5033969.7738554	-14.43283462524	
1518674.6617494	5033982.3659148	-14.59987258911	
1518725.1657409	5033994.9579741	-14.7629776001	
1518775.6697325	5034007.5500335	-14.91566085815	
1518826.173724	5034020.1420928	-15.06350326538	
1518876.6777155	5034032.7341522	-15.18321609497	
1518927.1817071	5034045.3262115	-15.2889251709	
1518977.6856986	5034057.9182709	-15.38209915161	
1519028.1896902	5034070.5103302	-15.47442245483	
1519078.6936817	5034083.1023895	-15.53867340088	
1519129.1976732	5034095.6944489	-15.58520126343	
1519179.7016648	5034108.2865082	-15.61153793335	
1519230.2056563	5034120.8785676	-15.63363647461	
1519280.7096478	5034133.4706269	-15.61464691162	
1519331.2136394	5034146.0626863	-15.55652618408	
1519381.7176309	5034158.6547456	-15.48817062378	
1519432.2216224	5034171.246805	-15.42538452148	
1519482.725614	5034183.8388643	-15.3229637146	
1519533.2296055	5034196.4309236	-15.20467758179	
1519583.733597	5034209.022983	-15.0966835022	
1519634.2375886	5034221.6150423	-14.95405960083	
1519684.7415801	5034234.2071017	-14.80920791626	
1519735.2455716	5034246.799161	-14.66255950928	
1519785.7495632	5034259.3912204	-14.53621292114	
1519836.2535547	5034271.9832797	-14.37400436401	
1519886.7575462	5034284.5753391	-14.20009994507	
1519937.2615378	5034297.1673984	-14.0142250061	
1519987.7655293	5034309.7594578	-13.8434715271	
1520038.2695209	5034322.3515171	-13.63599777222	
1520088.7735124	5034334.9435764	-13.41841888428	
1520139.2775039	5034347.5356358	-13.18997192383	
1520189.7814955	5034360.1276951	-12.97724914551	
1520240.285487	5034372.7197545	-12.72230148315	
1520290.7894785	5034385.3118138	-12.45072937012	
1520341.2934701	5034397.9038732	-12.09436798096	
1520391.7974616	5034410.4959325	-11.8182220459	
1520442.3014531	5034423.0879919	-11.51742935181	
1520492.8054447	5034435.6800512	-11.23484039307	
1520543.3094362	5034448.2721105	-10.97932815552	
1520593.8134277	5034460.8641699	-10.78038406372	
1520644.3174193	5034473.4562292	-10.58029174805	
1520694.8214108	5034486.0482886	-10.4038848877	
1520745.3254023	5034498.6403479	-10.24671173096	
1520795.8293939	5034511.2324073	-10.12809753418	
1516817.6551787	5033469.7697526	-14.37950897217	
1516868.1591702	5033482.361812	-14.30837631226	
1516918.6631618	5033494.9538713	-14.21109771729	
1516969.1671533	5033507.5459307	-14.09841156006	
1517019.6711448	5033520.13799	-13.98937988281	
1517070.1751364	5033532.7300494	-13.87661743164	
1517120.6791279	5033545.3221087	-13.77027893066	
1517171.1831194	5033557.914168	-13.64748764038	
1517221.687111	5033570.5062274	-13.55424118042	
1517272.1911025	5033583.0982867	-13.45684814453	
1517322.695094	5033595.6903461	-13.35736465454	
1517373.1990856	5033608.2824054	-13.25245285034	
1517423.7030771	5033620.8744648	-13.14392089844	
1517474.2070686	5033633.4665241	-13.02439880371	
1517524.7110602	5033646.0585835	-12.90324401855	
1517575.2150517	5033658.6506428	-12.78675460815	
1517625.7190432	5033671.2427021	-12.68627548218	
1517676.2230348	5033683.8347615	-12.59704208374	
1517726.7270263	5033696.4268208	-12.52795410156	
1517777.2310178	5033709.0188802	-12.48803329468	
1517827.7350094	5033721.6109395	-12.46411895752	
1517878.2390009	5033734.2029989	-12.46168518066	
1517928.7429925	5033746.7950582	-12.48001480103	
1517979.246984	5033759.3871176	-12.52783203125	
1518029.7509755	5033771.9791769	-12.58850097656	
1518080.2549671	5033784.5712363	-12.67129898071	
1518130.7589586	5033797.1632956	-12.77559280396	
1518181.2629501	5033809.7553549	-12.93368530273	
1518231.7669417	5033822.3474143	-13.07739257812	
1518282.2709332	5033834.9394736	-13.23309326172	
1518332.7749247	5033847.531533	-13.39655685425	
1518383.2789163	5033860.1235923	-13.57238006592	
1518433.7829078	5033872.7156517	-13.74164199829	
1518484.2868993	5033885.307711	-13.91083145142	
1518534.7908909	5033897.8997704	-14.07898712158	
1518585.2948824	5033910.4918297	-14.2544631958	
1518635.7988739	5033923.083889	-14.41949081421	
1518686.3028655	5033935.6759484	-14.58131790161	
1518736.806857	5033948.2680077	-14.73752593994	
1518787.3108485	5033960.8600671	-14.89406967163	
1518837.8148401	5033973.4521264	-15.02237701416	
1518888.3188316	5033986.0441858	-15.13562393188	
1518938.8228232	5033998.6362451	-15.23659515381	
1518989.3268147	5034011.2283045	-15.34059524536	
1519039.8308062	5034023.8203638	-15.41486740112	
1519090.3347978	5034036.4124232	-15.47057723999	
1519140.8387893	5034049.0044825	-15.52300643921	
1519191.3427808	5034061.5965418	-15.5331993103	
1519241.8467724	5034074.1886012	-15.51924133301	
1519292.3507639	5034086.7806605	-15.4818687439	
1519342.8547554	5034099.3727199	-15.44702529907	
1519393.358747	5034111.9647792	-15.36943054199	
1519443.8627385	5034124.5568386	-15.27461624146	
1519494.36673	5034137.1488979	-15.16460037231	
1519544.8707216	5034149.7409573	-15.06754302979	
1519595.3747131	5034162.3330166	-14.92930603027	
1519645.8787046	5034174.925076	-14.7843208313	
1519696.3826962	5034187.5171353	-14.63845825195	
1519746.8866877	5034200.1091946	-14.51875686646	
1519797.3906793	5034212.701254	-14.36427688599	
1519847.8946708	5034225.2933133	-14.19937515259	
1519898.3986623	5034237.8853727	-14.02239608765	
1519948.9026539	5034250.477432	-13.8613319397	
1519999.4066454	5034263.0694914	-13.66063308716	
1520049.9106369	5034275.6615507	-13.44904708862	
1520100.4146285	5034288.2536101	-13.22677612305	
1520150.91862	5034300.8456694	-13.0224609375	
1520201.4226115	5034313.4377287	-12.71926116943	
1520251.9266031	5034326.0297881	-12.45588302612	
1520302.4305946	5034338.6218474	-12.1776008606	
1520352.9345861	5034351.2139068	-11.91305541992	
1520403.4385777	5034363.8059661	-11.61079406738	
1520453.9425692	5034376.3980255	-11.31426620483	
1520504.4465607	5034388.9900848	-11.03727340698	
1520554.9505523	5034401.5821442	-10.81610870361	
1520605.4545438	5034414.1742035	-10.59738922119	
1520655.9585353	5034426.7662629	-10.40537643433	
1520706.4625269	5034439.3583222	-10.26073074341	
1520756.9665184	5034451.9503815	-10.10552215576	
1520807.47051	5034464.5424409	-9.959953308105	
1516829.2962948	5033423.0797862	-14.30765914917	
1516879.8002863	5033435.6718456	-14.23808288574	
1516930.3042778	5033448.2639049	-14.14401626587	
1516980.8082694	5033460.8559643	-14.04320907593	
1517031.3122609	5033473.4480236	-13.90867614746	
1517081.8162524	5033486.040083	-13.80374145508	
1517132.320244	5033498.6321423	-13.70376968384	
1517182.8242355	5033511.2242017	-13.60999679565	
1517233.328227	5033523.816261	-13.51414489746	
1517283.8322186	5033536.4083203	-13.4181137085	
1517334.3362101	5033549.0003797	-13.32180404663	
1517384.8402016	5033561.592439	-13.21619796753	
1517435.3441932	5033574.1844984	-13.10174560547	
1517485.8481847	5033586.7765577	-12.98044204712	
1517536.3521762	5033599.3686171	-12.86223983765	
1517586.8561678	5033611.9606764	-12.74687957764	
1517637.3601593	5033624.5527358	-12.64336776733	
1517687.8641509	5033637.1447951	-12.55625152588	
1517738.3681424	5033649.7368544	-12.49368667603	
1517788.8721339	5033662.3289138	-12.44940567017	
1517839.3761255	5033674.9209731	-12.42769241333	
1517889.880117	5033687.5130325	-12.427734375	
1517940.3841085	5033700.1050918	-12.45497131348	
1517990.8881001	5033712.6971512	-12.49739456177	
1518041.3920916	5033725.2892105	-12.57622146606	
1518091.8960831	5033737.8812699	-12.66710662842	
1518142.4000747	5033750.4733292	-12.78614044189	
1518192.9040662	5033763.0653886	-12.91651153564	
1518243.4080577	5033775.6574479	-13.06238555908	
1518293.9120493	5033788.2495072	-13.21973800659	
1518344.4160408	5033800.8415666	-13.39342880249	
1518394.9200323	5033813.4336259	-13.56195449829	
1518445.4240239	5033826.0256853	-13.73152923584	
1518495.9280154	5033838.6177446	-13.89998245239	
1518546.4320069	5033851.209804	-14.07551574707	
1518596.9359985	5033863.8018633	-14.2393913269	
1518647.43999	5033876.3939227	-14.39960479736	
1518697.9439816	5033888.985982	-14.555103302	
1518748.4479731	5033901.5780414	-14.71574401855	
1518798.9519646	5033914.1701007	-14.85113143921	
1518849.4559562	5033926.76216	-14.97090148926	
1518899.9599477	5033939.3542194	-15.09306716919	
1518950.4639392	5033951.9462787	-15.18856048584	
1519000.9679308	5033964.5383381	-15.27137756348	
1519051.4719223	5033977.1303974	-15.34502410889	
1519101.9759138	5033989.7224568	-15.40616226196	
1519152.4799054	5034002.3145161	-15.42472457886	
1519202.9838969	5034014.9065755	-15.41933059692	
1519253.4878884	5034027.4986348	-15.39112854004	
1519303.99188	5034040.0906941	-15.3677406311	
1519354.4958715	5034052.6827535	-15.29919815063	
1519404.999863	5034065.2748128	-15.21240234375	
1519455.5038546	5034077.8668722	-15.10963058472	
1519506.0078461	5034090.4589315	-15.02182388306	
1519556.5118376	5034103.0509909	-14.89129638672	
1519607.0158292	5034115.6430502	-14.7488861084	
1519657.5198207	5034128.2351096	-14.60256958008	
1519708.0238123	5034140.8271689	-14.48652648926	
1519758.5278038	5034153.4192283	-14.33757781982	
1519809.0317953	5034166.0112876	-14.1810760498	
1519859.5357869	5034178.6033469	-14.01356887817	
1519910.0397784	5034191.1954063	-13.86367034912	
1519960.5437699	5034203.7874656	-13.67137908936	
1520011.0477615	5034216.379525	-13.41889190674	
1520061.551753	5034228.9715843	-13.2010383606	
1520112.0557445	5034241.5636437	-13.00270080566	
1520162.5597361	5034254.155703	-12.76174545288	
1520213.0637276	5034266.7477624	-12.50757598877	
1520263.5677191	5034279.3398217	-12.27174377441	
1520314.0717107	5034291.931881	-11.99179458618	
1520364.5757022	5034304.5239404	-11.6992225647	
1520415.0796937	5034317.1159997	-11.40190887451	
1520465.5836853	5034329.7080591	-11.14039611816	
1520516.0876768	5034342.3001184	-10.87091827393	
1520566.5916683	5034354.8921778	-10.63087081909	
1520617.0956599	5034367.4842371	-10.42091369629	
1520667.5996514	5034380.0762965	-10.26159286499	
1520718.103643	5034392.6683558	-10.0945854187	
1520768.6076345	5034405.2604152	-9.9404296875	
1520819.111626	5034417.8524745	-9.794895172119	
1516840.9374108	5033376.3898198	-14.23699569702	
1516891.4414024	5033388.9818792	-14.15211486816	
1516941.9453939	5033401.5739385	-14.06800842285	
1516992.4493854	5033414.1659979	-13.96458435059	
1517042.953377	5033426.7580572	-13.86157608032	
1517093.4573685	5033439.3501166	-13.76697540283	
1517143.96136	5033451.9421759	-13.67102432251	
1517194.4653516	5033464.5342353	-13.57647705078	
1517244.9693431	5033477.1262946	-13.48243331909	
1517295.4733346	5033489.718354	-13.38889694214	
1517345.9773262	5033502.3104133	-13.28955841064	
1517396.4813177	5033514.9024726	-13.18252563477	
1517446.9853092	5033527.494532	-13.06538391113	
1517497.4893008	5033540.0865913	-12.94438934326	
1517547.9932923	5033552.6786507	-12.82313919067	
1517598.4972839	5033565.27071	-12.70992279053	
1517649.0012754	5033577.8627694	-12.60956573486	
1517699.5052669	5033590.4548287	-12.52795791626	
1517750.0092585	5033603.0468881	-12.4642868042	
1517800.51325	5033615.6389474	-12.42296981812	
1517851.0172415	5033628.2310067	-12.40257644653	
1517901.5212331	5033640.8230661	-12.4130897522	
1517952.0252246	5033653.4151254	-12.44139480591	
1518002.5292161	5033666.0071848	-12.49115753174	
1518053.0332077	5033678.5992441	-12.56277084351	
1518103.5371992	5033691.1913035	-12.66064453125	
1518154.0411907	5033703.7833628	-12.77317047119	
1518204.5451823	5033716.3754222	-12.903465271	
1518255.0491738	5033728.9674815	-13.04865646362	
1518305.5531653	5033741.5595409	-13.21417617798	
1518356.0571569	5033754.1516002	-13.37852096558	
1518406.5611484	5033766.7436595	-13.54666519165	
1518457.0651399	5033779.3357189	-13.72550964355	
1518507.5691315	5033791.9277782	-13.89269638062	
1518558.073123	5033804.5198376	-14.0569190979	
1518608.5771146	5033817.1118969	-14.21722412109	
1518659.0811061	5033829.7039563	-14.38403701782	
1518709.5850976	5033842.2960156	-14.53364562988	
1518760.0890892	5033854.888075	-14.6736869812	
1518810.5930807	5033867.4801343	-14.79955291748	
1518861.0970722	5033880.0721937	-14.94431304932	
1518911.6010638	5033892.664253	-15.04077529907	
1518962.1050553	5033905.2563123	-15.12507629395	
1519012.6090468	5033917.8483717	-15.19490814209	
1519063.1130384	5033930.440431	-15.26850509644	
1519113.6170299	5033943.0324904	-15.29913330078	
1519164.1210214	5033955.6245497	-15.30493545532	
1519214.625013	5033968.2166091	-15.28593063354	
1519265.1290045	5033980.8086684	-15.27216720581	
1519315.632996	5033993.4007278	-15.21263122559	
1519366.1369876	5034005.9927871	-15.13514709473	
1519416.6409791	5034018.5848464	-15.04084396362	
1519467.1449707	5034031.1769058	-14.96231460571	
1519517.6489622	5034043.7689651	-14.83951187134	
1519568.1529537	5034056.3610245	-14.70314788818	
1519618.6569453	5034068.9530838	-14.55724334717	
1519669.1609368	5034081.5451432	-14.44201278687	
1519719.6649283	5034094.1372025	-14.29528045654	
1519770.1689199	5034106.7292619	-14.14514160156	
1519820.6729114	5034119.3213212	-14.01856994629	
1519871.1769029	5034131.9133806	-13.80666732788	
1519921.6808945	5034144.5054399	-13.62146377563	
1519972.184886	5034157.0974992	-13.42366027832	
1520022.6888775	5034169.6895586	-13.24569320679	
1520073.1928691	5034182.2816179	-13.02426147461	
1520123.6968606	5034194.8736773	-12.79109573364	
1520174.2008521	5034207.4657366	-12.54564666748	
1520224.7048437	5034220.057796	-12.32032775879	
1520275.2088352	5034232.6498553	-12.05059051514	
1520325.7128267	5034245.2419147	-11.77112960815	
1520376.2168183	5034257.833974	-11.48279190063	
1520426.7208098	5034270.4260333	-11.22194671631	
1520477.2248014	5034283.0180927	-10.9409942627	
1520527.7287929	5034295.610152	-10.68161010742	
1520578.2327844	5034308.2022114	-10.45138931274	
1520628.736776	5034320.7942707	-10.27523040771	
1520679.2407675	5034333.3863301	-10.09582138062	
1520729.744759	5034345.9783894	-9.931266784668	
1520780.2487506	5034358.5704488	-9.778442382812	
1520830.7527421	5034371.1625081	-9.658569335938	
1516852.5785269	5033329.6998535	-14.16286468506	
1516903.0825184	5033342.2919128	-14.0940246582	
1516953.58651	5033354.8839722	-14.00735855103	
1517004.0905015	5033367.4760315	-13.91254806519	
1517054.594493	5033380.0680908	-13.82319259644	
1517105.0984846	5033392.6601502	-13.73109436035	
1517155.6024761	5033405.2522095	-13.63986206055	
1517206.1064676	5033417.8442689	-13.54833221436	
1517256.6104592	5033430.4363282	-13.45750808716	
1517307.1144507	5033443.0283876	-13.36303710938	
1517357.6184423	5033455.6204469	-13.26313781738	
1517408.1224338	5033468.2125063	-13.15327453613	
1517458.6264253	5033480.8045656	-13.03414535522	
1517509.1304169	5033493.3966249	-12.9095954895	
1517559.6344084	5033505.9886843	-12.78950881958	
1517610.1383999	5033518.5807436	-12.67966079712	
1517660.6423915	5033531.172803	-12.58477783203	
1517711.146383	5033543.7648623	-12.49171829224	
1517761.6503745	5033556.3569217	-12.43670272827	
1517812.1543661	5033568.948981	-12.40383911133	
1517862.6583576	5033581.5410404	-12.39393615723	
1517913.1623491	5033594.1330997	-12.40419006348	
1517963.6663407	5033606.7251591	-12.43487167358	
1518014.1703322	5033619.3172184	-12.48918151855	
1518064.6743237	5033631.9092777	-12.5622177124	
1518115.1783153	5033644.5013371	-12.65468597412	
1518165.6823068	5033657.0933964	-12.76556777954	
1518216.1862983	5033669.6854558	-12.90039825439	
1518266.6902899	5033682.2775151	-13.04378890991	
1518317.1942814	5033694.8695745	-13.19816589355	
1518367.698273	5033707.4616338	-13.35992431641	
1518418.2022645	5033720.0536932	-13.5364151001	
1518468.706256	5033732.6457525	-13.70292663574	
1518519.2102476	5033745.2378118	-13.86766815186	
1518569.7142391	5033757.8298712	-14.02939224243	
1518620.2182306	5033770.4219305	-14.19886016846	
1518670.7222222	5033783.0139899	-14.34959793091	
1518721.2262137	5033795.6060492	-14.51713562012	
1518771.7302052	5033808.1981086	-14.64527893066	
1518822.2341968	5033820.7901679	-14.77463912964	
1518872.7381883	5033833.3822273	-14.8740234375	
1518923.2421798	5033845.9742866	-14.96029663086	
1518973.7461714	5033858.566346	-15.03311157227	
1519024.2501629	5033871.1584053	-15.11352157593	
1519074.7541544	5033883.7504646	-15.15320587158	
1519125.258146	5033896.342524	-15.17040252686	
1519175.7621375	5033908.9345833	-15.16338729858	
1519226.266129	5033921.5266427	-15.16207885742	
1519276.7701206	5033934.118702	-15.11077880859	
1519327.2741121	5033946.7107614	-15.04103088379	
1519377.7781037	5033959.3028207	-14.98765945435	
1519428.2820952	5033971.8948801	-14.88787460327	
1519478.7860867	5033984.4869394	-14.77367401123	
1519529.2900783	5033997.0789987	-14.64555740356	
1519579.7940698	5034009.6710581	-14.53785324097	
1519630.2980613	5034022.2631174	-14.38993835449	
1519680.8020529	5034034.8551768	-14.24200820923	
1519731.3060444	5034047.4472361	-14.05763244629	
1519781.8100359	5034060.0392955	-13.93790054321	
1519832.3140275	5034072.6313548	-13.77481079102	
1519882.818019	5034085.2234142	-13.59973907471	
1519933.3220105	5034097.8154735	-13.41189956665	
1519983.8260021	5034110.4075329	-13.24499130249	
1520034.3299936	5034122.9995922	-13.03203964233	
1520084.8339851	5034135.5916515	-12.80704879761	
1520135.3379767	5034148.1837109	-12.57011795044	
1520185.8419682	5034160.7757702	-12.35517120361	
1520236.3459597	5034173.3678296	-12.09470367432	
1520286.8499513	5034185.9598889	-11.82440185547	
1520337.3539428	5034198.5519483	-11.54748535156	
1520387.8579344	5034211.1440076	-11.29630661011	
1520438.3619259	5034223.736067	-11.01418304443	
1520488.8659174	5034236.3281263	-10.7445526123	
1520539.369909	5034248.9201856	-10.49686050415	
1520589.8739005	5034261.512245	-10.30221939087	
1520640.377892	5034274.1043043	-10.10811233521	
1520690.8818836	5034286.6963637	-9.932781219482	
1520741.3858751	5034299.288423	-9.759571075439	
1520791.8898666	5034311.8804824	-9.610233306885	
1520842.3938582	5034324.4725417	-9.466522216797	
1516864.219643	5033283.0098871	-14.08430480957	
1516914.7236345	5033295.6019464	-14.0202331543	
1516965.227626	5033308.1940058	-13.94186401367	
1517015.7316176	5033320.7860651	-13.86504364014	
1517066.2356091	5033333.3781245	-13.77935028076	
1517116.7396006	5033345.9701838	-13.69497299194	
1517167.2435922	5033358.5622431	-13.60886001587	
1517217.7475837	5033371.1543025	-13.52294921875	
1517268.2515753	5033383.7463618	-13.4327545166	
1517318.7555668	5033396.3384212	-13.33893585205	
1517369.2595583	5033408.9304805	-13.2371673584	
1517419.7635499	5033421.5225399	-13.12487030029	
1517470.2675414	5033434.1145992	-13.00136566162	
1517520.7715329	5033446.7066586	-12.8762550354	
1517571.2755245	5033459.2987179	-12.73793411255	
1517621.779516	5033471.8907772	-12.63523101807	
1517672.2835075	5033484.4828366	-12.54759979248	
1517722.7874991	5033497.0748959	-12.47748947144	
1517773.2914906	5033509.6669553	-12.42743682861	
1517823.7954821	5033522.2590146	-12.39915847778	
1517874.2994737	5033534.851074	-12.39203643799	
1517924.8034652	5033547.4431333	-12.40483093262	
1517975.3074567	5033560.0351927	-12.43798065186	
1518025.8114483	5033572.627252	-12.49110412598	
1518076.3154398	5033585.2193114	-12.56321334839	
1518126.8194313	5033597.8113707	-12.65329742432	
1518177.3234229	5033610.40343	-12.76607513428	
1518227.8274144	5033622.9954894	-12.89114379883	
1518278.331406	5033635.5875487	-13.03006744385	
1518328.8353975	5033648.1796081	-13.17967224121	
1518379.339389	5033660.7716674	-13.34756851196	
1518429.8433806	5033673.3637268	-13.50890350342	
1518480.3473721	5033685.9557861	-13.67097091675	
1518530.8513636	5033698.5478455	-13.83240890503	
1518581.3553552	5033711.1399048	-14.03396224976	
1518631.8593467	5033723.7319641	-14.18671417236	
1518682.3633382	5033736.3240235	-14.33199691772	
1518732.8673298	5033748.9160828	-14.46603393555	
1518783.3713213	5033761.5081422	-14.60141372681	
1518833.8753128	5033774.1002015	-14.70481491089	
1518884.3793044	5033786.6922609	-14.79290008545	
1518934.8832959	5033799.2843202	-14.88848876953	
1518985.3872874	5033811.8763796	-14.94952011108	
1519035.891279	5033824.4684389	-14.99348449707	
1519086.3952705	5033837.0604983	-15.01769638062	
1519136.8992621	5033849.6525576	-15.05042266846	
1519187.4032536	5033862.2446169	-15.03212356567	
1519237.9072451	5033874.8366763	-14.99192047119	
1519288.4112367	5033887.4287356	-14.93180465698	
1519338.9152282	5033900.020795	-14.88806915283	
1519389.4192197	5033912.6128543	-14.79609680176	
1519439.9232113	5033925.2049137	-14.69081115723	
1519490.4272028	5033937.796973	-14.57214736938	
1519540.9311943	5033950.3890324	-14.47497940063	
1519591.4351859	5033962.9810917	-14.29414749146	
1519641.9391774	5033975.573151	-14.14541244507	
1519692.4431689	5033988.1652104	-13.99760818481	
1519742.9471605	5034000.7572697	-13.88314437866	
1519793.451152	5034013.3493291	-13.72721481323	
1519843.9551435	5034025.9413884	-13.56108474731	
1519894.4591351	5034038.5334478	-13.38297271729	
1519944.9631266	5034051.1255071	-13.22761917114	
1519995.4671181	5034063.7175665	-13.02434539795	
1520045.9711097	5034076.3096258	-12.80857467651	
1520096.4751012	5034088.9016852	-12.58067321777	
1520146.9790928	5034101.4937445	-12.37622833252	
1520197.4830843	5034114.0858038	-12.12522888184	
1520247.9870758	5034126.6778632	-11.86400222778	
1520298.4910674	5034139.2699225	-11.62895965576	
1520348.9950589	5034151.8619819	-11.35548019409	
1520399.4990504	5034164.4540412	-11.07990646362	
1520450.003042	5034177.0461006	-10.80867004395	
1520500.5070335	5034189.6381599	-10.57886123657	
1520551.011025	5034202.2302193	-10.29285812378	
1520601.5150166	5034214.8222786	-10.08753967285	
1520652.0190081	5034227.4143379	-9.903545379639	
1520702.5229996	5034240.0063973	-9.759124755859	
1520753.0269912	5034252.5984566	-9.602420806885	
1520803.5309827	5034265.190516	-9.454944610596	
1520854.0349742	5034277.7825753	-9.312301635742	
1516875.860759	5033236.3199207	-13.9946975708	
1516926.3647506	5033248.91198	-13.93614196777	
1516976.8687421	5033261.5040394	-13.87928009033	
