time,A,B,C
317.5887379161,140.9454011877096,123.3505079236749,126.3771639128171
323.5587587111,141.1614129294946,123.4685977117033,126.5040293623190
329.5586296102,141.3656717894892,123.5867783859270,126.6280803998946
335.5884998637,141.5591286634655,123.7049945716147,126.7493845246421
341.6485194685,141.7426126382245,123.8231865457685,126.8680086076197
347.7388391713,141.9168522835478,123.9412907779933,126.9840034558892
353.8596104726,142.0824925946826,124.0592404927622,127.0974096527287
360.0109856304,142.2401085511201,124.1769662371516,127.2082630265890
366.1931176640,142.3902160298268,124.2943959809369,127.3165980603604
372.4061603578,142.5332806404291,124.4114547268763,127.4224499157858
378.6502682651,142.6697249207044,124.5280641877505,127.5258555201992
384.9255967119,142.7999342316632,124.6441427279462,127.6268540339180
391.2323018009,142.9242616154366,124.7596056246675,127.7254869210510
397.5705404154,143.0430318214471,124.8743656188096,127.8217977779086
403.9404702229,143.1565446627091,124.9883336698101,127.9158320240722
410.3422496795,143.2650764914604,125.1014198215841,128.0076354279353
416.7760380333,143.3688818711360,125.2135340922127,128.0972531612975
423.2419953290,143.4681956754205,125.3245873507355,128.1847294310058
429.7402824111,143.5632352438791,125.4344921577467,128.2701073341656
436.2710609286,143.6542024086852,125.5431635414385,128.3534287900229
442.8344933387,143.7412853059055,125.6505196878653,128.4347345318928
449.4307429109,143.8246599383264,125.7564825346768,128.5140641430754
456.0599737309,143.9044915041150,125.8609779520033,128.5914561519517
462.7223507050,143.9809355211248,125.9639353821327,128.6669481049683
469.4180395640,144.0541387793427,126.0652746265304,128.7405766292924
476.1472068673,144.1242401514972,126.1649076637818,128.8123774981528
482.9100200071,144.1913610791928,126.2627451029817,128.8823856933821
489.7066472126,144.2556102940970,126.3586971720532,128.9506354624301
496.5372575541,144.3170902692596,126.4526763439517,129.0171603691178
503.4020209474,144.3759004676532,126.5446013055888,129.0819933382648
510.3011081576,144.4321387633123,126.6343982611364,129.1445232477970
517.2346908038,144.4859018516024,126.7220020595155,129.2041110616610
524.2029413633,144.5372851529403,126.8073573346672,129.2610838507696
531.2060331756,144.5863825043967,126.8904194366292,129.3157023593977
538.2441404469,144.6332857955057,126.9711549681506,129.3681768636354
545.3174382546,144.6780845400283,127.0495418570409,129.4186789118017
552.4261025514,144.7208655372510,127.1255690196327,129.4673501693792
559.5703101696,144.7617126535969,127.1992357045244,129.5143090777646
566.7502388259,144.8007067138333,127.2705506169858,129.5596558870944
573.9660671255,144.8379254779281,127.3395309181169,129.6034764941815
581.2179745666,144.8734436781981,127.4062011080160,129.6458453772975
588.5061415449,144.9073330955466,127.4705919182321,129.6868278566862
595.8307493581,144.9396626582005,127.5327392901134,129.7264818504123
603.1919802103,144.9704985515737,127.5926829820269,129.7648592453196
610.5900172168,144.9999043312444,127.6504655249429,129.8020069756998
618.0250444084,145.0279410342970,127.7061316348627,129.8379678803786
625.4972467359,145.0546672417778,127.7597278901459,129.8727813900289
633.0068100750,145.0801391497269,127.8113025174884,129.9064840828281
640.5539212309,145.1044106608539,127.8609051954393,129.9391101366114
648.1387679425,145.1275334894860,127.9085868376282,129.9706916986039
655.7615388877,145.1495572699185,127.9543993503877,130.0012591885188
663.4224236876,145.1705296608287,127.9983953737057,130.0308416555138
671.1216129115,145.1904964415390,128.0406279439958,130.0594672087837
678.8592980815,145.2095015986916,128.0811501183173,130.0871627227769
686.6356716774,145.2275874034204,128.1200146615008,130.1139539748024
694.4509271412,145.2447944800579,128.1572738279071,130.1398657925286
702.3052588824,145.2611618678142,128.1929792267689,130.1649221719745
710.1988622823,145.2767270768684,128.2271809553716,130.1891463338351
718.1319336991,145.2915261401284,128.2598951726414,130.2125607600046
726.1046704731,145.3055936617869,128.2911422148383,130.2351872405059
734.1172709309,145.3189628634710,128.3209544838970,130.2570469304676
742.1699343911,145.3316656287031,128.3493748916563,130.2781604105823
750.2628611685,145.3437325460527,128.3764532173414,130.2985477450804
758.3962525798,145.3551929512812,128.4022428062427,130.3182285339662
766.5703109482,145.3660749687343,128.4267981741457,130.3372219565588
774.7852396084,145.3764055520531,128.4501734562089,130.3555468065627
783.0412429119,145.3862105241748,128.4724214859290,130.3732215198054
791.3385262319,145.3955146167235,128.4935932975522,130.3902641954382
799.6772959685,145.4043415086692,128.5137378949614,130.4066926113510
808.0577595538,145.4127138642870,128.5329021794894,130.4225242347236
816.4801254571,145.4206533703417,128.5511309674565,130.4377495361744
824.9446031898,145.4281807724024,128.5684670548876,130.4523621269688
833.4514033112,145.4353159103288,128.5849513040760,130.4663682920694
842.0007374332,145.4420777528136,128.6006227378002,130.4797819135771
850.5928182259,145.4484844309838,128.6155186333553,130.4926212009341
859.2278594225,145.4545532710665,128.6296746125861,130.5049063022309
867.9060758250,145.4603008260727,128.6431247263356,130.5166576927541
876.6276833096,145.4657429064542,128.6559015327551,130.5278959374536
885.3928988316,145.4708946098469,128.6680361697811,130.5386414449079
894.2019404313,145.4757703497893,128.6795584222168,130.5489142631286
903.0550272389,145.4803838835072,128.6904967838846,130.5587337889265
911.9523794805,145.4847483386933,128.7008785155195,130.5681186728065
920.8942184834,145.4888762394536,128.7107296989188,130.5770868089064
929.8807666813,145.4927795312240,128.7200752876456,130.5856553574834
938.9122476202,145.4964696048640,128.7289391549321,130.5938407778484
947.9888859637,145.4999573198674,128.7373441388533,130.6016588627266
957.1109074990,145.5032530267236,128.7453120852207,130.6091247708776
966.2785391420,145.5063665884450,128.7528638883592,130.6162530572053
975.4920089432,145.5093074013145,128.7600195299538,130.6230577004337
984.7515460933,145.5120844148544,128.7667981161682,130.6295521285921
994.0573809293,145.5147061510417,128.7732179131125,130.6357492427242
1003.409744939,145.5171807227903,128.7792963808281,130.6416614390672
1012.808870770,145.5195158517186,128.7850502058780,130.6473006298952
1022.254992229,145.5217188852974,128.7904953326013,130.6526782632675
1031.748344295,145.5237968132404,128.7956469931568,130.6578053417120
1041.289163122,145.5257562833498,128.8005197363667,130.6626924400023
1050.877686043,145.5276036166754,128.8051274554371,130.6673497220369
1060.514151579,145.5293448221301,128.8094834146887,130.6717869569976
1070.198799443,145.5309856104878,128.8136002751367,130.6760135346458
1079.931870545,145.5325314078720,128.8174901192849,130.6800384800069
1089.713607003,145.5339873686452,128.8211644691963,130.6838704672906
1099.544252144,145.5353583878344,128.8246342789679,130.6875178329127
1109.424050510,145.5366491130237,128.8279099374506,130.6909885881798
1119.353247868,145.5378639557626,128.8310012915738,130.6942904315690
1129.332091213,145.5390071025355,128.8339176841636,130.6974307604711
1139.360828774,145.5400825252256,128.8366679969974,130.7004166825058
1149.439710024,145.5410939912265,128.8392606916331,130.7032550262844
1159.568985679,145.5420450730041,128.8417038443327,130.7059523516625
1169.748907713,145.5429391574017,128.8440051740396,130.7085149595868
1179.979729357,145.5437794544617,128.8461720638930,130.7109489014634
1190.261705109,145.5445690058773,128.8482115776159,130.7132599881487
1200.595090740,145.5453106931168,128.8501304721121,130.7154537985763
1210.980143300,145.5460072451587,128.8519352076516,130.7175356880219
1221.417121122,145.5466612459119,128.8536319565200,130.7195107960742
1231.906283833,145.5472751413368,128.8552266109684,130.7213840542922
1242.447892357,145.5478512461764,128.8567247908633,130.7231601935934
1253.042208925,145.5483917504864,128.8581318513729,130.7248437513818
1263.689497075,145.5488987258021,128.8594528908662,130.7264390784200
1274.390021665,145.5493741310254,128.8606927589362,130.7279503454463
1285.144048879,145.5498198181601,128.8618560648234,130.7293815496512
1295.951846229,145.5502375375636,128.8629471858841,130.7307365208115
1306.813682566,145.5506289432473,128.8639702762838,130.7320189273689
1317.729828084,145.5509955976827,128.8649292757334,130.7332322822472
1328.700554330,145.5513389765221,128.8658279181960,130.7343799484077
1339.726134207,145.5516604730615,128.8666697406217,130.7354651444038
1350.806841984,145.5519614024790,128.8674580914874,130.7364909496135
1361.942953299,145.5522430059022,128.8681961392681,130.7374603093732
1373.134745171,145.5525064543177,128.8688868806495,130.7383760399678
1384.382496002,145.5527528521731,128.8695331486122,130.7392408334051
1395.686485588,145.5529832409502,128.8701376201831,130.7400572621385
1407.046995121,145.5531986024653,128.8707028240403,130.7408277835584
1418.464307202,145.5533998620580,128.8712311477221,130.7415547443502
1429.938705844,145.5535878915510,128.8717248447208,130.7422403848095
1441.470476478,145.5537635122745,128.8721860412149,130.7428868429131
1453.059905966,145.5539274976400,128.8726167425165,130.7434961583171
1464.707282601,145.5540805758081,128.8730188393023,130.7440702762327
1476.412896120,145.5542234321506,128.8733941135579,130.7446110511630
1488.177037706,145.5543567116098,128.8737442442460,130.7451202505299
1500.000000000,145.5544810208631,128.8740708127417,130.7455995581821
