,0,1,2,3
86,"(0, 53, 19)",45.831,0.01837,45.331
87,"(0, 54, 17)",46.004,0.01837,45.504
88,"(0, 54, 18)",45.946,0.01837,45.446
89,"(0, 55, 16)",46.119,0.01837,45.619
90,"(0, 55, 17)",46.061,0.01837,45.561
91,"(0, 56, 15)",46.234,0.01837,45.734
92,"(0, 56, 16)",46.176,0.01837,45.676
93,"(0, 57, 14)",46.349,0.01837,45.849
94,"(0, 57, 15)",46.291,0.01837,45.791
95,"(0, 58, 13)",46.464,0.01837,45.964
96,"(0, 58, 14)",46.406,0.01837,45.906
97,"(0, 59, 12)",46.579,0.01837,46.079
98,"(0, 59, 13)",46.521,0.01837,46.021
99,"(0, 60, 11)",46.694,0.01837,46.194
100,"(0, 60, 12)",46.636,0.01837,46.136
101,"(0, 61, 10)",46.809,0.01837,46.309
102,"(0, 61, 11)",46.751,0.01837,46.251
103,"(0, 62, 9)",46.924,0.01837,46.424
104,"(0, 62, 10)",46.865,0.01837,46.365
105,"(0, 63, 8)",47.039,0.01837,46.539
106,"(0, 63, 9)",46.98,0.01837,46.48
107,"(0, 64, 7)",47.154,0.01837,46.654
108,"(0, 64, 8)",47.095,0.01837,46.595
109,"(0, 65, 6)",47.269,0.01837,46.769
110,"(0, 65, 7)",47.21,0.01837,46.71
111,"(0, 66, 5)",47.384,0.01837,46.884
112,"(0, 66, 6)",47.325,0.01837,46.825
113,"(0, 67, 4)",47.505,0.01837,47.005
114,"(0, 67, 5)",47.44,0.01837,46.94
115,"(0, 68, 2)",47.679,0.01837,47.179
116,"(0, 68, 3)",47.62,0.01837,47.12
117,"(0, 68, 4)",47.556,0.01837,47.056
118,"(0, 69, 1)",47.801,0.01837,47.301
119,"(0, 69, 2)",47.732,0.01837,47.232
120,"(0, 70, 0)",47.924,0.01837,47.424
121,"(0, 70, 1)",47.854,0.01837,47.354
122,"(0, 71, 0)",47.977,0.01837,47.477
