,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
0,76.60988888888889,78.28488888888887,80.466,82.71066666666667,83.79644444444446,83.77955555555555,83.26333333333335,82.11555555555555,80.59077777777779,78.64677777777779,77.17955555555557,75.86211111111112,73.40233333333332,70.80022222222222,68.61611111111111,66.852,65.22533333333332,64.66955555555556,63.97877777777777,60.41288888888889,57.67422222222222,58.33200000000001,58.476,58.07055555555556,58.031555555555556,57.00744444444446,56.12588888888889,56.13366666666666,56.769999999999996,57.187666666666665,57.054,56.699555555555555,55.593111111111114,55.65488888888889,57.693,59.384222222222235,60.015777777777785,59.59311111111112,57.955555555555556,55.754222222222225,53.38188888888889,50.85977777777777,48.13488888888888,44.50988888888888,40.58955555555556,37.12577777777777,34.785555555555554,33.50577777777778,32.25311111111111
1,75.57933333333332,76.06233333333334,77.7671111111111,80.51666666666667,82.06133333333332,82.32477777777778,82.11977777777776,80.98966666666666,79.85499999999999,78.06888888888889,75.65977777777778,73.4248888888889,70.45700000000001,67.2488888888889,65.00588888888889,63.952,62.64766666666667,61.16522222222223,59.96822222222222,58.336444444444446,58.05966666666666,59.30966666666666,59.721111111111114,59.711,60.06000000000001,60.06366666666668,60.26822222222222,60.705777777777776,61.08677777777778,60.99811111111111,60.117,59.416888888888884,58.22244444444445,57.12144444444445,58.064,59.59633333333334,60.28,60.24644444444445,58.54822222222222,55.813,53.89111111111111,52.29622222222222,49.868777777777765,46.09511111111111,41.711777777777776,37.83155555555555,35.239111111111114,33.82677777777778,32.67722222222222
2,76.33200000000001,75.42055555555555,75.58533333333334,77.78511111111112,79.84933333333335,80.57733333333334,80.53644444444444,79.70166666666667,78.73988888888887,76.74566666666668,73.47155555555555,70.51066666666665,67.30811111111112,63.52799999999999,61.44388888888889,61.01855555555556,59.805888888888894,58.42744444444444,57.803555555555555,57.5,57.728555555555545,58.978777777777786,60.56288888888889,61.689111111111124,62.666999999999994,63.18577777777778,63.909111111111116,64.60466666666667,64.952,64.60466666666667,63.193444444444445,61.95266666666667,60.34077777777778,58.75266666666667,58.95377777777777,60.08277777777779,60.85088888888889,60.889111111111106,59.284111111111116,56.428,54.25144444444444,52.85277777777778,50.85933333333334,47.31044444444445,42.62966666666667,38.40222222222222,35.595666666666666,34.056444444444445,32.99888888888889
3,78.92911111111111,77.2308888888889,75.51311111111112,75.66300000000001,77.37022222222222,78.56388888888888,78.95188888888889,78.62633333333332,77.55922222222222,74.94666666666666,71.12400000000001,67.77188888888888,64.40388888888889,61.30133333333333,60.041111111111114,59.47866666666667,58.52922222222222,57.80055555555556,57.5,57.717111111111116,57.717111111111116,58.65888888888888,61.07855555555555,63.359777777777786,65.2518888888889,66.14222222222222,66.82977777777778,67.63544444444443,68.24722222222222,68.25322222222222,66.49255555555555,64.03255555555556,61.59911111111111,60.23799999999999,60.337222222222216,60.79633333333332,61.43266666666667,61.53,60.30199999999999,57.42744444444444,54.53911111111111,52.681222222222225,50.66777777777777,47.69022222222222,43.154333333333334,38.71677777777777,35.94655555555556,34.41333333333333,33.407111111111114
4,82.16355555555555,80.47266666666668,77.29522222222221,74.64811111111112,75.17988888888888,76.81622222222222,77.29955555555557,77.55466666666668,76.60366666666667,73.34088888888888,69.00111111111111,65.27633333333333,62.60622222222222,61.46066666666666,61.22266666666667,60.55733333333333,59.971000000000004,59.369,59.0431111111111,59.63166666666666,59.362,59.38699999999999,61.714111111111116,64.477,67.21533333333333,68.85111111111111,69.38277777777779,70.53422222222223,71.3311111111111,71.32866666666668,69.16655555555556,65.33611111111111,62.51766666666666,61.696,61.79822222222222,61.82633333333334,62.095777777777776,62.03811111111111,60.93866666666666,58.14877777777778,54.87566666666666,52.112555555555545,49.318555555555555,46.469333333333324,42.58966666666667,38.779777777777774,36.40511111111111,34.867333333333335,33.82211111111111
5,84.44177777777777,83.32877777777779,79.90288888888888,75.0218888888889,73.51733333333333,75.08477777777777,75.66566666666667,76.209,75.35,71.60366666666667,67.03055555555555,63.66644444444445,62.39011111111111,62.59111111111112,62.75266666666667,62.56266666666667,62.523333333333326,62.21622222222223,62.300888888888885,62.81455555555554,61.67366666666666,60.730333333333334,62.96666666666666,65.83222222222223,68.81877777777778,71.11266666666667,72.03644444444444,73.32933333333334,73.82733333333334,73.07677777777778,70.12611111111113,65.86588888888889,63.32055555555556,62.60488888888889,62.5,62.5,62.5,62.34511111111111,60.97277777777778,57.89511111111111,54.76555555555555,52.05855555555556,49.47088888888888,46.5091111111111,42.848,39.495111111111115,36.90200000000001,35.24755555555555,34.357666666666674
6,85.55766666666666,84.72944444444445,81.84222222222223,76.3968888888889,73.09233333333333,73.66355555555555,74.334,74.56,73.20088888888888,69.09122222222223,64.94277777777776,63.24477777777778,63.17166666666666,63.56688888888888,64.04577777777779,64.35933333333332,64.979,65.37066666666666,65.63022222222223,65.64944444444446,63.68655555555555,61.97422222222221,63.67699999999999,67.21055555555556,70.96511111111111,73.30444444444444,74.25533333333334,74.84644444444446,74.66344444444445,72.94255555555556,69.40222222222222,65.91688888888888,64.02966666666667,62.98588888888888,62.5,62.5,62.5,62.5,60.99277777777778,57.73788888888888,55.08644444444444,53.44477777777777,51.718,48.671888888888894,44.604,40.49777777777778,37.202,35.501666666666665,34.855666666666664
7,86.31855555555556,85.08211111111112,82.23977777777777,77.81299999999999,74.012,72.89633333333333,73.12288888888888,72.7668888888889,70.29,66.58377777777778,64.516,64.30733333333335,64.5158888888889,64.8528888888889,65.64744444444445,66.42122222222223,67.49033333333335,68.40177777777778,68.65899999999999,68.09611111111111,65.76744444444445,63.87144444444444,64.60733333333333,67.93222222222224,72.32322222222221,75.14999999999999,75.87700000000001,75.34766666666665,74.139,71.43922222222221,68.04722222222222,65.747,64.61511111111112,63.364999999999995,62.5,62.5,62.5,62.33233333333333,60.940888888888885,58.53277777777779,56.63733333333333,55.282777777777774,53.14411111111111,49.64355555555556,45.495111111111115,41.15155555555556,37.721111111111114,35.80377777777778,35.058
8,86.83988888888888,84.988,81.87788888888889,78.90166666666667,75.69577777777778,72.66244444444443,72.034,71.32222222222222,67.97666666666667,65.806,66.143,66.264,66.06944444444444,66.26288888888888,67.18077777777779,68.62988888888887,70.09211111111111,71.01388888888889,70.98911111111111,69.87022222222224,67.44533333333332,66.22333333333333,67.06333333333333,68.59433333333332,71.61144444444443,75.42188888888889,76.90877777777779,75.75200000000001,73.55688888888888,70.23033333333335,67.41799999999999,65.88411111111111,64.77577777777778,63.437,62.5,62.5,62.5,62.164666666666676,61.04977777777779,59.35322222222223,57.60433333333333,55.849777777777774,53.362,50.15777777777778,46.38722222222222,42.17055555555556,38.67,36.471666666666664,35.344888888888896
9,86.98100000000002,84.73666666666666,81.51277777777779,79.46955555555556,76.95633333333333,72.67155555555554,70.78399999999999,69.9968888888889,67.44033333333333,67.03311111111111,68.09522222222222,67.94355555555556,67.81622222222222,68.136,68.993,70.7478888888889,72.33855555555554,72.8101111111111,72.31233333333334,70.90377777777776,68.75955555555555,68.37722222222222,69.84155555555556,70.00377777777778,71.08800000000002,74.84122222222223,77.01388888888889,75.77933333333333,73.0791111111111,70.02644444444444,67.91955555555556,66.54344444444445,64.87200000000001,63.43844444444445,62.873333333333335,62.81822222222221,62.741666666666674,62.714999999999996,62.00600000000001,60.15488888888889,57.85366666666667,55.658666666666676,53.17888888888889,50.22922222222222,46.55177777777778,43.019111111111116,40.15977777777778,37.68988888888889,35.995444444444445
