time,BCKGRND
25.34722222222,27.86259541982635
50.69444444444,47.96194860435412
76.04166666667,62.46110032906221
101.3888888889,72.92041206941093
126.7361111111,80.46548809584502
152.0833333333,85.90831011491711
177.4305555556,89.83462065539419
202.7777777778,92.66695917505258
228.1250000000,94.71013467205911
253.4722222222,96.18402844661819
278.8194444444,97.24725716185441
304.1666666667,98.01424276177745
329.5138888889,98.56752626706614
354.8611111111,98.96665062775210
380.2083333333,99.25456858259861
405.5555555556,99.46226512254565
430.9027777778,99.61209201586671
456.2500000000,99.72017324807202
481.5972222222,99.79814024382357
506.9444444444,99.85438361098821
532.2916666667,99.89495611630960
557.6388888889,99.92422406862191
582.9861111111,99.94533720979408
608.3333333333,99.96056768186129
633.6805555556,99.97155454911614
659.0277777778,99.97948018999868
684.3750000000,99.98519754162794
709.7222222222,99.98932189070422
735.0694444444,99.99229708908386
760.4166666667,99.99444331997627
785.7638888889,99.99599155523850
811.1111111111,99.99710841197368
836.4583333333,99.99791408343548
861.8055555556,99.99849527391761
887.1527777778,99.99891452964725
912.5000000000,99.99921696984931
937.6146788991,99.74614138454304
962.7293577982,99.35233278110709
987.8440366972,98.79595705173820
1012.958715596,98.06257774532934
1038.073394495,97.14523775185367
1063.188073394,96.04386900278548
1088.302752294,94.76429057241577
1113.417431193,93.31701266148592
1138.532110092,91.71601460695317
1163.646788991,89.97760435467605
1188.761467890,88.11942240262023
1213.876146789,86.15961559989648
1238.990825688,84.11618511055710
1264.105504587,82.00649623406900
1289.220183486,79.84692923647150
1314.334862385,77.65265010185350
1339.449541284,75.43747732642524
1364.564220183,73.21382393629639
1389.678899083,70.99269623378774
1414.793577982,68.78373368117020
1439.908256881,66.59527718859168
1465.022935780,64.43445569030587
1490.137614679,62.30728317897589
1515.252293578,60.21876029546596
1540.366972477,58.17297615303566
1565.481651376,56.17320734244419
1590.596330275,54.22201205929253
1615.711009174,52.32131805999954
1640.825688073,50.47250372903611
1665.940366972,48.67647196417705
1691.055045872,46.93371689033934
1716.169724771,45.24438362275849
1741.284403670,43.60832143876335
1766.399082569,42.02513080197242
1791.513761468,40.49420472744492
1816.628440367,39.01476499222501
1841.743119266,37.58589369136208
1866.857798165,36.20656062139274
1891.972477064,34.87564694633772
1917.087155963,33.59196556913141
1942.201834862,32.35427859670856
1967.316513761,31.16131225160256
1992.431192661,30.01176954816361
2017.545871560,28.90434101824772
2042.660550459,27.83771373999884
2067.775229358,26.81057889444930
2092.889908257,25.82163804823124
2118.004587156,24.86960833673734
2143.119266055,23.95322670052407
2168.233944954,23.07125330849645
2193.348623853,22.22247428429518
2218.463302752,21.40570383715875
2243.577981651,20.61978588517754
2268.692660550,19.86359524712256
2293.807339450,19.13603846875026
2318.922018349,18.43605434049967
2344.036697248,17.76261415566329
2369.151376147,17.11472175129410
2394.266055046,16.49141336818687
2419.380733945,15.89175736113248
2444.495412844,15.31485378619227
2469.610091743,14.75983388788741
2494.724770642,14.22585950586915
2519.839449541,13.71212241776235
2544.954128440,13.21784363239532
2570.068807339,12.74227264549335
2595.183486239,12.28468666807386
2620.298165138,11.84438983619892
2645.412844037,11.42071240938085
2670.527522936,11.01300996376827
2695.642201835,10.62066258523731
2720.756880734,10.24307406665304
2745.871559633,9.879671112829433
2770.986238532,9.529902556085851
2796.100917431,9.193238584758769
2821.215596330,8.869170084532886
2846.330275229,8.557207568902244
2871.444954128,8.256880829351452
2896.559633028,7.967738087790772
2921.674311927,7.689345311571903
2946.788990826,7.421285547961942
2971.903669725,7.163158278351148
2997.018348624,6.914578792323848
3022.133027523,6.675177581599098
3047.247706422,6.444599753745226
3072.362385321,6.222504465487241
3097.477064220,6.008564375355889
3122.591743119,5.802465115369668
3147.706422018,5.603904781394483
3172.821100917,5.412593441788464
3197.935779817,5.228252663910204
3223.050458716,5.050615058046232
3248.165137615,4.879423838296894
3273.279816514,4.714432399948132
3298.394495413,4.555403912849137
3323.509174312,4.402110930311896
3348.623853211,4.254335013047672
3373.738532110,4.111866367656996
3398.853211009,3.974503499193468
3423.967889908,3.842052877326970
3449.082568807,3.714328615638859
3474.197247706,3.591152163589696
3499.311926606,3.472352010709089
3524.426605505,3.357763402567050
3549.541284404,3.247228068096610
3574.655963303,3.140593957848316
3599.770642202,3.037714992768425
3624.885321101,2.938450823104050
3650.000000000,2.842666597050077
